Case,Activity,Timestamp,Resource,label
369,notify accept,2023-10-19 10:53:35.465,Manager-000001,
369,deliver card,2023-10-19 10:57:23.136,Manager-000006,
369,event 13 end,2023-10-19 11:00:43.744,,
370,check for completeness,2023-10-19 11:31:35.709,Clerk-000001,
370,new online application received,2023-10-19 11:31:35.709,,
370,request info,2023-10-19 11:34:43.466,Manager-000003,
370,info received,2023-10-19 11:35:52.150,,
370,check for completeness,2023-10-19 11:36:02.150,Clerk-000004,
370,request info,2023-10-19 11:44:02.334,Manager-000002,
370,info received,2023-10-19 11:46:35.276,,
370,check for completeness,2023-10-19 11:46:45.276,Clerk-000006,
370,request info,2023-10-19 11:49:46.127,Manager-000004,
370,info received,2023-10-19 11:59:32.181,,
370,check for completeness,2023-10-19 11:59:42.181,Clerk-000005,
370,request info,2023-10-19 12:22:05.540,Manager-000005,
370,info received,2023-10-19 12:31:43.676,,
370,check for completeness,2023-10-19 12:31:53.676,Clerk-000002,
370,request info,2023-10-19 12:34:39.911,Manager-000001,
370,info received,2023-10-19 12:40:31.055,,
370,check for completeness,2023-10-19 12:40:41.055,Clerk-000003,
370,request info,2023-10-19 12:47:28.411,Manager-000006,
370,info received,2023-10-19 13:07:28.074,,
370,check for completeness,2023-10-19 13:07:38.074,Clerk-000005,
370,perform checks,2023-10-19 13:10:42.821,Clerk-000004,synonymous label('Perform checks')
370,make decision,2023-10-19 13:16:13.742,Manager-000004,
370,notify accept,2023-10-19 13:42:44.842,Manager-000001,
370,deliver card,2023-10-19 13:44:26.733,Manager-000003,
370,event 13 end,2023-10-19 13:47:48.845,,
371,check for completeness,2023-10-19 13:02:30.645,Clerk-000001,
371,new online application received,2023-10-19 13:02:30.645,,
371,request info,2023-10-19 13:19:54.377,Manager-000005,
371,info received,2023-10-19 13:30:30.419,,
371,check for completeness,2023-10-19 13:30:40.419,Clerk-000006,
371,request info,2023-10-19 13:31:10.540,Manager-000006,
371,info received,2023-10-19 13:46:23.840,,
371,check for completeness,2023-10-19 13:46:33.840,Clerk-000003,
371,request info,2023-10-19 13:55:06.312,Manager-000002,
371,info received,2023-10-19 13:58:49.900,,
371,check for completeness,2023-10-19 13:58:59.900,Clerk-000005,
371,request info,2023-10-19 14:03:44.986,Manager-000004,
371,info received,2023-10-19 14:04:24.342,,
371,check for completeness,2023-10-19 14:04:34.342,Clerk-000004,
371,request info,2023-10-19 14:17:49.395,Manager-000005,
371,info received,2023-10-19 14:28:46.248,,
371,check for completeness,2023-10-19 14:28:56.248,Clerk-000006,
371,request info,2023-10-19 14:39:27.756,Manager-000006,
371,info received,2023-10-19 15:01:27.841,,
371,check for completeness,2023-10-19 15:01:37.841,Clerk-000003,
371,request info,2023-10-19 15:15:14.333,Manager-000002,
371,info received,2023-10-19 15:20:20.096,,
371,check for completeness,2023-10-19 15:20:30.096,Clerk-000001,
371,request info,2023-10-19 15:33:34.686,Manager-000006,
371,info received,2023-10-19 15:37:24.908,,
371,check for completeness,2023-10-19 15:37:34.908,Clerk-000002,
371,request info,2023-10-19 15:49:05.617,Manager-000002,
371,info received,2023-10-19 15:56:06.675,,
371,check for completeness,2023-10-19 15:56:16.675,Clerk-000004,
371,perform checks,2023-10-19 16:06:32.297,Clerk-000006,
371,make decision,2023-10-19 16:10:26.228,Manager-000006,
371,notify accept,2023-10-19 16:12:09.536,Manager-000001,
371,deliver card,2023-10-19 16:28:07.966,Manager-000006,
371,event 13 end,2023-10-19 16:46:15.352,,
372,check for completeness,2023-10-19 13:05:43.028,Clerk-000004,
372,new online application received,2023-10-19 13:05:43.028,,
372,perform checks,2023-10-19 13:07:57.284,Clerk-000002,
372,make decision,2023-10-19 13:31:17.511,Manager-000003,
372,notify accept,2023-10-19 13:39:42.395,Manager-000002,
372,deliver card,2023-10-19 13:41:24.666,Manager-000005,
372,event 13 end,2023-10-19 13:43:14.813,,
373,check for completeness,2023-10-19 13:05:45.761,Clerk-000006,
373,new online application received,2023-10-19 13:05:45.761,,
373,perform checks,2023-10-19 13:08:53.947,Clerk-000003,
373,make decision,2023-10-19 13:09:53.974,Manager-000003,
373,notify accept,2023-10-19 13:12:12.410,Manager-000002,
373,deliver card,2023-10-19 13:27:46.119,Manager-000001,
373,event 13 end,2023-10-19 13:34:47.397,,
374,check for completeness,2023-10-19 14:27:10.153,Clerk-000001,
374,new online application received,2023-10-19 14:27:10.153,,
374,request info,2023-10-19 14:33:44.459,Manager-000001,
374,info received,2023-10-19 14:53:31.070,,
374,check for completeness,2023-10-19 14:53:41.070,Clerk-000002,
374,request info,2023-10-19 14:57:19.795,Manager-000003,
374,info received,2023-10-19 15:04:03.725,,
374,check for completeness,2023-10-19 15:04:13.725,Clerk-000005,
374,perform checks,2023-10-19 15:10:29.344,Clerk-000004,
374,make decision,2023-10-19 15:19:55.861,Manager-000004,
374,notify accept,2023-10-19 15:28:23.034,Manager-000005,
374,deliver card,2023-10-19 15:32:23.429,Manager-000001,
374,event 13 end,2023-10-19 15:38:20.587,,
375,check for completeness,2023-10-19 15:27:55.971,Clerk-000006,
375,new online application received,2023-10-19 15:27:55.971,,
375,perform checks,2023-10-19 15:42:11.698,Clerk-000005,synonymous label('Perform checks')
375,make decision,2023-10-19 15:46:01.323,Manager-000003,
375,notify accept,2023-10-19 15:49:43.087,Manager-000004,
375,deliver card,2023-10-19 16:07:23.198,Manager-000005,
375,event 13 end,2023-10-19 16:14:43.038,,
376,check for completeness,2023-10-19 15:55:24.811,Clerk-000003,
376,new online application received,2023-10-19 15:55:24.811,,
376,perform checks,2023-10-19 15:58:20.544,Clerk-000001,
376,make decision,2023-10-19 16:17:40.193,Manager-000003,
376,notify accept,2023-10-19 16:21:05.842,Manager-000002,
376,deliver card,2023-10-19 16:24:59.378,Manager-000004,
376,event 13 end,2023-10-19 16:34:14.114,,
377,check for completeness,2023-10-19 18:39:05.887,Clerk-000005,
377,new online application received,2023-10-19 18:39:05.887,,
377,perform checks,2023-10-19 18:50:50.356,Clerk-000002,
377,make decision,2023-10-19 19:01:35.790,Manager-000005,
377,notify accept,2023-10-19 19:06:36.075,Manager-000003,
377,deliver card,2023-10-19 19:06:53.233,Manager-000002,
377,event 13 end,2023-10-19 19:07:01.765,,
378,check for completeness,2023-10-19 18:51:45.846,Clerk-000003,
378,new online application received,2023-10-19 18:51:45.846,,
378,request info,2023-10-19 19:08:22.728,Manager-000001,
378,info received,2023-10-19 19:39:16.817,,
378,check for completeness,2023-10-19 19:39:26.817,Clerk-000004,
378,request info,2023-10-19 19:41:49.928,Manager-000004,
378,info received,2023-10-19 19:53:10.881,,
378,check for completeness,2023-10-19 19:53:20.881,Clerk-000006,
378,request info,2023-10-19 19:56:51.435,Manager-000006,
378,info received,2023-10-19 20:07:06.563,,
378,check for completeness,2023-10-19 20:07:16.563,Clerk-000001,
378,perform checks,2023-10-19 20:09:26.743,Clerk-000005,synonymous label('Perform checks')
378,make decision,2023-10-19 20:09:55.924,Manager-000005,
378,notify accept,2023-10-19 20:19:56.951,Manager-000003,
378,deliver card,2023-10-19 20:48:51.838,Manager-000002,
378,event 13 end,2023-10-19 21:03:54.935,,
379,check for completeness,2023-10-19 21:04:19.318,Clerk-000002,
379,new online application received,2023-10-19 21:04:19.318,,
379,request info,2023-10-19 21:21:13.425,Manager-000001,
379,info received,2023-10-19 21:48:48.974,,
379,check for completeness,2023-10-19 21:48:58.974,Clerk-000005,
379,perform checks,2023-10-19 22:10:22.196,Clerk-000003,
379,make decision,2023-10-19 22:15:59.449,Manager-000005,
379,notify accept,2023-10-19 22:22:57.895,Manager-000002,
379,deliver card,2023-10-19 22:42:04.481,Manager-000006,
379,event 13 end,2023-10-19 23:07:44.264,,
380,check for completeness,2023-10-19 21:22:03.367,Clerk-000003,
380,new online application received,2023-10-19 21:22:03.367,,
380,perform checks,2023-10-19 21:31:08.696,Clerk-000004,
380,make decision,2023-10-19 21:35:22.342,Manager-000004,
380,notify accept,2023-10-19 21:55:31.236,Manager-000005,
380,deliver card,2023-10-19 22:06:32.926,Manager-000001,
380,event 13 end,2023-10-19 22:10:49.637,,
381,check for completeness,2023-10-19 21:33:51.539,Clerk-000006,
381,new online application received,2023-10-19 21:33:51.539,,
381,perform checks,2023-10-19 21:40:46.352,Clerk-000001,
381,make decision,2023-10-19 21:48:21.303,Manager-000006,
381,notify accept,2023-10-19 22:02:38.050,Manager-000002,
381,deliver card,2023-10-19 22:15:28.100,Manager-000006,
381,event 13 end,2023-10-19 22:18:40.572,,
382,check for completeness,2023-10-19 22:00:58.853,Clerk-000002,
382,new online application received,2023-10-19 22:00:58.853,,
382,request info,2023-10-19 22:02:24.617,Manager-000003,
382,info received,2023-10-19 22:16:05.451,,
382,check for completeness,2023-10-19 22:16:15.451,Clerk-000001,
382,perform checks,2023-10-19 22:27:29.898,Clerk-000004,synonymous label('Perform checks')
382,make decision,2023-10-19 22:40:13.356,Manager-000003,
382,notify accept,2023-10-19 22:42:42.403,Manager-000004,
382,deliver card,2023-10-19 22:54:45.152,Manager-000003,
382,event 13 end,2023-10-19 22:56:05.508,,
383,check for completeness,2023-10-19 22:10:23.184,Clerk-000004,
383,new online application received,2023-10-19 22:10:23.184,,
383,request info,2023-10-19 22:12:08.617,Manager-000004,
383,info received,2023-10-19 22:20:16.554,,
383,check for completeness,2023-10-19 22:20:26.554,Clerk-000002,
383,request info,2023-10-19 22:20:33.517,Manager-000001,
383,info received,2023-10-19 22:54:47.005,,
383,check for completeness,2023-10-19 22:54:57.005,Clerk-000006,
383,perform checks,2023-10-19 23:08:48.509,Clerk-000001,
383,make decision,2023-10-19 23:24:09.072,Manager-000005,
383,notify reject,2023-10-19 23:40:38.495,Manager-000001,
383,review request received,2023-10-19 23:44:08.019,,
383,check for completeness,2023-10-19 23:44:18.019,Clerk-000003,
383,perform checks,2023-10-20 00:02:10.214,Clerk-000002,
383,make decision,2023-10-20 00:07:40.581,Manager-000001,
383,notify reject,2023-10-20 00:43:09.349,Manager-000006,
383,review request received,2023-10-20 00:55:57.101,,
383,check for completeness,2023-10-20 00:56:07.101,Clerk-000004,
383,request info,2023-10-20 01:20:44.083,Manager-000003,
383,info received,2023-10-20 02:09:04.149,,
383,check for completeness,2023-10-20 02:09:14.149,Clerk-000006,
383,request info,2023-10-20 02:12:35.745,Manager-000005,
383,info received,2023-10-20 02:16:36.316,,
383,check for completeness,2023-10-20 02:16:46.316,Clerk-000003,
383,request info,2023-10-20 02:16:53.687,Manager-000006,
383,info received,2023-10-20 02:33:48.407,,
383,check for completeness,2023-10-20 02:33:58.407,Clerk-000002,
383,perform checks,2023-10-20 02:56:25.812,Clerk-000004,
383,make decision,2023-10-20 03:01:29.440,Manager-000002,
383,notify reject,2023-10-20 03:15:39.076,Manager-000003,
383,time out,2023-10-20 03:26:13.560,,
383,event 13 end,2023-10-20 03:26:23.560,,
384,check for completeness,2023-10-19 22:14:12.355,Clerk-000006,
384,new online application received,2023-10-19 22:14:12.355,,
384,perform checks,2023-10-19 22:38:08.760,Clerk-000002,
384,make decision,2023-10-19 22:55:25.087,Manager-000005,
384,notify reject,2023-10-19 23:00:34.220,Manager-000002,
384,time out,2023-10-19 23:07:06.402,,
384,event 13 end,2023-10-19 23:07:16.402,,
385,check for completeness,2023-10-19 22:22:12.662,Clerk-000005,
385,new online application received,2023-10-19 22:22:12.662,,
385,perform checks,2023-10-19 22:34:30.861,Clerk-000003,
385,make decision,2023-10-19 22:45:06.753,Manager-000005,
385,notify reject,2023-10-19 22:46:36.681,Manager-000002,
385,time out,2023-10-19 22:52:34.566,,
385,event 13 end,2023-10-19 22:52:44.566,,
386,check for completeness,2023-10-19 22:45:19.786,Clerk-000001,
386,new online application received,2023-10-19 22:45:19.786,,
386,perform checks,2023-10-19 22:48:59.541,Clerk-000005,
386,make decision,2023-10-19 23:28:27.365,Manager-000002,
386,notify accept,2023-10-19 23:35:52.583,Manager-000004,
386,deliver card,2023-10-20 00:01:45.157,Manager-000005,
386,event 13 end,2023-10-20 00:06:59.778,,
387,check for completeness,2023-10-19 23:04:32.096,Clerk-000004,
387,new online application received,2023-10-19 23:04:32.096,,
387,request info,2023-10-19 23:06:34.948,Manager-000004,
387,info received,2023-10-19 23:07:43.468,,
387,check for completeness,2023-10-19 23:07:53.468,Clerk-000003,
387,perform checks,2023-10-19 23:12:27.455,Clerk-000002,synonymous label('Perform checks')
387,make decision,2023-10-19 23:13:07.917,Manager-000001,
387,notify reject,2023-10-19 23:18:49.238,Manager-000003,
387,time out,2023-10-19 23:19:06.691,,
387,event 13 end,2023-10-19 23:19:16.691,,
388,check for completeness,2023-10-19 23:17:21.820,Clerk-000004,
388,new online application received,2023-10-19 23:17:21.820,,
388,perform checks,2023-10-19 23:17:48.644,Clerk-000006,synonymous label('Perform checks')
388,make decision,2023-10-19 23:39:02.142,Manager-000006,
388,notify accept,2023-10-19 23:45:00.802,Manager-000003,
388,deliver card,2023-10-19 23:48:32.088,Manager-000002,
388,event 13 end,2023-10-20 00:01:43.502,,
389,check for completeness,2023-10-20 01:35:15.141,Clerk-000001,
389,new online application received,2023-10-20 01:35:15.141,,
389,perform checks,2023-10-20 01:35:23.209,Clerk-000005,
389,make decision,2023-10-20 01:41:21.769,Manager-000002,
389,notify accept,2023-10-20 01:56:10.795,Manager-000004,
389,deliver card,2023-10-20 02:14:30.968,Manager-000001,
389,event 13 end,2023-10-20 02:30:24.169,,
390,check for completeness,2023-10-20 05:13:49.505,Clerk-000001,
390,new online application received,2023-10-20 05:13:49.505,,
390,request info,2023-10-20 05:13:52.215,Manager-000004,
390,info received,2023-10-20 05:18:31.983,,
390,check for completeness,2023-10-20 05:18:41.983,Clerk-000005,
390,request info,2023-10-20 05:30:58.072,Manager-000005,
390,info received,2023-10-20 05:34:11.443,,
390,check for completeness,2023-10-20 05:34:21.443,Clerk-000006,
390,perform checks,2023-10-20 05:44:13.758,Clerk-000003,synonymous label('Perform checks')
390,make decision,2023-10-20 05:55:16.773,Manager-000001,
390,notify reject,2023-10-20 05:55:42.449,Manager-000006,
390,time out,2023-10-20 05:57:53.250,,
390,event 13 end,2023-10-20 05:58:03.250,,
391,check for completeness,2023-10-20 06:08:11.112,Clerk-000002,
391,new online application received,2023-10-20 06:08:11.112,,
391,request info,2023-10-20 06:14:54.573,Manager-000002,
391,info received,2023-10-20 06:23:04.464,,
391,check for completeness,2023-10-20 06:23:14.464,Clerk-000004,
391,request info,2023-10-20 06:28:28.200,Manager-000003,
391,info received,2023-10-20 06:30:43.542,,
391,check for completeness,2023-10-20 06:30:53.542,Clerk-000001,
391,request info,2023-10-20 06:41:15.729,Manager-000004,
391,info received,2023-10-20 06:46:33.863,,
391,check for completeness,2023-10-20 06:46:43.863,Clerk-000005,
391,request info,2023-10-20 06:49:19.765,Manager-000005,
391,info received,2023-10-20 06:50:09.911,,
391,check for completeness,2023-10-20 06:50:19.911,Clerk-000006,
391,request info,2023-10-20 06:53:44.097,Manager-000001,
391,info received,2023-10-20 06:59:08.160,,
391,check for completeness,2023-10-20 06:59:18.160,Clerk-000003,
391,request info,2023-10-20 07:19:47.684,Manager-000006,
391,info received,2023-10-20 07:24:55.347,,
391,check for completeness,2023-10-20 07:25:05.347,Clerk-000002,
391,request info,2023-10-20 07:25:53.860,Manager-000002,
391,info received,2023-10-20 07:51:00.668,,
391,check for completeness,2023-10-20 07:51:10.668,Clerk-000004,
391,request info,2023-10-20 08:02:49.686,Manager-000003,
391,info received,2023-10-20 08:15:02.405,,
391,check for completeness,2023-10-20 08:15:12.405,Clerk-000001,
391,request info,2023-10-20 08:40:30.524,Manager-000004,
391,info received,2023-10-20 08:42:46.844,,
391,check for completeness,2023-10-20 08:42:56.844,Clerk-000006,
391,perform checks,2023-10-20 08:53:25.762,Clerk-000003,synonymous label('Perform checks')
391,make decision,2023-10-20 09:00:37.373,Manager-000001,
391,notify accept,2023-10-20 09:08:37.386,Manager-000006,
391,deliver card,2023-10-20 09:14:54.347,Manager-000002,
391,event 13 end,2023-10-20 09:16:05.268,,
392,check for completeness,2023-10-20 08:29:29.360,Clerk-000005,
392,new online application received,2023-10-20 08:29:29.360,,
392,request info,2023-10-20 08:47:40.962,Manager-000005,
392,info received,2023-10-20 09:10:21.244,,
392,check for completeness,2023-10-20 09:10:31.244,Clerk-000002,
392,perform checks,2023-10-20 09:16:25.216,Clerk-000004,
392,make decision,2023-10-20 09:29:32.376,Manager-000003,
392,notify reject,2023-10-20 09:34:22.154,Manager-000004,
392,review request received,2023-10-20 09:55:36.223,,
392,check for completeness,2023-10-20 09:55:46.223,Clerk-000001,
392,perform checks,2023-10-20 09:56:07.969,Clerk-000005,
392,make decision,2023-10-20 10:11:23.320,Manager-000001,
392,notify reject,2023-10-20 10:16:40.069,Manager-000005,
392,time out,2023-10-20 10:35:08.146,,
392,event 13 end,2023-10-20 10:35:18.146,,
393,check for completeness,2023-10-20 11:32:23.464,Clerk-000006,
393,new online application received,2023-10-20 11:32:23.464,,
393,request info,2023-10-20 11:51:12.649,Manager-000006,
393,info received,2023-10-20 11:56:35.537,,
393,check for completeness,2023-10-20 11:56:45.537,Clerk-000003,
393,request info,2023-10-20 12:14:57.790,Manager-000002,
393,info received,2023-10-20 12:17:58.961,,
393,check for completeness,2023-10-20 12:18:08.961,Clerk-000001,
393,perform checks,2023-10-20 12:44:45.170,Clerk-000005,synonymous label('Perform checks')
393,make decision,2023-10-20 12:46:18.841,Manager-000004,
393,notify accept,2023-10-20 12:46:42.261,Manager-000001,
393,deliver card,2023-10-20 12:50:44.463,Manager-000006,
393,event 13 end,2023-10-20 12:58:40.654,,
394,check for completeness,2023-10-20 12:05:20.675,Clerk-000002,
394,new online application received,2023-10-20 12:05:20.675,,
394,perform checks,2023-10-20 12:09:27.281,Clerk-000004,
394,make decision,2023-10-20 12:15:29.455,Manager-000003,
394,notify reject,2023-10-20 12:46:53.705,Manager-000005,
394,review request received,2023-10-20 13:00:42.872,,
394,check for completeness,2023-10-20 13:00:52.872,Clerk-000006,
394,request info,2023-10-20 13:08:21.830,Manager-000002,
394,info received,2023-10-20 13:12:29.765,,
394,check for completeness,2023-10-20 13:12:39.765,Clerk-000002,
394,request info,2023-10-20 13:20:04.284,Manager-000004,
394,info received,2023-10-20 13:21:32.691,,
394,check for completeness,2023-10-20 13:21:42.691,Clerk-000003,
394,perform checks,2023-10-20 13:29:09.180,Clerk-000004,
394,make decision,2023-10-20 13:51:52.072,Manager-000003,
394,notify reject,2023-10-20 14:04:52.999,Manager-000001,
394,review request received,2023-10-20 14:09:45.499,,
394,check for completeness,2023-10-20 14:09:55.499,Clerk-000001,
394,request info,2023-10-20 14:11:36.898,Manager-000006,
394,info received,2023-10-20 14:15:28.132,,
394,check for completeness,2023-10-20 14:15:38.132,Clerk-000005,
394,request info,2023-10-20 14:16:57.682,Manager-000005,
394,info received,2023-10-20 14:36:18.707,,
394,check for completeness,2023-10-20 14:36:28.707,Clerk-000006,
394,request info,2023-10-20 14:56:49.382,Manager-000002,
394,info received,2023-10-20 15:06:30.798,,
394,check for completeness,2023-10-20 15:06:40.798,Clerk-000004,
394,request info,2023-10-20 15:33:38.140,Manager-000005,
394,info received,2023-10-20 16:13:57.820,,
394,check for completeness,2023-10-20 16:14:07.820,Clerk-000004,
394,request info,2023-10-20 16:27:33.488,Manager-000006,
394,info received,2023-10-20 16:29:46.940,,
394,check for completeness,2023-10-20 16:29:56.940,Clerk-000006,
394,request info,2023-10-20 16:33:47.381,Manager-000002,
394,info received,2023-10-20 17:02:36.448,,
394,check for completeness,2023-10-20 17:02:46.448,Clerk-000002,
394,perform checks,2023-10-20 17:08:11.954,Clerk-000003,
394,make decision,2023-10-20 17:17:18.157,Manager-000004,
394,notify reject,2023-10-20 17:19:18.871,Manager-000005,
394,time out,2023-10-20 17:22:02.469,,
394,event 13 end,2023-10-20 17:22:12.469,,
395,check for completeness,2023-10-20 14:50:46.989,Clerk-000002,
395,new online application received,2023-10-20 14:50:46.989,,
395,perform checks,2023-10-20 14:51:59.867,Clerk-000003,
395,make decision,2023-10-20 14:56:54.367,Manager-000004,
395,notify reject,2023-10-20 14:57:11.473,Manager-000003,
395,review request received,2023-10-20 15:06:45.820,,
395,check for completeness,2023-10-20 15:06:55.820,Clerk-000001,
395,perform checks,2023-10-20 15:17:21.061,Clerk-000005,
395,make decision,2023-10-20 15:18:30.717,Manager-000001,
395,notify reject,2023-10-20 15:27:48.145,Manager-000006,
395,review request received,2023-10-20 15:27:58.396,,
395,check for completeness,2023-10-20 15:28:08.396,Clerk-000003,
395,request info,2023-10-20 15:40:16.907,Manager-000004,
395,info received,2023-10-20 15:50:38.673,,
395,check for completeness,2023-10-20 15:50:48.673,Clerk-000001,
395,request info,2023-10-20 15:54:02.787,Manager-000003,
395,info received,2023-10-20 16:00:59.733,,
395,check for completeness,2023-10-20 16:01:09.733,Clerk-000005,
395,perform checks,2023-10-20 16:03:20.445,Clerk-000002,
395,make decision,2023-10-20 16:28:27.677,Manager-000004,
395,notify reject,2023-10-20 16:37:15.142,Manager-000003,
395,review request received,2023-10-20 16:56:18.228,,
395,check for completeness,2023-10-20 16:56:28.228,Clerk-000005,
395,perform checks,2023-10-20 17:04:37.475,Clerk-000006,
395,make decision,2023-10-20 17:05:50.073,Manager-000006,
395,notify accept,2023-10-20 17:28:26.880,Manager-000001,
395,deliver card,2023-10-20 17:31:18.538,Manager-000002,
395,event 13 end,2023-10-20 17:32:51.099,,
396,check for completeness,2023-10-20 15:19:45.221,Clerk-000002,
396,new online application received,2023-10-20 15:19:45.221,,
396,perform checks,2023-10-20 15:24:41.573,Clerk-000006,synonymous label('Perform checks')
396,make decision,2023-10-20 15:42:44.415,Manager-000002,
396,notify reject,2023-10-20 15:59:07.083,Manager-000001,
396,review request received,2023-10-20 16:22:50.277,,
396,check for completeness,2023-10-20 16:23:00.277,Clerk-000003,
396,perform checks,2023-10-20 16:49:54.520,Clerk-000001,synonymous label('Perform checks')
396,make decision,2023-10-20 16:53:42.810,Manager-000005,
396,notify reject,2023-10-20 17:00:40.859,Manager-000001,
396,review request received,2023-10-20 17:01:44.431,,
396,check for completeness,2023-10-20 17:01:54.431,Clerk-000004,
396,perform checks,2023-10-20 17:10:33.225,Clerk-000001,synonymous label('Perform checks')
396,make decision,2023-10-20 17:18:02.623,Manager-000003,
396,notify accept,2023-10-20 17:45:38.241,Manager-000004,
396,deliver card,2023-10-20 17:49:28.510,Manager-000005,
396,event 13 end,2023-10-20 17:55:24.880,,
397,check for completeness,2023-10-20 17:33:44.475,Clerk-000005,
397,new online application received,2023-10-20 17:33:44.475,,
397,perform checks,2023-10-20 17:33:56.574,Clerk-000006,synonymous label('Perform checks')
397,make decision,2023-10-20 17:56:02.585,Manager-000006,
397,notify reject,2023-10-20 18:13:39.643,Manager-000001,
397,review request received,2023-10-20 18:19:35.416,,
397,check for completeness,2023-10-20 18:19:45.416,Clerk-000002,
397,perform checks,2023-10-20 18:28:39.139,Clerk-000004,synonymous label('Perform checks')
397,make decision,2023-10-20 18:32:30.424,Manager-000002,
397,notify reject,2023-10-20 18:42:08.064,Manager-000003,
397,time out,2023-10-20 18:50:00.314,,
397,event 13 end,2023-10-20 18:50:10.314,,
398,check for completeness,2023-10-20 18:52:06.057,Clerk-000003,
398,new online application received,2023-10-20 18:52:06.057,,
398,perform checks,2023-10-20 19:03:45.218,Clerk-000001,synonymous label('Perform checks')
398,make decision,2023-10-20 19:39:04.568,Manager-000004,
398,notify accept,2023-10-20 20:12:17.387,Manager-000006,
398,deliver card,2023-10-20 20:15:55.740,Manager-000001,
398,event 13 end,2023-10-20 20:21:18.654,,
399,check for completeness,2023-10-20 19:44:28.902,Clerk-000005,
399,new online application received,2023-10-20 19:44:28.902,,
399,request info,2023-10-20 19:53:37.416,Manager-000005,
399,info received,2023-10-20 20:11:38.710,,
399,check for completeness,2023-10-20 20:11:48.710,Clerk-000006,
399,request info,2023-10-20 20:36:13.827,Manager-000002,
399,info received,2023-10-20 20:43:09.762,,
399,check for completeness,2023-10-20 20:43:19.762,Clerk-000002,
399,perform checks,2023-10-20 20:49:38.105,Clerk-000004,
399,make decision,2023-10-20 20:57:16.188,Manager-000003,
399,notify accept,2023-10-20 20:59:42.857,Manager-000005,
399,deliver card,2023-10-20 21:10:17.812,Manager-000004,
399,event 13 end,2023-10-20 21:11:36.750,,
400,check for completeness,2023-10-20 21:37:34.026,Clerk-000003,
400,new online application received,2023-10-20 21:37:34.026,,
400,request info,2023-10-20 21:39:03.434,Manager-000006,
400,info received,2023-10-20 21:40:53.622,,
400,check for completeness,2023-10-20 21:41:03.622,Clerk-000001,
400,request info,2023-10-20 21:47:18.994,Manager-000001,
400,info received,2023-10-20 21:56:30.562,,
400,check for completeness,2023-10-20 21:56:40.562,Clerk-000005,
400,request info,2023-10-20 22:01:04.977,Manager-000002,
400,info received,2023-10-20 22:12:12.681,,
400,check for completeness,2023-10-20 22:12:22.681,Clerk-000006,
400,request info,2023-10-20 22:17:19.301,Manager-000003,
400,info received,2023-10-20 22:22:13.509,,
400,check for completeness,2023-10-20 22:22:23.509,Clerk-000002,
400,request info,2023-10-20 22:24:32.471,Manager-000005,
400,info received,2023-10-20 22:33:36.926,,
400,check for completeness,2023-10-20 22:33:46.926,Clerk-000004,
400,perform checks,2023-10-20 22:55:10.035,Clerk-000003,
400,make decision,2023-10-20 23:06:24.028,Manager-000004,
400,notify accept,2023-10-20 23:10:13.380,Manager-000006,
400,deliver card,2023-10-20 23:58:22.658,Manager-000001,
400,event 13 end,2023-10-21 00:12:46.688,,
401,check for completeness,2023-10-20 23:50:00.515,Clerk-000001,
401,new online application received,2023-10-20 23:50:00.515,,
401,request info,2023-10-21 00:24:55.422,Manager-000002,
401,info received,2023-10-21 00:53:09.898,,
401,check for completeness,2023-10-21 00:53:19.898,Clerk-000005,
401,perform checks,2023-10-21 01:05:44.130,Clerk-000006,
401,make decision,2023-10-21 01:28:48.131,Manager-000004,
401,notify reject,2023-10-21 01:35:45.962,Manager-000006,
401,review request received,2023-10-23 02:10:13.390,,
401,check for completeness,2023-10-23 02:10:23.390,Clerk-000002,
401,perform checks,2023-10-23 02:21:24.049,Clerk-000006,
401,make decision,2023-10-23 02:57:15.505,Manager-000004,
401,notify accept,2023-10-23 02:58:37.051,Manager-000006,
401,deliver card,2023-10-23 03:45:53.775,Manager-000001,
401,event 13 end,2023-10-23 03:52:35.895,,
402,check for completeness,2023-10-21 01:06:00.841,Clerk-000002,
402,new online application received,2023-10-21 01:06:00.841,,
402,request info,2023-10-21 01:13:28.270,Manager-000003,
402,info received,2023-10-21 01:20:09.198,,
402,check for completeness,2023-10-21 01:20:19.198,Clerk-000004,
402,request info,2023-10-21 01:23:36.568,Manager-000005,
402,info received,2023-10-21 01:35:41.387,,
402,check for completeness,2023-10-21 01:35:51.387,Clerk-000003,
402,perform checks,2023-10-21 01:36:24.287,Clerk-000001,
402,make decision,2023-10-23 02:31:29.174,Manager-000003,
402,notify reject,2023-10-23 02:48:31.557,Manager-000005,
402,time out,2023-10-23 03:03:27.926,,
402,event 13 end,2023-10-23 03:03:37.926,,
403,check for completeness,2023-10-23 02:07:50.455,Clerk-000005,
403,new online application received,2023-10-23 02:07:50.455,,
403,perform checks,2023-10-23 02:11:31.354,Clerk-000004,
403,make decision,2023-10-23 02:13:51.740,Manager-000001,
403,notify reject,2023-10-23 02:16:56.769,Manager-000002,
403,time out,2023-10-23 02:18:05.005,,
403,event 13 end,2023-10-23 02:18:15.005,,
404,check for completeness,2023-10-23 03:53:25.122,Clerk-000003,
404,new online application received,2023-10-23 03:53:25.122,,
404,perform checks,2023-10-23 04:04:57.106,Clerk-000005,
404,make decision,2023-10-23 04:17:40.209,Manager-000002,
