190101 overage surcharge  a101 -> 190205 class 3b a205 (frequency = 3938, performance = 1.00)
190101 overage surcharge  a101_43rywDV_20051019 080000000000 -> 190205 class 3b a205_90ZPOoP_20051019 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_44AfjeG_20070411 080000000000 -> 190205 class 3b a205_20sfLBR_20070411 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_44DKvTN_20070816 080000000000 -> 190205 class 3b a205_53cCozz_20070816 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_44DzJqc_20051130 080000000000 -> 190205 class 3b a205_27jMZZd_20051130 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_44IIsjO_20051203 080000000000 -> 190205 class 3b a205_33ZXVhj_20051203 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_44LFHFg_20061004 080000000000 -> 190205 class 3b a205_67JijOp_20061004 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_44MWOTB_20070828 080000000000 -> 190205 class 3b a205_70RUHsB_20070828 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_44MseTp_20061024 080000000000 -> 190205 class 3b a205_48JllLh_20061024 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_44bcRFI_20051003 080000000000 -> 190205 class 3b a205_16yavJa_20051003 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_44eoMrB_20050824 080000000000 -> 190205 class 3b a205_49YyzdW_20050824 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_44gxwTE_20061002 080000000000 -> 190205 class 3b a205_22sdGWB_20061002 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_44hKgMZ_20060831 080000000000 -> 190205 class 3b a205_65nZOoZ_20060831 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_44jvwmw_20060112 080000000000 -> 190205 class 3b a205_04iABoe_20060112 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_44mMKsD_20080221 080000000000 -> 190205 class 3b a205_12PyOwt_20080221 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_44ojcpH_20060501 080000000000 -> 190205 class 3b a205_12mmiyl_20060501 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_44tGVpe_20070808 080000000000 -> 190205 class 3b a205_70mTPSW_20070808 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_44wBblW_20060214 080001000000 -> 190205 class 3b a205_90ENMJA_20060214 080002000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_44xAmtQ_20060503 080000000000 -> 190205 class 3b a205_53WdpEm_20060503 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_45InTaM_20050323 080001000000 -> 190204 class 3a a204 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_45JRlKf_20070811 080000000000 -> 190205 class 3b a205_92LQVQJ_20070811 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_45LVvJq_20060614 080000000000 -> 190205 class 3b a205_55NwXxv_20060614 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_45NkjYb_20051203 080000000000 -> 190204 class 3a a204 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_45QdbyB_20060228 080001000000 -> 190205 class 3b a205_55AGzoM_20060228 080002000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_45UAVRT_20051013 080001000000 -> 190205 class 3b a205_55NrrHC_20051013 080002000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_45UAjTf_20050813 080000000000 -> 190205 class 3b a205_34mQAjp_20050813 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_45XwDmK_20070820 080000000000 -> 190205 class 3b a205_03VVVpN_20070820 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_45ZDfRP_20060406 080000000000 -> 190205 class 3b a205_75bFOwo_20060406 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_45Zujog_20070221 080000000000 -> 190205 class 3b a205_10lmNBR_20070221 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_45gFTAX_20080219 080000000000 -> 190205 class 3b a205_12cJjeC_20080219 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_45mUDex_20070109 080000000000 -> 190205 class 3b a205_15nIDGy_20070109 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_45qkLcQ_20070725 080000000000 -> 190205 class 3b a205_01qbWKW_20070725 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_45ryqgU_20060106 080000000000 -> 190205 class 3b a205_21HRaye_20060106 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_45sPRQc_20071202 080000000000 -> 190205 class 3b a205_68VnupB_20071202 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_45tMBXp_20070221 080000000000 -> 190205 class 3b a205_86AETVm_20070221 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_46DUSBs_20060228 080000000000 -> 190205 class 3b a205_61yxjxq_20060228 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_46KWLip_20060729 080001000000 -> 190205 class 3b a205_56WCZtp_20060729 080002000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_46LxWns_20050322 080000000000 -> 190205 class 3b a205_64KBDdA_20050322 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_46Muqmx_20050422 080000000000 -> 190205 class 3b a205_98BYpDR_20050422 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_46VFceF_20071130 080000000000 -> 190205 class 3b a205_60mUdLP_20071130 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_46YDVgi_20060914 080000000000 -> 190205 class 3b a205_21LryDK_20060914 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_46ZZSnm_20060925 080001000000 -> 190205 class 3b a205_48FebYN_20060925 080002000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_46ZjVAU_20070501 080000000000 -> 190205 class 3b a205_87MiiOt_20070501 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_46bcxsd_20071215 080000000000 -> 190205 class 3b a205_16OxzoY_20071215 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_46dPJrZ_20080214 080000000000 -> 190205 class 3b a205_81TEvzm_20080214 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_46fXTHd_20071105 080001000000 -> 190205 class 3b a205_80xddmD_20071105 080002000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_46freNg_20070717 080000000000 -> 190205 class 3b a205_28mIvIM_20070717 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_46ghzut_20070404 080001000000 -> 190205 class 3b a205_97UnOcx_20070404 080002000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_46jhoyc_20070429 080000000000 -> 190205 class 3b a205_42JzxYV_20070429 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_46kSbrw_20050418 080000000000 -> 190205 class 3b a205_33GaBwO_20050418 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_46oKRRF_20070205 080000000000 -> 190205 class 3b a205_89UqadA_20070205 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_46oKiid_20050312 080000000000 -> 190204 class 3a a204 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_46pXkTe_20050303 080000000000 -> 190204 class 3a a204 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_46pcVUS_20051201 080000000000 -> 190205 class 3b a205_24fdZZz_20051201 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_46pgSfc_20051130 080000000000 -> 190205 class 3b a205_70gDjdu_20051130 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_46vunTQ_20071205 080001000000 -> 190205 class 3b a205_07xcKJx_20071205 080002000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_46wcvUc_20060522 080001000000 -> 190205 class 3b a205_07GOMGc_20060522 080002000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_46wgpai_20070511 080001000000 -> 190205 class 3b a205_20NmwAA_20070511 080002000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_46xIuQI_20070604 080001000000 -> 190205 class 3b a205_69SUpJW_20070604 080002000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_46xnxdA_20070609 080000000000 -> 190205 class 3b a205_53xvIvQ_20070609 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_46xwIFA_20060130 080000000000 -> 190205 class 3b a205_11jzTSD_20060130 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_47AOUYb_20070904 080000000000 -> 190205 class 3b a205_86HPldt_20070904 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_47CPzen_20061101 080000000000 -> 190205 class 3b a205_63kANxl_20061101 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_47KFWkz_20060503 080000000000 -> 190205 class 3b a205_36yWeOS_20060503 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_47LldLj_20051002 080000000000 -> 190205 class 3b a205_76oytYW_20051002 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_47NAXCZ_20080226 080000000000 -> 190205 class 3b a205_91OAirA_20080226 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_47NhnqM_20051119 080000000000 -> 190205 class 3b a205_20jFvTF_20051119 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_47SeFgf_20060809 080001000000 -> 190205 class 3b a205_98QYBac_20060809 080002000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_47SiwRq_20070306 080000000000 -> 190205 class 3b a205_04SYSPu_20070306 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_47VLdot_20070227 080000000000 -> 190205 class 3b a205_94rXkqY_20070227 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_47WicAW_20060518 080000000000 -> 190205 class 3b a205_41vXnNT_20060518 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_47XxIWX_20070306 080000000000 -> 190205 class 3b a205_31Ijnoz_20070306 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_47XzPAG_20050918 080000000000 -> 190204 class 3a a204 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_47YGFNt_20060128 080000000000 -> 190205 class 3b a205_06tbbgK_20060128 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_47ZZmEl_20050325 080000000000 -> 190205 class 3b a205_13AKoAY_20050325 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_47aRhRC_20060504 080000000000 -> 190205 class 3b a205_51WHcal_20060504 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_47bmecf_20070914 080000000000 -> 190205 class 3b a205_22qQKRc_20070914 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_47bspFu_20080123 080000000000 -> 190205 class 3b a205_82yVJcx_20080123 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_47mTzkN_20070127 080000000000 -> 190205 class 3b a205_40RLWXW_20070127 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_47oqilq_20070828 080000000000 -> 190205 class 3b a205_26klMBw_20070828 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_47qhHXQ_20070420 080000000000 -> 190205 class 3b a205_71SkWKY_20070420 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_47xSdEk_20061209 080000000000 -> 190205 class 3b a205_25WQSpI_20061209 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_47xxPJk_20061206 080000000000 -> 190205 class 3b a205_88liNDB_20061206 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_47zXbPk_20070602 080000000000 -> 190205 class 3b a205_42AZtWn_20070602 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_48AehfX_20080126 080000000000 -> 190205 class 3b a205_05ZSmvS_20080126 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_48DhVGW_20080206 080000000000 -> 190205 class 3b a205_99QllMu_20080206 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_48FsvHF_20050915 080001000000 -> 190204 class 3a a204 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_48GPbPX_20051113 080000000000 -> 190205 class 3b a205_37gEKTs_20051113 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_48OrULI_20061117 080000000000 -> 190205 class 3b a205_40XQfPI_20061117 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_48VQueu_20061228 080001000000 -> 190205 class 3b a205_36vbHxe_20061228 080002000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_48YZsQs_20070416 080001000000 -> 190205 class 3b a205_18UolOe_20070416 080002000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_48biUkj_20070605 080000000000 -> 190205 class 3b a205_06wPBZx_20070605 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_48dhFqG_20060615 080000000000 -> 190205 class 3b a205_25wJarv_20060615 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_48eVJjR_20070911 080000000000 -> 190205 class 3b a205_63wYdUM_20070911 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_48fZGKQ_20060105 080000000000 -> 190205 class 3b a205_81muvgB_20060105 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_48obJMH_20080103 080000000000 -> 190205 class 3b a205_92zJSGk_20080103 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_48pqMxR_20060921 080001000000 -> 190205 class 3b a205_22cqLkY_20060921 080002000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_48qtwiQ_20050506 080000000000 -> 190205 class 3b a205_63NvPqv_20050506 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_49CPJNT_20071126 080001000000 -> 190205 class 3b a205_43vVuwf_20071126 080002000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_49DjdOT_20070602 080000000000 -> 190205 class 3b a205_46rBTud_20070602 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_49HMjgc_20070418 080000000000 -> 190205 class 3b a205_63uLogM_20070418 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_49IWfYD_20060306 080001000000 -> 190205 class 3b a205_19pUAPK_20060306 080002000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_49LhQpO_20061107 080001000000 -> 190205 class 3b a205_16VVLOc_20061107 080002000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_49NAGhJ_20061108 080000000000 -> 190205 class 3b a205_04NKohL_20061108 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_49NUwVW_20071227 080001000000 -> 190205 class 3b a205_24vDhWz_20071227 080002000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_49ONxvc_20070509 080000000000 -> 190205 class 3b a205_52ciINY_20070509 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_49OuWRo_20070820 080000000000 -> 190205 class 3b a205_23ujorX_20070820 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_49QKLnU_20060314 080000000000 -> 190205 class 3b a205_19AldMy_20060314 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_49UKzRm_20051015 080000000000 -> 190205 class 3b a205_22OENKX_20051015 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_49Wruds_20050320 080000000000 -> 190205 class 3b a205_89bHIvn_20050320 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_49aPksQ_20070203 080000000000 -> 190205 class 3b a205_96gfpvL_20070203 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_49ahOyp_20071225 080000000000 -> 190205 class 3b a205_96OFGqw_20071225 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_49bLyyL_20051209 080000000000 -> 190204 class 3a a204 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_49cdtJw_20061224 080000000000 -> 190205 class 3b a205_54yeUgB_20061224 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_49gLXkq_20060308 080000000000 -> 190205 class 3b a205_32xPcFZ_20060308 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_49ietBG_20070801 080001000000 -> 190205 class 3b a205_39HfeFX_20070801 080002000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_49iixUh_20060110 080001000000 -> 190205 class 3b a205_80DnBLj_20060110 080002000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_49lyfrn_20061201 080000000000 -> 190205 class 3b a205_87DgRZL_20061201 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_49mnvOa_20070220 080000000000 -> 190205 class 3b a205_05ouUtd_20070220 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_49obMhx_20070830 080000000000 -> 190205 class 3b a205_03GfoLK_20070830 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_49xCtnq_20070423 080002000000 -> 190205 class 3b a205_50LGStI_20070423 080003000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_50CnweK_20050916 080000000000 -> 190204 class 3a a204 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_50GardQ_20061201 080000000000 -> 190205 class 3b a205_16BIrJO_20061201 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_50IScjI_20060818 080000000000 -> 190205 class 3b a205_00cnPdq_20060818 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_50Krwkz_20071008 080000000000 -> 190205 class 3b a205_64mrJjG_20071008 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_50LmlJq_20071214 080000000000 -> 190205 class 3b a205_21cQxLo_20071214 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_50MtEuX_20050420 080000000000 -> 190205 class 3b a205_32KTqOH_20050420 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_50RFtiY_20061111 080000000000 -> 190205 class 3b a205_21YJAPu_20061111 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_50UoHyB_20060830 080000000000 -> 190205 class 3b a205_29zBtYJ_20060830 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_50UswBw_20061222 080001000000 -> 190205 class 3b a205_10ECGUo_20061222 080002000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_50VWHCI_20060511 080000000000 -> 190205 class 3b a205_90jopRn_20060511 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_50Vfjkb_20070924 080001000000 -> 190205 class 3b a205_98pWYYz_20070924 080002000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_50WizQy_20080119 080000000000 -> 190205 class 3b a205_80oRVfX_20080119 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_50WpxvB_20061114 080001000000 -> 190205 class 3b a205_30hqQfd_20061114 080002000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_50WsbEU_20080120 080000000000 -> 190205 class 3b a205_52RnZDB_20080120 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_50ZOTKB_20070810 080000000000 -> 190205 class 3b a205_91tIYcA_20070810 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_50ZOtvb_20070828 080000000000 -> 190205 class 3b a205_39frdmQ_20070828 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_50aLkNa_20061108 080000000000 -> 190205 class 3b a205_77LyRxK_20061108 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_50bTONN_20080226 080000000000 -> 190205 class 3b a205_41VZrVk_20080226 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_50gfDlS_20070513 080000000000 -> 190205 class 3b a205_03RPKIr_20070513 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_50iWbUe_20070518 080000000000 -> 190205 class 3b a205_95osPGq_20070518 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_50losom_20080302 080000000000 -> 190205 class 3b a205_50OBHTP_20080302 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_50rIWXQ_20060510 080000000000 -> 190205 class 3b a205_45mWAaa_20060510 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_50rkBlQ_20070409 080000000000 -> 190205 class 3b a205_33xiRNQ_20070409 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_50shWxx_20051110 080000000000 -> 190205 class 3b a205_27vqXTR_20051110 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_50tircb_20070829 080000000000 -> 190205 class 3b a205_68kxTZJ_20070829 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_50uXRbq_20050610 080000000000 -> 190204 class 3a a204 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_50vsLLT_20071007 080000000000 -> 190205 class 3b a205_54OOlwX_20071007 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_50xBVju_20071208 080000000000 -> 190205 class 3b a205_49vPMFY_20071208 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_51ABYAb_20061227 080001000000 -> 190205 class 3b a205_80MDsRj_20061227 080002000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_51AQOWs_20050414 080001000000 -> 190205 class 3b a205_24BTTvb_20050414 080002000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_51DZPWw_20080105 080000000000 -> 190205 class 3b a205_35zlnnN_20080105 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_51GGZll_20070924 080001000000 -> 190205 class 3b a205_37IwxJS_20070924 080002000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_51GKpvN_20060822 080000000000 -> 190205 class 3b a205_51dBOms_20060822 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_51GPsCz_20070919 080000000000 -> 190205 class 3b a205_02JKbWV_20070919 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_51HDPvs_20060213 080001000000 -> 190205 class 3b a205_87znJqV_20060213 080002000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_51NwRbu_20061208 080000000000 -> 190205 class 3b a205_34zHdEE_20061208 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_51QNqch_20050223 080001000000 -> 190204 class 3a a204 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_51TJmam_20070831 080000000000 -> 190205 class 3b a205_30AAgeC_20070831 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_51WDjKF_20080131 080000000000 -> 190205 class 3b a205_34zNnIF_20080131 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_51YqPrL_20051128 080001000000 -> 190205 class 3b a205_28JSVAb_20051128 080002000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_51aJcxd_20071213 080000000000 -> 190205 class 3b a205_87PazBd_20071213 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_51aNpaN_20050415 080000000000 -> 190205 class 3b a205_47keNYT_20050415 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_51bXRag_20080103 080000000000 -> 190205 class 3b a205_75NoQyc_20080103 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_51htGmK_20050316 080001000000 -> 190205 class 3b a205_90mjetn_20050316 080002000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_51lHhDa_20070130 080000000000 -> 190205 class 3b a205_05RDTzw_20070130 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_51mtjTS_20051107 080000000000 -> 190205 class 3b a205_90AxFrO_20051107 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_51rGHsn_20050324 080000000000 -> 190205 class 3b a205_38zgAOj_20050324 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_51tKdSj_20080310 080000000000 -> 190205 class 3b a205_93QhMKB_20080310 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_51thUFk_20071202 080000000000 -> 190205 class 3b a205_80fXBQg_20071202 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_51vlVKc_20060821 080000000000 -> 190205 class 3b a205_12eDXWC_20060821 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_51yjiJG_20060206 080002000000 -> 190205 class 3b a205_32TGnQI_20060206 080003000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_52AIswp_20060404 080000000000 -> 190205 class 3b a205_11nnwuc_20060404 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_52FWWGD_20050322 080000000000 -> 190204 class 3a a204 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_52PJzDK_20060108 080000000000 -> 190205 class 3b a205_66EqdNP_20060108 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_52UGhme_20070516 080000000000 -> 190205 class 3b a205_78Mhymy_20070516 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_52UGuvp_20060401 080000000000 -> 190205 class 3b a205_71ukFcK_20060401 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_52bhMNJ_20050324 080001000000 -> 190205 class 3b a205_45TDqdi_20050324 080002000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_52eIUUs_20060118 080000000000 -> 190205 class 3b a205_28DVXbk_20060118 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_52eWUBs_20060610 080000000000 -> 190205 class 3b a205_90IATcU_20060610 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_52fHeSC_20070903 080000000000 -> 190205 class 3b a205_62HpXjy_20070903 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_52fLcUM_20060505 080000000000 -> 190205 class 3b a205_24DyACi_20060505 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_52hfkzA_20060429 080000000000 -> 190205 class 3b a205_72VfpXr_20060429 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_52nmAqf_20071128 080000000000 -> 190205 class 3b a205_99GWtxq_20071128 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_52ozOgn_20070117 080001000000 -> 190205 class 3b a205_00VfEKe_20070117 080002000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_52ptWth_20080219 080000000000 -> 190205 class 3b a205_85vTbRT_20080219 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_52rvtDi_20070828 080000000000 -> 190205 class 3b a205_79YxykQ_20070828 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_52uHEGF_20051023 080000000000 -> 190205 class 3b a205_89BUUqS_20051023 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_52ucnEp_20080222 080000000000 -> 190205 class 3b a205_24Vintx_20080222 080001000000 (frequency = 1, performance = 1.00)
190101 overage surcharge  a101_52vNBTb_20070808 080000000000 -> 190205 class 3b a205_55PXCeN_20070808 080001000000 (frequency = 1, performance = 1.00)
