190101 overage surcharge  a101 -> 190205 class 3b a205 (frequency = 5664, performance = 138.29)
potassium potentiometric -> acceptance laboratory research (frequency = 6, performance = 547195.17)
potassium potentiometric -> simulator - use megavol before starting (frequency = 6, performance = 1.00)
resistance determinations - 5 determinations -> urine examination - qualitative (frequency = 6, performance = 1.00)
screening antibodies for erythrocytes -> follow-up consultation on an outpatient basis (frequency = 6, performance = 3023991.67)
screening antibodies for erythrocytes -> telephone consultation (frequency = 6, performance = 1468793.50)
sediment - speed -> sodium - flame photometric - pitch (frequency = 6, performance = 1.00)
sex-hormone-binding globuline mbv ria -> testosteron mbv radioisotopen (frequency = 6, performance = 1.00)
skeleton - total body scintigraphy -> follow-up consultation on an outpatient basis (frequency = 6, performance = 388800.00)
sodium - flame photometric - pitch -> sodium flame photometric - pitch (frequency = 6, performance = 1.00)
sodium - flame photometric - pitch -> urea (frequency = 6, performance = 1.00)
sodium flame photometric -> administrative rate - first pol (frequency = 6, performance = 6969589.33)
sodium flame photometric -> transferrin mbv ics (frequency = 6, performance = 1.00)
squamous cell carcinoma mbv eia -> mri abdomen (frequency = 6, performance = 1670390.17)
stomach - emptied.-scint fast-flowing b.nourished -> uterus - carc. cervix according to value (frequency = 6, performance = 1.00)
telephone consultation -> cytological examination - vagina - (frequency = 6, performance = 11563200.00)
thorax -> 190035 day care a007 (frequency = 6, performance = 633595.50)
thorax -> 1st outpatient consultation (frequency = 6, performance = 6220798.50)
thorax -> coupe available for inspection (frequency = 6, performance = 388794.17)
thorax -> thorax - in the room (frequency = 6, performance = 1.00)
thorax - in the room -> urea - urgent (frequency = 6, performance = 1.00)
thrombotest -> acceptance laboratory research (frequency = 6, performance = 777597.67)
troponin-t mbv elisa -> urea (frequency = 6, performance = 1.00)
ultrasound - internal genitalia -> administrative rate - first pol (frequency = 6, performance = 25055998.83)
ultrasound - internal genitalia -> ct abdomen (frequency = 6, performance = 691196.50)
ultrasound kidney-urinary tract -> 190021 clinical admission a002 (frequency = 6, performance = 763197.83)
ultrasound kidney-urinary tract -> urine examination - qualitative (frequency = 6, performance = 1.00)
ultrasound upper abdomen -> acceptance laboratory research (frequency = 6, performance = 1439997.67)
urea -> teletherapy - megavolt photon irradiation (frequency = 6, performance = 619183.33)
urine examination - qualitative -> 190035 day care a007 (frequency = 6, performance = 748779.50)
uterus      - hysteroscopie -> vagina - examination under anesthesia (frequency = 6, performance = 1.00)
vrw.gesl.org- adnex extirpation through lapar -> 190101 overage surcharge  a101 (frequency = 6, performance = 86393.17)
vulva - rad.vulvectomy - opp.en d -> 190101 overage surcharge  a101 (frequency = 6, performance = 86391.83)
190021 clinical admission a002 -> IV - insertion (frequency = 5, performance = 1.00)
190021 clinical admission a002 -> clinical card - internal medicine (frequency = 5, performance = 1.00)
190204 class 3a a204 -> 1st outpatient consultation (frequency = 5, performance = 1.00)
190204 class 3a a204 -> abdominal overview (frequency = 5, performance = 1.00)
190204 class 3a a204 -> crossmatch complete -three methods- (frequency = 5, performance = 1.00)
190205 class 3b a205 -> abdomen - laparoscopy - diagnostic (frequency = 5, performance = 1.00)
190205 class 3b a205 -> abdominal overview - in the room (frequency = 5, performance = 1.00)
1st consultation visit -> 190021 clinical admission a002 (frequency = 5, performance = 1676160.00)
1st consultation visit -> bladder - cystoscopy with biopsy (frequency = 5, performance = 1.00)
1st outpatient consultation -> 190035 day care a007 (frequency = 5, performance = 207360.00)
1st outpatient consultation -> abdominal overview (frequency = 5, performance = 1.00)
1st outpatient consultation -> days of rest - all spec.beh.kinderg.-reval. (frequency = 5, performance = 1.00)
Cito histological examination -> follow-up consultation on an outpatient basis (frequency = 5, performance = 1.00)
MRI spine - lumbar -> MRI spine - thoracic (frequency = 5, performance = 1.00)
abdominal overview - in the room -> acceptance laboratory research (frequency = 5, performance = 1.00)
acceptance laboratory research -> anti-hepatitis-c-virus mbv elisa (frequency = 5, performance = 1.00)
administrative rate - first pol -> cytological examination - lymph node punctures (frequency = 5, performance = 86400.20)
administrative rate - first pol -> ultrasound - internal genitalia (frequency = 5, performance = 1.00)
albumin -> apheresis plasma split fq1 and fq2 (frequency = 5, performance = 1.00)
amylase -> artery - puncture for indwelling needle (frequency = 5, performance = 1.00)
anesthesia - when treated with radium -> bacteriological examination with culture -nie (frequency = 5, performance = 1.00)
antegrade pyelography via puncture -> changing nephrostomy drain (frequency = 5, performance = 1.00)
applied. cured.   anv.card kosten-out -> ct abdomen (frequency = 5, performance = 656640.00)
applied. cured.   anv.card kosten-out -> follow-up consultation on an outpatient basis (frequency = 5, performance = 604800.00)
artery - puncture for indwelling needle -> bacteriological examination with culture -nie (frequency = 5, performance = 1.00)
artery - puncture for indwelling needle -> bicarbonate (frequency = 5, performance = 1.00)
bacteriological examination with culture -nie -> blaas       - uretrocystoscopie nno (frequency = 5, performance = 1.00)
bacteriological examination with culture -nie -> day care - all spec.beh.kind.-rev. (frequency = 5, performance = 1.00)
bicarbonate -> bilirubin quantitative total or direct (frequency = 5, performance = 1.00)
bicarbonate -> chloride (frequency = 5, performance = 1.00)
bladder - cystoscopy with biopsy -> day care - all spec.beh.kind.-rev. (frequency = 5, performance = 1.00)
blood group abo and rhesus factor -> clinical card - internal medicine (frequency = 5, performance = 1.00)
blood group abo and rhesus factor -> crp c-reactive protein (frequency = 5, performance = 1.00)
brachytherapie - interstitieel - intensi -> counting platelets - urgent (frequency = 5, performance = 1.00)
brain natriuretic peptide -bnp- mbv immu -> ca-125 mbv half (frequency = 5, performance = 1.00)
calcium -> creatinine - spoed (frequency = 5, performance = 1.00)
calcium - rush -> cea - tumormarker mbv meia (frequency = 5, performance = 1.00)
calcium - rush -> cephalin time - coagulation (frequency = 5, performance = 1.00)
calcium - rush -> cytological examination - ascites - (frequency = 5, performance = 1.00)
cea - tumormarker mbv meia -> chloride (frequency = 5, performance = 1.00)
chloride - rush -> creatinine - spoed (frequency = 5, performance = 1.00)
cholesterol hdl -> cholesterol total (frequency = 5, performance = 1.00)
counting platelets - urgent -> day care - all spec.beh.kind.-rev. (frequency = 5, performance = 1.00)
counting reticulocytes using facscan -> creatinine - spoed (frequency = 5, performance = 1.00)
creatinine - spoed -> gammaglutamyltranspeptidase (frequency = 5, performance = 1.00)
ct abdomen -> e.c.g.      - electrocardiography (frequency = 5, performance = 86400.80)
ct abdomen -> order tariff (frequency = 5, performance = 1.00)
current pH - pco2 - standard bicarbonate -> cytological examination - pleural fluid - (frequency = 5, performance = 1.00)
cytological examination - ectocervix - -> e.c.g.      - electrocardiography (frequency = 5, performance = 1.00)
cytological examination - ectocervix - -> histological examination - biopsies nno (frequency = 5, performance = 1.00)
cytological examination - liver puncture - -> days of rest - all spec.beh.kinderg.-reval. (frequency = 5, performance = 1.00)
cytological examination - vagina - -> gammaglutamyltranspeptidase (frequency = 5, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval. -> digoxin (frequency = 5, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval. -> echo abdomen (frequency = 5, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval. -> ferritin kwn mbv chemieluminescence (frequency = 5, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval. -> gemcitabine (frequency = 5, performance = 1.00)
diagnostic puncture under ultrasound control -> immunopathological examination (frequency = 5, performance = 1.00)
differential count automatically -> directe antiglobulinetest - coombs (frequency = 5, performance = 1.00)
e.c.g.      - electrocardiography -> hematocrit using centrifuge (frequency = 5, performance = 1.00)
exclude irregular AS against erys d -> hemoglobin photoelectric (frequency = 5, performance = 1.00)
folic acid using radioisotopes -> follow-up consultation on an outpatient basis (frequency = 5, performance = 1.00)
follow-up consultation on an outpatient basis -> coupe available for inspection (frequency = 5, performance = 449280.00)
frozen section -> histological examination - minor resection (frequency = 5, performance = 1.00)
gammaglutamyltranspeptidase -> hematocrit - emergency (frequency = 5, performance = 1.00)
gemcitabine -> hematocrit using centrifuge (frequency = 5, performance = 1.00)
glucose -> magnesium  -aas (frequency = 5, performance = 1.00)
hemoglobin photoelectric -> intestine - colon passage scint.comp.continued (frequency = 5, performance = 1.00)
heparinebepaling - kaoline - cefalinetij -> hepatitis B surface antigen confirmation (frequency = 5, performance = 1.00)
heparinebepaling - kaoline - cefalinetij -> intensive care day - 1st to 5th (frequency = 5, performance = 1.00)
hepatitis B surface antigen confirmation -> intensive care day - 1st to 5th (frequency = 5, performance = 1.00)
histological examination - biopsies nno -> ultrasound - bladder - external (frequency = 5, performance = 1.00)
histological examination - minor resection -> vulva - wide local excision of a (frequency = 5, performance = 1.00)
hyperthermia -> teletherapy - megavolt photon irradiation (frequency = 5, performance = 1.00)
immunopathological examination -> 190205 class 3b a205 (frequency = 5, performance = 86395.80)
immunopathological examination -> international normalised ratio mbv tromb (frequency = 5, performance = 1.00)
immunopathological examination -> lymf.syst.  - sentinel node procedure li (frequency = 5, performance = 1.00)
immunopathological examination -> microscopic examination - colored and un (frequency = 5, performance = 1.00)
immunopathological examination -> vulva - rad.vulvectomy - opp.en d (frequency = 5, performance = 1.00)
immunopathological examination -> vulva - wide local excision of a (frequency = 5, performance = 1.00)
interc.consult clinical anesthesia -> 190205 class 3b a205 (frequency = 5, performance = 86397.80)
interc.consult clinical anesthesia -> leukocyte counting electronically (frequency = 5, performance = 1.00)
internal medicine  short card cost-out -> acceptance laboratory research (frequency = 5, performance = 639358.00)
internal medicine  short card cost-out -> lactic acid dehydrogenase - urgent (frequency = 5, performance = 1.00)
lactic acid dehydrogenase -ldh- kinetic -> lactic acid enzymatic - urgent (frequency = 5, performance = 1.00)
leucocyte counting -electronic- urgent -> obstetrics-gynaec. short card cost-out (frequency = 5, performance = 1.00)
lh mbv radioisotopen -> order tariff (frequency = 5, performance = 1.00)
ligase chain reaction -lcr- -> order tariff (frequency = 5, performance = 1.00)
magnesium  -aas -> methemoglobine - sulfhemoglobine elk (frequency = 5, performance = 1.00)
mri abdomen -> 190205 class 3b a205 (frequency = 5, performance = 86396.80)
mri the pelvis -> obstetrician-gynaec.  anv.card kosten-out (frequency = 5, performance = 950399.80)
mri the pelvis -> thorax (frequency = 5, performance = 1.00)
order tariff -> pelvis - lying down (frequency = 5, performance = 1.00)
order tariff -> platelets - leukoma removed - 5 donor (frequency = 5, performance = 1.00)
order tariff -> simulator - use megavol before starting (frequency = 5, performance = 17279.40)
pelvis - standing -> spine - lumbar (frequency = 5, performance = 1.00)
platelet counting - electronically -> teletherapy - megavolt photon irradiation (frequency = 5, performance = 967674.20)
platelet counting - electronically -> urea (frequency = 5, performance = 1.00)
potassium potentiometric -> 190205 class 3b a205 (frequency = 5, performance = 86393.00)
potassium potentiometric -> sediment - speed (frequency = 5, performance = 1.00)
screening antibodies for erythrocytes -> teletherapy - megavolt photon irradiation (frequency = 5, performance = 1.00)
screening antibodies for erythrocytes -> urea (frequency = 5, performance = 1.20)
sgpt alat kinetic - speed -> acceptance laboratory research (frequency = 5, performance = 362870.20)
simulator - use megavol before starting -> 190101 overage surcharge  a101 (frequency = 5, performance = 86394.60)
sodium flame photometric -> simulator - use megavol before starting (frequency = 5, performance = 311028.20)
sodium flame photometric -> uterus - extirpation abdominal rad (frequency = 5, performance = 1.00)
squamous cell carcinoma mbv eia -> teletherapy - megavolt photon irradiation (frequency = 5, performance = 1.00)
squamous cell carcinoma mbv eia -> urine examination - qualitative (frequency = 5, performance = 1.00)
squamous cell carcinoma mbv eia -> vagina - examination under anesthesia (frequency = 5, performance = 1.00)
stomach - emptied.-scint fast-flowing b.nourished -> 190205 class 3b a205 (frequency = 5, performance = 86392.40)
telephone consultation -> coupe available for inspection (frequency = 5, performance = 362879.40)
telephone consultation -> obstetrician-gynaec.  anv.card kosten-out (frequency = 5, performance = 1002239.60)
telephone consultation -> obstetrics-gynaec.   annual pass cost-out (frequency = 5, performance = 2488320.00)
thorax -> ct abdomen (frequency = 5, performance = 431997.00)
total protein -> 190101 overage surcharge  a101 (frequency = 5, performance = 86382.80)
treatment time - unit t2 - megavolt -> acceptance laboratory research (frequency = 5, performance = 1935356.00)
treatment time - unit t4 - megavolt -> 190101 overage surcharge  a101 (frequency = 5, performance = 86390.60)
triglycerides - enzymatic -> 190205 class 3b a205 (frequency = 5, performance = 86377.00)
tumor - PET scan total body -> 190021 clinical admission a002 (frequency = 5, performance = 518399.20)
ultrasound upper abdomen -> telephone consultation (frequency = 5, performance = 380155.20)
uric acid with uricase u.v. spectrophotome -> 190205 class 3b a205 (frequency = 5, performance = 86380.20)
uterus - extirpation abdominal rad -> 190205 class 3b a205 (frequency = 5, performance = 86383.20)
vagina - examination under anesthesia -> acceptance laboratory research (frequency = 5, performance = 2159997.20)
vagina - examination under anesthesia -> coupe available for inspection (frequency = 5, performance = 276475.20)
vulva - biopsy-puncture-cytology -> 190101 overage surcharge  a101 (frequency = 5, performance = 86393.80)
vulva - radicale vulvect. znd ingu -> 190205 class 3b a205 (frequency = 5, performance = 86390.80)
vulva - vulvectomy - inguinal block -> 190205 class 3b a205 (frequency = 5, performance = 86392.20)
vulva - wide local excision of a -> 190205 class 3b a205 (frequency = 5, performance = 86395.00)
190035 day care a007 -> blaas       - uretrocystoscopie nno (frequency = 4, performance = 1.00)
190204 class 3a a204 -> abdomen - staging laparotom.-oment (frequency = 4, performance = 1.00)
190204 class 3a a204 -> brachytherapie - interstitieel - intensi (frequency = 4, performance = 1.00)
190205 class 3b a205 -> CT upper abdomen (frequency = 4, performance = 1.00)
190205 class 3b a205 -> ct thorax (frequency = 4, performance = 1.00)
190205 class 3b a205 -> cytological examination - pleural fluid - (frequency = 4, performance = 1.00)
1st consultation visit -> histological examination - biopsies nno (frequency = 4, performance = 1.00)
1st outpatient consultation -> Diet no (frequency = 4, performance = 1.00)
1st outpatient consultation -> internal medicine  short card cost-out (frequency = 4, performance = 1.00)
CT upper abdomen -> acceptance laboratory research (frequency = 4, performance = 108000.75)
Cito histological examination -> cytological examination - lymph node punctures (frequency = 4, performance = 1.00)
Cito histological examination -> days of rest - all spec.beh.kinderg.-reval. (frequency = 4, performance = 1.00)
Diet no -> IV - insertion (frequency = 4, performance = 1.00)
Diet no -> day care - all spec.beh.kind.-rev. (frequency = 4, performance = 1.00)
IV - insertion -> crossmatch complete -three methods- (frequency = 4, performance = 1.00)
MRI spine - thoracic -> acceptance laboratory research (frequency = 4, performance = 1.00)
abdomen - puncture ascites defecating -> acceptance laboratory research (frequency = 4, performance = 1.00)
abdominal ultrasound -> acceptance laboratory research (frequency = 4, performance = 172800.75)
acceptance laboratory research -> analgesia - epidural by anesthetist (frequency = 4, performance = 1.00)
acceptance laboratory research -> antegrade pyelography via puncture (frequency = 4, performance = 1.00)
acceptance laboratory research -> anti-hiv mbv elisa (frequency = 4, performance = 1.00)
acceptance laboratory research -> bilirubin -conjugated (frequency = 4, performance = 1.00)
acceptance laboratory research -> cytological examination - vagina - (frequency = 4, performance = 1.00)
acceptance laboratory research -> fsh enzym-immunologisch (frequency = 4, performance = 1.00)
alkaline phosphatase - kinetic - urgent -> calcium - rush (frequency = 4, performance = 1.00)
alkaline phosphatase - kinetic - urgent -> counting platelets - urgent (frequency = 4, performance = 1.00)
alkaline phosphatase -kinetic- -> anti-hiv mbv elisa (frequency = 4, performance = 1.00)
alpha amylase - rush -> bilirubin quantitative total or direct (frequency = 4, performance = 1.00)
analgesia - epidural by anesthetist -> bicarbonate (frequency = 4, performance = 1.00)
anti-hiv mbv elisa -> bilirubin - total (frequency = 4, performance = 1.00)
anti-hiv mbv elisa -> days of rest - all spec.beh.kinderg.-reval. (frequency = 4, performance = 1.00)
antibodies against erys - specificity - -> blood group abo and rhesus factor (frequency = 4, performance = 1.00)
bacteriological examination with culture -nie -> creatinine - spoed (frequency = 4, performance = 1.00)
bacteriological examination with culture -nie -> crossmatch complete -three methods- (frequency = 4, performance = 1.00)
bacteriological examination with culture -nie -> ct abdomen (frequency = 4, performance = 1.00)
bicarbonate -> buik - stag.lap-tumorred.-omentec (frequency = 4, performance = 1.00)
bilirubin - total -> counting platelets - urgent (frequency = 4, performance = 1.00)
bilirubin -conjugated -> bilirubin quantitative total or direct (frequency = 4, performance = 1.00)
bilirubin -conjugated -> cephalin time - coagulation (frequency = 4, performance = 1.00)
bilirubin -conjugated -> counting platelets - urgent (frequency = 4, performance = 1.00)
blood group abo and rhesus factor -> cervix      - conisatie (frequency = 4, performance = 1.00)
blood group abo and rhesus factor -> ct abdomen (frequency = 4, performance = 1.00)
blood group abo and rhesus factor -> day care - all spec.beh.kind.-rev. (frequency = 4, performance = 1.00)
blood group antigens other than abo-rhesu -> born antibodies against erys - dir. coomb (frequency = 4, performance = 1.00)
born antibodies against erys - dir. coomb -> born antibodies against erys - dir.coombs (frequency = 4, performance = 1.00)
bottle - dense lank -> telephone consultation (frequency = 4, performance = 1209599.00)
brachytherapie - interstitieel - intensi -> day care - all spec.beh.kind.-rev. (frequency = 4, performance = 1.00)
buik - stag.lap-tumorred.-omentec -> calcium (frequency = 4, performance = 1.00)
buik - stag.lap-tumorred.-omentec -> crossmatch complete -three methods- (frequency = 4, performance = 1.00)
ca-125 mbv half -> chloride - rush (frequency = 4, performance = 1.00)
ca-125 mbv half -> clinical card - internal medicine (frequency = 4, performance = 1.00)
cea - tumormarker mbv meia -> cytological examination - ectocervix - (frequency = 4, performance = 1.00)
cephalin time - coagulation -> counting platelets - urgent (frequency = 4, performance = 1.00)
cephalin time - coagulation -> counting reticulocytes using facscan (frequency = 4, performance = 1.00)
cephalin time - coagulation -> crossmatch complete -three methods- (frequency = 4, performance = 1.00)
cervix      - lisexcisie portio - diathe -> days of rest - all spec.beh.kinderg.-reval. (frequency = 4, performance = 1.00)
counting platelets - urgent -> crp c-reactive protein - rush (frequency = 4, performance = 1.00)
coupe available for inspection -> days of rest - all spec.beh.kinderg.-reval. (frequency = 4, performance = 1.00)
coupe available for inspection -> mri the pelvis (frequency = 4, performance = 324000.00)
creatine phosphokinase mb - speed -> creatinine - spoed (frequency = 4, performance = 1.00)
creatinine -> ct a. pulmonalis (frequency = 4, performance = 1.00)
creatinine - spoed -> follow-up consultation on an outpatient basis (frequency = 4, performance = 1.00)
creatinine phosphokinase - speed -> days of rest - all spec.beh.kinderg.-reval. (frequency = 4, performance = 1.00)
crp c-reactive protein -> cytological examination - pleural fluid - (frequency = 4, performance = 1.00)
ct a. pulmonalis -> current pH - pco2 - standard bicarbonate (frequency = 4, performance = 1.00)
ct abdomen -> 190035 day care a007 (frequency = 4, performance = 432000.00)
ct abdomen -> current pH - pco2 - standard bicarbonate (frequency = 4, performance = 1.00)
ct abdomen -> mri abdomen (frequency = 4, performance = 43200.75)
ct thorax -> 1st outpatient consultation (frequency = 4, performance = 777598.00)
cytological examination - ectocervix - -> day care - all spec.beh.kind.-rev. (frequency = 4, performance = 1.00)
cytological examination - ectocervix - -> differential count automatically (frequency = 4, performance = 1.00)
cytological examination - ectocervix - -> telephone consultation (frequency = 4, performance = 1274399.50)
cytological examination - lymph node punctures -> gammaglutamyltranspeptidase (frequency = 4, performance = 1.00)
cytological examination - miscellaneous - -> days of rest - all spec.beh.kinderg.-reval. (frequency = 4, performance = 1.00)
day care - all spec.beh.kind.-rev. -> ct abdomen (frequency = 4, performance = 1079999.00)
days of rest - all spec.beh.kinderg.-reval. -> fluoroscopy without chest examination (frequency = 4, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval. -> free t4 using ria -ft 4 (frequency = 4, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval. -> interc.consult clinical internal diseases (frequency = 4, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval. -> kidneys - renography lasix (frequency = 4, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval. -> patient did not show up for radiology (frequency = 4, performance = 259199.50)
differential count automatically -> echo abdomen (frequency = 4, performance = 1.00)
differential count automatically -> erythrocyte leukocytes removed by radiation therapy (frequency = 4, performance = 1.00)
differential count automatically -> gemcitabine (frequency = 4, performance = 1.00)
differential count automatically -> glucose - rush (frequency = 4, performance = 1.00)
directe antiglobulinetest - coombs -> filtered erythrocyte concentrate (frequency = 4, performance = 1.00)
duplex scan - leg veins -> fdp - dimeer - immunological (frequency = 4, performance = 1.00)
e.c.g.      - electrocardiography -> echo abdomen (frequency = 4, performance = 1.00)
erythrocyte leukocytes removed by radiation therapy -> filtered erythrocyte concentrate (frequency = 4, performance = 1.00)
exclude irregular AS against erys d -> gammaglutamyltranspeptidase (frequency = 4, performance = 1.00)
exclude irregular AS against erys d -> hemoglobin photoelectric - urgent (frequency = 4, performance = 1.00)
exclude irregular AS against erys d -> order tariff (frequency = 4, performance = 1.00)
fdp - dimeer - immunological -> filtered erythrocyte concentrate (frequency = 4, performance = 1.00)
fdp - dimeer - immunological -> follow-up consultation on an outpatient basis (frequency = 4, performance = 1.00)
fdp - dimeer - immunological -> gammaglutamyltranspeptidase (frequency = 4, performance = 1.00)
fibrinogeen -> gammaglutamyltranspeptidase (frequency = 4, performance = 1.00)
filtered erythrocyte concentrate -> haptoglobine (frequency = 4, performance = 1.00)
follow-up consultation on an outpatient basis -> applied. cured.   anv.card kosten-out (frequency = 4, performance = 1296000.00)
follow-up consultation on an outpatient basis -> bot - densitometrie femurhals (frequency = 4, performance = 3369599.75)
follow-up consultation on an outpatient basis -> ct thorax (frequency = 4, performance = 2008799.75)
follow-up consultation on an outpatient basis -> echo mamma (frequency = 4, performance = 734399.75)
follow-up consultation on an outpatient basis -> free t4 using ria -ft 4 (frequency = 4, performance = 1.00)
follow-up consultation on an outpatient basis -> leukocyte counting electronically (frequency = 4, performance = 1.25)
follow-up consultation on an outpatient basis -> paclitaxel (frequency = 4, performance = 194400.00)
gamma glutamyl transpeptidase - urgent -> hematocrit - emergency (frequency = 4, performance = 1.00)
glucose -> lactic acid dehydrogenase -ldh- kinetic (frequency = 4, performance = 1.00)
glucose -> leukocyte counting electronically (frequency = 4, performance = 1.50)
glucose - rush -> hemoglobin photoelectric (frequency = 4, performance = 1.00)
hemoglobin photoelectric -> hemoglobine a1 (frequency = 4, performance = 1.00)
hemoglobin photoelectric -> heparinebepaling - kaoline - cefalinetij (frequency = 4, performance = 1.00)
hemoglobin photoelectric -> hyperthermia (frequency = 4, performance = 1.00)
hemoglobin photoelectric -> intensive care bed day - 6th to 14th (frequency = 4, performance = 1.00)
hemoglobin photoelectric -> interc.consult clinical neurology (frequency = 4, performance = 1.00)
hemoglobin photoelectric -> mri abdomen (frequency = 4, performance = 1.00)
hepatitis B surface antigen confirmation -> hepatitis-b-anti-core igm (frequency = 4, performance = 1.00)
hepatitis B surface antigen confirmation -> histological examination - major resection p (frequency = 4, performance = 1.00)
histological examination - biopsies nno -> acceptance laboratory research (frequency = 4, performance = 820797.75)
histological examination - biopsies nno -> obstetrics-gynaec. short card cost-out (frequency = 4, performance = 1.00)
histological examination - biopsies nno -> ultrasound - internal genitalia (frequency = 4, performance = 1.00)
histological examination - major resection p -> uterus - total abdominal excision (frequency = 4, performance = 1.00)
histological examination - major resection p -> vulva - vulvectomy without inguinal gland (frequency = 4, performance = 1.00)
histological examination - major resection p -> vulva - wide local excision of a (frequency = 4, performance = 1.00)
histological examination - minor resection -> 190101 overage surcharge  a101 (frequency = 4, performance = 86395.25)
histological examination - minor resection -> lymf.syst.  - stageringslymfadenectomie (frequency = 4, performance = 1.00)
immunopathological examination -> leukocyte counting electronically (frequency = 4, performance = 1.00)
immunopathological examination -> vulva - radicale vulvect. znd ingu (frequency = 4, performance = 1.00)
interc.consult clinical anesthesia -> international normalised ratio mbv tromb (frequency = 4, performance = 1.00)
interc.consult clinical anesthesia -> lactic acid dehydrogenase -ldh- kinetic (frequency = 4, performance = 1.00)
interc.consult clinical internal diseases -> 190101 overage surcharge  a101 (frequency = 4, performance = 86396.75)
internal medicine  short card cost-out -> teletherapy - megavolt photon irradiation (frequency = 4, performance = 259198.75)
lactic acid enzymatic -> lung function - CO2 - capnography (frequency = 4, performance = 1.00)
leucocyte counting -electronic- urgent -> mri abdomen (frequency = 4, performance = 1.00)
lh mbv radioisotopen -> obstetrics-gynaec. short card cost-out (frequency = 4, performance = 1.00)
mri abdomen -> coupe available for inspection (frequency = 4, performance = 496799.25)
obstetrician-gynaec.  anv.card kosten-out -> 1st outpatient consultation (frequency = 4, performance = 432000.00)
obstetrician-gynaec.  anv.card kosten-out -> ct abdomen (frequency = 4, performance = 539999.25)
obstetrics-gynaec. short card cost-out -> 190021 clinical admission a002 (frequency = 4, performance = 842398.00)
obstetrics-gynaec. short card cost-out -> administrative rate - first pol (frequency = 4, performance = 36439198.00)
obstetrics-gynaec. short card cost-out -> oestradiol mbv radioisotopen -ria (frequency = 4, performance = 1.00)
oestron mbv radioisotopen -> order tariff (frequency = 4, performance = 1.00)
order tariff -> osmolality - rush (frequency = 4, performance = 1.00)
order tariff -> pelvis - standing (frequency = 4, performance = 1.00)
order tariff -> sex-hormone-binding globuline mbv ria (frequency = 4, performance = 1.00)
order tariff -> sgpt - kinetisch tool (frequency = 4, performance = 1.00)
order tariff -> stomach - emptied.-scint fast-flowing b.nourished (frequency = 4, performance = 1.00)
order tariff -> uterus      - hysteroscopie (frequency = 4, performance = 1.00)
osmolality -> platelet counting - electronically (frequency = 4, performance = 1.00)
ovarium     - redebulking ovarium carcin -> platelet counting - electronically (frequency = 4, performance = 1.00)
ovarium     - redebulking ovarium carcin -> potassium flame photometric - pitch (frequency = 4, performance = 1.00)
paclitaxel -> applied. cured.   anv.card kosten-out (frequency = 4, performance = 1036797.75)
paclitaxel -> telephone consultation (frequency = 4, performance = 647998.00)
patient did not show up for radiology -> 190021 clinical admission a002 (frequency = 4, performance = 1079999.75)
patient did not show up for radiology -> ct abdomen (frequency = 4, performance = 561600.00)
patient did not show up for radiology -> platelet counting - electronically (frequency = 4, performance = 1.00)
pelvis -> 190205 class 3b a205 (frequency = 4, performance = 86396.50)
peripheral access c.v.d. catheter b -> platelet counting - electronically (frequency = 4, performance = 1.00)
peripheral access c.v.d. catheter b -> potassium potentiometric (frequency = 4, performance = 1.00)
photoelectric settling rate -> potassium flame photometric - pitch (frequency = 4, performance = 1.00)
platelet counting - electronically -> sediment (frequency = 4, performance = 1.00)
platelet counting - electronically -> thorax (frequency = 4, performance = 1.00)
platelet counting - electronically -> transferrin mbv ics (frequency = 4, performance = 1.00)
potassium flame photometric - pitch -> protein limited - minerals limited (frequency = 4, performance = 1.00)
potassium flame photometric - pitch -> sgpt alat kinetic - speed (frequency = 4, performance = 1.00)
prothrombin time -> 190101 overage surcharge  a101 (frequency = 4, performance = 86393.75)
prothrombin time -> sodium - flame photometric - pitch (frequency = 4, performance = 1.00)
prothrombin time -quick owen or modif.- -> resistance determinations - 5 determinations (frequency = 4, performance = 1.00)
prothrombin time -quick owen or modif.- -> sediment (frequency = 4, performance = 1.00)
puncture for cytological examination by p -> sgot - asat kinetisch (frequency = 4, performance = 1.00)
puncture for cytological examination by p -> telephone consultation (frequency = 4, performance = 561597.25)
resistance determinations - 5 determinations -> 190204 class 3a a204 (frequency = 4, performance = 86393.50)
screening antibodies for erythrocytes -> vagina      - scopie incl.evt.vulvabiops (frequency = 4, performance = 1.00)
sgpt - kinetisch tool -> 190101 overage surcharge  a101 (frequency = 4, performance = 86382.75)
sgpt - kinetisch tool -> thorax (frequency = 4, performance = 1.25)
simulator - use megavol before starting -> 190205 class 3b a205 (frequency = 4, performance = 86395.00)
sodium - flame photometric - pitch -> applied. cured.   anv.card kosten-out (frequency = 4, performance = 669588.75)
sodium - flame photometric - pitch -> triglycerides - enzymatic (frequency = 4, performance = 1.00)
sodium - flame photometric - pitch -> uterus - extirpation - abdominal me (frequency = 4, performance = 1.00)
sodium - flame photometric - pitch -> vrw.gesl.org- adnex extirpation through lapar (frequency = 4, performance = 1.00)
