190101 overage surcharge  a101 -> 190205 class 3b a205 (frequency = 5521, performance = 47.95)
190021 clinical admission a002 -> IV - insertion (frequency = 6, performance = 1.17)
190035 day care a007 -> 1st consultation visit (frequency = 6, performance = 1.00)
190204 class 3a a204 -> blaas       - uretrocystoscopie nno (frequency = 6, performance = 1.00)
1st outpatient consultation -> blaas       - uretrocystoscopie nno (frequency = 6, performance = 1.00)
abdomen - primary staging operations -> acceptance laboratory research (frequency = 6, performance = 1.00)
acceptance laboratory research -> anesthesia - during special examinations and examinations (frequency = 6, performance = 1.00)
acceptance laboratory research -> antibodies against erys - specificity - (frequency = 6, performance = 1.00)
administrative rate - first pol -> 190035 day care a007 (frequency = 6, performance = 431999.00)
administrative rate - first pol -> albumin - rush (frequency = 6, performance = 1.00)
administrative rate - first pol -> bladder - cystoscopy with biopsy (frequency = 6, performance = 1.00)
administrative rate - first pol -> ct thorax (frequency = 6, performance = 86400.33)
alkaline phosphatase - kinetic - urgent -> bacteriological examination with culture -nie (frequency = 6, performance = 1.00)
alkaline phosphatase -kinetic- -> ammonia (frequency = 6, performance = 1.00)
alkaline phosphatase -kinetic- -> bicarbonate (frequency = 6, performance = 1.00)
alpha-1-fetoprotein -> ca-125 mbv half (frequency = 6, performance = 1.00)
alpha-1-fetoprotein -> creatinine (frequency = 6, performance = 1.00)
alpha-1-fetoprotein -> follow-up consultation on an outpatient basis (frequency = 6, performance = 1.00)
anti-hepatitis-c-virus mbv elisa -> anti-hiv mbv elisa (frequency = 6, performance = 1.00)
applied. cured.   anv.card kosten-out -> 190021 clinical admission a002 (frequency = 6, performance = 748800.00)
bacteriological examination with culture -nie -> bilirubin quantitative total or direct (frequency = 6, performance = 1.00)
ca-125 mbv half -> crossmatch complete -three methods- (frequency = 6, performance = 1.00)
ca-125 mbv half -> ct abdomen (frequency = 6, performance = 1.00)
calcium -> counting reticulocytes using facscan (frequency = 6, performance = 1.00)
calcium -> creatine fosfokinase isoenzym ckmb (frequency = 6, performance = 1.00)
chloride -> clinical card - anesthesia (frequency = 6, performance = 1.00)
coupe available for inspection -> acceptance laboratory research (frequency = 6, performance = 619199.50)
creatinine -> free t4 using ria -ft 4 (frequency = 6, performance = 1.00)
creatinine - spoed -> follow-up consultation on an outpatient basis (frequency = 6, performance = 1.33)
crossmatch complete -three methods- -> crp c-reactive protein - rush (frequency = 6, performance = 1.00)
crp c-reactive protein -> ct brain (frequency = 6, performance = 1.00)
cytological examination - lymph node punctures -> follow-up consultation on an outpatient basis (frequency = 6, performance = 86400.83)
cytological examination - lymph node punctures -> puncture for cytological examination by p (frequency = 6, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval. -> echo abdomen (frequency = 6, performance = 1.17)
days of rest - all spec.beh.kinderg.-reval. -> hyperthermia (frequency = 6, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval. -> immunopathological examination (frequency = 6, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval. -> ultrasound - bladder - external (frequency = 6, performance = 1.00)
differential count automatically -> exclude irregular AS against erys d (frequency = 6, performance = 1.00)
differential count automatically -> fdp - dimeer - immunological (frequency = 6, performance = 1.00)
doxorubicine liposomal --caelyx-- -> acceptance laboratory research (frequency = 6, performance = 2087997.33)
doxorubicine liposomal --caelyx-- -> follow-up consultation on an outpatient basis (frequency = 6, performance = 1.00)
duplex scan - leg veins -> 190101 overage surcharge  a101 (frequency = 6, performance = 86397.00)
e.c.g.      - electrocardiography -> 190205 class 3b a205 (frequency = 6, performance = 86397.67)
e.c.g.      - electrocardiography -> glucose - rush (frequency = 6, performance = 1.00)
e.c.g.      - electrocardiography -> hemoglobin photoelectric - urgent (frequency = 6, performance = 1.00)
fdp - dimeer - immunological -> hemoglobin photoelectric (frequency = 6, performance = 1.00)
ferritin kwn mbv chemieluminescence -> folic acid using radioisotopes (frequency = 6, performance = 1.00)
fibrinogeen -> filtered erythrocyte concentrate (frequency = 6, performance = 1.00)
follow-up consultation on an outpatient basis -> Cito histological examination (frequency = 6, performance = 15523199.33)
follow-up consultation on an outpatient basis -> ct thorax (frequency = 6, performance = 1728000.17)
follow-up consultation on an outpatient basis -> cytological examination - vagina - (frequency = 6, performance = 8783999.83)
follow-up consultation on an outpatient basis -> leucocyte counting -electronic- urgent (frequency = 6, performance = 1.83)
follow-up consultation on an outpatient basis -> puncture for cytological examination by p (frequency = 6, performance = 1.00)
gemcitabine -> 190021 clinical admission a002 (frequency = 6, performance = 1022396.83)
glucose -> glucose - rush (frequency = 6, performance = 1.00)
hemoglobin photoelectric - urgent -> leukocyte counting electronically (frequency = 6, performance = 1.00)
hemoglobin photoelectric - urgent -> magnesium  -aas (frequency = 6, performance = 1.00)
heparinebepaling - kaoline - cefalinetij -> lactic acid dehydrogenase -ldh- kinetic (frequency = 6, performance = 1.00)
heparinebepaling - kaoline - cefalinetij -> leucocyte counting -electronic- urgent (frequency = 6, performance = 1.00)
heparinebepaling - kaoline - cefalinetij -> order tariff (frequency = 6, performance = 1.00)
histological examination - biopsies nno -> leukocyte counting electronically (frequency = 6, performance = 1.00)
histological examination - major resection p -> order tariff (frequency = 6, performance = 1.00)
histological examination - minor resection -> order tariff (frequency = 6, performance = 1.00)
histological examination - minor resection -> vagina - examination under anesthesia (frequency = 6, performance = 1.00)
immunopathological examination -> ct abdomen (frequency = 6, performance = 777598.67)
immunopathological examination -> follow-up consultation on an outpatient basis (frequency = 6, performance = 5140798.00)
immunopathological examination -> mri abdomen (frequency = 6, performance = 144000.00)
immunopathological examination -> puncture for cytological examination by p (frequency = 6, performance = 1.00)
immunopathological examination -> ultrasound - bladder - external (frequency = 6, performance = 1.00)
immunopathological examination -> vagina - examination under anesthesia (frequency = 6, performance = 1.00)
internal medicine  short card cost-out -> 190021 clinical admission a002 (frequency = 6, performance = 676797.50)
internal medicine  short card cost-out -> lactic acid dehydrogenase -ldh- kinetic (frequency = 6, performance = 1.00)
international normalised ratio mbv tromb -> lactic acid enzymatic (frequency = 6, performance = 1.00)
international normalised ratio mbv tromb -> lactic acid enzymatic - urgent (frequency = 6, performance = 1.00)
intestine - colon passage scint.comp.continued -> order tariff (frequency = 6, performance = 1.17)
iron -> lactic acid dehydrogenase -ldh- kinetic (frequency = 6, performance = 1.00)
iron -> leucocyte counting -electronic- urgent (frequency = 6, performance = 1.00)
lactic acid dehydrogenase -ldh- kinetic -> lactic acid enzymatic - urgent (frequency = 6, performance = 1.17)
lactic acid enzymatic - urgent -> lung function - CO2 - capnography (frequency = 6, performance = 1.00)
mri abdomen -> administrative rate - first pol (frequency = 6, performance = 1670400.00)
mri abdomen -> mri the pelvis (frequency = 6, performance = 1.00)
mri the pelvis -> order tariff (frequency = 6, performance = 1.00)
obstetrics-gynaec. short card cost-out -> thorax (frequency = 6, performance = 1.00)
obstetrics-gynaec. short card cost-out -> ultrasound - internal genitalia (frequency = 6, performance = 1.00)
order tariff -> progesteron mbv radioisotopen (frequency = 6, performance = 1.00)
paclitaxel -> rhesusfactor d - centrifugeermethode - e (frequency = 6, performance = 1.00)
pain relief - apply patient controll -> potassium potentiometric (frequency = 6, performance = 1.00)
platelet counting - electronically -> follow-up consultation on an outpatient basis (frequency = 6, performance = 3153592.33)
platelet counting - electronically -> potassium flame photometric (frequency = 6, performance = 1.00)
potassium flame photometric - pitch -> sgpt alat kinetic - speed (frequency = 6, performance = 1.33)
potassium potentiometric -> 190205 class 3b a205 (frequency = 6, performance = 86393.17)
potassium potentiometric -> simulator - use megavol before starting (frequency = 6, performance = 1.00)
resistance determinations - 5 determinations -> sodium - flame photometric - pitch (frequency = 6, performance = 1.00)
resistance determinations - 5 determinations -> urine examination - qualitative (frequency = 6, performance = 1.00)
screening antibodies for erythrocytes -> follow-up consultation on an outpatient basis (frequency = 6, performance = 3023991.67)
screening antibodies for erythrocytes -> telephone consultation (frequency = 6, performance = 1468793.50)
sex-hormone-binding globuline mbv ria -> testosteron mbv radioisotopen (frequency = 6, performance = 1.00)
simulator - use megavol before starting -> 190101 overage surcharge  a101 (frequency = 6, performance = 86394.67)
skeleton - total body scintigraphy -> follow-up consultation on an outpatient basis (frequency = 6, performance = 388800.00)
sodium - flame photometric - pitch -> sodium flame photometric - pitch (frequency = 6, performance = 1.00)
sodium - flame photometric - pitch -> urea (frequency = 6, performance = 1.00)
sodium flame photometric -> administrative rate - first pol (frequency = 6, performance = 6969589.33)
sodium flame photometric -> transferrin mbv ics (frequency = 6, performance = 1.00)
squamous cell carcinoma mbv eia -> mri abdomen (frequency = 6, performance = 1684789.33)
stomach - emptied.-scint fast-flowing b.nourished -> uterus - carc. cervix according to value (frequency = 6, performance = 1.00)
telephone consultation -> cytological examination - vagina - (frequency = 6, performance = 11563200.00)
thorax -> coupe available for inspection (frequency = 6, performance = 388794.17)
thorax -> thorax - in the room (frequency = 6, performance = 1.00)
thorax - in the room -> urea - urgent (frequency = 6, performance = 1.00)
thrombotest -> acceptance laboratory research (frequency = 6, performance = 777597.67)
total protein -> 190101 overage surcharge  a101 (frequency = 6, performance = 86381.17)
troponin-t mbv elisa -> urea (frequency = 6, performance = 1.00)
ultrasound - internal genitalia -> administrative rate - first pol (frequency = 6, performance = 25055998.83)
ultrasound - internal genitalia -> ct abdomen (frequency = 6, performance = 691196.50)
ultrasound kidney-urinary tract -> urine examination - qualitative (frequency = 6, performance = 1.00)
urine examination - qualitative -> 190035 day care a007 (frequency = 6, performance = 748779.50)
uterus      - hysteroscopie -> vagina - examination under anesthesia (frequency = 6, performance = 1.00)
vagina      - scopie incl.evt.vulvabiops -> 190101 overage surcharge  a101 (frequency = 6, performance = 86388.00)
vrw.gesl.org- adnex extirpation through lapar -> 190101 overage surcharge  a101 (frequency = 6, performance = 86393.17)
vulva - rad.vulvectomy - opp.en d -> 190101 overage surcharge  a101 (frequency = 6, performance = 86391.83)
190021 clinical admission a002 -> clinical card - internal medicine (frequency = 5, performance = 1.00)
190035 day care a007 -> clinical card - internal medicine (frequency = 5, performance = 1.00)
190035 day care a007 -> ct abdomen (frequency = 5, performance = 1.00)
190204 class 3a a204 -> abdominal overview (frequency = 5, performance = 1.00)
190204 class 3a a204 -> crossmatch complete -three methods- (frequency = 5, performance = 1.00)
190205 class 3b a205 -> abdomen - laparoscopy - diagnostic (frequency = 5, performance = 1.00)
190205 class 3b a205 -> bacteriological examination with culture -nie (frequency = 5, performance = 2.00)
1st consultation visit -> 190021 clinical admission a002 (frequency = 5, performance = 1676160.00)
1st consultation visit -> bladder - cystoscopy with biopsy (frequency = 5, performance = 1.00)
1st outpatient consultation -> abdominal overview (frequency = 5, performance = 1.00)
1st outpatient consultation -> days of rest - all spec.beh.kinderg.-reval. (frequency = 5, performance = 1.00)
Cito histological examination -> administrative rate - first pol (frequency = 5, performance = 1.00)
Cito histological examination -> follow-up consultation on an outpatient basis (frequency = 5, performance = 1.00)
MRI spine - lumbar -> MRI spine - thoracic (frequency = 5, performance = 1.00)
abdominal overview - in the room -> acceptance laboratory research (frequency = 5, performance = 1.00)
acceptance laboratory research -> anti-hepatitis-c-virus mbv elisa (frequency = 5, performance = 1.00)
acceptance laboratory research -> bilirubin quantitative total or direct (frequency = 5, performance = 1.00)
administrative rate - first pol -> cytological examination - lymph node punctures (frequency = 5, performance = 86400.20)
administrative rate - first pol -> ultrasound - internal genitalia (frequency = 5, performance = 1.00)
albumin -> apheresis plasma split fq1 and fq2 (frequency = 5, performance = 1.00)
amylase -> artery - puncture for indwelling needle (frequency = 5, performance = 1.00)
anesthesia - when treated with radium -> bacteriological examination with culture -nie (frequency = 5, performance = 1.00)
applied. cured.   anv.card kosten-out -> ct abdomen (frequency = 5, performance = 656640.00)
applied. cured.   anv.card kosten-out -> follow-up consultation on an outpatient basis (frequency = 5, performance = 604800.00)
artery - puncture for indwelling needle -> bacteriological examination with culture -nie (frequency = 5, performance = 1.00)
artery - puncture for indwelling needle -> bicarbonate (frequency = 5, performance = 1.00)
bacteriological examination with culture -nie -> blaas       - uretrocystoscopie nno (frequency = 5, performance = 1.00)
bacteriological examination with culture -nie -> brachytherapie - interstitieel - intensi (frequency = 5, performance = 1.00)
bacteriological examination with culture -nie -> day care - all spec.beh.kind.-rev. (frequency = 5, performance = 1.00)
bicarbonate -> bilirubin quantitative total or direct (frequency = 5, performance = 1.00)
bicarbonate -> chloride (frequency = 5, performance = 1.00)
bladder - cystoscopy with biopsy -> day care - all spec.beh.kind.-rev. (frequency = 5, performance = 1.00)
blood group abo and rhesus factor -> clinical card - internal medicine (frequency = 5, performance = 1.00)
blood group abo and rhesus factor -> crp c-reactive protein (frequency = 5, performance = 1.00)
brachytherapie - interstitieel - intensi -> counting platelets - urgent (frequency = 5, performance = 1.00)
brain natriuretic peptide -bnp- mbv immu -> ca-125 mbv half (frequency = 5, performance = 1.00)
brain natriuretic peptide -bnp- mbv immu -> creatinine (frequency = 5, performance = 1.40)
calcium -> creatinine - spoed (frequency = 5, performance = 1.00)
calcium -> differential count automatically (frequency = 5, performance = 1.60)
calcium - rush -> cea - tumormarker mbv meia (frequency = 5, performance = 1.00)
calcium - rush -> cephalin time - coagulation (frequency = 5, performance = 1.00)
calcium - rush -> cytological examination - ascites - (frequency = 5, performance = 1.00)
cea - tumormarker mbv meia -> chloride (frequency = 5, performance = 1.00)
cea - tumormarker mbv meia -> cytological examination - ectocervix - (frequency = 5, performance = 1.20)
chloride - rush -> creatinine - spoed (frequency = 5, performance = 1.00)
cholesterol hdl -> cholesterol total (frequency = 5, performance = 1.00)
clinical card - internal medicine -> day care - all spec.beh.kind.-rev. (frequency = 5, performance = 1.00)
counting platelets - urgent -> counting reticulocytes using facscan (frequency = 5, performance = 1.00)
counting platelets - urgent -> crp c-reactive protein - rush (frequency = 5, performance = 1.20)
counting platelets - urgent -> day care - all spec.beh.kind.-rev. (frequency = 5, performance = 1.00)
counting reticulocytes using facscan -> creatinine - spoed (frequency = 5, performance = 1.00)
coupe available for inspection -> days of rest - all spec.beh.kinderg.-reval. (frequency = 5, performance = 1.20)
creatinine - spoed -> gammaglutamyltranspeptidase (frequency = 5, performance = 1.00)
ct abdomen -> e.c.g.      - electrocardiography (frequency = 5, performance = 86400.80)
ct abdomen -> order tariff (frequency = 5, performance = 1.00)
current pH - pco2 - standard bicarbonate -> cytological examination - pleural fluid - (frequency = 5, performance = 1.00)
cytological examination - ectocervix - -> histological examination - biopsies nno (frequency = 5, performance = 1.00)
cytological examination - liver puncture - -> days of rest - all spec.beh.kinderg.-reval. (frequency = 5, performance = 1.00)
cytological examination - vagina - -> gammaglutamyltranspeptidase (frequency = 5, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval. -> gemcitabine (frequency = 5, performance = 1.00)
diagnostic puncture under ultrasound control -> immunopathological examination (frequency = 5, performance = 1.00)
diagnostic puncture under ultrasound control -> ultrasound upper abdomen (frequency = 5, performance = 1.00)
differential count automatically -> doxorubicine liposomal --caelyx-- (frequency = 5, performance = 1.00)
differential count automatically -> ferritin kwn mbv chemieluminescence (frequency = 5, performance = 1.00)
duplex scan - leg veins -> follow-up consultation on an outpatient basis (frequency = 5, performance = 1.00)
e.c.g.      - electrocardiography -> hematocrit using centrifuge (frequency = 5, performance = 1.00)
exclude irregular AS against erys d -> hemoglobin photoelectric (frequency = 5, performance = 1.00)
filtered erythrocyte concentrate -> teletherapy - megavolt photon irradiation (frequency = 5, performance = 172800.20)
folic acid using radioisotopes -> follow-up consultation on an outpatient basis (frequency = 5, performance = 1.00)
frozen section -> histological examination - minor resection (frequency = 5, performance = 1.00)
gammaglutamyltranspeptidase -> hematocrit - emergency (frequency = 5, performance = 1.00)
gemcitabine -> hematocrit using centrifuge (frequency = 5, performance = 1.00)
glucose -> international normalised ratio mbv tromb (frequency = 5, performance = 1.00)
glucose -> magnesium  -aas (frequency = 5, performance = 1.00)
hemoglobin photoelectric -> intestine - colon passage scint.comp.continued (frequency = 5, performance = 1.00)
hemoglobin photoelectric - urgent -> histological examination - biopsies nno (frequency = 5, performance = 1.00)
heparinebepaling - kaoline - cefalinetij -> hepatitis B surface antigen confirmation (frequency = 5, performance = 1.00)
heparinebepaling - kaoline - cefalinetij -> intensive care day - 1st to 5th (frequency = 5, performance = 1.00)
hepatitis B surface antigen confirmation -> intensive care day - 1st to 5th (frequency = 5, performance = 1.00)
histological examination - biopsies nno -> ultrasound - bladder - external (frequency = 5, performance = 1.00)
histological examination - minor resection -> vagina      - scopie incl.evt.vulvabiops (frequency = 5, performance = 1.00)
hyperthermia -> teletherapy - megavolt photon irradiation (frequency = 5, performance = 1.00)
immunopathological examination -> 190205 class 3b a205 (frequency = 5, performance = 86395.80)
immunopathological examination -> international normalised ratio mbv tromb (frequency = 5, performance = 1.00)
immunopathological examination -> lymf.syst.  - sentinel node procedure li (frequency = 5, performance = 1.00)
immunopathological examination -> microscopic examination - colored and un (frequency = 5, performance = 1.00)
immunopathological examination -> uterus      - hysteroscopie (frequency = 5, performance = 1.00)
immunopathological examination -> vulva - rad.vulvectomy - opp.en d (frequency = 5, performance = 1.00)
immunopathological examination -> vulva - wide local excision of a (frequency = 5, performance = 1.00)
interc.consult clinical anesthesia -> 190205 class 3b a205 (frequency = 5, performance = 86397.80)
interc.consult clinical anesthesia -> leukocyte counting electronically (frequency = 5, performance = 1.00)
internal medicine  short card cost-out -> acceptance laboratory research (frequency = 5, performance = 639358.00)
internal medicine  short card cost-out -> lactic acid dehydrogenase - urgent (frequency = 5, performance = 1.00)
lactic acid dehydrogenase -ldh- kinetic -> lactic acid enzymatic (frequency = 5, performance = 1.00)
leucocyte counting -electronic- urgent -> potassium flame photometric - pitch (frequency = 5, performance = 2.00)
leukocyte differentiation - manual -> microscopic examination - colored and un (frequency = 5, performance = 1.00)
lh mbv radioisotopen -> order tariff (frequency = 5, performance = 1.00)
ligase chain reaction -lcr- -> order tariff (frequency = 5, performance = 1.00)
magnesium  -aas -> methemoglobine - sulfhemoglobine elk (frequency = 5, performance = 1.00)
mri abdomen -> 190205 class 3b a205 (frequency = 5, performance = 86396.80)
mri abdomen -> vagina - examination under anesthesia (frequency = 5, performance = 1.00)
mri the pelvis -> obstetrician-gynaec.  anv.card kosten-out (frequency = 5, performance = 950399.80)
mri the pelvis -> thorax (frequency = 5, performance = 1.00)
obstetrics-gynaec. short card cost-out -> 190021 clinical admission a002 (frequency = 5, performance = 898558.00)
order tariff -> pelvis - lying down (frequency = 5, performance = 1.00)
order tariff -> platelets - leukoma removed - 5 donor (frequency = 5, performance = 1.00)
order tariff -> sgpt - kinetisch tool (frequency = 5, performance = 1.60)
order tariff -> simulator - use megavol before starting (frequency = 5, performance = 17279.40)
ovary - debulking ovariancarcinoom -> potassium flame photometric - pitch (frequency = 5, performance = 1.00)
pelvis -> 190205 class 3b a205 (frequency = 5, performance = 86396.60)
pelvis - standing -> spine - lumbar (frequency = 5, performance = 1.00)
platelet counting - electronically -> sediment (frequency = 5, performance = 1.20)
platelet counting - electronically -> teletherapy - megavolt photon irradiation (frequency = 5, performance = 967674.20)
platelet counting - electronically -> urea (frequency = 5, performance = 1.00)
potassium potentiometric -> 190021 clinical admission a002 (frequency = 5, performance = 552952.20)
potassium potentiometric -> 190035 day care a007 (frequency = 5, performance = 293750.80)
puncture for cytological examination by p -> sgot - asat kinetisch (frequency = 5, performance = 1.00)
sgpt alat kinetic - speed -> acceptance laboratory research (frequency = 5, performance = 362870.20)
sodium flame photometric -> simulator - use megavol before starting (frequency = 5, performance = 311028.20)
sodium flame photometric -> uterus - extirpation abdominal rad (frequency = 5, performance = 1.00)
squamous cell carcinoma mbv eia -> urine examination - qualitative (frequency = 5, performance = 1.00)
squamous cell carcinoma mbv eia -> vagina - examination under anesthesia (frequency = 5, performance = 1.00)
stomach - emptied.-scint fast-flowing b.nourished -> 190205 class 3b a205 (frequency = 5, performance = 86392.40)
telephone consultation -> coupe available for inspection (frequency = 5, performance = 362879.40)
telephone consultation -> obstetrics-gynaec.   annual pass cost-out (frequency = 5, performance = 2488320.00)
telephone consultation -> thorax (frequency = 5, performance = 2384640.60)
thorax -> 190035 day care a007 (frequency = 5, performance = 743035.00)
thorax -> ct abdomen (frequency = 5, performance = 431997.00)
treatment time - unit t2 - megavolt -> acceptance laboratory research (frequency = 5, performance = 1935356.00)
triglycerides - enzymatic -> 190205 class 3b a205 (frequency = 5, performance = 86377.00)
tumor - PET scan total body -> 190021 clinical admission a002 (frequency = 5, performance = 518399.20)
ultrasound kidney-urinary tract -> 190021 clinical admission a002 (frequency = 5, performance = 898559.40)
ultrasound kidney-urinary tract -> 190205 class 3b a205 (frequency = 5, performance = 86393.60)
ultrasound upper abdomen -> 190205 class 3b a205 (frequency = 5, performance = 86394.40)
ultrasound upper abdomen -> telephone consultation (frequency = 5, performance = 380155.20)
urea -> teletherapy - megavolt photon irradiation (frequency = 5, performance = 656625.40)
urea -> thorax (frequency = 5, performance = 725735.40)
urea - urgent -> follow-up consultation on an outpatient basis (frequency = 5, performance = 1641585.80)
uric acid with uricase u.v. spectrophotome -> 190205 class 3b a205 (frequency = 5, performance = 86380.20)
uterus - extirpation abdominal rad -> 190205 class 3b a205 (frequency = 5, performance = 86383.20)
vagina - examination under anesthesia -> acceptance laboratory research (frequency = 5, performance = 2159997.20)
vagina - examination under anesthesia -> coupe available for inspection (frequency = 5, performance = 276475.20)
vulva - biopsy-puncture-cytology -> 190101 overage surcharge  a101 (frequency = 5, performance = 86393.80)
vulva - radicale vulvect. znd ingu -> 190205 class 3b a205 (frequency = 5, performance = 86390.80)
vulva - vulvectomy - inguinal block -> 190205 class 3b a205 (frequency = 5, performance = 86392.20)
190021 clinical admission a002 -> 1st outpatient consultation (frequency = 4, performance = 0.75)
190035 day care a007 -> blaas       - uretrocystoscopie nno (frequency = 4, performance = 1.00)
190204 class 3a a204 -> 1st outpatient consultation (frequency = 4, performance = 1.00)
190204 class 3a a204 -> abdomen - staging laparotom.-oment (frequency = 4, performance = 1.00)
190204 class 3a a204 -> brachytherapie - interstitieel - intensi (frequency = 4, performance = 1.00)
190205 class 3b a205 -> 190021 clinical admission a002 (frequency = 4, performance = 388799.00)
190205 class 3b a205 -> CT upper abdomen (frequency = 4, performance = 1.00)
190205 class 3b a205 -> abdominal overview - in the room (frequency = 4, performance = 1.00)
190205 class 3b a205 -> albumin (frequency = 4, performance = 2.00)
190205 class 3b a205 -> ct thorax (frequency = 4, performance = 1.00)
190205 class 3b a205 -> cytological examination - pleural fluid - (frequency = 4, performance = 1.00)
1st consultation visit -> histological examination - biopsies nno (frequency = 4, performance = 1.00)
1st outpatient consultation -> 190035 day care a007 (frequency = 4, performance = 194400.00)
1st outpatient consultation -> Diet no (frequency = 4, performance = 1.00)
1st outpatient consultation -> internal medicine  short card cost-out (frequency = 4, performance = 1.00)
CT upper abdomen -> acceptance laboratory research (frequency = 4, performance = 108000.75)
Cito histological examination -> cytological examination - lymph node punctures (frequency = 4, performance = 1.00)
Cito histological examination -> days of rest - all spec.beh.kinderg.-reval. (frequency = 4, performance = 1.00)
Diet no -> IV - insertion (frequency = 4, performance = 1.00)
IV - insertion -> crossmatch complete -three methods- (frequency = 4, performance = 1.00)
MRI spine - thoracic -> acceptance laboratory research (frequency = 4, performance = 1.00)
abdomen - puncture ascites defecating -> acceptance laboratory research (frequency = 4, performance = 1.00)
abdominal ultrasound -> acceptance laboratory research (frequency = 4, performance = 172800.75)
acceptance laboratory research -> analgesia - epidural by anesthetist (frequency = 4, performance = 1.00)
acceptance laboratory research -> antegrade pyelography via puncture (frequency = 4, performance = 1.00)
acceptance laboratory research -> anti-hiv mbv elisa (frequency = 4, performance = 1.00)
acceptance laboratory research -> brachytherapie - interstitieel - intensi (frequency = 4, performance = 1.25)
acceptance laboratory research -> crossmatch complete -three methods- (frequency = 4, performance = 1.25)
acceptance laboratory research -> cytological examination - vagina - (frequency = 4, performance = 1.00)
acceptance laboratory research -> fsh enzym-immunologisch (frequency = 4, performance = 1.00)
alkaline phosphatase - kinetic - urgent -> calcium - rush (frequency = 4, performance = 1.00)
alkaline phosphatase - kinetic - urgent -> counting platelets - urgent (frequency = 4, performance = 1.00)
alkaline phosphatase -kinetic- -> anti-hiv mbv elisa (frequency = 4, performance = 1.00)
alpha amylase - rush -> bilirubin quantitative total or direct (frequency = 4, performance = 1.00)
amylase -> blood group abo and rhesus factor (frequency = 4, performance = 1.25)
analgesia - epidural by anesthetist -> bicarbonate (frequency = 4, performance = 1.00)
anti-hiv mbv elisa -> bilirubin - total (frequency = 4, performance = 1.00)
anti-hiv mbv elisa -> days of rest - all spec.beh.kinderg.-reval. (frequency = 4, performance = 1.00)
antibodies against erys - specificity - -> blood group abo and rhesus factor (frequency = 4, performance = 1.00)
bacteriological examination with culture -nie -> creatinine - spoed (frequency = 4, performance = 1.00)
bacteriological examination with culture -nie -> crossmatch complete -three methods- (frequency = 4, performance = 1.00)
bacteriological examination with culture -nie -> ct abdomen (frequency = 4, performance = 1.00)
bicarbonate -> buik - stag.lap-tumorred.-omentec (frequency = 4, performance = 1.00)
bilirubin -conjugated -> bilirubin quantitative total or direct (frequency = 4, performance = 1.00)
bilirubin -conjugated -> cephalin time - coagulation (frequency = 4, performance = 1.00)
bilirubin -conjugated -> counting platelets - urgent (frequency = 4, performance = 1.00)
blood group abo and rhesus factor -> cervix      - conisatie (frequency = 4, performance = 1.00)
blood group abo and rhesus factor -> counting reticulocytes using facscan (frequency = 4, performance = 1.50)
blood group abo and rhesus factor -> ct abdomen (frequency = 4, performance = 1.00)
blood group abo and rhesus factor -> day care - all spec.beh.kind.-rev. (frequency = 4, performance = 1.00)
blood group antigens other than abo-rhesu -> born antibodies against erys - dir. coomb (frequency = 4, performance = 1.00)
bottle - dense lank -> telephone consultation (frequency = 4, performance = 1209599.00)
brachytherapie - interstitieel - intensi -> day care - all spec.beh.kind.-rev. (frequency = 4, performance = 1.00)
buik - stag.lap-tumorred.-omentec -> calcium (frequency = 4, performance = 1.00)
buik - stag.lap-tumorred.-omentec -> crossmatch complete -three methods- (frequency = 4, performance = 1.00)
ca-125 mbv half -> chloride - rush (frequency = 4, performance = 1.00)
ca-125 mbv half -> clinical card - internal medicine (frequency = 4, performance = 1.00)
cephalin time - coagulation -> counting platelets - urgent (frequency = 4, performance = 1.00)
cephalin time - coagulation -> crossmatch complete -three methods- (frequency = 4, performance = 1.00)
cervix      - lisexcisie portio - diathe -> days of rest - all spec.beh.kinderg.-reval. (frequency = 4, performance = 1.00)
coupe available for inspection -> 1st outpatient consultation (frequency = 4, performance = 496799.00)
coupe available for inspection -> obstetrician-gynaec.  anv.card kosten-out (frequency = 4, performance = 1965599.50)
creatine phosphokinase mb - speed -> creatinine - spoed (frequency = 4, performance = 1.00)
creatinine -> ct a. pulmonalis (frequency = 4, performance = 1.00)
creatinine phosphokinase - speed -> days of rest - all spec.beh.kinderg.-reval. (frequency = 4, performance = 1.00)
ct a. pulmonalis -> current pH - pco2 - standard bicarbonate (frequency = 4, performance = 1.00)
ct abdomen -> 190035 day care a007 (frequency = 4, performance = 432000.00)
ct abdomen -> current pH - pco2 - standard bicarbonate (frequency = 4, performance = 1.00)
ct thorax -> 1st outpatient consultation (frequency = 4, performance = 777598.00)
cytological examination - ectocervix - -> day care - all spec.beh.kind.-rev. (frequency = 4, performance = 1.00)
cytological examination - ectocervix - -> differential count automatically (frequency = 4, performance = 1.00)
cytological examination - ectocervix - -> e.c.g.      - electrocardiography (frequency = 4, performance = 1.00)
cytological examination - ectocervix - -> telephone consultation (frequency = 4, performance = 1274399.50)
cytological examination - lymph node punctures -> gammaglutamyltranspeptidase (frequency = 4, performance = 1.00)
day care - all spec.beh.kind.-rev. -> ct abdomen (frequency = 4, performance = 1079999.00)
