190101 overage surcharge  a101 -> 190205 class 3b a205 (frequency = 5151, performance = 1.00)
testosteron mbv radioisotopen -> urea (frequency = 2, performance = 1.00)
thigh -> 190205 class 3b a205 (frequency = 2, performance = 86389.50)
thorax -> simulator - use megavol before starting (frequency = 2, performance = 431996.00)
thorax -> teletherapy - megavolt photon irradiation (frequency = 2, performance = 1295998.50)
thorax -> thrombotest (frequency = 2, performance = 1.00)
thorax -> triglycerides - enzymatic (frequency = 2, performance = 1.00)
thorax -> ultrasound upper abdomen (frequency = 2, performance = 604800.00)
thorax - in the room -> uterus - carc. cervix according to value (frequency = 2, performance = 1.00)
thorax - in the room -> uterus - extirpation - abdominal me (frequency = 2, performance = 1.00)
thrombotest -> 1st outpatient consultation (frequency = 2, performance = 993584.50)
titration direct antiglobulin test - coo -> urea (frequency = 2, performance = 1.00)
tone audiometry - audiological center -> 190101 overage surcharge  a101 (frequency = 2, performance = 86388.50)
total protein -> 190021 clinical admission a002 (frequency = 2, performance = 604779.50)
total protein -> 190035 day care a007 (frequency = 2, performance = 1079978.00)
total protein -> follow-up consultation on an outpatient basis (frequency = 2, performance = 1036784.50)
total protein -> transferrin mbv ics (frequency = 2, performance = 1.00)
total protein -> treatment time - unit t1 - megavolt (frequency = 2, performance = 1.00)
total protein colorimetric - pitch -> tsh enzym-immunologisch (frequency = 2, performance = 1.00)
total protein colorimetric - pitch -> urine examination - qualitative (frequency = 2, performance = 1.00)
transferrin mbv ics -> 190035 day care a007 (frequency = 2, performance = 475185.50)
transferrin mbv ics -> urea (frequency = 2, performance = 1.00)
treat - in hyperpressure tank -> 190021 clinical admission a002 (frequency = 2, performance = 259198.00)
treatment time - unit t1 - megavolt -> 190101 overage surcharge  a101 (frequency = 2, performance = 86396.00)
treatment time - unit t1 - megavolt -> teletherapy - megavolt photon irradiation (frequency = 2, performance = 475198.50)
treatment time - unit t3 - megavolt -> 190035 day care a007 (frequency = 2, performance = 3067199.00)
treatment time - unit t3 - megavolt -> 190204 class 3a a204 (frequency = 2, performance = 86390.50)
treatment time - unit t3 - megavolt -> 1st outpatient consultation (frequency = 2, performance = 1382398.50)
treatment time - unit t3 - megavolt -> abdominal overview (frequency = 2, performance = 1425599.00)
treatment time - unit t3 - megavolt -> administrative rate - first pol (frequency = 2, performance = 5961599.00)
treatment time - unit t3 - megavolt -> coupe available for inspection (frequency = 2, performance = 388799.00)
treatment time - unit t4 - megavolt -> 190021 clinical admission a002 (frequency = 2, performance = 993598.50)
triglycerides - enzymatic -> urea - urgent (frequency = 2, performance = 1.00)
tsh enzym-immunologisch -> 190021 clinical admission a002 (frequency = 2, performance = 172790.00)
tsh enzym-immunologisch -> 190101 overage surcharge  a101 (frequency = 2, performance = 86393.50)
tsh enzym-immunologisch -> 190205 class 3b a205 (frequency = 2, performance = 86385.50)
tsh enzym-immunologisch -> administrative rate - first pol (frequency = 2, performance = 561592.50)
tumor - PET scan total body -> mri abdomen (frequency = 2, performance = 86399.00)
tumor - PET scan total body -> telephone consultation (frequency = 2, performance = 907199.00)
ultrasound - bladder - external -> vagina      - scopie incl.evt.vulvabiops (frequency = 2, performance = 1.00)
ultrasound - bladder - external -> vrw.gesl.org- exc.destruct.path.deviation (frequency = 2, performance = 1.00)
ultrasound - bladder - external -> vulva - wide local excision of a (frequency = 2, performance = 1.00)
ultrasound - internal genitalia -> 190101 overage surcharge  a101 (frequency = 2, performance = 86389.00)
ultrasound - internal genitalia -> 1st outpatient consultation (frequency = 2, performance = 259194.50)
ultrasound - internal genitalia -> ultrasound kidney-urinary tract (frequency = 2, performance = 993600.00)
ultrasound a vue due to pregnancy - with -> acceptance laboratory research (frequency = 2, performance = 777598.50)
ultrasound neck --including thyroid gland-- -> 190101 overage surcharge  a101 (frequency = 2, performance = 86395.50)
ultrasound upper abdomen -> simulator - use megavol before starting (frequency = 2, performance = 950393.50)
unknown -> unknown (frequency = 2, performance = 86397.50)
urea -> cytological examination - ectocervix - (frequency = 2, performance = 86382.00)
urea -> kidneys - renography lasix (frequency = 2, performance = 1252792.00)
urea -> thorax (frequency = 2, performance = 691173.50)
urea -> tumor - PET scan total body (frequency = 2, performance = 993577.00)
urea -> ultrasound upper abdomen (frequency = 2, performance = 345578.00)
urea -> vancomycine kwn - immuno-assay (frequency = 2, performance = 1.00)
urea -> vitamin b1 - thiamine (frequency = 2, performance = 1.00)
urea - urgent -> ct abdomen (frequency = 2, performance = 647984.50)
urea - urgent -> telephone consultation (frequency = 2, performance = 1209584.00)
urea - urgent -> ventilation - anesthesia - second through five (frequency = 2, performance = 1.00)
uric acid with uricase u.v. spectrophotome -> 190021 clinical admission a002 (frequency = 2, performance = 734377.50)
uric acid with uricase u.v. spectrophotome -> 190035 day care a007 (frequency = 2, performance = 129576.50)
uric acid with uricase u.v. spectrophotome -> 190204 class 3a a204 (frequency = 2, performance = 86379.50)
uric acid with uricase u.v. spectrophotome -> ct abdomen (frequency = 2, performance = 1425582.50)
urine examination - qualitative -> ultrasound kidney-urinary tract (frequency = 2, performance = 2851193.50)
urine examination - qualitative -> vitamin b1 - thiamine (frequency = 2, performance = 1.00)
urine examination - qualitative -> vitamin b12 using chemiluminescence (frequency = 2, performance = 1.00)
uterus - extirp.abd.rad. - the lymph -> 190101 overage surcharge  a101 (frequency = 2, performance = 86388.00)
uterus - extirpation vaginal total -> 190205 class 3b a205 (frequency = 2, performance = 86397.00)
uterus - total abdominal excision -> 190101 overage surcharge  a101 (frequency = 2, performance = 86394.50)
vagina      - scopie incl.evt.vulvabiops -> 190205 class 3b a205 (frequency = 2, performance = 86392.00)
vagina      - scopie incl.evt.vulvabiops -> telephone consultation (frequency = 2, performance = 1382397.00)
vagina      - scopie incl.evt.vulvabiops -> vagina - examination under anesthesia (frequency = 2, performance = 1.00)
vagina - examination under anesthesia -> 190204 class 3a a204 (frequency = 2, performance = 86375.00)
vagina - examination under anesthesia -> administrative rate - first pol (frequency = 2, performance = 1123194.50)
vagina - examination under anesthesia -> simulator - use megavol before starting (frequency = 2, performance = 777591.50)
vagina - examination under anesthesia -> telephone consultation (frequency = 2, performance = 475189.00)
ventilation - anesthesia - second through five -> 190205 class 3b a205 (frequency = 2, performance = 86358.50)
vessels - venipuncture -> acceptance laboratory research (frequency = 2, performance = 215997.00)
vessels - venipuncture -> follow-up consultation on an outpatient basis (frequency = 2, performance = 3585593.00)
vitamin b12 using chemiluminescence -> follow-up consultation on an outpatient basis (frequency = 2, performance = 22377593.00)
vitamin b12 using chemiluminescence -> vitamin b6 (frequency = 2, performance = 1.00)
vitamin e -hplc method -> vitamine a (frequency = 2, performance = 1.00)
vitamine a -> vitamine b2 (frequency = 2, performance = 1.00)
vitamine d3 -> 190101 overage surcharge  a101 (frequency = 2, performance = 86386.00)
voiding cystourethrography -> 190101 overage surcharge  a101 (frequency = 2, performance = 86394.50)
vrw.gesl.org- adhesiolysis ovary plus -> vrw.gesl.org- adnex extirpation through lapar (frequency = 2, performance = 1.00)
vrw.gesl.org- biopsy-puncture-cytology -> 190021 clinical admission a002 (frequency = 2, performance = 950393.00)
vrw.gesl.org- biopsy-puncture-cytology -> vrw.gesl.org- curettage fractionated (frequency = 2, performance = 1.00)
vrw.gesl.org- curettage fractionated -> 190021 clinical admission a002 (frequency = 2, performance = 1771190.50)
vrw.gesl.org- curettage fractionated -> 190205 class 3b a205 (frequency = 2, performance = 86387.50)
vrw.gesl.org- curettage fractionated -> obstetrician-gynaec.  anv.card kosten-out (frequency = 2, performance = 518394.00)
vrw.gesl.org- exc.destruct.path.deviation -> 190101 overage surcharge  a101 (frequency = 2, performance = 86395.00)
vulva       - partiele vulvectomie -> 190101 overage surcharge  a101 (frequency = 2, performance = 86386.50)
vulva - biopsy-puncture-cytology -> telephone consultation (frequency = 2, performance = 1123192.00)
1-25-oh2-vitamin d using hplc -> acceptance laboratory research (frequency = 1, performance = 1.00)
17-hydroxyprogesteron mbv ria -> acceptance laboratory research (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_01LkdHp_20070508 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_02zARAb_20060220 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_04JOMFQ_20050608 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_04tAZhj_20050627 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_06qGosO_20050606 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_07mPvYU_20050828 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_08FrkFB_20061219 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_10JgqOg_20050816 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_10gKwHe_20070501 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_10oKqdG_20051005 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_11dAecM_20050119 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_11yaiye_20050302 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_12RCUDw_20070424 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_13qcPjW_20061207 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_14jZBAx_20071213 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_14pkROs_20070228 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_17zRcLF_20080225 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_19WFlXL_20060212 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_20dftWN_20050802 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_22ScMHh_20060904 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_23ZWFyh_20060214 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_23tePJj_20050209 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_23zPOrS_20071217 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_24hqrrJ_20050803 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_25hNWoo_20071001 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_26SkkKF_20080128 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_26ZMQws_20070417 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_27oYySx_20070416 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_31YuGzP_20050810 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_32ceceK_20060207 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_35jyZke_20060220 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_36JmhWI_20060213 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_36qaVgL_20060705 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_37uLLpt_20070507 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_38PUHjv_20070803 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_40wAGRR_20051108 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_42KWjga_20070907 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_42RqCNY_20050126 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_42VKrfV_20051211 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_43DDzTQ_20060111 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_43Xtvvc_20050718 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_43YULQZ_20050809 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_44YLGMn_20080221 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_45fNFsD_20070620 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_46dJpfe_20061227 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_46jVLFY_20051024 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_51gMCaw_20071121 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_52TZwMO_20050727 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_53tTBnv_20051221 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_55VTAkI_20060227 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_55rnuZJ_20061221 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_56KTDUo_20051111 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_56MGEuA_20061130 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_56OmQKp_20060704 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_57nkEzr_20050622 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_58LMTnb_20050818 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_58WIqEO_20050704 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_59zdQnn_20060308 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_61Zelah_20070314 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_62DOFpT_20080117 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_63nojzQ_20060306 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_63xlZDP_20070110 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_65MAXrI_20060208 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_65fhYuz_20050223 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_66VdjIe_20080221 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_67JiAFl_20050817 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_67bpIbH_20050804 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_67khWio_20050309 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_67qcqAO_20070521 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_68PFjkH_20070530 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_68rlbRg_20060228 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_70ILENL_20060125 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_70WAQrg_20050310 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_70zRiaV_20070502 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_71CPPwJ_20070506 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_73zDZno_20050627 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_75JWqlP_20070520 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_76PnxOG_20060315 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_77oDaVO_20070118 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_78QERnT_20050824 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_78kEDNW_20050726 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_79KcNbV_20070820 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_79PthaV_20060313 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_79aNgdC_20060817 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_80hYxMZ_20060118 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_81VWlJp_20060221 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_85ESTPe_20050711 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_86VgMXq_20060518 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_86ptVUF_20050317 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_89ZExpO_20050829 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_90TTLGN_20060520 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_91MqwHj_20070124 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_91dFiTg_20070702 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_94GrLsV_20051102 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_94HzSrS_20060201 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_94nJgfz_20050725 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_95eTqjK_20070706 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_96pQlJo_20050823 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190101 overage surcharge  a101_97WVkMG_20061223 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_00gMJOm_20071213 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_01TQYNh_20060529 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_02GScKS_20070919 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_02qlTRY_20050602 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_09EJsjJ_20070404 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_09yDgzo_20060612 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_10fPFvV_20051116 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_11aebbl_20070621 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_11suJVT_20060321 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_12Khslb_20070125 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_13Izccf_20060508 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_14GfxlH_20051130 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_16JDtuM_20070528 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_18XqiMt_20060522 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_21zUuRu_20060502 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_22BxQXW_20070307 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_22YSdOU_20060606 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_36axFSz_20060419 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_36kzQbf_20061013 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_44KCCbJ_20060412 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_46fNWeB_20070613 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_48CPsmw_20060314 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_48Ujzcj_20060605 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_49IjLmn_20070926 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_49SSuSR_20061004 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_49bGbWL_20050516 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_52cPsmH_20061109 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_53YQeqp_20070912 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_53kNvgc_20060515 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_53xXYsC_20070905 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_54QwGAx_20060503 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_54dQKWu_20060530 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_55pLkJX_20060405 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_56gBwtS_20070522 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_57PvmMf_20060228 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_59GKzeg_20070613 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_63eDKUc_20050420 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_65kklIm_20070323 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_66BUogJ_20080211 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_68XkgWT_20050422 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_70qiULm_20070829 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_73ljWAs_20061220 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_75KrpPH_20061122 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_75gCnQS_20060522 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_76dYzoT_20060307 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_76jNLas_20060323 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_77BsJuK_20080303 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_79qQjrH_20060321 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_80rGDeF_20060221 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_81jVdZU_20070516 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_81zlYBG_20070306 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_82uXtyT_20060516 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_83BMyew_20060317 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_83epDMB_20060315 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_84mppDt_20071003 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_84zUAVo_20060125 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_87twcXD_20080305 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_89CXidv_20060509 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_89iGnHh_20050426 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_90Ffwlj_20061126 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_92DAdhO_20050310 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_92EznAL_20070208 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_94hLhhE_20080114 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_94lyLZp_20070315 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_98jFpxT_20060426 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> 190205 class 3b a205_99VjkCq_20060523 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> acceptance laboratory research_05UThsN_20050801 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> acceptance laboratory research_23eQJbF_20071226 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> acceptance laboratory research_69GaKcS_20070223 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> acceptance laboratory research_99kKcZu_20050526 080001000000 (frequency = 1, performance = 1.00)
190021 clinical admission a002 -> clinical card - obstetrics and gynaeco (frequency = 1, performance = 1.00)
