190101 overage surcharge  a101 -> 190205 class 3b a205 (frequency = 2873, performance = 1.00)
190205 class 3b a205_23djVdZ_20060426 080001000000 -> days of rest - all spec.beh.kinderg.-reval._72WZHPq_20060426 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_23fehHS_20070509 080001000000 -> days of rest - all spec.beh.kinderg.-reval._47hZgcJ_20070509 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_23fjFRC_20060930 080001000000 -> days of rest - all spec.beh.kinderg.-reval._14qtcaE_20060930 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_23gIxMT_20050528 080000000000 -> days of rest - all spec.beh.kinderg.-reval._96zIEDX_20050528 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_23gSpaI_20070618 080001000000 -> acceptance laboratory research_37txJGR_20070618 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_23hwJoK_20070612 080000000000 -> days of rest - all spec.beh.kinderg.-reval._85ieRMs_20070612 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_23jiOLf_20060801 080001000000 -> days of rest - all spec.beh.kinderg.-reval._89BOrUO_20060801 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_23lxpXT_20080229 080001000000 -> acceptance laboratory research_77qYKyV_20080229 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_23oQWiF_20060817 080000000000 -> Diet no (frequency = 1, performance = 1.00)
190205 class 3b a205_23ogIdY_20071130 080001000000 -> days of rest - all spec.beh.kinderg.-reval._05imdDt_20071130 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_23pvQOe_20060207 080001000000 -> acceptance laboratory research_14mmIlL_20060207 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_23qQLxV_20071107 080002000000 -> days of rest - all spec.beh.kinderg.-reval._65eusOG_20071107 080003000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_23rkqki_20070123 080002000000 -> days of rest - all spec.beh.kinderg.-reval._90pYkFH_20070123 080003000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_23sYvue_20070205 080001000000 -> acceptance laboratory research_42nOiju_20070205 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_23xpMbp_20070926 080001000000 -> days of rest - all spec.beh.kinderg.-reval._81QqXsE_20070926 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_23zJlNF_20070527 080000000000 -> acceptance laboratory research_25AJhNW_20070527 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_23zgvfK_20060804 080000000000 -> acceptance laboratory research_10Qbwah_20060804 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24ENWiu_20080206 080001000000 -> days of rest - all spec.beh.kinderg.-reval._56uOVvg_20080206 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24EqRRj_20071124 080001000000 -> days of rest - all spec.beh.kinderg.-reval._19eZIeX_20071124 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24EvBIV_20060727 080001000000 -> days of rest - all spec.beh.kinderg.-reval._03wJdMx_20060727 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24FJLrb_20050122 080000000000 -> days of rest - all spec.beh.kinderg.-reval._33lokQP_20050122 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24FMMYm_20060524 080001000000 -> days of rest - all spec.beh.kinderg.-reval._88ifjmi_20060524 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24FQUel_20070813 080001000000 -> acceptance laboratory research_79irHig_20070813 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24GFJZU_20070714 080001000000 -> days of rest - all spec.beh.kinderg.-reval._85rIKaF_20070714 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24HfGTe_20070212 080001000000 -> acceptance laboratory research_77XOzSz_20070212 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24IOfyA_20071002 080002000000 -> days of rest - all spec.beh.kinderg.-reval._57TxzmA_20071002 080003000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24KdPxt_20071024 080002000000 -> days of rest - all spec.beh.kinderg.-reval._49lSjET_20071024 080003000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24LidMz_20061127 080002000000 -> acceptance laboratory research_10ZEvBy_20061127 080003000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24MNPvP_20070111 080001000000 -> acceptance laboratory research_50LKkrM_20070111 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24MOKXT_20060509 080000000000 -> days of rest - all spec.beh.kinderg.-reval._14aMTmH_20060509 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24MPlsP_20071024 080001000000 -> days of rest - all spec.beh.kinderg.-reval._73kmJoy_20071024 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24NhrGQ_20050331 080002000000 -> acceptance laboratory research_01MgZmx_20050331 080003000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24QrieM_20060503 080001000000 -> days of rest - all spec.beh.kinderg.-reval._56dZxFI_20060503 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24SmIgw_20061030 080000000000 -> days of rest - all spec.beh.kinderg.-reval._02pTRMM_20061030 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24StJYS_20070330 080000000000 -> days of rest - all spec.beh.kinderg.-reval._18vVlhi_20070330 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24UMqEV_20060510 080000000000 -> days of rest - all spec.beh.kinderg.-reval._92bpWvJ_20060510 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24XEilm_20061223 080001000000 -> days of rest - all spec.beh.kinderg.-reval._06kGqvB_20061223 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24XNfQY_20060819 080001000000 -> days of rest - all spec.beh.kinderg.-reval._42mPPNz_20060819 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24XPThF_20050912 080002000000 -> IV - insertion (frequency = 1, performance = 1.00)
190205 class 3b a205_24XPwaO_20080126 080001000000 -> days of rest - all spec.beh.kinderg.-reval._20LxbmM_20080126 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24XdVim_20071130 080000000000 -> days of rest - all spec.beh.kinderg.-reval._95iWwQP_20071130 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24ZWqeT_20060315 080002000000 -> acceptance laboratory research_56hSEdk_20060315 080003000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24bcyXE_20060330 080000000000 -> acceptance laboratory research_61eUUOr_20060330 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24dxHmx_20051125 080001000000 -> acceptance laboratory research_03vmabA_20051125 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24ePfDw_20060820 080000000000 -> acceptance laboratory research_64EFcBU_20060820 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24fnZnV_20051228 080001000000 -> acceptance laboratory research_49nKpWs_20051228 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24iHCtr_20080210 080001000000 -> acceptance laboratory research_73FAptw_20080210 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24jsRbC_20061102 080000000000 -> days of rest - all spec.beh.kinderg.-reval._88FXTAT_20061102 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24lbUOF_20060125 080001000000 -> acceptance laboratory research_95NPRkJ_20060125 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24lsVlh_20070519 080001000000 -> abdominal overview (frequency = 1, performance = 1.00)
190205 class 3b a205_24nZnQL_20080206 080002000000 -> days of rest - all spec.beh.kinderg.-reval._04wGHVX_20080206 080003000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24sZEFT_20060726 080001000000 -> acceptance laboratory research_63LLvRR_20060726 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24sivyn_20060519 080001000000 -> abdominal overview (frequency = 1, performance = 1.00)
190205 class 3b a205_24susxn_20071004 080000000000 -> days of rest - all spec.beh.kinderg.-reval._26aEbJT_20071004 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24syrQA_20061225 080001000000 -> days of rest - all spec.beh.kinderg.-reval._98bSrBr_20061225 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24tJwYz_20060304 080001000000 -> acceptance laboratory research_06gtWeD_20060304 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24urRnp_20060215 080001000000 -> acceptance laboratory research_21oWbZU_20060215 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24vNRaI_20070427 080001000000 -> bladder - cystoscopy with biopsy (frequency = 1, performance = 1.00)
190205 class 3b a205_24vnjPP_20061226 080001000000 -> acceptance laboratory research_87JkdfV_20061226 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24wDqoU_20080224 080001000000 -> acceptance laboratory research_31CMWXh_20080224 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24xCLLq_20070428 080000000000 -> acceptance laboratory research_82sGExt_20070428 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24xkKYm_20071218 080001000000 -> abdomen - staging laparotom.-oment (frequency = 1, performance = 1.00)
190205 class 3b a205_24yLIWo_20060216 080000000000 -> days of rest - all spec.beh.kinderg.-reval._57fZRNw_20060216 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24yLxxU_20060125 080001000000 -> acceptance laboratory research_11fzhFc_20060125 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24yzuxb_20080131 080000000000 -> days of rest - all spec.beh.kinderg.-reval._25ujbWd_20080131 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_24zBCBy_20070527 080000000000 -> acceptance laboratory research_14fjGMZ_20070527 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25AuDjl_20060830 080001000000 -> days of rest - all spec.beh.kinderg.-reval._98wJPvh_20060830 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25ETMXQ_20070920 080000000000 -> days of rest - all spec.beh.kinderg.-reval._36IfcQP_20070920 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25EqvYV_20051005 080000000000 -> days of rest - all spec.beh.kinderg.-reval._79qNUVk_20051005 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25EtBNE_20051014 080001000000 -> days of rest - all spec.beh.kinderg.-reval._47UDPkX_20051014 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25FYmVl_20060508 080000000000 -> days of rest - all spec.beh.kinderg.-reval._60SUgXz_20060508 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25GjnOs_20050720 080001000000 -> days of rest - all spec.beh.kinderg.-reval._20LhNBK_20050720 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25HgAQX_20070807 080001000000 -> acceptance laboratory research_10xmUdp_20070807 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25HiaKv_20080111 080002000000 -> bladder - cystoscopy (frequency = 1, performance = 1.00)
190205 class 3b a205_25KAUMU_20070506 080001000000 -> days of rest - all spec.beh.kinderg.-reval._95tJDzb_20070506 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25KWtoD_20060803 080001000000 -> acceptance laboratory research_65EdCwQ_20060803 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25LCOWs_20060827 080001000000 -> days of rest - all spec.beh.kinderg.-reval._83uAPvV_20060827 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25LzKWW_20070125 080001000000 -> acceptance laboratory research_20LjkOe_20070125 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25MKLRF_20050519 080001000000 -> acceptance laboratory research_88eQnxB_20050519 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25NRPbu_20051226 080000000000 -> acceptance laboratory research_27ZApvd_20051226 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25NhQKj_20060208 080001000000 -> acceptance laboratory research_85mkaEG_20060208 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25RIMWi_20051231 080000000000 -> days of rest - all spec.beh.kinderg.-reval._67hnDUA_20051231 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25THYSx_20050815 080001000000 -> acceptance laboratory research_36aggIk_20050815 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25TavVL_20060906 080001000000 -> acceptance laboratory research_28mCbyz_20060906 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25WcTnM_20050705 080000000000 -> days of rest - all spec.beh.kinderg.-reval._85hckyf_20050705 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25YXdmG_20070516 080000000000 -> days of rest - all spec.beh.kinderg.-reval._91CYYVF_20070516 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25Ykmjc_20070603 080000000000 -> days of rest - all spec.beh.kinderg.-reval._81wbctm_20070603 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25Yowpf_20070221 080001000000 -> clinical card - internal medicine (frequency = 1, performance = 1.00)
190205 class 3b a205_25ZsFUs_20060728 080000000000 -> acceptance laboratory research_26jpdGU_20060728 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25aoyeP_20060902 080001000000 -> days of rest - all spec.beh.kinderg.-reval._50hNJeC_20060902 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25cdkoM_20070927 080002000000 -> acceptance laboratory research_25SwFxc_20070927 080003000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25dJLlV_20070226 080001000000 -> acceptance laboratory research_56KKBwI_20070226 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25dppff_20050211 080000000000 -> days of rest - all spec.beh.kinderg.-reval._20xVqwf_20050211 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25gRlle_20071003 080000000000 -> days of rest - all spec.beh.kinderg.-reval._23AcLyT_20071003 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25iTpiT_20070823 080001000000 -> days of rest - all spec.beh.kinderg.-reval._55poSAV_20070823 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25jCUXd_20051222 080001000000 -> 1st consultation visit (frequency = 1, performance = 1.00)
190205 class 3b a205_25kvGvG_20060506 080000000000 -> days of rest - all spec.beh.kinderg.-reval._01aKKIU_20060506 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25oKUWm_20061229 080001000000 -> acceptance laboratory research_20wqxRw_20061229 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25pvfHJ_20070427 080000000000 -> days of rest - all spec.beh.kinderg.-reval._85FkdIM_20070427 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25qiUzu_20070210 080001000000 -> days of rest - all spec.beh.kinderg.-reval._80pgHQY_20070210 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25rgtqw_20070302 080001000000 -> days of rest - all spec.beh.kinderg.-reval._36SPTtG_20070302 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25vMmYH_20060531 080001000000 -> days of rest - all spec.beh.kinderg.-reval._37fdDUZ_20060531 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25xRRiv_20070111 080002000000 -> days of rest - all spec.beh.kinderg.-reval._14xnVAb_20070111 080003000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_25zTHKS_20071118 080001000000 -> days of rest - all spec.beh.kinderg.-reval._28YLSyB_20071118 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26BPTkb_20070805 080001000000 -> days of rest - all spec.beh.kinderg.-reval._12ZtrhJ_20070805 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26BhKBB_20060414 080000000000 -> acceptance laboratory research_50JZZuK_20060414 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26ClPHJ_20070209 080001000000 -> acceptance laboratory research_68faaWu_20070209 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26EQcLU_20070928 080000000000 -> acceptance laboratory research_49wauyf_20070928 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26HgXmG_20070814 080001000000 -> Diet no (frequency = 1, performance = 1.00)
190205 class 3b a205_26HkzSG_20060613 080001000000 -> abdomen - staging laparotom.-oment (frequency = 1, performance = 1.00)
190205 class 3b a205_26IQjuC_20070904 080001000000 -> days of rest - all spec.beh.kinderg.-reval._72plVmP_20070904 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26IafHb_20061009 080002000000 -> acceptance laboratory research_57fpooK_20061009 080003000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26JwAhC_20060119 080001000000 -> days of rest - all spec.beh.kinderg.-reval._93WifBa_20060119 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26KLIAC_20060105 080002000000 -> days of rest - all spec.beh.kinderg.-reval._36aRAdi_20060105 080003000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26LQXqN_20060830 080001000000 -> acceptance laboratory research_09Zayfc_20060830 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26NbbTs_20070426 080001000000 -> days of rest - all spec.beh.kinderg.-reval._00LhNVX_20070426 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26ODMNG_20060103 080002000000 -> days of rest - all spec.beh.kinderg.-reval._22mbVKX_20060103 080003000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26Ogpxh_20061213 080000000000 -> acceptance laboratory research_99MEGPq_20061213 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26PIzlI_20060613 080002000000 -> days of rest - all spec.beh.kinderg.-reval._16emTZK_20060613 080003000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26PbPgC_20070325 080000000000 -> days of rest - all spec.beh.kinderg.-reval._83bqDuP_20070325 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26RumeU_20070227 080001000000 -> acceptance laboratory research_90AaNMb_20070227 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26TCAbr_20060720 080001000000 -> acceptance laboratory research_91GeWRQ_20060720 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26TQJqP_20080216 080001000000 -> days of rest - all spec.beh.kinderg.-reval._29ReWZs_20080216 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26TiYJW_20060215 080002000000 -> days of rest - all spec.beh.kinderg.-reval._56cQKXE_20060215 080003000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26Wkmwr_20070715 080000000000 -> days of rest - all spec.beh.kinderg.-reval._23FNNvO_20070715 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26XcIKx_20060406 080001000000 -> days of rest - all spec.beh.kinderg.-reval._17tEnRr_20060406 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26ZLrYO_20070922 080000000000 -> days of rest - all spec.beh.kinderg.-reval._84DANih_20070922 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26cXxZe_20061021 080000000000 -> days of rest - all spec.beh.kinderg.-reval._09pwcBh_20061021 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26cvvRe_20071221 080000000000 -> acceptance laboratory research_76camhs_20071221 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26eiRRu_20051203 080000000000 -> days of rest - all spec.beh.kinderg.-reval._96tYhSi_20051203 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26etlGP_20060921 080000000000 -> days of rest - all spec.beh.kinderg.-reval._26XNTNz_20060921 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26gCykV_20071005 080000000000 -> days of rest - all spec.beh.kinderg.-reval._08jIdYl_20071005 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26gTAkn_20070615 080000000000 -> acceptance laboratory research_58MRuQt_20070615 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26llfOp_20050829 080000000000 -> acceptance laboratory research_04vWulf_20050829 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26lwriR_20070211 080000000000 -> days of rest - all spec.beh.kinderg.-reval._52YKJyF_20070211 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26mVjXp_20060620 080000000000 -> acceptance laboratory research_03BxnAV_20060620 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26nCGod_20050908 080001000000 -> days of rest - all spec.beh.kinderg.-reval._99OIrsi_20050908 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26ockyi_20060508 080002000000 -> days of rest - all spec.beh.kinderg.-reval._06EDhOX_20060508 080003000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26qSOQf_20070220 080002000000 -> day care - all spec.beh.kind.-rev. (frequency = 1, performance = 1.00)
190205 class 3b a205_26qpTlB_20080208 080000000000 -> days of rest - all spec.beh.kinderg.-reval._11hqVEp_20080208 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26sGIYt_20070807 080000000000 -> acceptance laboratory research_92qEexB_20070807 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26tUrfd_20060405 080001000000 -> acceptance laboratory research_18qpRxF_20060405 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26tfUAL_20070308 080001000000 -> days of rest - all spec.beh.kinderg.-reval._17pspAI_20070308 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26vecZL_20051117 080001000000 -> acceptance laboratory research_10MbVgD_20051117 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26vjyxJ_20050222 080000000000 -> acceptance laboratory research_09cevFk_20050222 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26xEVEH_20050208 080000000000 -> days of rest - all spec.beh.kinderg.-reval._41UyTkw_20050208 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26xGNrT_20061018 080001000000 -> days of rest - all spec.beh.kinderg.-reval._76GJdCT_20061018 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26yMaRB_20060522 080001000000 -> acceptance laboratory research_91PpVzT_20060522 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_26zmhci_20061227 080002000000 -> abdominal overview (frequency = 1, performance = 1.00)
190205 class 3b a205_26zoZGP_20070315 080001000000 -> days of rest - all spec.beh.kinderg.-reval._56hdYfT_20070315 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_27ABRGG_20070602 080001000000 -> days of rest - all spec.beh.kinderg.-reval._63JorVN_20070602 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_27AuHNR_20060205 080001000000 -> acceptance laboratory research_26ziLHI_20060205 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_27BFDDK_20071226 080001000000 -> acceptance laboratory research_29cUzFT_20071226 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_27HlJqW_20060702 080000000000 -> days of rest - all spec.beh.kinderg.-reval._19YAbsd_20060702 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_27HmKPm_20060923 080001000000 -> days of rest - all spec.beh.kinderg.-reval._19MXECr_20060923 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_27HrLim_20050112 080001000000 -> 1st consultation visit (frequency = 1, performance = 1.00)
190205 class 3b a205_27HrabK_20061114 080000000000 -> acceptance laboratory research_62LEZIN_20061114 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_27JhheS_20070802 080000000000 -> days of rest - all spec.beh.kinderg.-reval._36QSUSh_20070802 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_27JtVsY_20060510 080001000000 -> days of rest - all spec.beh.kinderg.-reval._03Yhmcn_20060510 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_27NCZDt_20070726 080001000000 -> acceptance laboratory research_79DUyrJ_20070726 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_27ODWuP_20071113 080000000000 -> acceptance laboratory research_26kYQmF_20071113 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_27QAIZv_20070611 080002000000 -> 1st consultation visit (frequency = 1, performance = 1.00)
190205 class 3b a205_27QBGBN_20050829 080002000000 -> acceptance laboratory research_41oswTP_20050829 080003000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_27QLieY_20061002 080001000000 -> acceptance laboratory research_51aaFTL_20061002 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_27QTIfe_20070522 080001000000 -> anesthesia - when treated with radium (frequency = 1, performance = 1.00)
190205 class 3b a205_27Raiga_20050827 080001000000 -> days of rest - all spec.beh.kinderg.-reval._93FUYyZ_20050827 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_27SACIS_20060304 080001000000 -> days of rest - all spec.beh.kinderg.-reval._91gdaqi_20060304 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_27SwiSi_20060127 080001000000 -> acceptance laboratory research_80ITnQr_20060127 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_27TWBiO_20070909 080000000000 -> acceptance laboratory research_01FPdsz_20070909 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_27ThWdL_20060506 080001000000 -> acceptance laboratory research_68XXnlP_20060506 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_27UJChl_20060410 080001000000 -> acceptance laboratory research_25ljhmm_20060410 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_27UpDQu_20050829 080001000000 -> days of rest - all spec.beh.kinderg.-reval._48htRPl_20050829 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_27UuLUt_20060525 080000000000 -> acceptance laboratory research_35MdmtH_20060525 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_27VAjNX_20060628 080001000000 -> days of rest - all spec.beh.kinderg.-reval._95MGXxO_20060628 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_27VQXCT_20070524 080001000000 -> days of rest - all spec.beh.kinderg.-reval._91jwBBc_20070524 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_27WNHyr_20080121 080001000000 -> days of rest - all spec.beh.kinderg.-reval._84rfVdI_20080121 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_27WXSgm_20070206 080000000000 -> anesthesia - when treated with radium (frequency = 1, performance = 1.00)
190205 class 3b a205_27WYQLS_20050827 080001000000 -> days of rest - all spec.beh.kinderg.-reval._69OXoPE_20050827 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_27XGzva_20070222 080001000000 -> acceptance laboratory research_27RbyTg_20070222 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_27YLeeo_20060405 080001000000 -> days of rest - all spec.beh.kinderg.-reval._34eUBOZ_20060405 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_27YcveQ_20051227 080002000000 -> acceptance laboratory research_43uIktB_20051227 080003000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_27ZjRwv_20071020 080001000000 -> days of rest - all spec.beh.kinderg.-reval._68wWhFB_20071020 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_27cPfyR_20060924 080001000000 -> days of rest - all spec.beh.kinderg.-reval._11brlJc_20060924 080002000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_27cPtgL_20071015 080000000000 -> days of rest - all spec.beh.kinderg.-reval._60uzdRl_20071015 080001000000 (frequency = 1, performance = 1.00)
190205 class 3b a205_27cRvZV_20060929 080002000000 -> acceptance laboratory research_99HNTRA_20060929 080003000000 (frequency = 1, performance = 1.00)
