Case,Activity,Timestamp,label
702,Review drinks,2024-06-05 01:40:30.095,
702,Prepare main course,2024-06-05 23:23:06.086,
702,Signal food complete,2024-06-07 00:27:27.636,
702,Bring food,2024-06-07 00:38:47.134,
702,Deliver to customer,2024-06-07 00:42:26.911,
702,EVENT 8 END,2024-06-07 00:44:35.451,
703,Take order;start,2024-06-05 01:45:00.000,
703,Review order,2024-06-05 01:47:58.804,
703,prepare drinks,2024-06-05 01:48:15.750,
703,Bring drinks,2024-06-05 01:58:02.139,
703,Review drinks,2024-06-05 18:01:13.980,
703,Prepare main course,2024-06-05 23:23:36.581,
703,Signal food complete,2024-06-07 00:04:56.336,
703,Bring food,2024-06-07 00:27:28.939,
703,Deliver to customer,2024-06-07 00:33:27.100,
703,EVENT 8 END,2024-06-07 00:36:58.885,
704,start,2024-06-05 02:00:00.000,
704,Take order,2024-06-05 18:00:00.000,
704,Review order,2024-06-05 18:00:25.548,
704,prepare drinks,2024-06-05 18:03:57.676,
704,Bring drinks,2024-06-05 18:13:07.801,
704,Review drinks,2024-06-05 18:13:34.361,
704,prepare drinks,2024-06-05 18:15:24.629,
704,Bring drinks,2024-06-05 18:24:24.671,
704,Review drinks,2024-06-05 18:25:02.914,
704,prepare drinks,2024-06-05 18:25:59.389,
704,Bring drinks,2024-06-05 18:26:03.808,
704,Review drinks,2024-06-05 18:32:58.676,
704,prepare drinks,2024-06-05 18:33:24.363,
704,Bring drinks,2024-06-05 18:34:24.734,
704,Review drinks,2024-06-05 18:35:09.159,
704,prepare drinks,2024-06-05 18:35:42.677,
704,Bring drinks,2024-06-05 18:41:05.674,
704,Review drinks,2024-06-05 18:41:15.046,
704,Prepare main course,2024-06-05 23:55:35.675,
704,Signal food complete,2024-06-07 00:17:11.693,
704,Bring food,2024-06-07 00:33:10.473,
704,Deliver to customer,2024-06-07 00:38:27.838,
704,EVENT 8 END,2024-06-07 00:45:31.299,
705,Take order;start,2024-06-05 18:15:00.000,
705,Review order,2024-06-05 18:15:37.719,
705,prepare drinks,2024-06-05 18:17:00.628,
705,Bring drinks,2024-06-05 18:20:28.364,
705,Review drinks,2024-06-05 18:24:03.335,
705,Prepare main course,2024-06-06 00:16:00.259,
705,Signal food complete,2024-06-07 00:38:47.134,
705,Bring food,2024-06-07 00:45:54.553,
705,Deliver to customer,2024-06-07 00:50:16.314,
705,EVENT 8 END,2024-06-07 00:53:11.168,
706,Take order;start,2024-06-05 18:30:00.000,
706,Review order,2024-06-05 18:31:58.362,
706,Prepare starter;prepare drinks,2024-06-05 18:34:30.176,
706,Bring drinks,2024-06-05 18:34:47.333,
706,Review drinks,2024-06-05 18:35:57.305,
706,Signal food complete,2024-06-06 00:40:34.308,
706,Bring food,2024-06-06 01:01:05.581,
706,Deliver to customer,2024-06-06 01:02:04.358,
706,EVENT 8 END,2024-06-06 01:02:08.329,
707,Take order;start,2024-06-05 18:45:00.000,
707,Review order,2024-06-05 18:47:47.317,
707,Prepare starter;prepare drinks,2024-06-05 18:48:44.545,
707,Bring drinks;Review drinks,2024-06-05 18:49:01.871,form-based events(2024-06-05 18:49:01.871)
707,Prepare main course,2024-06-06 00:32:49.320,
707,Signal food complete,2024-06-07 00:45:54.553,
707,Bring food,2024-06-07 01:05:52.912,
707,Deliver to customer,2024-06-07 01:06:45.487,
707,EVENT 8 END,2024-06-07 01:07:07.146,
708,Take order;start,2024-06-05 19:00:00.000,
708,Review order,2024-06-05 19:01:49.454,
708,prepare drinks,2024-06-05 19:02:23.577,
708,Bring drinks,2024-06-05 19:16:02.687,
708,Review drinks,2024-06-05 19:16:19.274,
708,Prepare main course,2024-06-06 01:06:34.770,
708,Signal food complete,2024-06-07 01:31:45.471,
708,Bring food,2024-06-07 01:49:25.348,
708,Deliver to customer,2024-06-07 01:52:54.162,
708,EVENT 8 END,2024-06-07 01:53:07.028,
709,Take order;start,2024-06-05 19:15:00.000,
709,Review order,2024-06-05 19:19:32.323,
709,prepare drinks,2024-06-05 19:21:00.993,
709,Bring drinks,2024-06-05 19:30:19.626,
709,Review drinks,2024-06-05 19:35:14.688,
709,prepare drinks,2024-06-05 19:37:33.180,
709,Bring drinks,2024-06-05 19:39:54.501,
709,Review drinks,2024-06-05 19:42:06.827,
709,prepare drinks,2024-06-05 19:42:44.102,
709,Bring drinks,2024-06-05 19:53:44.879,
709,Review drinks,2024-06-05 20:03:54.547,
709,Prepare main course,2024-06-06 01:10:37.992,
709,Signal food complete,2024-06-07 18:12:15.441,
709,Bring food,2024-06-07 18:20:52.399,
709,Deliver to customer,2024-06-07 18:23:03.791,
709,EVENT 8 END,2024-06-07 18:26:55.349,
710,Take order;start,2024-06-05 19:30:00.000,
710,Review order,2024-06-05 19:30:01.232,
710,prepare drinks,2024-06-05 19:30:30.283,
710,Bring drinks,2024-06-05 19:42:22.062,
710,Review drinks,2024-06-05 19:44:34.355,
710,Prepare main course,2024-06-06 01:43:12.006,
710,Signal food complete,2024-06-07 01:49:25.348,
710,Bring food,2024-06-07 01:52:21.345,
710,Deliver to customer,2024-06-07 18:00:03.559,
710,EVENT 8 END,2024-06-07 18:01:14.140,
711,Take order;start,2024-06-05 19:45:00.000,
711,Review order,2024-06-05 19:46:04.452,
711,prepare drinks,2024-06-05 19:47:29.257,
711,Bring drinks,2024-06-05 20:17:45.356,
711,Review drinks,2024-06-05 20:26:42.376,
711,prepare drinks,2024-06-05 20:27:06.819,
711,Bring drinks,2024-06-05 20:34:22.149,
711,Review drinks,2024-06-05 20:43:59.768,
711,prepare drinks,2024-06-05 20:46:58.716,
711,Bring drinks,2024-06-05 20:48:43.734,
711,Review drinks,2024-06-05 21:14:12.175,
711,Prepare main course,2024-06-06 18:10:25.929,
711,Signal food complete,2024-06-07 18:20:52.399,
711,Bring food,2024-06-07 18:49:30.576,
711,Deliver to customer,2024-06-07 18:50:38.934,
711,EVENT 8 END,2024-06-07 18:55:12.770,
712,Take order;start,2024-06-05 20:00:00.000,
712,Review order,2024-06-05 20:00:43.271,
712,prepare drinks,2024-06-05 20:01:45.382,
712,Bring drinks,2024-06-05 20:06:12.233,
712,Review drinks,2024-06-05 20:09:00.115,
712,Prepare main course,2024-06-06 18:52:25.347,
712,Signal food complete,2024-06-07 18:49:30.576,
712,Bring food,2024-06-07 19:35:47.684,
712,Deliver to customer,2024-06-07 19:36:09.739,
712,EVENT 8 END,2024-06-07 19:36:45.317,
713,Take order;start,2024-06-05 20:15:00.000,
713,Review order,2024-06-05 20:16:33.337,
713,Prepare starter;prepare drinks,2024-06-05 20:17:31.042,
713,Bring drinks,2024-06-05 20:24:02.285,
713,Review drinks,2024-06-05 20:34:56.322,
713,prepare drinks,2024-06-05 20:35:15.781,
713,Bring drinks,2024-06-05 20:37:07.189,
713,Review drinks,2024-06-05 20:44:58.986,
713,Prepare main course,2024-06-06 19:46:41.965,
713,Signal food complete,2024-06-07 19:26:01.852,
713,Bring food,2024-06-07 20:05:45.750,
713,Deliver to customer,2024-06-07 20:38:10.178,
713,EVENT 8 END,2024-06-07 20:42:13.313,
714,Take order;start,2024-06-05 20:30:00.000,
714,Review order,2024-06-05 20:30:03.520,
714,prepare drinks,2024-06-05 20:30:36.459,
714,Bring drinks,2024-06-05 20:49:17.041,
714,Review drinks,2024-06-05 20:51:58.263,
714,Prepare main course,2024-06-06 20:46:59.839,
714,Signal food complete,2024-06-07 20:43:17.377,
714,Bring food,2024-06-07 20:56:16.967,
714,Deliver to customer,2024-06-07 21:03:38.954,
714,EVENT 8 END,2024-06-07 21:05:40.381,
715,Take order;start,2024-06-05 20:45:00.000,
715,Review order,2024-06-05 20:48:17.199,
715,prepare drinks,2024-06-05 20:48:25.000,
715,Bring drinks;Review drinks,2024-06-05 20:50:25.505,form-based events(2024-06-05 20:50:25.505)
715,prepare drinks,2024-06-05 20:54:30.329,
715,Bring drinks;Review drinks,2024-06-05 20:59:12.033,form-based events(2024-06-05 20:59:12.033)
715,Prepare main course,2024-06-06 21:11:21.574,
715,Signal food complete,2024-06-07 20:32:43.403,
715,Bring food,2024-06-07 20:43:17.377,
715,Deliver to customer,2024-06-07 20:54:53.041,
715,EVENT 8 END,2024-06-07 20:55:28.756,
716,Take order;start,2024-06-05 21:00:00.000,
716,Review order,2024-06-05 21:05:44.362,
716,prepare drinks,2024-06-05 21:06:40.179,
716,Bring drinks;Review drinks,2024-06-05 21:07:31.830,form-based events(2024-06-05 21:07:31.830)
716,Prepare main course,2024-06-06 21:37:05.052,
716,Signal food complete,2024-06-07 20:56:16.967,
716,Bring food,2024-06-07 20:59:44.185,
716,Deliver to customer,2024-06-07 21:04:55.977,
716,EVENT 8 END,2024-06-07 21:05:41.659,
717,Take order;start,2024-06-05 21:15:00.000,
717,Review order,2024-06-05 21:17:58.123,
717,prepare drinks,2024-06-05 21:18:42.792,
717,Bring drinks,2024-06-05 21:20:19.844,
717,Review drinks,2024-06-05 21:23:10.868,
717,Prepare main course,2024-06-06 21:43:08.457,
717,Signal food complete,2024-06-07 20:59:44.185,
717,Bring food,2024-06-07 21:33:11.041,
717,Deliver to customer,2024-06-07 21:33:34.279,
717,EVENT 8 END,2024-06-07 21:34:55.625,
718,Take order;start,2024-06-05 21:30:00.000,
718,Review order,2024-06-05 21:31:47.685,
718,Prepare starter;prepare drinks,2024-06-05 21:31:59.703,
718,Bring drinks,2024-06-05 21:32:36.249,
718,Review drinks,2024-06-05 21:34:43.439,
718,Prepare main course,2024-06-06 22:04:09.042,
718,Signal food complete,2024-06-07 22:05:36.253,
718,Bring food,2024-06-07 22:07:05.387,
718,Deliver to customer,2024-06-07 22:14:05.212,
718,EVENT 8 END,2024-06-07 22:16:53.024,
719,Take order;start,2024-06-05 21:45:00.000,
719,Review order,2024-06-05 21:49:40.768,
719,Prepare starter;prepare drinks,2024-06-05 21:49:50.468,
719,Bring drinks,2024-06-05 21:54:55.677,
719,Review drinks,2024-06-05 21:55:41.994,
719,prepare drinks,2024-06-05 21:56:31.080,
719,Bring drinks,2024-06-05 21:57:17.228,
719,Review drinks,2024-06-05 21:59:58.702,
719,Prepare main course,2024-06-06 22:33:44.684,
719,Signal food complete,2024-06-07 23:17:58.769,
719,Bring food,2024-06-07 23:19:31.548,
719,Deliver to customer,2024-06-07 23:29:54.260,
719,EVENT 8 END,2024-06-07 23:30:43.930,
720,Take order;start,2024-06-05 22:00:00.000,
720,Review order,2024-06-05 22:02:00.158,
720,Prepare starter;prepare drinks,2024-06-05 22:04:49.262,
720,Bring drinks,2024-06-05 22:26:56.778,
720,Review drinks,2024-06-05 22:27:49.676,
720,prepare drinks,2024-06-05 22:29:28.498,
720,Bring drinks,2024-06-05 22:41:11.106,
720,Review drinks,2024-06-05 22:45:06.692,
720,prepare drinks,2024-06-05 22:45:53.673,
720,Bring drinks,2024-06-05 22:47:37.706,
720,Review drinks,2024-06-05 22:48:30.017,
720,prepare drinks,2024-06-05 22:49:44.529,
720,Bring drinks,2024-06-05 22:51:21.835,
720,Review drinks,2024-06-05 22:53:34.220,
720,prepare drinks,2024-06-05 22:54:12.875,
720,Bring drinks,2024-06-05 22:55:23.903,
720,Review drinks,2024-06-05 23:00:07.887,
720,Prepare main course,2024-06-06 22:47:15.467,
720,Signal food complete,2024-06-07 21:48:36.161,
720,Bring food,2024-06-07 22:01:55.475,
720,Deliver to customer,2024-06-07 22:15:10.046,
720,EVENT 8 END,2024-06-07 22:18:50.300,
721,Take order;start,2024-06-05 22:15:00.000,
721,Review order,2024-06-05 22:15:45.890,
721,prepare drinks,2024-06-05 22:15:55.058,
721,Bring drinks,2024-06-05 22:16:06.684,
721,Review drinks,2024-06-05 22:22:06.033,
721,prepare drinks,2024-06-05 22:22:08.435,
721,Bring drinks,2024-06-05 22:26:32.041,
721,Review drinks,2024-06-05 22:27:27.815,
721,prepare drinks,2024-06-05 22:27:36.615,
721,Bring drinks,2024-06-05 22:28:22.019,
721,Review drinks,2024-06-05 22:30:34.769,
721,Prepare main course,2024-06-06 23:29:27.250,
721,Signal food complete,2024-06-07 22:01:55.475,
721,Bring food,2024-06-07 22:16:28.991,
721,Deliver to customer,2024-06-07 22:19:49.112,
721,EVENT 8 END,2024-06-07 22:21:12.361,
722,Take order;start,2024-06-05 22:30:00.000,
722,Review order,2024-06-05 22:30:08.677,
722,Prepare starter;prepare drinks,2024-06-05 22:30:50.953,
722,Bring drinks;Review drinks,2024-06-05 22:33:16.099,form-based events(2024-06-05 22:33:16.099)
722,prepare drinks,2024-06-05 22:40:47.941,
722,Bring drinks;Review drinks,2024-06-05 22:51:14.213,form-based events(2024-06-05 22:51:14.213)
722,Prepare main course,2024-06-06 23:37:16.551,
722,Signal food complete,2024-06-07 22:16:28.991,
722,Bring food,2024-06-07 22:46:02.227,
722,Deliver to customer,2024-06-07 22:46:53.462,
722,EVENT 8 END,2024-06-07 22:48:13.190,
723,Take order;start,2024-06-05 22:45:00.000,
723,Review order,2024-06-05 22:46:45.637,
723,Prepare starter;prepare drinks,2024-06-05 22:47:01.426,
723,Bring drinks,2024-06-05 22:47:13.373,
723,Review drinks,2024-06-05 22:48:17.529,
723,Signal food complete,2024-06-06 23:43:36.229,
723,Bring food,2024-06-07 00:05:16.118,
723,Deliver to customer,2024-06-07 00:09:18.879,
723,EVENT 8 END,2024-06-07 00:13:07.629,
724,Take order;start,2024-06-05 23:00:00.000,
724,Review order,2024-06-05 23:01:21.510,
724,prepare drinks,2024-06-05 23:01:49.016,
724,Bring drinks,2024-06-05 23:02:57.411,
724,Review drinks,2024-06-05 23:03:24.530,
724,prepare drinks,2024-06-05 23:03:28.445,
724,Bring drinks,2024-06-05 23:23:11.829,
724,Review drinks,2024-06-05 23:23:31.638,
724,Prepare main course,2024-06-06 23:47:30.054,
724,Signal food complete,2024-06-07 22:21:18.734,
724,Bring food,2024-06-07 23:17:22.114,
724,Deliver to customer,2024-06-07 23:22:28.618,
724,EVENT 8 END,2024-06-07 23:22:56.613,
725,Take order;start,2024-06-05 23:15:00.000,
725,Review order,2024-06-05 23:18:28.145,
725,prepare drinks,2024-06-05 23:19:04.695,
725,Bring drinks,2024-06-05 23:27:11.467,
725,Review drinks,2024-06-05 23:42:46.279,
725,Prepare main course,2024-06-06 23:48:22.474,
725,Signal food complete,2024-06-07 22:29:58.517,
725,Bring food,2024-06-07 23:17:58.769,
725,Deliver to customer,2024-06-07 23:18:43.734,
725,EVENT 8 END,2024-06-07 23:19:54.376,
726,Take order;start,2024-06-05 23:30:00.000,
726,Review order,2024-06-05 23:33:36.161,
726,prepare drinks,2024-06-05 23:34:02.764,
726,Bring drinks,2024-06-05 23:46:35.311,
726,Review drinks,2024-06-05 23:50:11.163,
726,Prepare main course,2024-06-07 00:04:20.366,
726,Signal food complete,2024-06-07 22:54:14.318,
726,Bring food,2024-06-08 01:56:15.880,
726,Deliver to customer,2024-06-08 01:57:01.352,
726,EVENT 8 END,2024-06-08 01:58:56.540,
727,Take order;start,2024-06-05 23:45:00.000,
727,Review order,2024-06-05 23:48:38.686,
727,Prepare starter;prepare drinks,2024-06-05 23:50:22.452,
727,Bring drinks,2024-06-05 23:50:54.715,
727,Review drinks,2024-06-05 23:52:46.647,
727,Signal food complete,2024-06-07 00:05:16.118,
727,Bring food,2024-06-07 00:27:27.636,
727,Deliver to customer,2024-06-07 00:32:51.210,
727,EVENT 8 END,2024-06-07 00:33:05.546,
728,Take order;start,2024-06-06 00:00:00.000,
728,Review order,2024-06-06 00:03:30.343,
728,Prepare starter;prepare drinks,2024-06-06 00:08:13.704,
728,Bring drinks,2024-06-06 00:09:58.373,
728,Review drinks,2024-06-06 00:10:17.250,
728,Signal food complete,2024-06-07 00:27:28.939,
728,Bring food,2024-06-07 00:40:22.344,
728,Deliver to customer,2024-06-07 00:48:40.989,
728,EVENT 8 END,2024-06-07 00:48:47.856,
729,Take order;start,2024-06-06 00:15:00.000,
729,Review order,2024-06-06 00:18:45.690,
729,prepare drinks,2024-06-06 00:18:48.757,
729,Bring drinks;Review drinks,2024-06-06 00:23:56.810,form-based events(2024-06-06 00:23:56.810)
729,prepare drinks,2024-06-06 00:27:13.140,
729,Bring drinks;Review drinks,2024-06-06 00:36:11.670,form-based events(2024-06-06 00:36:11.670)
729,prepare drinks,2024-06-06 00:47:42.277,
729,Bring drinks;Review drinks,2024-06-06 00:48:09.719,form-based events(2024-06-06 00:48:09.719)
729,Prepare main course,2024-06-07 00:33:10.473,
729,Signal food complete,2024-06-08 00:17:26.659,
729,Bring food,2024-06-08 00:32:43.177,
729,Deliver to customer,2024-06-08 00:38:02.673,
729,EVENT 8 END,2024-06-08 00:38:09.076,
730,Take order;start,2024-06-06 00:30:00.000,
730,Review order,2024-06-06 00:31:19.540,
730,Prepare starter;prepare drinks,2024-06-06 00:34:51.038,
730,Bring drinks,2024-06-06 00:35:19.272,
730,Review drinks,2024-06-06 00:35:57.290,
730,prepare drinks,2024-06-06 00:36:08.017,
730,Bring drinks,2024-06-06 00:39:28.739,
730,Review drinks,2024-06-06 00:43:44.164,
730,Prepare main course,2024-06-07 00:40:22.344,
730,Signal food complete,2024-06-08 00:03:47.800,
730,Bring food,2024-06-08 00:17:26.659,
730,Deliver to customer,2024-06-08 00:17:33.519,
730,EVENT 8 END,2024-06-08 00:22:33.464,
731,Take order;start,2024-06-06 00:45:00.000,
731,Review order,2024-06-06 00:46:47.972,
731,Prepare starter;prepare drinks,2024-06-06 00:47:04.871,
731,Bring drinks;Review drinks,2024-06-06 00:47:09.095,form-based events(2024-06-06 00:47:09.095)
731,prepare drinks,2024-06-06 00:48:40.551,
731,Bring drinks;Review drinks,2024-06-06 00:49:00.704,form-based events(2024-06-06 00:49:00.704)
731,prepare drinks,2024-06-06 00:53:24.453,
731,Bring drinks;Review drinks,2024-06-06 01:03:00.730,form-based events(2024-06-06 01:03:00.730)
731,Signal food complete,2024-06-07 01:05:52.912,
731,Bring food,2024-06-07 01:32:16.803,
731,Deliver to customer,2024-06-07 01:33:52.098,
731,EVENT 8 END,2024-06-07 01:33:58.182,
732,Take order;start,2024-06-06 01:00:00.000,
732,Review order,2024-06-06 01:00:49.228,
732,prepare drinks,2024-06-06 01:01:21.005,
732,Bring drinks,2024-06-06 01:05:32.030,
732,Review drinks,2024-06-06 01:11:22.842,
732,Prepare main course,2024-06-07 01:29:21.405,
732,Signal food complete,2024-06-08 00:48:57.454,
732,Bring food,2024-06-10 19:07:58.201,
732,Deliver to customer,2024-06-10 19:21:24.006,
732,EVENT 8 END,2024-06-10 19:21:35.191,
733,Take order;start,2024-06-06 01:15:00.000,
733,Review order,2024-06-06 01:22:21.108,
733,prepare drinks,2024-06-06 01:22:59.794,
733,Bring drinks,2024-06-06 01:34:55.075,
733,Review drinks,2024-06-06 01:43:18.357,
733,prepare drinks,2024-06-06 01:43:30.586,
733,Bring drinks,2024-06-06 01:46:21.303,
733,Review drinks,2024-06-06 01:49:02.750,
733,prepare drinks,2024-06-06 01:49:41.357,
733,Bring drinks,2024-06-06 01:50:55.349,
733,Review drinks,2024-06-06 01:51:30.331,
733,Prepare main course,2024-06-07 01:32:16.803,
733,Signal food complete,2024-06-08 00:32:59.850,
733,Bring food,2024-06-08 00:35:10.248,
733,Deliver to customer,2024-06-08 00:45:26.951,
733,EVENT 8 END,2024-06-08 00:46:42.224,
734,Take order;start,2024-06-06 01:30:00.000,
734,Review order,2024-06-06 01:30:35.892,
734,prepare drinks,2024-06-06 01:31:51.708,
734,Bring drinks,2024-06-06 01:32:41.960,
734,Review drinks,2024-06-06 01:46:16.727,
734,Prepare main course,2024-06-07 01:40:51.964,
734,Signal food complete,2024-06-08 00:39:32.684,
734,Bring food,2024-06-08 00:48:57.454,
734,Deliver to customer,2024-06-08 00:49:16.959,
734,EVENT 8 END,2024-06-08 00:51:07.494,
735,Take order;start,2024-06-06 01:45:00.000,
735,Review order,2024-06-06 01:46:02.420,
735,Prepare starter;prepare drinks,2024-06-06 01:46:12.341,
735,Bring drinks,2024-06-06 01:48:33.804,
735,Review drinks,2024-06-06 01:48:46.486,
735,Signal food complete,2024-06-07 01:52:21.345,
735,Bring food,2024-06-07 18:29:37.556,
735,Deliver to customer,2024-06-07 18:32:21.257,
735,EVENT 8 END,2024-06-07 18:32:42.583,
736,start,2024-06-06 02:00:00.000,
736,Take order,2024-06-06 18:00:00.000,
736,Review order,2024-06-06 18:03:57.092,
736,prepare drinks,2024-06-06 18:04:14.210,
736,Bring drinks,2024-06-06 18:07:17.646,
736,Review drinks,2024-06-06 18:22:08.221,
736,Prepare main course,2024-06-07 18:08:23.078,
736,Signal food complete,2024-06-08 00:46:14.290,
736,Bring food,2024-06-08 01:13:07.877,
736,Deliver to customer,2024-06-08 01:21:08.031,
736,EVENT 8 END,2024-06-08 01:22:11.180,
737,Take order;start,2024-06-06 18:15:00.000,
737,Review order,2024-06-06 18:15:11.582,
737,Prepare starter;prepare drinks,2024-06-06 18:15:13.457,
737,Bring drinks,2024-06-06 18:16:12.261,
737,Review drinks,2024-06-06 18:21:51.043,
737,Prepare main course,2024-06-07 18:12:43.541,
737,Signal food complete,2024-06-08 01:35:43.231,
737,Bring food,2024-06-08 01:49:08.083,
737,Deliver to customer,2024-06-08 01:54:14.398,
737,EVENT 8 END,2024-06-08 01:58:16.383,
738,Take order;start,2024-06-06 18:30:00.000,
738,Review order,2024-06-06 18:30:17.823,
738,prepare drinks,2024-06-06 18:32:23.869,
738,Bring drinks,2024-06-06 18:36:07.990,
738,Review drinks,2024-06-06 18:46:44.785,
738,prepare drinks,2024-06-06 18:47:24.444,
738,Bring drinks,2024-06-06 18:48:30.904,
738,Review drinks,2024-06-06 18:54:35.036,
738,prepare drinks,2024-06-06 18:54:39.658,
738,Bring drinks,2024-06-06 18:55:43.601,
738,Review drinks,2024-06-06 19:01:04.575,
738,Prepare main course,2024-06-07 18:29:37.556,
738,Signal food complete,2024-06-08 01:49:08.083,
738,Bring food,2024-06-10 18:41:34.506,
738,Deliver to customer,2024-06-10 18:42:18.268,
738,EVENT 8 END,2024-06-10 18:42:21.965,
739,Take order;start,2024-06-06 18:45:00.000,
739,Review order,2024-06-06 18:47:20.082,
739,prepare drinks,2024-06-06 18:48:40.887,
739,Bring drinks;Review drinks,2024-06-06 18:49:41.027,form-based events(2024-06-06 18:49:41.027)
739,Prepare main course,2024-06-07 18:39:32.358,
739,Signal food complete,2024-06-10 18:41:02.273,
739,Bring food,2024-06-10 19:14:42.592,
739,Deliver to customer,2024-06-10 19:14:57.385,
739,EVENT 8 END,2024-06-10 19:15:00.119,
740,Take order;start,2024-06-06 19:00:00.000,
740,Review order,2024-06-06 19:03:03.787,
740,Prepare starter;prepare drinks,2024-06-06 19:03:15.172,
740,Bring drinks,2024-06-06 19:05:25.107,
740,Review drinks,2024-06-06 19:07:13.461,
740,prepare drinks,2024-06-06 19:09:12.280,
740,Bring drinks,2024-06-06 19:11:37.962,
740,Review drinks,2024-06-06 19:12:47.796,
740,Prepare main course,2024-06-07 18:48:43.195,
740,Signal food complete,2024-06-10 19:16:16.172,
740,Bring food,2024-06-10 19:45:30.859,
740,Deliver to customer,2024-06-10 19:55:28.984,
740,EVENT 8 END,2024-06-10 19:59:26.962,
741,Take order;start,2024-06-06 19:15:00.000,
741,Review order,2024-06-06 19:15:07.769,
741,prepare drinks,2024-06-06 19:15:37.004,
741,Bring drinks,2024-06-06 19:19:19.855,
741,Review drinks,2024-06-06 19:25:20.498,
741,Prepare main course,2024-06-07 18:53:49.257,
741,Signal food complete,2024-06-10 18:41:34.506,
741,Bring food,2024-06-10 18:42:40.681,
741,Deliver to customer,2024-06-10 19:10:25.917,
741,EVENT 8 END,2024-06-10 19:10:54.284,
742,Take order;start,2024-06-06 19:30:00.000,
742,Review order,2024-06-06 19:34:10.797,
742,prepare drinks,2024-06-06 19:34:13.448,
742,Bring drinks,2024-06-06 19:42:35.426,
742,Review drinks,2024-06-06 19:43:50.449,
742,prepare drinks,2024-06-06 19:43:56.313,
742,Bring drinks,2024-06-06 19:44:36.443,
742,Review drinks,2024-06-06 19:49:59.044,
742,Prepare main course,2024-06-07 18:56:36.770,
742,Signal food complete,2024-06-10 19:12:25.515,
742,Bring food,2024-06-10 19:16:16.172,
742,Deliver to customer,2024-06-10 19:19:24.208,
742,EVENT 8 END,2024-06-10 19:20:08.365,
743,Take order;start,2024-06-06 19:45:00.000,
743,Review order,2024-06-06 19:46:36.391,
743,prepare drinks,2024-06-06 19:46:41.464,
743,Bring drinks,2024-06-06 19:53:51.034,
743,Review drinks,2024-06-06 20:01:03.266,
743,Prepare main course,2024-06-07 19:22:16.972,
743,Signal food complete,2024-06-10 19:12:26.809,
743,Bring food,2024-06-10 19:26:42.096,
743,Deliver to customer,2024-06-10 19:27:24.616,
743,EVENT 8 END,2024-06-10 19:28:51.732,
744,Take order;start,2024-06-06 20:00:00.000,
744,Review order,2024-06-06 20:00:36.171,
744,Prepare starter;prepare drinks,2024-06-06 20:02:09.163,
744,Bring drinks,2024-06-06 20:02:45.646,
744,Review drinks,2024-06-06 20:11:21.307,
744,prepare drinks,2024-06-06 20:11:53.121,
744,Bring drinks,2024-06-06 20:12:58.140,
744,Review drinks,2024-06-06 20:29:13.344,
744,Signal food complete,2024-06-07 19:35:47.684,
744,Bring food,2024-06-07 20:11:09.784,
744,Deliver to customer,2024-06-07 20:12:30.772,
744,EVENT 8 END,2024-06-07 20:18:46.872,
745,Take order;start,2024-06-06 20:15:00.000,
745,Review order,2024-06-06 20:15:05.836,
745,prepare drinks,2024-06-06 20:16:02.590,
745,Bring drinks,2024-06-06 20:18:37.362,
745,Review drinks,2024-06-06 20:21:33.185,
745,Prepare main course,2024-06-07 19:39:57.184,
745,Signal food complete,2024-06-10 19:44:57.936,
745,Bring food,2024-06-10 20:03:46.407,
745,Deliver to customer,2024-06-10 20:04:09.967,
745,EVENT 8 END,2024-06-10 20:08:16.463,
746,Take order;start,2024-06-06 20:30:00.000,
746,Review order,2024-06-06 20:32:51.972,
746,prepare drinks,2024-06-06 20:38:42.733,
746,Bring drinks;Review drinks,2024-06-06 20:49:26.108,form-based events(2024-06-06 20:49:26.108)
746,prepare drinks,2024-06-06 21:00:14.966,
746,Bring drinks;Review drinks,2024-06-06 21:04:25.149,form-based events(2024-06-06 21:04:25.149)
746,Prepare main course,2024-06-07 20:04:51.266,
746,Signal food complete,2024-06-10 20:08:07.304,
746,Bring food,2024-06-10 20:17:19.829,
746,Deliver to customer,2024-06-10 20:23:35.191,
746,EVENT 8 END,2024-06-10 20:24:01.482,
747,Take order;start,2024-06-06 20:45:00.000,
747,Review order,2024-06-06 20:46:11.903,
747,prepare drinks,2024-06-06 20:48:02.223,
747,Bring drinks,2024-06-06 20:52:58.184,
747,Review drinks,2024-06-06 20:54:13.063,
747,Prepare main course,2024-06-07 20:05:45.750,
747,Signal food complete,2024-06-10 20:03:46.407,
747,Bring food,2024-06-10 20:38:52.381,
747,Deliver to customer,2024-06-10 20:41:47.857,
747,EVENT 8 END,2024-06-10 20:46:38.058,
748,Take order;start,2024-06-06 21:00:00.000,
748,Review order,2024-06-06 21:02:43.713,
748,prepare drinks,2024-06-06 21:02:54.378,
748,Bring drinks,2024-06-06 21:13:44.587,
748,Review drinks,2024-06-06 21:14:53.109,
748,Prepare main course,2024-06-07 20:11:09.784,
748,Signal food complete,2024-06-10 20:17:19.829,
748,Bring food,2024-06-10 20:22:50.981,
748,Deliver to customer,2024-06-10 20:23:50.486,
748,EVENT 8 END,2024-06-10 20:25:54.617,
749,Take order;start,2024-06-06 21:15:00.000,
749,Review order,2024-06-06 21:20:17.893,
749,prepare drinks,2024-06-06 21:21:05.063,
749,Bring drinks,2024-06-06 21:30:34.369,
749,Review drinks,2024-06-06 21:38:17.354,
749,Prepare main course,2024-06-07 20:19:08.991,
