Case,Activity,Timestamp,Resource,label,iscollateral,BaseActivity,ProcessedActivity,CollateralGroup,is_collateral_event,y_true,Activity_fixed
1317,Prepare starter,2024-07-02 19:23:24,Cook helper-000002,,0,Prepare starter,prepare starter,6650,0,0,Prepare starter
1317,prepare drinks,2024-07-02 19:23:24,Barman-000002,,0,prepare drinks,prepare drinks,-1,0,0,prepare drinks
1317,Bring drinks,2024-07-02 19:26:41,Barman-000003,,0,Bring drinks,bring drinks,-1,0,0,Bring drinks
1317,Review drinks,2024-07-02 19:27:13,Waiter-000003,,0,Review drinks,review drinks,-1,0,0,Review drinks
1317,prepare drinks,2024-07-02 19:27:41,Barman-000002,,0,prepare drinks,prepare drinks,-1,0,0,prepare drinks
1317,Bring drinks,2024-07-02 19:29:25,Barman-000003,,0,Bring drinks,bring drinks,-1,0,0,Bring drinks
1317,Review drinks,2024-07-02 19:32:06,Waiter-000002,,0,Review drinks,review drinks,-1,0,0,Review drinks
1317,Prepare main course,2024-07-04 21:15:28,Cook-000001,,0,Prepare main course,prepare main course,-1,0,0,Prepare main course
1317,Signal food complete,2024-07-09 01:19:18,Cook-000002,,0,Signal food complete,signal food complete,-1,0,0,Signal food complete
1317,Bring food,2024-07-09 18:23:22,Cook helper-000001,,0,Bring food,bring food,-1,0,0,Bring food
1317,Deliver to customer,2024-07-09 18:25:45,Waiter-000003,,0,Deliver to customer,deliver to customer,-1,0,0,Deliver to customer
1317,EVENT 8 END,2024-07-09 18:30:20,,,0,EVENT 8 END,event 8 end,-1,0,0,EVENT 8 END
1318,Take order,2024-07-02 19:30:00,Waiter-000005,,0,Take order,take order,6651,0,0,Take order
1318,start,2024-07-02 19:30:00,,,0,start,start,-1,0,0,start
1318,Review order,2024-07-02 19:30:51,Waiter-000001,,0,Review order,review order,-1,0,0,Review order
1318,prepare drinks,2024-07-02 19:31:08,Barman-000002,,0,prepare drinks,prepare drinks,-1,0,0,prepare drinks
1318,Bring drinks,2024-07-02 19:36:04,Barman-000001,,0,Bring drinks,bring drinks,-1,0,0,Bring drinks
1318,Review drinks,2024-07-02 19:39:57,Waiter-000001,,0,Review drinks,review drinks,-1,0,0,Review drinks
1318,prepare drinks,2024-07-02 19:42:22,Barman-000002,,0,prepare drinks,prepare drinks,-1,0,0,prepare drinks
1318,Bring drinks,2024-07-02 19:43:54,Barman-000001,,0,Bring drinks,bring drinks,-1,0,0,Bring drinks
1318,Review drinks,2024-07-02 19:46:43,Waiter-000001,,0,Review drinks,review drinks,-1,0,0,Review drinks
1318,Prepare main course,2024-07-04 21:22:19,Cook-000001,,0,Prepare main course,prepare main course,-1,0,0,Prepare main course
1318,Signal food complete,2024-07-09 01:45:06,Cook-000003,,0,Signal food complete,signal food complete,-1,0,0,Signal food complete
1318,Bring food,2024-07-09 18:05:57,Cook helper-000001,,0,Bring food,bring food,-1,0,0,Bring food
1318,Deliver to customer,2024-07-09 18:09:34,Waiter-000001,,0,Deliver to customer,deliver to customer,-1,0,0,Deliver to customer
1318,EVENT 8 END,2024-07-09 18:11:07,,,0,EVENT 8 END,event 8 end,-1,0,0,EVENT 8 END
1319,Take order,2024-07-02 19:45:00,Waiter-000002,,0,Take order,take order,6652,0,0,Take order
1319,start,2024-07-02 19:45:00,,,0,start,start,-1,0,0,start
1319,Review order,2024-07-02 19:47:13,Waiter-000004,,0,Review order,review order,-1,0,0,Review order
1319,prepare drinks,2024-07-02 19:47:34,Barman-000003,,0,prepare drinks,prepare drinks,-1,0,0,prepare drinks
1319,Bring drinks,2024-07-02 19:48:02,Barman-000001,,0,Bring drinks,bring drinks,-1,0,0,Bring drinks
1319,Review drinks,2024-07-02 20:03:34,Waiter-000002,,0,Review drinks,review drinks,-1,0,0,Review drinks
1319,prepare drinks,2024-07-02 20:03:54,Barman-000002,,0,prepare drinks,prepare drinks,-1,0,0,prepare drinks
1319,Bring drinks,2024-07-02 20:22:36,Barman-000001,,0,Bring drinks,bring drinks,-1,0,0,Bring drinks
1319,Review drinks,2024-07-02 20:31:26,Waiter-000005,,0,Review drinks,review drinks,-1,0,0,Review drinks
1319,prepare drinks,2024-07-02 20:31:32,Barman-000003,,0,prepare drinks,prepare drinks,-1,0,0,prepare drinks
1319,Bring drinks,2024-07-02 20:35:34,Barman-000001,,0,Bring drinks,bring drinks,-1,0,0,Bring drinks
1319,Review drinks,2024-07-02 20:35:37,Waiter-000003,,0,Review drinks,review drinks,-1,0,0,Review drinks
1319,prepare drinks,2024-07-02 20:35:49,Barman-000001,,0,prepare drinks,prepare drinks,-1,0,0,prepare drinks
1319,Bring drinks,2024-07-02 20:43:18,Barman-000002,,0,Bring drinks,bring drinks,-1,0,0,Bring drinks
1319,Review drinks,2024-07-02 20:44:25,Waiter-000004,,0,Review drinks,review drinks,-1,0,0,Review drinks
1319,Prepare main course,2024-07-04 21:34:12,Cook-000003,,0,Prepare main course,prepare main course,-1,0,0,Prepare main course
1319,Signal food complete,2024-07-09 18:05:57,Cook-000003,,0,Signal food complete,signal food complete,-1,0,0,Signal food complete
1319,Bring food,2024-07-09 18:51:29,Cook helper-000001,,0,Bring food,bring food,-1,0,0,Bring food
1319,Deliver to customer,2024-07-09 18:53:54,Waiter-000005,,0,Deliver to customer,deliver to customer,-1,0,0,Deliver to customer
1319,EVENT 8 END,2024-07-09 18:55:08,,,0,EVENT 8 END,event 8 end,-1,0,0,EVENT 8 END
1320,Take order,2024-07-02 20:00:00,Waiter-000001,,0,Take order,take order,6653,0,0,Take order
1320,start,2024-07-02 20:00:00,,,0,start,start,-1,0,0,start
1320,Review order,2024-07-02 20:00:04,Waiter-000005,,0,Review order,review order,-1,0,0,Review order
1320,prepare drinks,2024-07-02 20:00:48,Barman-000003,,0,prepare drinks,prepare drinks,-1,0,0,prepare drinks
1320,Bring drinks,2024-07-02 20:04:36,Barman-000001,,0,Bring drinks,bring drinks,-1,0,0,Bring drinks
1320,Review drinks,2024-07-02 20:05:39,Waiter-000004,,0,Review drinks,review drinks,-1,0,0,Review drinks
1320,prepare drinks,2024-07-02 20:05:52,Barman-000003,,0,prepare drinks,prepare drinks,-1,0,0,prepare drinks
1320,Bring drinks,2024-07-02 20:06:21,Barman-000001,,0,Bring drinks,bring drinks,-1,0,0,Bring drinks
1320,Review drinks,2024-07-02 20:10:37,Waiter-000001,,0,Review drinks,review drinks,-1,0,0,Review drinks
1320,Prepare main course,2024-07-04 21:50:02,Cook-000002,,0,Prepare main course,prepare main course,-1,0,0,Prepare main course
1320,Signal food complete,2024-07-09 18:45:47,Cook-000002,,0,Signal food complete,signal food complete,-1,0,0,Signal food complete
1320,Bring food,2024-07-09 19:45:23,Cook helper-000002,,0,Bring food,bring food,6654,0,0,Bring food
1320,Deliver to customer,2024-07-09 19:45:23,Waiter-000005,,0,Deliver to customer,deliver to customer,-1,0,0,Deliver to customer
1320,EVENT 8 END,2024-07-09 19:50:02,,,0,EVENT 8 END,event 8 end,-1,0,0,EVENT 8 END
1321,Take order,2024-07-02 20:15:00,Waiter-000005,,0,Take order,take order,6655,0,0,Take order
1321,start,2024-07-02 20:15:00,,,0,start,start,-1,0,0,start
1321,Review order,2024-07-02 20:21:17,Waiter-000004,,0,Review order,review order,-1,0,0,Review order
1321,Prepare starter,2024-07-02 20:21:51,Cook helper-000003,,0,Prepare starter,prepare starter,6656,0,0,Prepare starter
1321,prepare drinks,2024-07-02 20:21:51,Barman-000003,,0,prepare drinks,prepare drinks,-1,0,0,prepare drinks
1321,Bring drinks,2024-07-02 20:31:09,Barman-000002,,0,Bring drinks,bring drinks,-1,0,0,Bring drinks
1321,Review drinks,2024-07-02 20:31:38,Waiter-000004,,0,Review drinks,review drinks,-1,0,0,Review drinks
1321,prepare drinks,2024-07-02 20:32:51,Barman-000001,,0,prepare drinks,prepare drinks,-1,0,0,prepare drinks
1321,Bring drinks,2024-07-02 20:35:17,Barman-000002,,0,Bring drinks,bring drinks,-1,0,0,Bring drinks
1321,Review drinks,2024-07-02 20:37:16,Waiter-000005,,0,Review drinks,review drinks,-1,0,0,Review drinks
1321,Prepare main course,2024-07-04 22:33:15,Cook-000002,,0,Prepare main course,prepare main course,-1,0,0,Prepare main course
1321,Signal food complete,2024-07-09 18:53:20,Cook-000003,,0,Signal food complete,signal food complete,-1,0,0,Signal food complete
1321,Bring food,2024-07-09 19:10:14,Cook helper-000003,,0,Bring food,bring food,-1,0,0,Bring food
1321,Deliver to customer,2024-07-09 19:11:26,Waiter-000005,,0,Deliver to customer,deliver to customer,-1,0,0,Deliver to customer
1321,EVENT 8 END,2024-07-09 19:11:39,,,0,EVENT 8 END,event 8 end,-1,0,0,EVENT 8 END
1322,Take order,2024-07-02 20:30:00,Waiter-000001,,0,Take order,take order,6657,0,0,Take order
1322,start,2024-07-02 20:30:00,,,0,start,start,-1,0,0,start
1322,Review order,2024-07-02 20:33:10,Waiter-000002,,0,Review order,review order,6659,0,0,Review order
1322,Bring drinks_signed1,2024-07-02 20:33:10,Waiter-000002,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
1322,Bring drinks_signed2,2024-07-02 20:33:11,Waiter-000002,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
1322,prepare drinks,2024-07-02 20:35:37,Barman-000003,,0,prepare drinks,prepare drinks,6660,0,0,prepare drinks
1322,Bring drinks_signed1,2024-07-02 20:35:38,Barman-000003,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
1322,Bring drinks_signed2,2024-07-02 20:35:38,Barman-000003,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
1322,Bring drinks,2024-07-02 21:07:47,Barman-000001,,0,Bring drinks,bring drinks,6661,0,0,Bring drinks
1322,Review drinks,2024-07-02 21:11:54,Waiter-000002,,0,Review drinks,review drinks,6662,0,0,Review drinks
1322,Bring drinks_signed1,2024-07-02 21:11:55,Waiter-000002,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
1322,Bring drinks_signed2,2024-07-02 21:11:55,Waiter-000002,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
1322,prepare drinks,2024-07-02 21:12:54,Barman-000003,,0,prepare drinks,prepare drinks,6663,0,0,prepare drinks
1322,Bring drinks_signed1,2024-07-02 21:12:54,Barman-000003,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
1322,Bring drinks_signed2,2024-07-02 21:12:54,Barman-000003,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
1322,Bring drinks,2024-07-02 21:25:10,Barman-000002,,0,Bring drinks,bring drinks,6664,0,0,Bring drinks
1322,Review drinks,2024-07-02 21:25:21,Waiter-000001,,0,Review drinks,review drinks,6665,0,0,Review drinks
1322,Bring drinks_signed1,2024-07-02 21:25:21,Waiter-000001,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
1322,Bring drinks_signed2,2024-07-02 21:25:22,Waiter-000001,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
1322,Prepare main course,2024-07-04 22:57:22,Cook-000003,,0,Prepare main course,prepare main course,6666,0,0,Prepare main course
1322,Bring drinks_signed1,2024-07-04 22:57:23,Cook-000003,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
1322,Bring drinks_signed2,2024-07-04 22:57:23,Cook-000003,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
1322,Signal food complete,2024-07-09 19:45:23,Cook-000002,,0,Signal food complete,signal food complete,6667,0,0,Signal food complete
1322,Bring drinks_signed1,2024-07-09 19:45:24,Cook-000002,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
1322,Bring drinks_signed2,2024-07-09 19:45:24,Cook-000002,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
1322,Bring food,2024-07-09 20:34:08,Cook helper-000001,,0,Bring food,bring food,6668,0,0,Bring food
1322,Bring drinks_signed1,2024-07-09 20:34:09,Cook helper-000001,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
1322,Bring drinks_signed2,2024-07-09 20:34:09,Cook helper-000001,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
1322,Deliver to customer,2024-07-09 20:35:53,Waiter-000004,,0,Deliver to customer,deliver to customer,6669,0,0,Deliver to customer
1322,Bring drinks_signed1,2024-07-09 20:35:53,Waiter-000004,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
1322,Bring drinks_signed2,2024-07-09 20:35:53,Waiter-000004,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
1322,EVENT 8 END,2024-07-09 20:42:14,,,0,EVENT 8 END,event 8 end,6670,0,0,EVENT 8 END
1322,Bring drinks_signed1,2024-07-09 20:42:15,,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
1322,Bring drinks_signed2,2024-07-09 20:42:15,,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
1323,Take order,2024-07-02 20:45:00,Waiter-000001,,0,Take order,take order,6671,0,0,Take order
1323,start,2024-07-02 20:45:00,,,0,start,start,-1,0,0,start
1323,Review order,2024-07-02 20:46:49,Waiter-000002,,0,Review order,review order,6673,0,0,Review order
1323,Bring drinks_signed1,2024-07-02 20:46:49,Waiter-000002,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
1323,Prepare starter,2024-07-02 20:46:49,Cook helper-000002,,0,Prepare starter,prepare starter,6674,0,0,Prepare starter
1323,prepare drinks,2024-07-02 20:46:49,Barman-000001,,0,prepare drinks,prepare drinks,-1,0,0,prepare drinks
1323,Bring drinks,2024-07-02 21:07:24,Barman-000002,,0,Bring drinks,bring drinks,6676,0,0,Bring drinks
1323,Review drinks,2024-07-02 21:10:12,Waiter-000001,,0,Review drinks,review drinks,6677,0,0,Review drinks
1323,Bring drinks_signed1,2024-07-02 21:10:12,Waiter-000001,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
1323,Bring drinks_signed2,2024-07-02 21:10:13,Waiter-000001,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
1323,Signal food complete,2024-07-04 23:21:53,Cook-000003,,0,Signal food complete,signal food complete,6678,0,0,Signal food complete
1323,Bring drinks_signed1,2024-07-04 23:21:53,Cook-000003,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
1323,Bring drinks_signed2,2024-07-04 23:21:53,Cook-000003,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
1323,Bring food,2024-07-05 01:35:44,Cook helper-000001,,0,Bring food,bring food,6679,0,0,Bring food
1323,Bring drinks_signed1,2024-07-05 01:35:44,Cook helper-000001,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
1323,Bring drinks_signed2,2024-07-05 01:35:45,Cook helper-000001,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
1323,Deliver to customer,2024-07-05 01:40:59,Waiter-000005,,0,Deliver to customer,deliver to customer,6680,0,0,Deliver to customer
1323,Bring drinks_signed1,2024-07-05 01:41:00,Waiter-000005,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
1323,Bring drinks_signed2,2024-07-05 01:41:00,Waiter-000005,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
1323,EVENT 8 END,2024-07-05 01:46:39,,,0,EVENT 8 END,event 8 end,6681,0,0,EVENT 8 END
1323,Bring drinks_signed1,2024-07-05 01:46:39,,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
1323,Bring drinks_signed2,2024-07-05 01:46:39,,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
1324,Take order,2024-07-02 21:00:00,Waiter-000003,,0,Take order,take order,6682,0,0,Take order
1324,start,2024-07-02 21:00:00,,,0,start,start,-1,0,0,start
1324,Review order,2024-07-02 21:00:14,Waiter-000005,,0,Review order,review order,-1,0,0,Review order
1324,prepare drinks,2024-07-02 21:00:18,Barman-000002,,0,prepare drinks,prepare drinks,-1,0,0,prepare drinks
1324,Bring drinks,2024-07-02 21:00:30,Barman-000002,,0,Bring drinks,bring drinks,-1,0,0,Bring drinks
1324,Review drinks,2024-07-02 21:02:40,Waiter-000004,,0,Review drinks,review drinks,-1,0,0,Review drinks
1324,Prepare main course,2024-07-04 23:24:39,Cook-000001,,0,Prepare main course,prepare main course,-1,0,0,Prepare main course
1324,Signal food complete,2024-07-09 20:13:17,Cook-000003,,0,Signal food complete,signal food complete,-1,0,0,Signal food complete
1324,Bring food,2024-07-09 21:01:11,Cook helper-000003,,0,Bring food,bring food,-1,0,0,Bring food
1324,Deliver to customer,2024-07-09 21:10:48,Waiter-000005,,0,Deliver to customer,deliver to customer,-1,0,0,Deliver to customer
1324,EVENT 8 END,2024-07-09 21:11:06,,,0,EVENT 8 END,event 8 end,-1,0,0,EVENT 8 END
1325,Take order,2024-07-02 21:15:00,Waiter-000005,,0,Take order,take order,6683,0,0,Take order
1325,start,2024-07-02 21:15:00,,,0,start,start,-1,0,0,start
1325,Review order,2024-07-02 21:17:30,Waiter-000004,,0,Review order,review order,-1,0,0,Review order
1325,Prepare starter,2024-07-02 21:18:21,Cook helper-000001,,0,Prepare starter,prepare starter,6684,0,0,Prepare starter
1325,prepare drinks,2024-07-02 21:18:21,Barman-000002,,0,prepare drinks,prepare drinks,-1,0,0,prepare drinks
1325,Bring drinks,2024-07-02 21:19:20,Barman-000001,,0,Bring drinks,bring drinks,-1,0,0,Bring drinks
1325,Review drinks,2024-07-02 21:28:08,Waiter-000002,,0,Review drinks,review drinks,-1,0,0,Review drinks
1325,Prepare main course,2024-07-04 23:34:23,Cook-000001,,0,Prepare main course,prepare main course,-1,0,0,Prepare main course
1325,Signal food complete,2024-07-09 20:34:08,Cook-000002,,0,Signal food complete,signal food complete,-1,0,0,Signal food complete
1325,Bring food,2024-07-09 21:03:37,Cook helper-000001,,0,Bring food,bring food,-1,0,0,Bring food
1325,Deliver to customer,2024-07-09 21:04:47,Waiter-000002,,0,Deliver to customer,deliver to customer,-1,0,0,Deliver to customer
1325,EVENT 8 END,2024-07-09 21:09:56,,,0,EVENT 8 END,event 8 end,-1,0,0,EVENT 8 END
1326,Take order,2024-07-02 21:30:00,Waiter-000003,,0,Take order,take order,6685,0,0,Take order
1326,start,2024-07-02 21:30:00,,,0,start,start,-1,0,0,start
1326,Review order,2024-07-02 21:30:39,Waiter-000005,,0,Review order,review order,6687,0,0,Review order
1326,Bring drinks_signed1,2024-07-02 21:30:39,Waiter-000005,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
1326,Bring drinks_signed2,2024-07-02 21:30:40,Waiter-000005,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
1326,prepare drinks,2024-07-02 21:31:53,Barman-000003,,0,prepare drinks,prepare drinks,6688,0,0,prepare drinks
1326,Bring drinks_signed1,2024-07-02 21:31:53,Barman-000003,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
1326,Bring drinks_signed2,2024-07-02 21:31:54,Barman-000003,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
1326,Bring drinks,2024-07-02 21:38:18,Barman-000002,,0,Bring drinks,bring drinks,6689,0,0,Bring drinks
1326,Review drinks,2024-07-02 21:43:02,Waiter-000001,,0,Review drinks,review drinks,6690,0,0,Review drinks
1326,Bring drinks_signed1,2024-07-02 21:43:03,Waiter-000001,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
1326,Bring drinks_signed2,2024-07-02 21:43:03,Waiter-000001,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
1326,Prepare main course,2024-07-04 23:38:23,Cook-000001,,0,Prepare main course,prepare main course,6691,0,0,Prepare main course
1326,Bring drinks_signed1,2024-07-04 23:38:24,Cook-000001,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
1326,Bring drinks_signed2,2024-07-04 23:38:25,Cook-000001,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
1326,Signal food complete,2024-07-09 20:46:05,Cook-000001,,0,Signal food complete,signal food complete,6692,0,0,Signal food complete
1326,Bring drinks_signed1,2024-07-09 20:46:05,Cook-000001,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
1326,Bring drinks_signed2,2024-07-09 20:46:05,Cook-000001,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
1326,Bring food,2024-07-09 22:04:44,Cook helper-000001,,0,Bring food,bring food,6693,0,0,Bring food
1326,Bring drinks_signed1,2024-07-09 22:04:45,Cook helper-000001,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
1326,Bring drinks_signed2,2024-07-09 22:04:45,Cook helper-000001,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
1326,Deliver to customer,2024-07-09 22:05:47,Waiter-000002,,0,Deliver to customer,deliver to customer,6694,0,0,Deliver to customer
1326,Bring drinks_signed1,2024-07-09 22:05:47,Waiter-000002,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
1326,Bring drinks_signed2,2024-07-09 22:05:47,Waiter-000002,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
1326,EVENT 8 END,2024-07-09 22:06:22,,,0,EVENT 8 END,event 8 end,6695,0,0,EVENT 8 END
1326,Bring drinks_signed1,2024-07-09 22:06:23,,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
1326,Bring drinks_signed2,2024-07-09 22:06:23,,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
1327,Take order,2024-07-02 21:45:00,Waiter-000003,,0,Take order,take order,6696,0,0,Take order
1327,start,2024-07-02 21:45:00,,,0,start,start,-1,0,0,start
1327,Review order,2024-07-02 21:48:27,Waiter-000005,,0,Review order,review order,-1,0,0,Review order
1327,Prepare starter,2024-07-02 21:48:38,Cook helper-000001,,0,Prepare starter,prepare starter,6697,0,0,Prepare starter
1327,prepare drinks,2024-07-02 21:48:38,Barman-000001,,0,prepare drinks,prepare drinks,-1,0,0,prepare drinks
1327,Bring drinks,2024-07-02 21:50:00,Barman-000003,,0,Bring drinks,bring drinks,-1,0,0,Bring drinks
1327,Review drinks,2024-07-02 21:55:21,Waiter-000004,,0,Review drinks,review drinks,-1,0,0,Review drinks
1327,Prepare main course,2024-07-05 00:15:01,Cook-000002,,0,Prepare main course,prepare main course,-1,0,0,Prepare main course
1327,Signal food complete,2024-07-09 21:07:34,Cook-000002,,0,Signal food complete,signal food complete,-1,0,0,Signal food complete
1327,Bring food,2024-07-09 21:23:00,Cook helper-000001,,0,Bring food,bring food,-1,0,0,Bring food
1327,Deliver to customer,2024-07-09 21:24:26,Waiter-000005,,0,Deliver to customer,deliver to customer,-1,0,0,Deliver to customer
1327,EVENT 8 END,2024-07-09 21:25:49,,,0,EVENT 8 END,event 8 end,-1,0,0,EVENT 8 END
1328,Take order,2024-07-02 22:00:00,Waiter-000001,,0,Take order,take order,6698,0,0,Take order
1328,start,2024-07-02 22:00:00,,,0,start,start,-1,0,0,start
1328,Review order,2024-07-02 22:06:15,Waiter-000002,,0,Review order,review order,6700,0,0,Review order
1328,Bring drinks_signed1,2024-07-02 22:06:15,Waiter-000002,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
1328,Bring drinks_signed2,2024-07-02 22:06:16,Waiter-000002,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
1328,prepare drinks,2024-07-02 22:06:27,Barman-000002,,0,prepare drinks,prepare drinks,6701,0,0,prepare drinks
1328,Bring drinks_signed1,2024-07-02 22:06:28,Barman-000002,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
1328,Bring drinks_signed2,2024-07-02 22:06:29,Barman-000002,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
1328,Bring drinks,2024-07-02 22:06:46,Barman-000001,,0,Bring drinks,bring drinks,6702,0,0,Bring drinks
1328,Review drinks,2024-07-02 22:12:51,Waiter-000003,,0,Review drinks,review drinks,6703,0,0,Review drinks
1328,Bring drinks_signed1,2024-07-02 22:12:51,Waiter-000003,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
1328,Bring drinks_signed2,2024-07-02 22:12:51,Waiter-000003,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
1328,Prepare main course,2024-07-05 00:17:33,Cook-000002,,0,Prepare main course,prepare main course,6704,0,0,Prepare main course
1328,Bring drinks_signed1,2024-07-05 00:17:33,Cook-000002,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
1328,Bring drinks_signed2,2024-07-05 00:17:33,Cook-000002,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
1328,Signal food complete,2024-07-09 21:23:00,Cook-000002,,0,Signal food complete,signal food complete,6705,0,0,Signal food complete
1328,Bring drinks_signed1,2024-07-09 21:23:01,Cook-000002,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
1328,Bring drinks_signed2,2024-07-09 21:23:02,Cook-000002,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
1328,Bring food,2024-07-09 22:19:47,Cook helper-000002,,0,Bring food,bring food,6706,0,0,Bring food
1328,Bring drinks_signed1,2024-07-09 22:19:48,Cook helper-000002,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
1328,Bring drinks_signed2,2024-07-09 22:19:49,Cook helper-000002,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
1328,Deliver to customer,2024-07-09 22:40:13,Waiter-000001,,0,Deliver to customer,deliver to customer,6707,0,0,Deliver to customer
1328,Bring drinks_signed1,2024-07-09 22:40:14,Waiter-000001,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
1328,Bring drinks_signed2,2024-07-09 22:40:14,Waiter-000001,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
1328,EVENT 8 END,2024-07-09 22:41:20,,,0,EVENT 8 END,event 8 end,6708,0,0,EVENT 8 END
1328,Bring drinks_signed1,2024-07-09 22:41:21,,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed1
1328,Bring drinks_signed2,2024-07-09 22:41:21,,collateral events(Bring drinks),0,Bring drinks,bring drinks,-1,0,1,Bring drinks_signed2
1329,Take order,2024-07-02 22:15:00,Waiter-000005,,0,Take order,take order,6709,0,0,Take order
1329,start,2024-07-02 22:15:00,,,0,start,start,-1,0,0,start
