Case,Timestamp,Resource,Activity,Activity_fixed,label
431,2023-10-24 11:36:00,Manager-000004,Request info,Request info,
431,2023-10-24 11:42:32,,info received,info received,
431,2023-10-24 11:42:42,Clerk-000001,Check for completeness,Check for completeness,
431,2023-10-24 11:55:05,Clerk-000006,Perform checks,Perform checks,
431,2023-10-24 12:09:01,Manager-000001,Make decision,Make decision,
431,2023-10-24 12:20:16,Manager-000006,Notify accept,Notify accept,
431,2023-10-24 12:27:41,Manager-000003,Deliver card,Deliver card,
431,2023-10-24 13:05:40,,EVENT 13 END,EVENT 13 END,
432,2023-10-24 11:16:14,Clerk-000004,Check for completeness,Check for completeness,
432,2023-10-24 11:16:14,,New online application received,New online application received,
432,2023-10-24 12:04:38,Manager-000003,Request info,Request info,
432,2023-10-24 12:04:47,,info received,info received,
432,2023-10-24 12:04:57,Clerk-000003,Check for completeness,Check for completeness,
432,2023-10-24 12:09:13,Manager-000002,Request info,Request info,
432,2023-10-24 12:10:21,,info received,info received,
432,2023-10-24 12:10:31,Clerk-000005,Check for completeness,Check for completeness,
432,2023-10-24 12:15:36,Manager-000004,Request info,Request info,
432,2023-10-24 12:18:53,,info received,info received,
432,2023-10-24 12:19:03,Clerk-000001,Check for completeness,Check for completeness,
432,2023-10-24 12:23:46,Manager-000005,Request info,Request info,
432,2023-10-24 12:31:40,,info received,info received,
432,2023-10-24 12:31:50,Clerk-000003,Check for completeness,Check for completeness,
432,2023-10-24 12:38:40,Manager-000002,Request info,Request info,
432,2023-10-24 12:41:52,,info received,info received,
432,2023-10-24 12:42:02,Clerk-000005,Check for completeness,Check for completeness,
432,2023-10-24 12:47:52,Clerk-000001,Perform checks,Perform checks,
432,2023-10-24 12:50:52,Manager-000005,Make decision,Make decision,
432,2023-10-24 12:55:42,Manager-000004,notify reject,notify reject,
432,2023-10-24 13:33:26,,review request received,review request received,
432,2023-10-24 13:33:36,Clerk-000002,Check for completeness,Check for completeness,
432,2023-10-24 13:37:15,Manager-000001,Request info,Request info,
432,2023-10-24 13:38:47,,info received,info received,
432,2023-10-24 13:38:57,Clerk-000006,Check for completeness,Check for completeness,
432,2023-10-24 14:17:05,Manager-000003,Request info,Request info,
432,2023-10-24 14:18:50,,info received,info received,
432,2023-10-24 14:19:00,Clerk-000001,Check for completeness,Check for completeness,
432,2023-10-24 14:30:15,Manager-000001,Request info,Request info,
432,2023-10-24 14:40:19,,info received,info received,
432,2023-10-24 14:40:29,Clerk-000002,Check for completeness,Check for completeness,
432,2023-10-24 14:41:52,Manager-000006,Request info,Request info,
432,2023-10-24 14:56:52,Clerk-000005,Check for completeness,Check for completeness,
432,2023-10-24 15:06:31,Manager-000002,Request info,Request info,
432,2023-10-24 15:07:14,,info received,info received,
432,2023-10-24 15:07:24,Clerk-000006,Check for completeness,Check for completeness,
432,2023-10-24 15:25:05,Clerk-000001,Perform checks,Perform checks,
432,2023-10-24 15:36:34,Manager-000001,Make decision,Make decision,
432,2023-10-24 16:21:59,Manager-000006,Notify accept,Notify accept,
432,2023-10-24 16:40:31,Manager-000003,Deliver card,Deliver card,
432,2023-10-24 16:54:34,,EVENT 13 END,EVENT 13 END,
445,2023-10-25 06:42:26,Clerk-000005,Check for completeness,Check for completeness,
445,2023-10-25 06:42:26,,New online application received,New online application received,
445,2023-10-25 06:45:12,Manager-000002,Request info,Request info,
445,2023-10-25 07:01:30,,info received,info received,
445,2023-10-25 07:01:40,Clerk-000001,Check for completeness,Check for completeness,
445,2023-10-25 07:03:23,Manager-000006,Request info,Request info,
445,2023-10-25 07:36:35,,info received,info received,
445,2023-10-25 07:36:45,Clerk-000001,Check for completeness,Check for completeness,
445,2023-10-25 07:43:29,Manager-000004,Request info,Request info,
445,2023-10-25 08:16:45,,info received,info received,
445,2023-10-25 08:16:55,Clerk-000004,Check for completeness,Check for completeness,
445,2023-10-25 08:18:30,Manager-000002,Request info,Request info,
445,2023-10-25 08:26:12,,info received,info received,
445,2023-10-25 08:26:22,Clerk-000005,Check for completeness,Check for completeness,
445,2023-10-25 08:29:42,Manager-000001,Request info,Request info,
445,2023-10-25 08:32:32,,info received,info received,
445,2023-10-25 08:32:42,Clerk-000002,Check for completeness,Check for completeness,
445,2023-10-25 09:17:23,,info received,info received,
445,2023-10-25 09:17:33,Clerk-000001,Check for completeness,Check for completeness,
445,2023-10-25 09:34:37,Manager-000006,Request info,Request info,
445,2023-10-25 09:40:59,,info received,info received,
445,2023-10-25 09:41:09,Clerk-000006,Check for completeness,Check for completeness,
445,2023-10-25 09:47:16,Clerk-000004,Perform checks,Perform checks,
445,2023-10-25 09:53:41,Manager-000003,Make decision,Make decision,
445,2023-10-25 09:56:58,Manager-000001,Notify accept,Notify accept,
445,2023-10-25 10:19:44,Manager-000002,Deliver card,Deliver card,
445,2023-10-25 10:41:00,,EVENT 13 END,EVENT 13 END,
450,2023-10-25 08:48:05,,New online application received,New online application received,
450,2023-10-25 08:55:15,Clerk-000001,Perform checks,Perform checks,
450,2023-10-25 08:55:32,Manager-000002,Make decision,Make decision,
450,2023-10-25 08:57:06,Manager-000001,notify reject,notify reject,
450,2023-10-25 09:07:27,,time out,time out,
450,2023-10-25 09:07:37,,EVENT 13 END,EVENT 13 END,
451,2023-10-25 08:58:07,Clerk-000006,Check for completeness,Check for completeness,
451,2023-10-25 08:58:07,,New online application received,New online application received,
451,2023-10-25 08:58:09,Manager-000005,Request info,Request info,
451,2023-10-25 09:00:26,,info received,info received,
451,2023-10-25 09:00:36,Clerk-000003,Check for completeness,Check for completeness,
451,2023-10-25 09:02:20,Clerk-000005,Perform checks,Perform checks,
451,2023-10-25 10:01:59,Manager-000004,notify reject,notify reject,
451,2023-10-25 10:08:02,,review request received,review request received,
451,2023-10-25 10:22:08,Clerk-000002,Perform checks,Perform checks,
451,2023-10-25 10:24:18,Manager-000006,Make decision,Make decision,
451,2023-10-25 10:29:01,Manager-000003,Notify accept,Notify accept,
451,2023-10-25 10:29:26,Manager-000005,Deliver card,Deliver card,
451,2023-10-25 10:35:29,,EVENT 13 END,EVENT 13 END,
452,2023-10-25 11:45:34,Clerk-000001,Check for completeness,Check for completeness,
452,2023-10-25 11:45:57,Manager-000004,Request info,Request info,
452,2023-10-25 11:48:47,,info received,info received,
452,2023-10-25 11:48:57,Clerk-000006,Check for completeness,Check for completeness,
452,2023-10-25 11:53:51,Manager-000001,Request info,Request info,
452,2023-10-25 12:02:06,,info received,info received,
452,2023-10-25 12:02:16,Clerk-000005,Check for completeness,Check for completeness,
452,2023-10-25 12:03:04,Manager-000006,Request info,Request info,
452,2023-10-25 12:37:47,,info received,info received,
452,2023-10-25 12:37:57,Clerk-000003,Check for completeness,Check for completeness,
452,2023-10-25 13:00:23,Manager-000005,Request info,Request info,
452,2023-10-25 13:17:17,,info received,info received,
452,2023-10-25 13:17:27,Clerk-000004,Check for completeness,Check for completeness,
452,2023-10-25 13:40:00,Clerk-000002,Perform checks,Perform checks,
452,2023-10-25 14:03:12,Manager-000005,Make decision,Make decision,
452,2023-10-25 14:13:16,Manager-000004,notify reject,notify reject,
452,2023-10-25 14:16:20,,review request received,review request received,
452,2023-10-25 14:16:30,Clerk-000002,Check for completeness,Check for completeness,
452,2023-10-25 14:39:15,Manager-000003,Request info,Request info,
452,2023-10-25 15:00:22,,info received,info received,
452,2023-10-25 15:00:32,Clerk-000005,Check for completeness,Check for completeness,
452,2023-10-25 15:11:20,Clerk-000006,Perform checks,Perform checks,
452,2023-10-25 15:25:59,Manager-000006,Make decision,Make decision,
452,2023-10-25 15:39:45,Manager-000003,Notify accept,Notify accept,
452,2023-10-25 15:40:55,Manager-000004,Deliver card,Deliver card,
452,2023-10-25 15:54:14,,EVENT 13 END,EVENT 13 END,
453,2023-10-25 12:08:41,Clerk-000004,Check for completeness,Check for completeness,
453,2023-10-25 12:08:41,,New online application received,New online application received,
453,2023-10-25 12:39:21,Manager-000003,Request info,Request info,
453,2023-10-25 12:42:50,,info received,info received,
453,2023-10-25 12:43:00,Clerk-000002,Check for completeness,Check for completeness,
453,2023-10-25 13:05:30,Clerk-000005,Perform checks,Perform checks,
453,2023-10-25 13:08:23,Manager-000004,Make decision,Make decision,
453,2023-10-25 13:42:55,Manager-000006,notify reject,notify reject,
453,2023-10-25 13:49:51,,review request received,review request received,
453,2023-10-25 13:50:01,Clerk-000005,Check for completeness,Check for completeness,
453,2023-10-25 14:03:36,Manager-000001,Request info,Request info,
453,2023-10-25 14:18:47,,info received,info received,
453,2023-10-25 14:22:30,Clerk-000006,Perform checks,Perform checks,
453,2023-10-25 14:24:29,Manager-000004,Make decision,Make decision,
453,2023-10-25 15:07:05,Manager-000002,notify reject,notify reject,
453,2023-10-25 15:11:18,,time out,time out,
453,2023-10-25 15:11:28,,EVENT 13 END,EVENT 13 END,
458,2023-10-25 16:18:01,Clerk-000003,Check for completeness,Check for completeness,
458,2023-10-25 16:18:01,,New online application received,New online application received,
458,2023-10-25 16:39:06,,info received,info received,
458,2023-10-25 16:53:44,Manager-000003,Request info,Request info,
458,2023-10-25 16:58:21,,info received,info received,
458,2023-10-25 16:58:31,Clerk-000006,Check for completeness,Check for completeness,
458,2023-10-25 17:08:56,Manager-000004,Request info,Request info,
458,2023-10-25 17:21:01,,info received,info received,
458,2023-10-25 17:21:11,Clerk-000004,Check for completeness,Check for completeness,
458,2023-10-25 17:24:19,Clerk-000003,Perform checks,Perform checks,
458,2023-10-25 17:34:04,Manager-000005,Make decision,Make decision,
458,2023-10-25 17:46:00,Manager-000006,notify reject,notify reject,
458,2023-10-25 17:48:33,,review request received,review request received,
458,2023-10-25 17:48:43,Clerk-000006,Check for completeness,Check for completeness,
458,2023-10-25 17:58:18,Manager-000002,Request info,Request info,
458,2023-10-25 18:13:04,,info received,info received,
458,2023-10-25 18:13:14,Clerk-000004,Check for completeness,Check for completeness,
458,2023-10-25 18:16:42,Clerk-000003,Perform checks,Perform checks,
458,2023-10-25 18:17:30,Manager-000004,Make decision,Make decision,
458,2023-10-25 18:20:10,Manager-000005,notify reject,notify reject,
458,2023-10-25 18:23:33,,time out,time out,
458,2023-10-25 18:23:43,,EVENT 13 END,EVENT 13 END,
460,2023-10-25 19:05:31,Clerk-000005,Check for completeness,Check for completeness,
460,2023-10-25 19:05:31,,New online application received,New online application received,
460,2023-10-25 19:25:48,Manager-000001,Request info,Request info,
460,2023-10-25 19:27:04,,info received,info received,
460,2023-10-25 19:30:19,Manager-000003,Request info,Request info,
460,2023-10-25 19:37:24,,info received,info received,
460,2023-10-25 19:37:34,Clerk-000004,Check for completeness,Check for completeness,
460,2023-10-25 19:41:36,Manager-000004,Request info,Request info,
460,2023-10-25 19:52:52,Clerk-000003,Check for completeness,Check for completeness,
460,2023-10-25 19:57:26,Clerk-000001,Perform checks,Perform checks,
460,2023-10-25 20:03:03,Manager-000001,Make decision,Make decision,
460,2023-10-25 20:08:09,Manager-000006,notify reject,notify reject,
460,2023-10-25 20:18:53,,review request received,review request received,
460,2023-10-25 20:19:03,Clerk-000005,Check for completeness,Check for completeness,
460,2023-10-25 20:19:30,Manager-000003,Request info,Request info,
460,2023-10-25 20:21:18,,info received,info received,
460,2023-10-25 20:21:28,Clerk-000002,Check for completeness,Check for completeness,
460,2023-10-25 20:32:17,Clerk-000006,Perform checks,Perform checks,
460,2023-10-25 20:33:09,Manager-000004,Make decision,Make decision,
460,2023-10-25 20:41:07,Manager-000002,notify reject,notify reject,
460,2023-10-25 21:07:31,,review request received,review request received,
460,2023-10-25 21:07:41,Clerk-000004,Check for completeness,Check for completeness,
460,2023-10-25 21:08:44,Manager-000005,Request info,Request info,
460,2023-10-25 21:15:30,,info received,info received,
460,2023-10-25 21:15:40,Clerk-000003,Check for completeness,Check for completeness,
460,2023-10-25 21:20:03,Manager-000001,Make decision,Make decision,
460,2023-10-25 21:23:00,Manager-000006,Notify accept,Notify accept,
460,2023-10-25 21:26:13,Manager-000003,Deliver card,Deliver card,
460,2023-10-25 21:28:51,,EVENT 13 END,EVENT 13 END,
461,2023-10-25 21:32:29,Clerk-000005,Check for completeness,Check for completeness,
461,2023-10-25 21:32:29,,New online application received,New online application received,
461,2023-10-25 21:37:49,Clerk-000006,Perform checks,Perform checks,
461,2023-10-25 21:50:22,Manager-000002,Make decision,Make decision,
461,2023-10-25 21:51:52,Manager-000005,Notify accept,Notify accept,
461,2023-10-25 21:57:27,Manager-000006,Deliver card,Deliver card,
461,2023-10-25 21:59:48,,EVENT 13 END,EVENT 13 END,
466,2023-10-26 00:57:26,Clerk-000005,Check for completeness,Check for completeness,
466,2023-10-26 00:57:26,,New online application received,New online application received,
466,2023-10-26 01:21:45,Clerk-000002,Perform checks,Perform checks,
466,2023-10-26 01:26:33,Manager-000005,Make decision,Make decision,
466,2023-10-26 01:34:43,Manager-000006,notify reject,notify reject,
466,2023-10-26 01:40:24,,EVENT 13 END,EVENT 13 END,
469,2023-10-26 02:51:50,Clerk-000005,Check for completeness,Check for completeness,
469,2023-10-26 02:51:50,,New online application received,New online application received,
469,2023-10-26 02:55:52,Manager-000006,Request info,Request info,
469,2023-10-26 02:58:52,,info received,info received,
469,2023-10-26 02:59:02,Clerk-000002,Check for completeness,Check for completeness,
469,2023-10-26 03:08:52,Clerk-000006,Perform checks,Perform checks,
469,2023-10-26 03:11:59,Manager-000003,Make decision,Make decision,
469,2023-10-26 03:29:30,,time out,time out,
469,2023-10-26 03:29:40,,EVENT 13 END,EVENT 13 END,
47,2023-10-02 21:24:00,Clerk-000003,Check for completeness,Check for completeness,
47,2023-10-02 21:24:00,,New online application received,New online application received,
47,2023-10-02 21:30:03,,info received,info received,
47,2023-10-02 21:30:13,Clerk-000004,Check for completeness,Check for completeness,
47,2023-10-02 21:38:14,Manager-000001,Request info,Request info,
47,2023-10-02 21:40:59,,info received,info received,
47,2023-10-02 21:41:09,Clerk-000001,Check for completeness,Check for completeness,
47,2023-10-02 21:41:51,Clerk-000006,Perform checks,Perform checks,
47,2023-10-02 21:49:00,Manager-000006,Make decision,Make decision,
47,2023-10-02 21:58:57,Manager-000004,notify reject,notify reject,
47,2023-10-02 22:00:27,,review request received,review request received,
47,2023-10-02 22:00:37,Clerk-000002,Check for completeness,Check for completeness,
47,2023-10-02 22:01:54,Clerk-000003,Perform checks,Perform checks,
47,2023-10-02 22:05:31,Manager-000005,Make decision,Make decision,
47,2023-10-02 22:16:59,Manager-000001,notify reject,notify reject,
47,2023-10-02 22:25:09,,time out,time out,
47,2023-10-02 22:25:19,,EVENT 13 END,EVENT 13 END,
475,2023-10-26 08:21:08,Clerk-000003,Check for completeness,Check for completeness,
475,2023-10-26 08:21:08,,New online application received,New online application received,
475,2023-10-26 08:23:06,Manager-000005,Request info,Request info,
475,2023-10-26 08:38:34,,info received,info received,
475,2023-10-26 08:38:44,Clerk-000001,Check for completeness,Check for completeness,
475,2023-10-26 08:45:24,Manager-000003,Request info,Request info,
475,2023-10-26 08:46:16,,info received,info received,
475,2023-10-26 08:46:26,Clerk-000002,Check for completeness,Check for completeness,
475,2023-10-26 08:49:17,Clerk-000006,Perform checks,Perform checks,
475,2023-10-26 08:57:27,Manager-000006,Make decision,Make decision,
475,2023-10-26 08:59:14,Manager-000005,Notify accept,Notify accept,
475,2023-10-26 09:00:47,,EVENT 13 END,EVENT 13 END,
476,2023-10-26 12:49:37,Clerk-000003,Check for completeness,Check for completeness,
476,2023-10-26 12:49:37,,New online application received,New online application received,
476,2023-10-26 13:24:21,Clerk-000001,Perform checks,Perform checks,
476,2023-10-26 13:27:27,Manager-000003,Make decision,Make decision,
476,2023-10-26 13:37:53,Manager-000006,Notify accept,Notify accept,
476,2023-10-26 13:45:28,Manager-000005,Deliver card,Deliver card,
476,2023-10-26 13:52:07,,EVENT 13 END,EVENT 13 END,
481,2023-10-26 16:52:55,Clerk-000005,Check for completeness,Check for completeness,
481,2023-10-26 16:52:55,,New online application received,New online application received,
481,2023-10-26 16:55:32,Clerk-000003,Perform checks,Perform checks,
481,2023-10-26 17:25:11,Manager-000001,Make decision,Make decision,
481,2023-10-26 17:30:53,Manager-000002,notify reject,notify reject,
481,2023-10-26 17:31:10,Clerk-000002,Check for completeness,Check for completeness,
481,2023-10-26 17:47:49,,info received,info received,
481,2023-10-26 17:47:59,Clerk-000006,Check for completeness,Check for completeness,
481,2023-10-26 17:59:14,Manager-000004,Request info,Request info,
481,2023-10-26 17:59:26,,info received,info received,
481,2023-10-26 17:59:36,Clerk-000005,Check for completeness,Check for completeness,
481,2023-10-26 18:06:52,Manager-000001,Request info,Request info,
481,2023-10-26 18:18:15,,info received,info received,
481,2023-10-26 18:18:25,Clerk-000001,Check for completeness,Check for completeness,
481,2023-10-26 18:20:51,Clerk-000004,Perform checks,Perform checks,
481,2023-10-26 18:36:30,Manager-000003,Make decision,Make decision,
481,2023-10-26 18:47:54,Manager-000006,Notify accept,Notify accept,
481,2023-10-26 18:55:48,Manager-000004,Deliver card,Deliver card,
481,2023-10-26 19:00:43,,EVENT 13 END,EVENT 13 END,
484,2023-10-26 18:48:15,Clerk-000006,Check for completeness,Check for completeness,
484,2023-10-26 18:48:15,,New online application received,New online application received,
484,2023-10-26 19:00:06,Manager-000001,Request info,Request info,
484,2023-10-26 19:01:41,Clerk-000005,Check for completeness,Check for completeness,
484,2023-10-26 19:29:08,Manager-000003,Request info,Request info,
484,2023-10-26 19:34:32,,info received,info received,
484,2023-10-26 19:34:42,Clerk-000001,Check for completeness,Check for completeness,
484,2023-10-26 19:59:04,Clerk-000003,Perform checks,Perform checks,
484,2023-10-26 19:59:53,Manager-000002,Make decision,Make decision,
484,2023-10-26 20:00:58,Manager-000005,notify reject,notify reject,
484,2023-10-26 20:01:57,,time out,time out,
484,2023-10-26 20:02:07,,EVENT 13 END,EVENT 13 END,
485,2023-10-26 20:12:44,Clerk-000002,Check for completeness,Check for completeness,
485,2023-10-26 20:12:44,,New online application received,New online application received,
485,2023-10-26 20:24:25,Clerk-000004,Perform checks,Perform checks,
485,2023-10-26 20:33:19,Manager-000006,Make decision,Make decision,
485,2023-10-26 20:39:42,Manager-000004,Notify accept,Notify accept,
485,2023-10-26 20:41:44,Manager-000001,Deliver card,Deliver card,
485,2023-10-26 20:46:21,,EVENT 13 END,EVENT 13 END,
486,2023-10-26 21:13:11,Clerk-000006,Check for completeness,Check for completeness,
486,2023-10-26 21:13:11,,New online application received,New online application received,
486,2023-10-26 21:33:22,Clerk-000005,Perform checks,Perform checks,
486,2023-10-26 21:34:13,Manager-000003,Make decision,Make decision,
486,2023-10-26 21:49:42,Manager-000002,notify reject,notify reject,
486,2023-10-26 21:59:06,,review request received,review request received,
486,2023-10-26 21:59:16,Clerk-000001,Check for completeness,Check for completeness,
486,2023-10-26 22:07:40,Clerk-000003,Perform checks,Perform checks,
486,2023-10-26 22:11:14,Manager-000005,Make decision,Make decision,
486,2023-10-26 22:11:21,Manager-000006,notify reject,notify reject,
486,2023-10-26 22:11:52,,review request received,review request received,
486,2023-10-26 22:38:15,Clerk-000004,Perform checks,Perform checks,
486,2023-10-26 22:47:34,Manager-000004,Make decision,Make decision,
486,2023-10-26 22:48:16,Manager-000001,notify reject,notify reject,
486,2023-10-26 23:24:54,,time out,time out,
486,2023-10-26 23:25:04,,EVENT 13 END,EVENT 13 END,
487,2023-10-27 01:27:45,Clerk-000006,Check for completeness,Check for completeness,
487,2023-10-27 01:27:45,,New online application received,New online application received,
487,2023-10-27 01:28:09,Manager-000003,Request info,Request info,
487,2023-10-27 01:29:55,,info received,info received,
487,2023-10-27 01:30:05,Clerk-000005,Check for completeness,Check for completeness,
487,2023-10-27 01:43:51,Clerk-000001,Perform checks,Perform checks,
487,2023-10-27 01:44:55,Manager-000002,Make decision,Make decision,
487,2023-10-27 01:50:03,Manager-000005,notify reject,notify reject,
487,2023-10-27 02:04:34,,time out,time out,
487,2023-10-27 02:04:44,,EVENT 13 END,EVENT 13 END,
489,2023-10-27 02:41:37,Clerk-000002,Check for completeness,Check for completeness,
489,2023-10-27 02:41:37,,New online application received,New online application received,
489,2023-10-27 02:55:08,Clerk-000006,Perform checks,Perform checks,
489,2023-10-27 03:09:11,Manager-000001,Make decision,Make decision,
489,2023-10-27 03:25:09,Manager-000002,notify reject,notify reject,
489,2023-10-27 03:46:33,,review request received,review request received,
489,2023-10-27 03:46:43,Clerk-000004,Check for completeness,Check for completeness,
489,2023-10-27 03:46:58,Clerk-000002,Perform checks,Perform checks,
489,2023-10-27 03:51:36,Manager-000004,Make decision,Make decision,
489,2023-10-27 04:01:09,Manager-000003,Notify accept,Notify accept,
489,2023-10-27 04:09:57,Manager-000001,Deliver card,Deliver card,
489,2023-10-27 04:22:54,,EVENT 13 END,EVENT 13 END,
49,2023-10-02 23:20:25,Manager-000002,Request info,Request info,
49,2023-10-02 23:23:54,,info received,info received,
49,2023-10-02 23:24:04,Clerk-000001,Check for completeness,Check for completeness,
49,2023-10-02 23:37:13,,info received,info received,
49,2023-10-02 23:37:23,Clerk-000002,Check for completeness,Check for completeness,
49,2023-10-03 00:02:08,Clerk-000005,Perform checks,Perform checks,
49,2023-10-03 00:02:10,Manager-000001,Make decision,Make decision,
49,2023-10-03 00:27:48,Manager-000005,notify reject,notify reject,
49,2023-10-03 00:41:24,,time out,time out,
49,2023-10-03 00:41:34,,EVENT 13 END,EVENT 13 END,
494,2023-10-27 07:27:00,Clerk-000003,Check for completeness,Check for completeness,
494,2023-10-27 07:27:00,,New online application received,New online application received,
494,2023-10-27 07:38:51,Manager-000004,Request info,Request info,
494,2023-10-27 07:40:27,,info received,info received,
494,2023-10-27 07:40:37,Clerk-000002,Check for completeness,Check for completeness,
494,2023-10-27 07:43:25,Clerk-000006,Perform checks,Perform checks,
494,2023-10-27 07:45:15,Manager-000002,Make decision,Make decision,
494,2023-10-27 07:58:21,Manager-000003,notify reject,notify reject,
494,2023-10-27 08:04:38,,review request received,review request received,
494,2023-10-27 08:04:48,Clerk-000003,Check for completeness,Check for completeness,
494,2023-10-27 08:19:23,Manager-000006,Request info,Request info,
494,2023-10-27 08:23:06,,info received,info received,
494,2023-10-27 08:23:16,Clerk-000006,Check for completeness,Check for completeness,
494,2023-10-27 08:24:22,Clerk-000001,Perform checks,Perform checks,
494,2023-10-27 08:40:58,Manager-000003,Make decision,Make decision,
494,2023-10-27 08:52:50,Manager-000004,notify reject,notify reject,
494,2023-10-27 08:53:55,,review request received,review request received,
494,2023-10-27 08:54:05,Clerk-000004,Check for completeness,Check for completeness,
494,2023-10-27 08:58:26,Clerk-000001,Perform checks,Perform checks,
494,2023-10-27 10:01:11,Manager-000004,Make decision,Make decision,
494,2023-10-27 10:02:48,Manager-000005,Notify accept,Notify accept,
494,2023-10-27 10:06:46,Manager-000006,Deliver card,Deliver card,
494,2023-10-27 10:09:05,,EVENT 13 END,EVENT 13 END,
50,2023-10-02 22:55:08,Clerk-000006,Check for completeness,Check for completeness,
50,2023-10-02 22:55:08,,New online application received,New online application received,
50,2023-10-02 22:57:49,Manager-000004,Request info,Request info,
50,2023-10-02 23:08:59,,info received,info received,
50,2023-10-02 23:09:09,Clerk-000002,Check for completeness,Check for completeness,
50,2023-10-02 23:16:04,Clerk-000003,Perform checks,Perform checks,
50,2023-10-02 23:22:15,Manager-000005,Make decision,Make decision,
50,2023-10-02 23:28:14,Manager-000003,Notify accept,Notify accept,
50,2023-10-02 23:31:07,Manager-000004,Deliver card,Deliver card,
50,2023-10-02 23:48:02,,EVENT 13 END,EVENT 13 END,
501,2023-10-27 09:51:23,Clerk-000004,Check for completeness,Check for completeness,
501,2023-10-27 09:53:51,Clerk-000003,Perform checks,Perform checks,
501,2023-10-27 09:54:44,Manager-000001,Make decision,Make decision,
501,2023-10-27 10:00:43,Manager-000003,notify reject,notify reject,
501,2023-10-27 10:08:56,,EVENT 13 END,EVENT 13 END,
503,2023-10-27 14:59:54,Clerk-000005,Check for completeness,Check for completeness,
503,2023-10-27 14:59:54,,New online application received,New online application received,
503,2023-10-27 15:00:37,Clerk-000001,Perform checks,Perform checks,
503,2023-10-27 15:26:23,Manager-000005,Make decision,Make decision,
503,2023-10-27 15:32:35,Manager-000002,Notify accept,Notify accept,
503,2023-10-27 15:36:45,Manager-000003,Deliver card,Deliver card,
503,2023-10-27 15:43:52,,EVENT 13 END,EVENT 13 END,
505,2023-10-27 16:58:21,Clerk-000003,Check for completeness,Check for completeness,
505,2023-10-27 16:58:21,,New online application received,New online application received,
505,2023-10-27 17:03:28,Manager-000002,Request info,Request info,
505,2023-10-27 17:21:13,,info received,info received,
505,2023-10-27 17:21:23,Clerk-000005,Check for completeness,Check for completeness,
505,2023-10-27 17:37:49,Clerk-000001,Perform checks,Perform checks,
505,2023-10-27 17:47:34,Manager-000003,Make decision,Make decision,
505,2023-10-27 17:58:23,Manager-000006,Notify accept,Notify accept,
505,2023-10-27 18:01:18,Manager-000001,Deliver card,Deliver card,
505,2023-10-27 18:22:03,,EVENT 13 END,EVENT 13 END,
507,2023-10-27 22:45:49,Clerk-000002,Check for completeness,Check for completeness,
507,2023-10-27 22:45:49,,New online application received,New online application received,
507,2023-10-27 23:04:54,Clerk-000003,Perform checks,Perform checks,
507,2023-10-27 23:16:40,Manager-000005,Make decision,Make decision,
507,2023-10-27 23:24:59,Manager-000003,notify reject,notify reject,
507,2023-10-27 23:28:52,,review request received,review request received,
507,2023-10-27 23:29:02,Clerk-000006,Check for completeness,Check for completeness,
507,2023-10-27 23:32:28,Manager-000006,Request info,Request info,
507,2023-10-27 23:33:43,,info received,info received,
507,2023-10-27 23:33:53,Clerk-000004,Check for completeness,Check for completeness,
507,2023-10-27 23:38:55,Clerk-000002,Perform checks,Perform checks,
507,2023-10-27 23:53:42,Manager-000004,Make decision,Make decision,
507,2023-10-27 23:56:27,Manager-000002,notify reject,notify reject,
507,2023-10-28 00:01:52,,review request received,review request received,
507,2023-10-28 00:02:02,Clerk-000003,Check for completeness,Check for completeness,
507,2023-10-28 00:05:32,Clerk-000005,Perform checks,Perform checks,
507,2023-10-28 00:07:16,Manager-000003,Make decision,Make decision,
507,2023-10-28 00:07:54,Manager-000006,notify reject,notify reject,
507,2023-10-28 00:14:08,,time out,time out,
507,2023-10-28 00:14:18,,EVENT 13 END,EVENT 13 END,
509,2023-10-28 00:22:12,,New online application received,New online application received,
509,2023-10-28 00:36:30,Manager-000004,Make decision,Make decision,
509,2023-10-28 00:55:07,Manager-000002,notify reject,notify reject,
509,2023-10-28 01:16:20,,time out,time out,
509,2023-10-28 01:16:30,,EVENT 13 END,EVENT 13 END,
51,2023-10-02 23:25:21,Clerk-000006,Check for completeness,Check for completeness,
51,2023-10-02 23:25:21,,New online application received,New online application received,
51,2023-10-02 23:40:21,Manager-000006,Request info,Request info,
51,2023-10-02 23:41:12,,info received,info received,
51,2023-10-02 23:41:22,Clerk-000003,Check for completeness,Check for completeness,
51,2023-10-03 00:39:17,Manager-000002,Request info,Request info,
51,2023-10-03 00:46:26,,info received,info received,
51,2023-10-03 00:46:36,Clerk-000002,Check for completeness,Check for completeness,
51,2023-10-03 00:50:24,Clerk-000006,Perform checks,Perform checks,
51,2023-10-03 01:14:15,Manager-000001,Make decision,Make decision,
51,2023-10-03 01:25:02,Manager-000005,notify reject,notify reject,
51,2023-10-03 01:26:55,,time out,time out,
51,2023-10-03 01:27:05,,EVENT 13 END,EVENT 13 END,
511,2023-10-30 01:43:54,Clerk-000003,Check for completeness,Check for completeness,
511,2023-10-30 01:43:54,,New online application received,New online application received,
511,2023-10-30 01:47:02,Manager-000005,Request info,Request info,
511,2023-10-30 01:53:20,,info received,info received,
511,2023-10-30 01:53:30,Clerk-000005,Check for completeness,Check for completeness,
511,2023-10-30 01:56:20,Clerk-000006,Perform checks,Perform checks,
