Case,Activity,Activity_fixed,Timestamp,Resource,label
180,Perform checks,Perform checks,2023-10-10 01:48:13,Clerk-000001,
180,Make decision_signed1,Make decision_signed1,2023-10-10 01:48:14,Clerk-000001,collateral events(Make decision)
180,Make decision_signed2,Make decision_signed2,2023-10-10 01:48:14,Clerk-000001,collateral events(Make decision)
180,Make decision,Make decision,2023-10-10 02:00:39,Manager-000004,
180,notify reject,notify reject,2023-10-10 02:05:03,Manager-000003,
180,Make decision_signed1,Make decision_signed1,2023-10-10 02:05:04,Manager-000003,collateral events(Make decision)
180,Make decision_signed2,Make decision_signed2,2023-10-10 02:05:04,Manager-000003,collateral events(Make decision)
180,review request received,review request received,2023-10-10 02:06:55,,
180,Make decision_signed1,Make decision_signed1,2023-10-10 02:06:55,,collateral events(Make decision)
180,Make decision_signed2,Make decision_signed2,2023-10-10 02:06:55,,collateral events(Make decision)
180,Check for completeness,Check for completeness,2023-10-10 02:07:05,Clerk-000005,
180,Make decision_signed1,Make decision_signed1,2023-10-10 02:07:05,Clerk-000005,collateral events(Make decision)
180,Make decision_signed2,Make decision_signed2,2023-10-10 02:07:06,Clerk-000005,collateral events(Make decision)
180,Perform checks,Perform checks,2023-10-10 02:19:45,Clerk-000001,
180,Make decision_signed1,Make decision_signed1,2023-10-10 02:19:46,Clerk-000001,collateral events(Make decision)
180,Make decision_signed2,Make decision_signed2,2023-10-10 02:19:47,Clerk-000001,collateral events(Make decision)
180,Make decision,Make decision,2023-10-10 02:39:12,Manager-000004,
180,Notify accept,Notify accept,2023-10-10 02:44:36,Manager-000002,
180,Make decision_signed1,Make decision_signed1,2023-10-10 02:44:37,Manager-000002,collateral events(Make decision)
180,Make decision_signed2,Make decision_signed2,2023-10-10 02:44:37,Manager-000002,collateral events(Make decision)
180,Deliver card,Deliver card,2023-10-10 02:45:29,Manager-000006,
180,Make decision_signed1,Make decision_signed1,2023-10-10 02:45:29,Manager-000006,collateral events(Make decision)
180,Make decision_signed2,Make decision_signed2,2023-10-10 02:45:29,Manager-000006,collateral events(Make decision)
180,EVENT 13 END,EVENT 13 END,2023-10-10 02:47:02,,
180,Make decision_signed1,Make decision_signed1,2023-10-10 02:47:02,,collateral events(Make decision)
180,Make decision_signed2,Make decision_signed2,2023-10-10 02:47:03,,collateral events(Make decision)
181,Check for completeness,Check for completeness,2023-10-10 01:50:59,Clerk-000003,
181,New online application received,New online application received,2023-10-10 01:50:59,,
181,Request info,Request info,2023-10-10 02:02:40,Manager-000002,
181,info received,info received,2023-10-10 02:10:23,,
181,Check for completeness,Check for completeness,2023-10-10 02:10:33,Clerk-000002,
181,Perform checks,Perform checks,2023-10-10 02:13:15,Clerk-000004,
181,Make decision,Make decision,2023-10-10 02:15:32,Manager-000006,
181,notify reject,notify reject,2023-10-10 02:29:16,Manager-000001,
181,time out,time out,2023-10-10 02:30:28,,
181,EVENT 13 END,EVENT 13 END,2023-10-10 02:30:38,,
182,Check for completeness,Check for completeness,2023-10-10 02:12:55,Clerk-000006,
182,New online application received,New online application received,2023-10-10 02:12:55,,
182,Perform checks,Perform checks,2023-10-10 02:44:23,Clerk-000003,
182,Make decision,Make decision,2023-10-10 02:44:34,Manager-000003,
182,notify reject,notify reject,2023-10-10 02:46:03,Manager-000001,
182,time out,time out,2023-10-10 02:53:00,,
182,EVENT 13 END,EVENT 13 END,2023-10-10 02:53:10,,
183,Check for completeness,Check for completeness,2023-10-10 03:01:10,Clerk-000002,
183,New online application received,New online application received,2023-10-10 03:01:10,,
183,Make decision_signed1,Make decision_signed1,2023-10-10 03:01:10,Clerk-000002,collateral events(Make decision)
183,Perform checks,Perform checks,2023-10-10 03:23:55,Clerk-000006,
183,Make decision_signed1,Make decision_signed1,2023-10-10 03:23:56,Clerk-000006,collateral events(Make decision)
183,Make decision_signed2,Make decision_signed2,2023-10-10 03:23:56,Clerk-000006,collateral events(Make decision)
183,Make decision,Make decision,2023-10-10 03:24:11,Manager-000002,
183,notify reject,notify reject,2023-10-10 03:28:52,Manager-000003,
183,Make decision_signed1,Make decision_signed1,2023-10-10 03:28:53,Manager-000003,collateral events(Make decision)
183,Make decision_signed2,Make decision_signed2,2023-10-10 03:28:54,Manager-000003,collateral events(Make decision)
183,time out,time out,2023-10-10 03:38:55,,
183,Make decision_signed1,Make decision_signed1,2023-10-10 03:38:55,,collateral events(Make decision)
183,Make decision_signed2,Make decision_signed2,2023-10-10 03:38:56,,collateral events(Make decision)
183,EVENT 13 END,EVENT 13 END,2023-10-10 03:39:05,,
183,Make decision_signed1,Make decision_signed1,2023-10-10 03:39:06,,collateral events(Make decision)
183,Make decision_signed2,Make decision_signed2,2023-10-10 03:39:07,,collateral events(Make decision)
184,Check for completeness,Check for completeness,2023-10-10 03:10:02,Clerk-000004,
184,New online application received,New online application received,2023-10-10 03:10:02,,
184,Perform checks,Perform checks,2023-10-10 03:10:41,Clerk-000005,
184,Make decision,Make decision,2023-10-10 03:11:27,Manager-000005,
184,notify reject,notify reject,2023-10-10 03:21:49,Manager-000004,
184,review request received,review request received,2023-10-10 03:23:38,,
184,Check for completeness,Check for completeness,2023-10-10 03:23:48,Clerk-000001,
184,Perform checks,Perform checks,2023-10-10 03:35:34,Clerk-000002,
184,Make decision,Make decision,2023-10-10 03:45:10,Manager-000005,
184,notify reject,notify reject,2023-10-10 03:51:52,Manager-000004,
184,review request received,review request received,2023-10-10 03:52:32,,
184,Check for completeness,Check for completeness,2023-10-10 03:52:42,Clerk-000006,
184,Request info,Request info,2023-10-10 04:01:56,Manager-000002,
184,info received,info received,2023-10-10 04:12:55,,
184,Check for completeness,Check for completeness,2023-10-10 04:13:05,Clerk-000003,
184,Perform checks,Perform checks,2023-10-10 04:13:57,Clerk-000004,
184,Make decision,Make decision,2023-10-10 04:31:08,Manager-000005,
184,notify reject,notify reject,2023-10-10 04:57:18,Manager-000001,
184,review request received,review request received,2023-10-10 05:03:00,,
184,Check for completeness,Check for completeness,2023-10-10 05:03:10,Clerk-000002,
184,Perform checks,Perform checks,2023-10-10 05:11:18,Clerk-000003,
184,Make decision,Make decision,2023-10-10 05:15:09,Manager-000006,
184,Notify accept,Notify accept,2023-10-10 05:16:37,Manager-000003,
184,Deliver card,Deliver card,2023-10-10 05:26:40,Manager-000006,
184,EVENT 13 END,EVENT 13 END,2023-10-10 05:41:28,,
185,Check for completeness,Check for completeness,2023-10-10 03:30:03,Clerk-000003,
185,New online application received,New online application received,2023-10-10 03:30:03,,
185,Make decision_signed1,Make decision_signed1,2023-10-10 03:30:04,Clerk-000003,collateral events(Make decision)
185,Request info,Request info,2023-10-10 03:31:37,Manager-000006,
185,Make decision_signed1,Make decision_signed1,2023-10-10 03:31:37,Manager-000006,collateral events(Make decision)
185,Make decision_signed2,Make decision_signed2,2023-10-10 03:31:38,Manager-000006,collateral events(Make decision)
185,info received,info received,2023-10-10 03:32:36,,
185,Make decision_signed1,Make decision_signed1,2023-10-10 03:32:36,,collateral events(Make decision)
185,Make decision_signed2,Make decision_signed2,2023-10-10 03:32:37,,collateral events(Make decision)
185,Check for completeness,Check for completeness,2023-10-10 03:32:46,Clerk-000004,
185,Make decision_signed1,Make decision_signed1,2023-10-10 03:32:46,Clerk-000004,collateral events(Make decision)
185,Make decision_signed2,Make decision_signed2,2023-10-10 03:32:47,Clerk-000004,collateral events(Make decision)
185,Perform checks,Perform checks,2023-10-10 03:34:21,Clerk-000005,
185,Make decision_signed1,Make decision_signed1,2023-10-10 03:34:22,Clerk-000005,collateral events(Make decision)
185,Make decision_signed2,Make decision_signed2,2023-10-10 03:34:22,Clerk-000005,collateral events(Make decision)
185,Make decision,Make decision,2023-10-10 03:41:31,Manager-000001,
185,Notify accept,Notify accept,2023-10-10 04:07:17,Manager-000006,
185,Make decision_signed1,Make decision_signed1,2023-10-10 04:07:17,Manager-000006,collateral events(Make decision)
185,Make decision_signed2,Make decision_signed2,2023-10-10 04:07:18,Manager-000006,collateral events(Make decision)
185,Deliver card,Deliver card,2023-10-10 04:22:12,Manager-000003,
185,Make decision_signed1,Make decision_signed1,2023-10-10 04:22:13,Manager-000003,collateral events(Make decision)
185,Make decision_signed2,Make decision_signed2,2023-10-10 04:22:14,Manager-000003,collateral events(Make decision)
185,EVENT 13 END,EVENT 13 END,2023-10-10 04:32:38,,
185,Make decision_signed1,Make decision_signed1,2023-10-10 04:32:38,,collateral events(Make decision)
185,Make decision_signed2,Make decision_signed2,2023-10-10 04:32:39,,collateral events(Make decision)
186,Check for completeness,Check for completeness,2023-10-10 04:31:02,Clerk-000001,
186,New online application received,New online application received,2023-10-10 04:31:02,,
186,Request info,Request info,2023-10-10 04:31:08,Manager-000004,
186,info received,info received,2023-10-10 04:58:28,,
186,Check for completeness,Check for completeness,2023-10-10 04:58:38,Clerk-000005,
186,Request info,Request info,2023-10-10 05:07:33,Manager-000002,
186,info received,info received,2023-10-10 05:11:03,,
186,Check for completeness,Check for completeness,2023-10-10 05:11:13,Clerk-000006,
186,Perform checks,Perform checks,2023-10-10 05:12:38,Clerk-000004,
186,Make decision,Make decision,2023-10-10 05:25:58,Manager-000002,
186,notify reject,notify reject,2023-10-10 05:28:03,Manager-000005,
186,review request received,review request received,2023-10-10 05:33:37,,
186,Check for completeness,Check for completeness,2023-10-10 05:33:47,Clerk-000001,
186,Perform checks,Perform checks,2023-10-10 05:43:44,Clerk-000004,
186,Make decision,Make decision,2023-10-10 05:52:12,Manager-000005,
186,Notify accept,Notify accept,2023-10-10 05:52:59,Manager-000006,
186,Deliver card,Deliver card,2023-10-10 05:58:25,Manager-000003,
186,EVENT 13 END,EVENT 13 END,2023-10-10 06:00:31,,
187,Check for completeness,Check for completeness,2023-10-10 05:18:55,Clerk-000001,
187,New online application received,New online application received,2023-10-10 05:18:55,,
187,Perform checks,Perform checks,2023-10-10 05:19:46,Clerk-000005,
187,Make decision,Make decision,2023-10-10 05:23:20,Manager-000005,
187,notify reject,notify reject,2023-10-10 05:23:58,Manager-000004,
187,review request received,review request received,2023-10-10 06:12:05,,
187,Check for completeness,Check for completeness,2023-10-10 06:12:15,Clerk-000003,
187,Request info,Request info,2023-10-10 06:20:18,Manager-000005,
187,info received,info received,2023-10-10 06:42:38,,
187,Check for completeness,Check for completeness,2023-10-10 06:42:48,Clerk-000005,
187,Request info,Request info,2023-10-10 07:09:51,Manager-000002,
187,info received,info received,2023-10-10 07:24:03,,
187,Check for completeness,Check for completeness,2023-10-10 07:24:13,Clerk-000002,
187,Perform checks,Perform checks,2023-10-10 07:25:33,Clerk-000004,
187,Make decision,Make decision,2023-10-10 07:27:32,Manager-000001,
187,notify reject,notify reject,2023-10-10 07:36:53,Manager-000004,
187,time out,time out,2023-10-10 07:54:57,,
187,EVENT 13 END,EVENT 13 END,2023-10-10 07:55:07,,
188,Check for completeness,Check for completeness,2023-10-10 05:24:29,Clerk-000002,
188,New online application received,New online application received,2023-10-10 05:24:29,,
188,Request info,Request info,2023-10-10 05:25:28,Manager-000001,
188,info received,info received,2023-10-10 05:27:48,,
188,Check for completeness,Check for completeness,2023-10-10 05:27:58,Clerk-000006,
188,Perform checks,Perform checks,2023-10-10 05:37:54,Clerk-000002,
188,Make decision,Make decision,2023-10-10 05:44:45,Manager-000002,
188,notify reject,notify reject,2023-10-10 06:01:43,Manager-000001,
188,time out,time out,2023-10-10 06:06:00,,
188,EVENT 13 END,EVENT 13 END,2023-10-10 06:06:10,,
189,Check for completeness,Check for completeness,2023-10-10 05:33:14,Clerk-000003,
189,New online application received,New online application received,2023-10-10 05:33:14,,
189,Make decision_signed1,Make decision_signed1,2023-10-10 05:33:15,Clerk-000003,collateral events(Make decision)
189,Perform checks,Perform checks,2023-10-10 05:37:36,Clerk-000005,
189,Make decision_signed1,Make decision_signed1,2023-10-10 05:37:37,Clerk-000005,collateral events(Make decision)
189,Make decision_signed2,Make decision_signed2,2023-10-10 05:37:37,Clerk-000005,collateral events(Make decision)
189,Make decision,Make decision,2023-10-10 05:41:42,Manager-000003,
189,notify reject,notify reject,2023-10-10 05:43:48,Manager-000001,
189,Make decision_signed1,Make decision_signed1,2023-10-10 05:43:48,Manager-000001,collateral events(Make decision)
189,Make decision_signed2,Make decision_signed2,2023-10-10 05:43:49,Manager-000001,collateral events(Make decision)
189,time out,time out,2023-10-10 05:48:38,,
189,Make decision_signed1,Make decision_signed1,2023-10-10 05:48:39,,collateral events(Make decision)
189,Make decision_signed2,Make decision_signed2,2023-10-10 05:48:39,,collateral events(Make decision)
189,EVENT 13 END,EVENT 13 END,2023-10-10 05:48:48,,
189,Make decision_signed1,Make decision_signed1,2023-10-10 05:48:49,,collateral events(Make decision)
189,Make decision_signed2,Make decision_signed2,2023-10-10 05:48:49,,collateral events(Make decision)
190,Check for completeness,Check for completeness,2023-10-10 06:38:32,Clerk-000006,
190,New online application received,New online application received,2023-10-10 06:38:32,,
190,Perform checks,Perform checks,2023-10-10 06:43:20,Clerk-000001,
190,Make decision,Make decision,2023-10-10 06:44:30,Manager-000006,
190,notify reject,notify reject,2023-10-10 06:50:20,Manager-000003,
190,time out,time out,2023-10-10 07:14:26,,
190,EVENT 13 END,EVENT 13 END,2023-10-10 07:14:36,,
191,Check for completeness,Check for completeness,2023-10-10 07:29:03,Clerk-000003,
191,New online application received,New online application received,2023-10-10 07:29:03,,
191,Request info,Request info,2023-10-10 07:49:20,Manager-000005,
191,info received,info received,2023-10-10 07:55:56,,
191,Check for completeness,Check for completeness,2023-10-10 07:56:06,Clerk-000002,
191,Request info,Request info,2023-10-10 08:14:36,Manager-000001,
191,info received,info received,2023-10-10 08:33:56,,
191,Check for completeness,Check for completeness,2023-10-10 08:34:06,Clerk-000001,
191,Perform checks,Perform checks,2023-10-10 08:40:43,Clerk-000002,
191,Make decision,Make decision,2023-10-10 09:03:22,Manager-000001,
191,Notify accept,Notify accept,2023-10-10 09:03:43,Manager-000004,
191,Deliver card,Deliver card,2023-10-10 09:16:54,Manager-000005,
191,EVENT 13 END,EVENT 13 END,2023-10-10 09:26:36,,
192,Check for completeness,Check for completeness,2023-10-10 07:53:53,Clerk-000006,
192,New online application received,New online application received,2023-10-10 07:53:53,,
192,Perform checks,Perform checks,2023-10-10 07:55:48,Clerk-000005,
192,Make decision,Make decision,2023-10-10 07:59:54,Manager-000006,
192,notify reject,notify reject,2023-10-10 08:05:28,Manager-000002,
192,review request received,review request received,2023-10-10 08:09:41,,
192,Check for completeness,Check for completeness,2023-10-10 08:09:51,Clerk-000003,
192,Perform checks,Perform checks,2023-10-10 08:28:20,Clerk-000005,
192,Make decision,Make decision,2023-10-10 08:29:41,Manager-000004,
192,notify reject,notify reject,2023-10-10 08:40:50,Manager-000003,
192,review request received,review request received,2023-10-10 09:20:14,,
192,Check for completeness,Check for completeness,2023-10-10 09:20:24,Clerk-000004,
192,Request info,Request info,2023-10-10 09:33:57,Manager-000006,
192,info received,info received,2023-10-10 09:47:49,,
192,Check for completeness,Check for completeness,2023-10-10 09:47:59,Clerk-000003,
192,Request info,Request info,2023-10-10 09:50:03,Manager-000001,
192,info received,info received,2023-10-10 10:08:52,,
192,Check for completeness,Check for completeness,2023-10-10 10:09:02,Clerk-000005,
192,Request info,Request info,2023-10-10 10:16:43,Manager-000002,
192,info received,info received,2023-10-10 10:16:49,,
192,Check for completeness,Check for completeness,2023-10-10 10:16:59,Clerk-000006,
192,Request info,Request info,2023-10-10 10:25:25,Manager-000004,
192,info received,info received,2023-10-10 10:31:07,,
192,Check for completeness,Check for completeness,2023-10-10 10:31:17,Clerk-000001,
192,Request info,Request info,2023-10-10 10:31:36,Manager-000003,
192,info received,info received,2023-10-10 10:35:54,,
192,Check for completeness,Check for completeness,2023-10-10 10:36:04,Clerk-000002,
192,Perform checks,Perform checks,2023-10-10 11:03:32,Clerk-000004,
192,Make decision,Make decision,2023-10-10 11:07:47,Manager-000005,
192,Notify accept,Notify accept,2023-10-10 11:15:54,Manager-000006,
192,Deliver card,Deliver card,2023-10-10 11:42:26,Manager-000004,
192,EVENT 13 END,EVENT 13 END,2023-10-10 11:55:41,,
193,Check for completeness,Check for completeness,2023-10-10 07:54:35,Clerk-000001,
193,New online application received,New online application received,2023-10-10 07:54:35,,
193,Request info,Request info,2023-10-10 08:02:01,Manager-000003,
193,info received,info received,2023-10-10 08:05:15,,
193,Check for completeness,Check for completeness,2023-10-10 08:05:25,Clerk-000004,
193,Perform checks,Perform checks,2023-10-10 08:23:35,Clerk-000006,
193,Make decision,Make decision,2023-10-10 08:35:31,Manager-000005,
193,Notify accept,Notify accept,2023-10-10 08:41:52,Manager-000006,
193,Deliver card,Deliver card,2023-10-10 08:54:06,Manager-000002,
193,EVENT 13 END,EVENT 13 END,2023-10-10 09:04:14,,
194,Check for completeness,Check for completeness,2023-10-10 11:30:21,Clerk-000003,
194,New online application received,New online application received,2023-10-10 11:30:21,,
194,Perform checks,Perform checks,2023-10-10 11:34:32,Clerk-000005,
194,Make decision,Make decision,2023-10-10 11:36:43,Manager-000001,
194,notify reject,notify reject,2023-10-10 11:39:37,Manager-000002,
194,review request received,review request received,2023-10-10 11:43:11,,
194,Check for completeness,Check for completeness,2023-10-10 11:43:21,Clerk-000006,
194,Perform checks,Perform checks,2023-10-10 11:47:43,Clerk-000001,
194,Make decision,Make decision,2023-10-10 11:51:07,Manager-000005,
194,Notify accept,Notify accept,2023-10-10 12:06:04,Manager-000006,
194,Deliver card,Deliver card,2023-10-10 12:27:34,Manager-000004,
194,EVENT 13 END,EVENT 13 END,2023-10-10 12:33:00,,
195,Check for completeness,Check for completeness,2023-10-10 11:49:02,Clerk-000002,
195,New online application received,New online application received,2023-10-10 11:49:02,,
195,Request info,Request info,2023-10-10 11:51:00,Manager-000003,
195,info received,info received,2023-10-10 12:00:58,,
195,Check for completeness,Check for completeness,2023-10-10 12:01:08,Clerk-000004,
195,Request info,Request info,2023-10-10 12:01:32,Manager-000001,
195,info received,info received,2023-10-10 12:11:59,,
195,Check for completeness,Check for completeness,2023-10-10 12:12:09,Clerk-000003,
195,Request info,Request info,2023-10-10 12:13:33,Manager-000002,
195,info received,info received,2023-10-10 12:15:21,,
195,Check for completeness,Check for completeness,2023-10-10 12:15:31,Clerk-000005,
195,Perform checks,Perform checks,2023-10-10 12:25:12,Clerk-000006,
195,Make decision,Make decision,2023-10-10 12:33:16,Manager-000003,
195,Notify accept,Notify accept,2023-10-10 12:38:51,Manager-000005,
195,Deliver card,Deliver card,2023-10-10 12:39:46,Manager-000001,
195,EVENT 13 END,EVENT 13 END,2023-10-10 12:43:09,,
196,Check for completeness,Check for completeness,2023-10-10 12:39:12,Clerk-000002,
196,New online application received,New online application received,2023-10-10 12:39:12,,
196,Perform checks,Perform checks,2023-10-10 13:01:39,Clerk-000001,
196,Make decision,Make decision,2023-10-10 13:05:38,Manager-000002,
196,notify reject,notify reject,2023-10-10 13:11:46,Manager-000004,
196,time out,time out,2023-10-10 13:33:45,,
196,EVENT 13 END,EVENT 13 END,2023-10-10 13:33:55,,
197,Check for completeness,Check for completeness,2023-10-10 13:07:34,Clerk-000004,
197,New online application received,New online application received,2023-10-10 13:07:34,,
197,Perform checks,Perform checks,2023-10-10 13:08:38,Clerk-000003,
197,Make decision,Make decision,2023-10-10 13:08:47,Manager-000006,
197,Notify accept,Notify accept,2023-10-10 13:17:14,Manager-000003,
197,Deliver card,Deliver card,2023-10-10 13:20:32,Manager-000005,
197,EVENT 13 END,EVENT 13 END,2023-10-10 13:20:50,,
198,Check for completeness,Check for completeness,2023-10-10 13:28:29,Clerk-000005,
198,New online application received,New online application received,2023-10-10 13:28:29,,
198,Request info,Request info,2023-10-10 13:36:37,Manager-000001,
198,info received,info received,2023-10-10 13:40:36,,
198,Check for completeness,Check for completeness,2023-10-10 13:40:46,Clerk-000006,
198,Perform checks,Perform checks,2023-10-10 13:45:17,Clerk-000002,
198,Make decision,Make decision,2023-10-10 13:46:06,Manager-000002,
198,Notify accept,Notify accept,2023-10-10 13:54:38,Manager-000006,
198,Deliver card,Deliver card,2023-10-10 13:56:52,Manager-000003,
198,EVENT 13 END,EVENT 13 END,2023-10-10 14:00:35,,
199,Check for completeness,Check for completeness,2023-10-10 13:58:45,Clerk-000001,
199,New online application received,New online application received,2023-10-10 13:58:45,,
199,Request info,Request info,2023-10-10 14:40:53,Manager-000005,
199,info received,info received,2023-10-10 14:56:05,,
199,Check for completeness,Check for completeness,2023-10-10 14:56:15,Clerk-000006,
199,Request info,Request info,2023-10-10 14:56:19,Manager-000004,
199,info received,info received,2023-10-10 15:10:48,,
199,Check for completeness,Check for completeness,2023-10-10 15:10:58,Clerk-000001,
199,Request info,Request info,2023-10-10 15:33:31,Manager-000001,
199,info received,info received,2023-10-10 15:51:09,,
199,Check for completeness,Check for completeness,2023-10-10 15:51:19,Clerk-000004,
199,Perform checks,Perform checks,2023-10-10 16:05:35,Clerk-000006,
199,Make decision,Make decision,2023-10-10 16:06:58,Manager-000004,
199,Notify accept,Notify accept,2023-10-10 16:46:38,Manager-000006,
199,Deliver card,Deliver card,2023-10-10 17:03:16,Manager-000001,
199,EVENT 13 END,EVENT 13 END,2023-10-10 17:15:59,,
200,Check for completeness,Check for completeness,2023-10-10 14:27:14,Clerk-000004,
200,New online application received,New online application received,2023-10-10 14:27:14,,
200,Make decision_signed1,Make decision_signed1,2023-10-10 14:27:14,Clerk-000004,collateral events(Make decision)
200,Perform checks,Perform checks,2023-10-10 14:46:54,Clerk-000005,
200,Make decision_signed1,Make decision_signed1,2023-10-10 14:46:54,Clerk-000005,collateral events(Make decision)
200,Make decision_signed2,Make decision_signed2,2023-10-10 14:46:55,Clerk-000005,collateral events(Make decision)
200,Make decision,Make decision,2023-10-10 15:05:46,Manager-000006,
200,notify reject,notify reject,2023-10-10 15:22:55,Manager-000005,
200,Make decision_signed1,Make decision_signed1,2023-10-10 15:22:55,Manager-000005,collateral events(Make decision)
200,Make decision_signed2,Make decision_signed2,2023-10-10 15:22:56,Manager-000005,collateral events(Make decision)
200,time out,time out,2023-10-10 15:35:17,,
200,Make decision_signed1,Make decision_signed1,2023-10-10 15:35:18,,collateral events(Make decision)
200,Make decision_signed2,Make decision_signed2,2023-10-10 15:35:18,,collateral events(Make decision)
200,EVENT 13 END,EVENT 13 END,2023-10-10 15:35:27,,
200,Make decision_signed1,Make decision_signed1,2023-10-10 15:35:28,,collateral events(Make decision)
200,Make decision_signed2,Make decision_signed2,2023-10-10 15:35:29,,collateral events(Make decision)
201,Check for completeness,Check for completeness,2023-10-10 14:35:31,Clerk-000003,
201,New online application received,New online application received,2023-10-10 14:35:31,,
201,Perform checks,Perform checks,2023-10-10 14:57:39,Clerk-000002,
201,Make decision,Make decision,2023-10-10 15:02:32,Manager-000001,
201,Notify accept,Notify accept,2023-10-10 15:05:14,Manager-000002,
201,Deliver card,Deliver card,2023-10-10 15:16:26,Manager-000003,
201,EVENT 13 END,EVENT 13 END,2023-10-10 15:20:35,,
202,Check for completeness,Check for completeness,2023-10-10 16:14:15,Clerk-000003,
202,New online application received,New online application received,2023-10-10 16:14:15,,
202,Perform checks,Perform checks,2023-10-10 16:29:46,Clerk-000002,
202,Make decision,Make decision,2023-10-10 16:36:12,Manager-000002,
202,notify reject,notify reject,2023-10-10 16:39:50,Manager-000003,
202,time out,time out,2023-10-10 17:00:10,,
202,EVENT 13 END,EVENT 13 END,2023-10-10 17:00:20,,
203,Check for completeness,Check for completeness,2023-10-10 16:40:38,Clerk-000005,
203,New online application received,New online application received,2023-10-10 16:40:38,,
203,Perform checks,Perform checks,2023-10-10 16:40:47,Clerk-000001,
203,Make decision,Make decision,2023-10-10 16:52:51,Manager-000005,
203,notify reject,notify reject,2023-10-10 17:05:36,Manager-000002,
203,review request received,review request received,2023-10-10 17:13:37,,
203,Check for completeness,Check for completeness,2023-10-10 17:13:47,Clerk-000003,
203,Request info,Request info,2023-10-10 17:15:58,Manager-000004,
203,info received,info received,2023-10-10 17:50:54,,
203,Check for completeness,Check for completeness,2023-10-10 17:51:04,Clerk-000002,
203,Perform checks,Perform checks,2023-10-10 17:51:52,Clerk-000005,
203,Make decision,Make decision,2023-10-10 18:20:55,Manager-000002,
203,Notify accept,Notify accept,2023-10-10 18:26:45,Manager-000001,
203,Deliver card,Deliver card,2023-10-10 18:36:32,Manager-000003,
203,EVENT 13 END,EVENT 13 END,2023-10-10 18:37:19,,
204,Check for completeness,Check for completeness,2023-10-10 17:10:52,Clerk-000004,
204,New online application received,New online application received,2023-10-10 17:10:52,,
204,Perform checks,Perform checks,2023-10-10 17:13:15,Clerk-000006,
204,Make decision,Make decision,2023-10-10 17:23:02,Manager-000003,
204,Notify accept,Notify accept,2023-10-10 17:40:36,Manager-000006,
204,Deliver card,Deliver card,2023-10-10 17:51:34,Manager-000005,
204,EVENT 13 END,EVENT 13 END,2023-10-10 18:07:45,,
205,Check for completeness,Check for completeness,2023-10-10 18:33:43,Clerk-000001,
205,New online application received,New online application received,2023-10-10 18:33:43,,
205,Request info,Request info,2023-10-10 18:36:37,Manager-000004,
205,info received,info received,2023-10-10 18:40:03,,
205,Check for completeness,Check for completeness,2023-10-10 18:40:13,Clerk-000004,
205,Perform checks,Perform checks,2023-10-10 18:41:32,Clerk-000003,
205,Make decision,Make decision,2023-10-10 18:42:34,Manager-000006,
205,notify reject,notify reject,2023-10-10 18:47:29,Manager-000005,
205,review request received,review request received,2023-10-10 19:07:06,,
205,Check for completeness,Check for completeness,2023-10-10 19:07:16,Clerk-000006,
205,Request info,Request info,2023-10-10 19:16:52,Manager-000002,
205,info received,info received,2023-10-10 19:20:27,,
205,Check for completeness,Check for completeness,2023-10-10 19:20:37,Clerk-000002,
205,Request info,Request info,2023-10-10 19:27:11,Manager-000001,
205,info received,info received,2023-10-10 19:29:04,,
205,Check for completeness,Check for completeness,2023-10-10 19:29:14,Clerk-000005,
205,Perform checks,Perform checks,2023-10-10 19:33:25,Clerk-000004,
205,Make decision,Make decision,2023-10-10 19:40:17,Manager-000004,
205,notify reject,notify reject,2023-10-10 20:10:24,Manager-000002,
205,review request received,review request received,2023-10-10 20:18:48,,
205,Check for completeness,Check for completeness,2023-10-10 20:18:58,Clerk-000003,
205,Request info,Request info,2023-10-10 20:21:01,Manager-000006,
205,info received,info received,2023-10-10 20:35:47,,
205,Check for completeness,Check for completeness,2023-10-10 20:35:57,Clerk-000004,
205,Request info,Request info,2023-10-10 20:51:37,Manager-000005,
205,info received,info received,2023-10-10 20:52:02,,
205,Check for completeness,Check for completeness,2023-10-10 20:52:12,Clerk-000002,
205,Perform checks,Perform checks,2023-10-10 20:59:34,Clerk-000006,
205,Make decision,Make decision,2023-10-10 21:10:51,Manager-000001,
205,Notify accept,Notify accept,2023-10-10 21:17:50,Manager-000002,
205,Deliver card,Deliver card,2023-10-10 21:20:01,Manager-000001,
205,EVENT 13 END,EVENT 13 END,2023-10-10 21:33:18,,
206,Check for completeness,Check for completeness,2023-10-10 19:29:32,Clerk-000001,
206,New online application received,New online application received,2023-10-10 19:29:32,,
206,Request info,Request info,2023-10-10 19:33:55,Manager-000003,
206,info received,info received,2023-10-10 19:57:27,,
206,Check for completeness,Check for completeness,2023-10-10 19:57:37,Clerk-000003,
206,Request info,Request info,2023-10-10 20:03:52,Manager-000006,
206,info received,info received,2023-10-10 20:08:41,,
206,Check for completeness,Check for completeness,2023-10-10 20:08:51,Clerk-000002,
206,Request info,Request info,2023-10-10 20:10:03,Manager-000005,
206,info received,info received,2023-10-10 20:15:04,,
206,Check for completeness,Check for completeness,2023-10-10 20:15:14,Clerk-000005,
206,Perform checks,Perform checks,2023-10-10 20:18:52,Clerk-000004,
206,Make decision,Make decision,2023-10-10 20:21:06,Manager-000004,
206,Notify accept,Notify accept,2023-10-10 20:22:41,Manager-000005,
