Case,Activity,Timestamp,Resource,Event,label,Activity_fixed
4934754,phase application received,2012-04-26 16:42:35,560872,29402,,phase application received
4934754,terminate on request,2012-04-26 16:42:36,560872,29401,,terminate on request
4934754,send confirmation receipt,2012-04-26 16:42:37,560872,29403,,send confirmation receipt
4934754,send confirmation receipt_signed1,2012-04-26 16:42:37,560872,29403,collateral events(send confirmation receipt),send confirmation receipt_signed1
4934754,send confirmation receipt,2012-04-26 16:44:05,560872,29405,,send confirmation receipt
4934754,send procedure confirmation,2012-04-26 16:44:14,560872,29408,,send procedure confirmation
4934754,send confirmation receipt_signed1,2012-04-26 16:44:14,560872,29408,collateral events(send confirmation receipt),send confirmation receipt_signed1
4934754,enter senddate decision procedure term extension,2012-06-12 17:15:14,2670601,29419,,enter senddate decision procedure term extension
4934754,send confirmation receipt_signed1,2012-06-12 17:15:14,2670601,29419,collateral events(send confirmation receipt),send confirmation receipt_signed1
4934754,register date environmental permit decision,2012-07-10 19:08:49,560890,29437,,register date environmental permit decision
4934754,send confirmation receipt_signed1,2012-07-10 19:08:49,560890,29437,collateral events(send confirmation receipt),send confirmation receipt_signed1
4934754,transcript decision environmental permit to stakeholders,2012-07-10 20:05:48,560890,29440,,transcript decision environmental permit to stakeholders
4934754,send confirmation receipt_signed1,2012-07-10 20:05:48,560890,29440,collateral events(send confirmation receipt),send confirmation receipt_signed1
4945924,register submission date request,2012-04-26 07:00:10,560872,29443,,register submission date request
4945924,phase application received,2012-04-27 20:09:43,560872,29445,,phase application received
4945924,terminate on request,2012-04-27 20:09:44,560872,29446,,terminate on request
4945924,send confirmation receipt,2012-04-27 20:09:45,560872,29447,,send confirmation receipt
4945924,enter senddate acknowledgement,2012-05-01 07:00:02,560872,29454,,enter senddate acknowledgement
4945924,enter senddate procedure confirmation,2012-05-01 07:00:03,560872,29453,,enter senddate procedure confirmation
4945924,request complete,2012-05-31 19:32:18,2670601,29459,,request complete
4945924,phase advice known,2012-05-31 19:33:20,2670601,29466,,phase advice known
4945924,grounds for refusal,2012-05-31 19:33:21,2670601,29468,,grounds for refusal
4945924,ask stakeholders views,2012-05-31 19:33:22,2670601,29469,,ask stakeholders views
4945924,creating environmental permit decision,2012-05-31 19:33:26,2670601,29472,,creating environmental permit decision
4945924,enter senddate decision environmental permit,2012-06-07 07:00:04,560890,29478,,enter senddate decision environmental permit
4945924,register date environmental permit decision,2012-06-07 07:00:05,560890,29477,,register date environmental permit decision
4949276,register submission date request,2012-04-23 07:00:01,560912,29479,,register submission date request
4949276,phase application received,2012-05-01 19:49:51,560912,29482,,phase application received
4949276,terminate on request,2012-05-01 19:49:52,560912,29481,,terminate on request
4949276,send confirmation receipt,2012-05-01 20:18:28,560912,29485,,send confirmation receipt
4949276,send procedure confirmation,2012-05-01 20:18:37,560912,29489,,send procedure confirmation
4949276,enter senddate retrieve missing data,2012-05-25 07:00:02,2670601,29499,,enter senddate retrieve missing data
4949276,enter senddate decision procedure term extension,2012-07-05 21:15:14,2670601,29502,,enter senddate decision procedure term extension
4949276,keep permanently suspended,2012-07-06 16:08:38,2670601,29505,,keep permanently suspended
4949276,enter date decision permanent suspension,2012-07-06 17:00:48,2670601,29507,,enter date decision permanent suspension
4949276,enter senddate decision permanent suspension,2012-07-06 17:07:12,2670601,29510,,enter senddate decision permanent suspension
4958200,register submission date request,2012-05-01 07:00:04,560872,29511,,register submission date request
4958200,phase application received,2012-05-03 18:00:34,560872,29514,,phase application received
4958200,terminate on request,2012-05-03 18:00:35,560872,29513,,terminate on request
4958200,send confirmation receipt,2012-05-03 18:00:36,560872,29515,,send confirmation receipt
4958200,send confirmation receipt,2012-05-03 18:05:00,560872,29516,,send confirmation receipt
4958200,send procedure confirmation,2012-05-03 18:05:09,560872,29520,,send procedure confirmation
4958200,investigate BAG objects,2012-06-07 21:48:38,3273854,29529,,investigate BAG objects
4958200,retrieve missing data,2012-06-07 21:53:24,3273854,29530,,retrieve missing data
4958200,treat subcases content,2012-09-04 21:08:44,3273854,29541,,treat subcases content
4958200,procedure change after completeness,2012-09-04 21:08:45,3273854,29542,,procedure change after completeness
4958200,article 34  WABO applies,2012-09-04 21:08:46,3273854,29543,,article 34  WABO applies
4958200,assessment of content completed,2012-09-04 21:08:47,3273854,29545,,assessment of content completed
4958200,phase advice known,2012-09-04 21:08:48,3273854,29544,,phase advice known
4958200,creating environmental permit decision,2012-09-04 21:08:59,3273854,29550,,creating environmental permit decision
4958200,register date environmental permit decision,2012-09-10 20:16:22,560890,29552,,register date environmental permit decision
4958200,transcript decision environmental permit to stakeholders,2012-09-10 20:17:47,560890,29555,,transcript decision environmental permit to stakeholders
4959649,phase application received,2012-05-03 19:10:47,560872,29562,,phase application received
4959649,terminate on request,2012-05-03 19:10:48,560872,29561,,terminate on request
4959649,send confirmation receipt,2012-05-03 19:10:49,560872,29563,,send confirmation receipt
4959649,send confirmation receipt,2012-05-03 19:13:12,560872,29565,,send confirmation receipt
4959649,send procedure confirmation,2012-05-03 19:13:19,560872,29569,,send procedure confirmation
4959649,enter senddate retrieve missing data,2012-06-07 07:00:06,2670601,29576,,enter senddate retrieve missing data
4959649,register number of days extension period,2012-07-09 19:06:36,2670601,29582,,register number of days extension period
4959649,enter date decision procedure term extension,2012-07-09 19:10:04,2670601,29585,,enter date decision procedure term extension
4959649,enter senddate decision procedure term extension,2012-07-09 19:10:14,2670601,29587,,enter senddate decision procedure term extension
4959649,phase application receptive,2012-08-03 00:21:08,2670601,29592,,phase application receptive
4959649,send procedure confirmation,2012-08-16 16:43:59,2670601,29595,,send procedure confirmation
4959649,phase advice known,2012-08-16 23:01:04,2670601,29600,,phase advice known
4959649,creating environmental permit decision,2012-08-16 23:01:12,2670601,29606,,creating environmental permit decision
4959649,register date environmental permit decision,2012-08-20 17:54:54,560890,29607,,register date environmental permit decision
4959649,transcript decision environmental permit to stakeholders,2012-08-20 17:56:05,560890,29610,,transcript decision environmental permit to stakeholders
4959649,enter date publication decision environmental permit,2012-08-29 07:00:01,560890,29613,,enter date publication decision environmental permit
4960526,register submission date request,2012-04-27 07:00:01,560872,29614,,register submission date request
4960526,phase application received,2012-05-03 20:09:09,560872,29617,,phase application received
4960526,terminate on request,2012-05-03 20:09:10,560872,29616,,terminate on request
4960526,send confirmation receipt,2012-05-03 20:10:53,560872,29619,,send confirmation receipt
4960526,send procedure confirmation,2012-05-03 20:11:03,560872,29623,,send procedure confirmation
4960526,request complete,2012-06-08 18:11:12,2670601,29630,,request complete
4960526,phase advice known,2012-06-08 18:11:21,2670601,29637,,phase advice known
4960526,enter senddate decision environmental permit,2012-06-19 07:00:08,560890,29649,,enter senddate decision environmental permit
4960526,register date environmental permit decision,2012-06-19 07:00:09,560890,29648,,register date environmental permit decision
4961278,phase application received,2012-05-03 21:21:32,560872,29653,,phase application received
4961278,terminate on request,2012-05-03 21:21:33,560872,29652,,terminate on request
4961278,send confirmation receipt,2012-05-03 21:21:34,560872,29654,,send confirmation receipt
4961278,enter senddate procedure confirmation,2012-05-04 07:00:01,560872,29660,,enter senddate procedure confirmation
4963153,register submission date request,2012-05-01 07:00:05,560872,29663,,register submission date request
4963153,send confirmation receipt_signed1,2012-05-01 07:00:05,560872,29663,collateral events(send confirmation receipt),send confirmation receipt_signed1
4963153,phase application received,2012-05-03 21:58:52,560872,29666,,phase application received
4963153,terminate on request,2012-05-03 21:58:53,560872,29665,,terminate on request
4963153,send confirmation receipt,2012-05-03 21:58:54,560872,29667,,send confirmation receipt
4963153,enter senddate acknowledgement,2012-05-04 07:00:02,560872,29673,,enter senddate acknowledgement
4963153,send confirmation receipt_signed1,2012-05-04 07:00:02,560872,29673,collateral events(send confirmation receipt),send confirmation receipt_signed1
4963153,enter senddate procedure confirmation,2012-05-04 07:00:03,560872,29674,,enter senddate procedure confirmation
4963153,request complete,2012-05-31 19:03:26,3273854,29680,,request complete
4963153,send confirmation receipt_signed1,2012-05-31 19:03:26,3273854,29680,collateral events(send confirmation receipt),send confirmation receipt_signed1
4963153,send letter in progress,2012-05-31 19:03:27,3273854,29682,,send letter in progress
4963153,completed subcases content,2012-05-31 19:03:28,3273854,29683,,completed subcases content
4963153,send confirmation receipt_signed1,2012-05-31 19:03:28,3273854,29683,collateral events(send confirmation receipt),send confirmation receipt_signed1
4963153,treat subcases content,2012-05-31 19:03:29,3273854,29684,,treat subcases content
4963153,article 34  WABO applies,2012-05-31 19:03:30,3273854,29686,,article 34  WABO applies
4963153,send confirmation receipt_signed1,2012-05-31 19:03:30,3273854,29686,collateral events(send confirmation receipt),send confirmation receipt_signed1
4963153,procedure change after completeness,2012-05-31 19:03:31,3273854,29685,,procedure change after completeness
4963153,assessment of content completed,2012-05-31 19:03:32,3273854,29687,,assessment of content completed
4963153,send confirmation receipt_signed1,2012-05-31 19:03:32,3273854,29687,collateral events(send confirmation receipt),send confirmation receipt_signed1
4963153,phase advice known,2012-05-31 19:03:33,3273854,29688,,phase advice known
4963153,grounds for refusal,2012-05-31 19:03:34,3273854,29689,,grounds for refusal
4963153,send confirmation receipt_signed1,2012-05-31 19:03:34,3273854,29689,collateral events(send confirmation receipt),send confirmation receipt_signed1
4963153,ask stakeholders views,2012-05-31 19:03:35,3273854,29690,,ask stakeholders views
4963153,suspension ground applicable,2012-05-31 19:03:36,3273854,29691,,suspension ground applicable
4963153,send confirmation receipt_signed2,2012-05-31 19:03:36,3273854,29690,collateral events(send confirmation receipt),send confirmation receipt_signed2
4963153,register date environmental permit decision,2012-06-12 21:14:58,560890,29694,,register date environmental permit decision
4963153,send confirmation receipt_signed1,2012-06-12 21:14:58,560890,29694,collateral events(send confirmation receipt),send confirmation receipt_signed1
4963153,transcript decision environmental permit to stakeholders,2012-06-12 21:20:01,560890,29697,,transcript decision environmental permit to stakeholders
4963153,send confirmation receipt_signed1,2012-06-12 21:20:01,560890,29697,collateral events(send confirmation receipt),send confirmation receipt_signed1
4971943,register submission date request,2012-05-01 07:00:06,560925,29700,,register submission date request
4971943,phase application received,2012-05-07 18:56:45,560925,29703,,phase application received
4971943,terminate on request,2012-05-07 18:56:46,560925,29702,,terminate on request
4971943,send confirmation receipt,2012-05-07 18:56:47,560925,29704,,send confirmation receipt
4971943,send confirmation receipt,2012-05-07 18:59:00,560925,29706,,send confirmation receipt
4971943,send procedure confirmation,2012-05-07 18:59:12,560925,29709,,send procedure confirmation
4971943,request complete,2012-07-10 17:02:54,3273854,29727,,request complete
4971943,phase advice known,2012-07-10 17:03:01,3273854,29734,,phase advice known
4971943,transcript decision environmental permit to stakeholders,2012-07-10 19:35:54,560890,29743,,transcript decision environmental permit to stakeholders
4972781,register submission date request,2012-05-02 07:00:06,560872,29746,,register submission date request
4972781,phase application received,2012-05-07 19:08:49,560872,29749,,phase application received
4972781,terminate on request,2012-05-07 19:08:50,560872,29748,,terminate on request
4972781,send confirmation receipt,2012-05-07 19:08:51,560872,29750,,send confirmation receipt
4972781,send confirmation receipt,2012-05-07 19:13:10,560872,29751,,send confirmation receipt
4972781,send procedure confirmation,2012-05-07 19:13:19,560872,29756,,send procedure confirmation
4978339,phase application received,2012-05-08 19:30:11,560925,29761,,phase application received
4978339,terminate on request,2012-05-08 19:30:12,560925,29760,,terminate on request
4978339,send confirmation receipt,2012-05-08 19:30:13,560925,29762,,send confirmation receipt
4978339,send confirmation receipt_signed1,2012-05-08 19:30:13,560925,29762,collateral events(send confirmation receipt),send confirmation receipt_signed1
4978339,send confirmation receipt,2012-05-08 19:32:55,560925,29763,,send confirmation receipt
4978339,send procedure confirmation,2012-05-08 19:33:05,560925,29768,,send procedure confirmation
4978339,send confirmation receipt_signed1,2012-05-08 19:33:05,560925,29768,collateral events(send confirmation receipt),send confirmation receipt_signed1
4978339,request complete,2012-06-19 17:19:35,560912,29776,,request complete
4978339,send confirmation receipt_signed1,2012-06-19 17:19:35,560912,29776,collateral events(send confirmation receipt),send confirmation receipt_signed1
5016502,register submission date request,2012-05-09 07:00:02,560872,29783,,register submission date request
5016502,phase application received,2012-05-14 17:32:02,560872,29786,,phase application received
5016502,terminate on request,2012-05-14 17:32:03,560872,29785,,terminate on request
5016502,send confirmation receipt,2012-05-14 17:32:04,560872,29787,,send confirmation receipt
5016502,send confirmation receipt,2012-05-14 17:37:29,560872,29789,,send confirmation receipt
5016502,start WABOprocedure,2012-05-14 17:37:37,560872,29792,,start WABOprocedure
5016502,send procedure confirmation,2012-05-14 17:37:42,560872,29793,,send procedure confirmation
5016502,phase additional information received,2012-06-11 17:33:12,3273854,29808,,phase additional information received
5016502,request complete,2012-06-11 17:33:27,3273854,29813,,request complete
5016502,phase advice known,2012-06-11 17:33:41,3273854,29822,,phase advice known
5016502,enter date decision procedure term extension,2012-07-06 16:36:49,2670601,29827,,enter date decision procedure term extension
5016502,phase procedure extended,2012-07-06 16:37:45,2670601,29828,,phase procedure extended
5016502,creating environmental permit decision,2012-08-17 18:37:48,3273854,29837,,creating environmental permit decision
5016502,enter senddate decision environmental permit,2012-08-31 18:25:43,560890,29844,,enter senddate decision environmental permit
5016502,phase decision sent,2012-08-31 18:25:44,560890,29846,,phase decision sent
5016502,record date of decision environmental permit,2012-09-03 07:00:01,560890,29849,,record date of decision environmental permit
5016502,date decision for inspection,2012-09-13 07:00:01,560890,29850,,date decision for inspection
5019310,register submission date request,2012-05-07 07:00:01,560912,29851,,register submission date request
5019310,send confirmation receipt_signed1,2012-05-07 07:00:01,560912,29851,collateral events(send confirmation receipt),send confirmation receipt_signed1
5019310,phase application received,2012-05-14 19:45:32,560912,29854,,phase application received
5019310,terminate on request,2012-05-14 19:45:33,560912,29853,,terminate on request
5019310,send confirmation receipt,2012-05-14 19:45:34,560912,29855,,send confirmation receipt
5019310,send confirmation receipt_signed2,2012-05-14 19:45:34,560912,29855,collateral events(send confirmation receipt),send confirmation receipt_signed2
5019310,send confirmation receipt,2012-05-14 19:49:25,560912,29857,,send confirmation receipt
5019310,start WABOprocedure,2012-05-14 19:49:33,560912,29860,,start WABOprocedure
5019310,send confirmation receipt_signed1,2012-05-14 19:49:33,560912,29860,collateral events(send confirmation receipt),send confirmation receipt_signed1
5019310,send procedure confirmation,2012-05-14 19:49:40,560912,29862,,send procedure confirmation
5019310,send confirmation receipt_signed1,2012-05-14 19:49:40,560912,29862,collateral events(send confirmation receipt),send confirmation receipt_signed1
5019310,request complete,2012-05-29 17:39:23,3273854,29871,,request complete
5019310,send confirmation receipt_signed1,2012-05-29 17:39:23,3273854,29871,collateral events(send confirmation receipt),send confirmation receipt_signed1
5019310,procedure change after completeness,2012-05-29 17:39:24,3273854,29873,,procedure change after completeness
5019310,treat subcases content,2012-05-29 17:39:27,3273854,29875,,treat subcases content
5019310,send confirmation receipt_signed1,2012-05-29 17:39:27,3273854,29875,collateral events(send confirmation receipt),send confirmation receipt_signed1
5019310,phase advice known,2012-05-29 17:39:35,3273854,29880,,phase advice known
5019310,send confirmation receipt_signed1,2012-05-29 17:39:35,3273854,29880,collateral events(send confirmation receipt),send confirmation receipt_signed1
5019310,creating environmental permit decision,2012-06-07 23:31:25,3273854,29885,,creating environmental permit decision
5019310,send confirmation receipt_signed1,2012-06-07 23:31:25,3273854,29885,collateral events(send confirmation receipt),send confirmation receipt_signed1
5019310,submit decision,2012-06-12 18:33:18,560890,29888,,submit decision
5019310,send confirmation receipt_signed1,2012-06-12 18:33:18,560890,29888,collateral events(send confirmation receipt),send confirmation receipt_signed1
5019310,transcript decision environmental permit to stakeholders,2012-06-12 18:34:16,560890,29892,,transcript decision environmental permit to stakeholders
5019310,send confirmation receipt_signed1,2012-06-12 18:34:16,560890,29892,collateral events(send confirmation receipt),send confirmation receipt_signed1
5019310,enter senddate decision environmental permit,2012-06-12 18:34:22,560890,29894,,enter senddate decision environmental permit
5019310,send confirmation receipt_signed1,2012-06-12 18:34:22,560890,29894,collateral events(send confirmation receipt),send confirmation receipt_signed1
5019310,phase decision sent,2012-06-12 18:34:23,560890,29895,,phase decision sent
5020239,register submission date request,2012-05-07 07:00:02,560912,29899,,register submission date request
5020239,phase application received,2012-05-14 22:48:55,560912,29902,,phase application received
5020239,terminate on request,2012-05-14 22:48:56,560912,29901,,terminate on request
5020239,send confirmation receipt,2012-05-14 22:48:57,560912,29903,,send confirmation receipt
5020239,regular procedure without MER,2012-05-14 22:50:57,560912,29907,,regular procedure without MER
5020239,start WABOprocedure,2012-05-14 22:50:58,560912,29908,,start WABOprocedure
5020239,enter senddate procedure confirmation,2012-05-14 22:50:59,560912,29910,,enter senddate procedure confirmation
5020239,send procedure confirmation,2012-05-14 22:51:00,560912,29909,,send procedure confirmation
5020239,request complete,2012-05-29 18:42:59,3273854,29915,,request complete
5020239,phase advice known,2012-05-29 18:43:31,3273854,29924,,phase advice known
5020239,creating environmental permit decision,2012-06-07 23:49:44,3273854,29932,,creating environmental permit decision
5020239,submit decision,2012-06-12 19:04:28,560890,29935,,submit decision
5020239,transcript decision environmental permit to stakeholders,2012-06-12 19:05:10,560890,29940,,transcript decision environmental permit to stakeholders
5020239,enter senddate decision environmental permit,2012-06-12 19:05:19,560890,29941,,enter senddate decision environmental permit
5020239,phase decision sent,2012-06-12 19:05:20,560890,29943,,phase decision sent
5020239,date decision for inspection,2012-06-21 07:00:01,560890,29945,,date decision for inspection
5025543,register submission date request,2012-05-10 07:00:06,560912,29946,,register submission date request
5025543,phase application received,2012-05-15 17:00:43,560912,29949,,phase application received
5025543,terminate on request,2012-05-15 17:00:44,560912,29948,,terminate on request
5025543,send confirmation receipt,2012-05-15 17:00:45,560912,29950,,send confirmation receipt
5025543,send confirmation receipt,2012-05-15 18:29:50,560912,29952,,send confirmation receipt
5025543,regular procedure without MER,2012-05-15 18:29:55,560912,29954,,regular procedure without MER
5025543,start WABOprocedure,2012-05-15 18:29:56,560912,29955,,start WABOprocedure
5025543,enter senddate procedure confirmation,2012-05-15 18:29:57,560912,29957,,enter senddate procedure confirmation
5025543,send procedure confirmation,2012-05-15 18:29:58,560912,29956,,send procedure confirmation
5025543,request complete,2012-06-21 23:08:13,2670601,29966,,request complete
5025543,procedure change after completeness,2012-06-21 23:08:14,2670601,29968,,procedure change after completeness
5025543,send letter in progress,2012-06-21 23:08:15,2670601,29969,,send letter in progress
5025543,treat subcases content,2012-06-21 23:08:16,2670601,29970,,treat subcases content
5025543,completed subcases content,2012-06-21 23:08:17,2670601,29971,,completed subcases content
5025543,assessment of content completed,2012-06-21 23:08:24,2670601,29974,,assessment of content completed
5025543,phase advice known,2012-06-21 23:08:25,2670601,29975,,phase advice known
5025543,grounds for refusal,2012-06-21 23:08:26,2670601,29976,,grounds for refusal
5025543,ask stakeholders views,2012-06-21 23:08:27,2670601,29977,,ask stakeholders views
5025543,suspension ground applicable,2012-06-21 23:08:28,2670601,29978,,suspension ground applicable
5025543,by law,2012-06-21 23:08:29,2670601,29979,,by law
5025543,creating environmental permit decision,2012-06-21 23:08:30,2670601,29980,,creating environmental permit decision
5025543,record date of decision environmental permit,2012-06-26 07:00:02,560890,29986,,record date of decision environmental permit
5025543,transcript decision environmental permit to stakeholders,2012-06-26 17:01:02,560890,29989,,transcript decision environmental permit to stakeholders
5025543,phase decision sent,2012-06-26 17:01:08,560890,29993,,phase decision sent
5028023,register submission date request,2012-05-10 07:00:07,560912,29996,,register submission date request
5028023,send confirmation receipt_signed1,2012-05-10 07:00:07,560912,29996,collateral events(send confirmation receipt),send confirmation receipt_signed1
5028023,phase application received,2012-05-15 19:38:10,560912,29999,,phase application received
5028023,terminate on request,2012-05-15 19:38:11,560912,29998,,terminate on request
5028023,send confirmation receipt,2012-05-15 19:38:12,560912,30000,,send confirmation receipt
5028023,send confirmation receipt_signed1,2012-05-15 19:38:12,560912,30000,collateral events(send confirmation receipt),send confirmation receipt_signed1
5028023,send confirmation receipt,2012-05-15 19:39:40,560912,30001,,send confirmation receipt
5028023,regular procedure without MER,2012-05-15 19:39:44,560912,30004,,regular procedure without MER
5028023,send confirmation receipt_signed1,2012-05-15 19:39:44,560912,30004,collateral events(send confirmation receipt),send confirmation receipt_signed1
5028023,start WABOprocedure,2012-05-15 19:39:45,560912,30005,,start WABOprocedure
5028023,send procedure confirmation,2012-05-15 19:39:46,560912,30006,,send procedure confirmation
5028023,send confirmation receipt_signed1,2012-05-15 19:39:46,560912,30006,collateral events(send confirmation receipt),send confirmation receipt_signed1
5028023,enter senddate procedure confirmation,2012-05-15 19:39:47,560912,30007,,enter senddate procedure confirmation
5028023,enter senddate decision environmental permit,2012-07-10 07:00:01,560872,30010,,enter senddate decision environmental permit
5028023,send confirmation receipt_signed1,2012-07-10 07:00:01,560872,30010,collateral events(send confirmation receipt),send confirmation receipt_signed1
5028023,register date environmental permit decision,2012-07-10 07:00:02,560872,30011,,register date environmental permit decision
5028023,date decision for inspection,2012-07-19 07:00:01,560872,30012,,date decision for inspection
5028023,send confirmation receipt_signed1,2012-07-19 07:00:01,560872,30012,collateral events(send confirmation receipt),send confirmation receipt_signed1
5028023,set phase: phase permitting irrevocable,2012-08-31 07:00:01,560872,30013,,set phase: phase permitting irrevocable
5028023,send confirmation receipt_signed1,2012-08-31 07:00:01,560872,30013,collateral events(send confirmation receipt),send confirmation receipt_signed1
5028023,request complete,2012-09-17 16:10:39,560872,30024,,request complete
5028023,send confirmation receipt_signed1,2012-09-17 16:10:40,560872,30024,collateral events(send confirmation receipt),send confirmation receipt_signed1
5028023,phase advice known,2012-09-17 16:10:59,560872,30032,,phase advice known
5028023,send confirmation receipt_signed1,2012-09-17 16:10:59,560872,30032,collateral events(send confirmation receipt),send confirmation receipt_signed1
5028023,creating environmental permit decision,2012-09-17 16:11:21,560872,30038,,creating environmental permit decision
5028023,send confirmation receipt_signed1,2012-09-17 16:11:21,560872,30038,collateral events(send confirmation receipt),send confirmation receipt_signed1
5028023,phase decision taken,2012-09-17 16:11:47,560872,30040,,phase decision taken
5028023,send confirmation receipt_signed1,2012-09-17 16:11:47,560872,30040,collateral events(send confirmation receipt),send confirmation receipt_signed1
5028023,enter senddate decision environmental permit,2012-09-17 16:12:33,560872,30045,,enter senddate decision environmental permit
5028023,send confirmation receipt_signed1,2012-09-17 16:12:33,560872,30045,collateral events(send confirmation receipt),send confirmation receipt_signed1
5028023,phase decision sent,2012-09-17 16:12:34,560872,30044,,phase decision sent
5028918,register submission date request,2012-05-10 07:00:08,560912,30053,,register submission date request
5028918,phase application received,2012-05-15 20:51:45,560912,30056,,phase application received
5028918,terminate on request,2012-05-15 20:51:46,560912,30055,,terminate on request
5028918,send confirmation receipt,2012-05-15 20:51:47,560912,30057,,send confirmation receipt
5028918,send confirmation receipt,2012-05-15 20:53:07,560912,30059,,send confirmation receipt
5028918,enter senddate retrieve missing data,2012-07-12 07:00:02,560872,30061,,enter senddate retrieve missing data
5028918,enter date draft decisionenvironmental permit,2013-02-26 08:00:01,560872,30062,,enter date draft decisionenvironmental permit
5028918,read field phased application,2013-02-28 22:31:25,560872,30066,,read field phased application
5028918,start WABOprocedure,2013-02-28 22:31:26,560872,30067,,start WABOprocedure
5028918,phased application,2013-02-28 22:31:27,560872,30068,,phased application
5028918,send procedure confirmation,2013-02-28 22:31:32,560872,30069,,send procedure confirmation
5028918,phase additional information received,2013-02-28 22:32:34,560872,30082,,phase additional information received
5028918,request complete,2013-02-28 22:32:47,560872,30086,,request complete
5028918,phase advice known,2013-02-28 22:32:59,560872,30095,,phase advice known
5028918,phase concept draft decision ready,2013-02-28 22:33:07,560872,30099,,phase concept draft decision ready
5028918,phase decision taken,2013-04-25 19:42:49,560872,30114,,phase decision taken
5028918,enter senddate decision environmental permit,2013-04-25 20:51:38,560872,30120,,enter senddate decision environmental permit
5028918,phase decision sent,2013-04-25 20:51:39,560872,30118,,phase decision sent
5028918,set phase: phase permitting irrevocable,2013-06-28 07:00:01,560872,30125,,set phase: phase permitting irrevocable
5028918,appeal logded,2013-09-27 07:00:05,560872,30127,,appeal logded
5028918,close case,2013-09-27 07:00:06,560872,30129,,close case
5028918,phase archived case,2013-09-27 07:00:07,560872,30130,,phase archived case
5028918,phase case handled,2013-09-27 07:00:08,560872,30128,,phase case handled
5028918,phase decision irrevocable,2013-09-27 07:00:09,560872,30131,,phase decision irrevocable
5031265,register submission date request,2012-05-11 07:00:01,560912,30132,,register submission date request
5031265,phase application received,2012-05-15 22:00:02,560912,30134,,phase application received
5031265,send confirmation receipt,2012-05-21 19:08:25,560912,30138,,send confirmation receipt
5031265,regular procedure without MER,2012-05-21 19:08:29,560912,30140,,regular procedure without MER
5031265,start WABOprocedure,2012-05-21 19:08:30,560912,30141,,start WABOprocedure
5031265,send procedure confirmation,2012-05-21 19:09:13,560912,30143,,send procedure confirmation
5031265,register number of days extension period,2012-06-19 20:56:16,2670601,30147,,register number of days extension period
5031265,enter date decision procedure term extension,2012-06-19 20:56:24,2670601,30150,,enter date decision procedure term extension
5031265,phase procedure extended,2012-06-19 20:57:02,2670601,30152,,phase procedure extended
5031265,request complete,2012-08-14 22:55:04,3273854,30161,,request complete
5031265,phase advice known,2012-08-14 22:55:24,3273854,30169,,phase advice known
5031265,creating environmental permit decision,2012-08-14 22:55:35,3273854,30175,,creating environmental permit decision
5031265,submit decision,2012-08-14 22:56:52,3273854,30178,,submit decision
5031265,transcript decision environmental permit to stakeholders,2012-08-14 23:15:12,560890,30183,,transcript decision environmental permit to stakeholders
5031265,enter senddate decision environmental permit,2012-08-14 23:15:16,560890,30185,,enter senddate decision environmental permit
5031265,phase decision sent,2012-08-14 23:15:17,560890,30186,,phase decision sent
5038333,register submission date request,2012-05-09 07:00:03,560872,30189,,register submission date request
5038333,phase application received,2012-05-21 15:55:32,560872,30192,,phase application received
5038333,terminate on request,2012-05-21 15:55:33,560872,30191,,terminate on request
5038333,send confirmation receipt,2012-05-21 15:55:34,560872,30193,,send confirmation receipt
5038333,send confirmation receipt,2012-05-21 16:01:24,560872,30195,,send confirmation receipt
5038333,regular procedure without MER,2012-05-21 16:01:31,560872,30197,,regular procedure without MER
5038333,start WABOprocedure,2012-05-21 16:01:32,560872,30198,,start WABOprocedure
5038333,send procedure confirmation,2012-05-21 16:01:34,560872,30199,,send procedure confirmation
5038333,creating environmental permit decision,2012-06-15 00:43:52,2670601,30223,,creating environmental permit decision
5038333,enter senddate decision environmental permit,2012-06-22 16:44:52,560890,30232,,enter senddate decision environmental permit
5038333,phase decision sent,2012-06-22 16:44:53,560890,30234,,phase decision sent
5038333,enter senddate decision environmental permit,2012-06-26 07:00:03,560890,30237,,enter senddate decision environmental permit
5038333,record date of decision environmental permit,2012-06-26 07:00:04,560890,30236,,record date of decision environmental permit
5038333,date decision for inspection,2012-07-05 07:00:01,560890,30238,,date decision for inspection
5042955,register submission date request,2012-05-07 07:00:03,560872,30239,,register submission date request
5042955,send confirmation receipt_signed1,2012-05-07 07:00:03,560872,30239,collateral events(send confirmation receipt),send confirmation receipt_signed1
5042955,phase application received,2012-05-21 19:18:18,560872,30242,,phase application received
5042955,terminate on request,2012-05-21 19:18:19,560872,30241,,terminate on request
5042955,send confirmation receipt,2012-05-21 19:18:20,560872,30243,,send confirmation receipt
5042955,send confirmation receipt_signed1,2012-05-21 19:18:20,560872,30243,collateral events(send confirmation receipt),send confirmation receipt_signed1
5042955,regular procedure without MER,2012-05-21 19:21:13,560872,30247,,regular procedure without MER
5042955,send confirmation receipt_signed1,2012-05-21 19:21:13,560872,30247,collateral events(send confirmation receipt),send confirmation receipt_signed1
5042955,start WABOprocedure,2012-05-21 19:21:14,560872,30248,,start WABOprocedure
5042955,send procedure confirmation,2012-05-21 19:21:16,560872,30250,,send procedure confirmation
5042955,send confirmation receipt_signed1,2012-05-21 19:21:16,560872,30250,collateral events(send confirmation receipt),send confirmation receipt_signed1
