Case,Activity,Timestamp,Resource,label,iscollateral,BaseActivity,ProcessedActivity,CollateralGroup,is_collateral_event,y_true,Activity_fixed
311,Make decision,2023-10-17 05:02:20,Manager-000003,,0,Make decision,make decision,1037,0,0,Make decision
311,notify reject,2023-10-17 05:13:09,Manager-000006,,0,notify reject,notify reject,-1,0,0,notify reject
311,Make decision_signed1,2023-10-17 05:13:09,Manager-000006,collateral events(Make decision),0,Make decision_signed1,make decision,1038,0,1,Make decision_signed1
311,review request received,2023-10-17 05:15:47,,,0,review request received,review request received,-1,0,0,review request received
311,Make decision_signed1,2023-10-17 05:15:47,,collateral events(Make decision),0,Make decision_signed1,make decision,1039,0,1,Make decision_signed1
311,Check for completeness,2023-10-17 05:15:57,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
311,Make decision_signed1,2023-10-17 05:15:57,Clerk-000003,collateral events(Make decision),0,Make decision_signed1,make decision,1040,0,1,Make decision_signed1
311,Request info,2023-10-17 05:53:03,Manager-000003,,0,Request info,request info,-1,0,0,Request info
311,Make decision_signed1,2023-10-17 05:53:04,Manager-000003,collateral events(Make decision),0,Make decision_signed1,make decision,1041,0,1,Make decision_signed1
311,info received,2023-10-17 05:57:22,,,0,info received,info received,-1,0,0,info received
311,Make decision_signed1,2023-10-17 05:57:22,,collateral events(Make decision),0,Make decision_signed1,make decision,1042,0,1,Make decision_signed1
311,Check for completeness,2023-10-17 05:57:32,Clerk-000005,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
311,Make decision_signed1,2023-10-17 05:57:33,Clerk-000005,collateral events(Make decision),0,Make decision_signed1,make decision,1043,0,1,Make decision_signed1
311,Perform checks,2023-10-17 06:12:03,Clerk-000002,,0,Perform checks,perform checks,-1,0,0,Perform checks
311,Make decision_signed1,2023-10-17 06:12:04,Clerk-000002,collateral events(Make decision),0,Make decision_signed1,make decision,1044,0,1,Make decision_signed1
311,Make decision,2023-10-17 06:21:20,Manager-000001,,0,Make decision,make decision,1045,0,0,Make decision
311,Notify accept,2023-10-17 06:22:59,Manager-000002,,0,Notify accept,notify accept,-1,0,0,Notify accept
311,Make decision_signed1,2023-10-17 06:23:00,Manager-000002,collateral events(Make decision),0,Make decision_signed1,make decision,1046,0,1,Make decision_signed1
311,Deliver card,2023-10-17 06:35:04,Manager-000003,,0,Deliver card,deliver card,-1,0,0,Deliver card
311,Make decision_signed1,2023-10-17 06:35:05,Manager-000003,collateral events(Make decision),0,Make decision_signed1,make decision,1047,0,1,Make decision_signed1
311,EVENT 13 END,2023-10-17 06:36:03,,,0,EVENT 13 END,event 13 end,-1,0,0,EVENT 13 END
311,Make decision_signed1,2023-10-17 06:36:03,,collateral events(Make decision),0,Make decision_signed1,make decision,1048,0,1,Make decision_signed1
312,Check for completeness,2023-10-17 03:27:21,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
312,New online application received,2023-10-17 03:27:21,,,0,New online application received,new online application received,-1,0,0,New online application received
312,Request info,2023-10-17 03:48:51,Manager-000006,,0,Request info,request info,-1,0,0,Request info
312,info received,2023-10-17 03:55:21,,,0,info received,info received,-1,0,0,info received
312,Check for completeness,2023-10-17 03:55:31,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
312,Request info,2023-10-17 03:58:45,Manager-000004,,0,Request info,request info,-1,0,0,Request info
312,info received,2023-10-17 04:06:34,,,0,info received,info received,-1,0,0,info received
312,Check for completeness,2023-10-17 04:06:44,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
312,Request info,2023-10-17 04:11:07,Manager-000005,,0,Request info,request info,-1,0,0,Request info
312,info received,2023-10-17 04:11:16,,,0,info received,info received,-1,0,0,info received
312,Check for completeness,2023-10-17 04:11:26,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
312,Request info,2023-10-17 04:19:09,Manager-000006,,0,Request info,request info,-1,0,0,Request info
312,info received,2023-10-17 04:29:51,,,0,info received,info received,-1,0,0,info received
312,Check for completeness,2023-10-17 04:30:01,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
312,Perform checks,2023-10-17 04:34:56,Clerk-000003,,0,Perform checks,perform checks,-1,0,0,Perform checks
312,Make decision,2023-10-17 04:39:44,Manager-000001,,0,Make decision,make decision,-1,0,0,Make decision
312,notify reject,2023-10-17 04:47:19,Manager-000004,,0,notify reject,notify reject,-1,0,0,notify reject
312,time out,2023-10-17 05:09:29,,,0,time out,time out,-1,0,0,time out
312,EVENT 13 END,2023-10-17 05:09:39,,,0,EVENT 13 END,event 13 end,-1,0,0,EVENT 13 END
313,Check for completeness,2023-10-17 03:46:41,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
313,New online application received,2023-10-17 03:46:41,,,0,New online application received,new online application received,-1,0,0,New online application received
313,Perform checks,2023-10-17 03:53:42,Clerk-000005,,0,Perform checks,perform checks,-1,0,0,Perform checks
313,Make decision,2023-10-17 03:55:08,Manager-000002,,0,Make decision,make decision,-1,0,0,Make decision
313,notify reject,2023-10-17 04:13:01,Manager-000001,,0,notify reject,notify reject,-1,0,0,notify reject
313,time out,2023-10-17 04:13:16,,,0,time out,time out,-1,0,0,time out
313,EVENT 13 END,2023-10-17 04:13:26,,,0,EVENT 13 END,event 13 end,-1,0,0,EVENT 13 END
314,Check for completeness,2023-10-17 04:07:27,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
314,New online application received,2023-10-17 04:07:27,,,0,New online application received,new online application received,-1,0,0,New online application received
314,Make decision_signed1,2023-10-17 04:07:27,,collateral events(Make decision),0,Make decision_signed1,make decision,1049,0,1,Make decision_signed1
314,Perform checks,2023-10-17 04:10:28,Clerk-000001,,0,Perform checks,perform checks,-1,0,0,Perform checks
314,Make decision_signed1,2023-10-17 04:10:29,Clerk-000001,collateral events(Make decision),0,Make decision_signed1,make decision,1050,0,1,Make decision_signed1
314,Make decision,2023-10-17 04:36:39,Manager-000005,,0,Make decision,make decision,1051,0,0,Make decision
314,Notify accept,2023-10-17 04:41:51,Manager-000003,,0,Notify accept,notify accept,-1,0,0,Notify accept
314,Make decision_signed1,2023-10-17 04:41:51,Manager-000003,collateral events(Make decision),0,Make decision_signed1,make decision,1052,0,1,Make decision_signed1
314,Deliver card,2023-10-17 04:42:42,Manager-000006,,0,Deliver card,deliver card,-1,0,0,Deliver card
314,Make decision_signed1,2023-10-17 04:42:42,Manager-000006,collateral events(Make decision),0,Make decision_signed1,make decision,1053,0,1,Make decision_signed1
314,EVENT 13 END,2023-10-17 04:56:52,,,0,EVENT 13 END,event 13 end,-1,0,0,EVENT 13 END
314,Make decision_signed1,2023-10-17 04:56:52,,collateral events(Make decision),0,Make decision_signed1,make decision,1054,0,1,Make decision_signed1
315,Check for completeness,2023-10-17 04:21:15,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
315,New online application received,2023-10-17 04:21:15,,,0,New online application received,new online application received,-1,0,0,New online application received
315,Perform checks,2023-10-17 04:26:28,Clerk-000002,,0,Perform checks,perform checks,-1,0,0,Perform checks
315,Make decision,2023-10-17 04:34:30,Manager-000004,,0,Make decision,make decision,-1,0,0,Make decision
315,Notify accept,2023-10-17 04:37:05,Manager-000002,,0,Notify accept,notify accept,-1,0,0,Notify accept
315,Deliver card,2023-10-17 04:57:50,Manager-000005,,0,Deliver card,deliver card,-1,0,0,Deliver card
315,EVENT 13 END,2023-10-17 05:21:23,,,0,EVENT 13 END,event 13 end,-1,0,0,EVENT 13 END
316,Check for completeness,2023-10-17 04:39:13,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
316,New online application received,2023-10-17 04:39:13,,,0,New online application received,new online application received,-1,0,0,New online application received
316,Make decision_signed1,2023-10-17 04:39:14,Clerk-000004,collateral events(Make decision),0,Make decision_signed1,make decision,1055,0,1,Make decision_signed1
316,Request info,2023-10-17 04:50:13,Manager-000005,,0,Request info,request info,-1,0,0,Request info
316,Make decision_signed1,2023-10-17 04:50:13,Manager-000005,collateral events(Make decision),0,Make decision_signed1,make decision,1056,0,1,Make decision_signed1
316,info received,2023-10-17 04:52:48,,,0,info received,info received,-1,0,0,info received
316,Make decision_signed1,2023-10-17 04:52:49,,collateral events(Make decision),0,Make decision_signed1,make decision,1057,0,1,Make decision_signed1
316,Check for completeness,2023-10-17 04:52:58,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
316,Make decision_signed1,2023-10-17 04:52:59,Clerk-000006,collateral events(Make decision),0,Make decision_signed1,make decision,1058,0,1,Make decision_signed1
316,Perform checks,2023-10-17 04:53:03,Clerk-000001,,0,Perform checks,perform checks,-1,0,0,Perform checks
316,Make decision_signed1,2023-10-17 04:53:04,Clerk-000001,collateral events(Make decision),0,Make decision_signed1,make decision,1059,0,1,Make decision_signed1
316,Make decision,2023-10-17 04:56:05,Manager-000003,,0,Make decision,make decision,1060,0,0,Make decision
316,Notify accept,2023-10-17 04:56:43,Manager-000001,,0,Notify accept,notify accept,-1,0,0,Notify accept
316,Make decision_signed1,2023-10-17 04:56:43,Manager-000001,collateral events(Make decision),0,Make decision_signed1,make decision,1061,0,1,Make decision_signed1
316,Deliver card,2023-10-17 05:22:35,Manager-000002,,0,Deliver card,deliver card,-1,0,0,Deliver card
316,Make decision_signed1,2023-10-17 05:22:36,Manager-000002,collateral events(Make decision),0,Make decision_signed1,make decision,1062,0,1,Make decision_signed1
316,EVENT 13 END,2023-10-17 05:52:53,,,0,EVENT 13 END,event 13 end,-1,0,0,EVENT 13 END
316,Make decision_signed1,2023-10-17 05:52:53,,collateral events(Make decision),0,Make decision_signed1,make decision,1063,0,1,Make decision_signed1
317,Check for completeness,2023-10-17 05:22:07,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
317,New online application received,2023-10-17 05:22:07,,,0,New online application received,new online application received,-1,0,0,New online application received
317,Make decision_signed1,2023-10-17 05:22:07,,collateral events(Make decision),0,Make decision_signed1,make decision,1064,0,1,Make decision_signed1
317,Request info,2023-10-17 05:24:00,Manager-000004,,0,Request info,request info,-1,0,0,Request info
317,Make decision_signed1,2023-10-17 05:24:01,Manager-000004,collateral events(Make decision),0,Make decision_signed1,make decision,1065,0,1,Make decision_signed1
317,info received,2023-10-17 06:03:23,,,0,info received,info received,-1,0,0,info received
317,Make decision_signed1,2023-10-17 06:03:23,,collateral events(Make decision),0,Make decision_signed1,make decision,1066,0,1,Make decision_signed1
317,Check for completeness,2023-10-17 06:03:33,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
317,Make decision_signed1,2023-10-17 06:03:33,Clerk-000006,collateral events(Make decision),0,Make decision_signed1,make decision,1067,0,1,Make decision_signed1
317,Request info,2023-10-17 06:07:11,Manager-000006,,0,Request info,request info,-1,0,0,Request info
317,Make decision_signed1,2023-10-17 06:07:12,Manager-000006,collateral events(Make decision),0,Make decision_signed1,make decision,1068,0,1,Make decision_signed1
317,info received,2023-10-17 06:08:18,,,0,info received,info received,-1,0,0,info received
317,Make decision_signed1,2023-10-17 06:08:19,,collateral events(Make decision),0,Make decision_signed1,make decision,1069,0,1,Make decision_signed1
317,Check for completeness,2023-10-17 06:08:28,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
317,Make decision_signed1,2023-10-17 06:08:28,Clerk-000001,collateral events(Make decision),0,Make decision_signed1,make decision,1070,0,1,Make decision_signed1
317,Request info,2023-10-17 06:21:00,Manager-000005,,0,Request info,request info,-1,0,0,Request info
317,Make decision_signed1,2023-10-17 06:21:01,Manager-000005,collateral events(Make decision),0,Make decision_signed1,make decision,1071,0,1,Make decision_signed1
317,info received,2023-10-17 06:34:46,,,0,info received,info received,-1,0,0,info received
317,Make decision_signed1,2023-10-17 06:34:46,,collateral events(Make decision),0,Make decision_signed1,make decision,1072,0,1,Make decision_signed1
317,Check for completeness,2023-10-17 06:34:56,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
317,Make decision_signed1,2023-10-17 06:34:56,Clerk-000004,collateral events(Make decision),0,Make decision_signed1,make decision,1073,0,1,Make decision_signed1
317,Perform checks,2023-10-17 06:40:08,Clerk-000003,,0,Perform checks,perform checks,-1,0,0,Perform checks
317,Make decision_signed1,2023-10-17 06:40:08,Clerk-000003,collateral events(Make decision),0,Make decision_signed1,make decision,1074,0,1,Make decision_signed1
317,Make decision,2023-10-17 06:41:57,Manager-000004,,0,Make decision,make decision,1075,0,0,Make decision
317,Notify accept,2023-10-17 06:42:42,Manager-000006,,0,Notify accept,notify accept,-1,0,0,Notify accept
317,Make decision_signed1,2023-10-17 06:42:42,Manager-000006,collateral events(Make decision),0,Make decision_signed1,make decision,1076,0,1,Make decision_signed1
317,Deliver card,2023-10-17 06:43:48,Manager-000001,,0,Deliver card,deliver card,-1,0,0,Deliver card
317,Make decision_signed1,2023-10-17 06:43:49,Manager-000001,collateral events(Make decision),0,Make decision_signed1,make decision,1077,0,1,Make decision_signed1
317,EVENT 13 END,2023-10-17 06:44:42,,,0,EVENT 13 END,event 13 end,-1,0,0,EVENT 13 END
317,Make decision_signed1,2023-10-17 06:44:42,,collateral events(Make decision),0,Make decision_signed1,make decision,1078,0,1,Make decision_signed1
318,Check for completeness,2023-10-17 06:59:25,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
318,New online application received,2023-10-17 06:59:25,,,0,New online application received,new online application received,-1,0,0,New online application received
318,Perform checks,2023-10-17 07:00:56,Clerk-000005,,0,Perform checks,perform checks,-1,0,0,Perform checks
318,Make decision,2023-10-17 07:50:21,Manager-000005,,0,Make decision,make decision,-1,0,0,Make decision
318,notify reject,2023-10-17 07:50:57,Manager-000002,,0,notify reject,notify reject,-1,0,0,notify reject
318,time out,2023-10-17 07:51:15,,,0,time out,time out,-1,0,0,time out
318,EVENT 13 END,2023-10-17 07:51:25,,,0,EVENT 13 END,event 13 end,-1,0,0,EVENT 13 END
319,Check for completeness,2023-10-17 10:53:42,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
319,New online application received,2023-10-17 10:53:42,,,0,New online application received,new online application received,-1,0,0,New online application received
319,Request info,2023-10-17 11:09:03,Manager-000004,,0,Request info,request info,-1,0,0,Request info
319,info received,2023-10-17 11:34:22,,,0,info received,info received,-1,0,0,info received
319,Check for completeness,2023-10-17 11:34:32,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
319,Perform checks,2023-10-17 11:39:41,Clerk-000004,,0,Perform checks,perform checks,-1,0,0,Perform checks
319,Make decision,2023-10-17 11:48:26,Manager-000006,,0,Make decision,make decision,-1,0,0,Make decision
319,notify reject,2023-10-17 11:49:15,Manager-000005,,0,notify reject,notify reject,-1,0,0,notify reject
319,time out,2023-10-17 11:52:22,,,0,time out,time out,-1,0,0,time out
319,EVENT 13 END,2023-10-17 11:52:32,,,0,EVENT 13 END,event 13 end,-1,0,0,EVENT 13 END
320,Check for completeness,2023-10-17 11:02:02,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
320,New online application received,2023-10-17 11:02:02,,,0,New online application received,new online application received,-1,0,0,New online application received
320,Request info,2023-10-17 11:06:29,Manager-000003,,0,Request info,request info,-1,0,0,Request info
320,info received,2023-10-17 11:08:32,,,0,info received,info received,-1,0,0,info received
320,Check for completeness,2023-10-17 11:08:42,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
320,Perform checks,2023-10-17 11:10:03,Clerk-000006,,0,Perform checks,perform checks,-1,0,0,Perform checks
320,Make decision,2023-10-17 11:16:35,Manager-000001,,0,Make decision,make decision,-1,0,0,Make decision
320,notify reject,2023-10-17 11:40:59,Manager-000003,,0,notify reject,notify reject,-1,0,0,notify reject
320,time out,2023-10-17 11:48:43,,,0,time out,time out,-1,0,0,time out
320,EVENT 13 END,2023-10-17 11:48:53,,,0,EVENT 13 END,event 13 end,-1,0,0,EVENT 13 END
321,Check for completeness,2023-10-17 11:09:17,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
321,New online application received,2023-10-17 11:09:17,,,0,New online application received,new online application received,-1,0,0,New online application received
321,Perform checks,2023-10-17 11:11:06,Clerk-000005,,0,Perform checks,perform checks,-1,0,0,Perform checks
321,Make decision,2023-10-17 11:16:33,Manager-000006,,0,Make decision,make decision,-1,0,0,Make decision
321,notify reject,2023-10-17 11:18:37,Manager-000005,,0,notify reject,notify reject,-1,0,0,notify reject
321,review request received,2023-10-17 11:30:50,,,0,review request received,review request received,-1,0,0,review request received
321,Check for completeness,2023-10-17 11:31:00,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
321,Request info,2023-10-17 11:37:08,Manager-000002,,0,Request info,request info,-1,0,0,Request info
321,info received,2023-10-17 11:44:29,,,0,info received,info received,-1,0,0,info received
321,Check for completeness,2023-10-17 11:44:39,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
321,Request info,2023-10-17 11:52:00,Manager-000004,,0,Request info,request info,-1,0,0,Request info
321,info received,2023-10-17 12:05:35,,,0,info received,info received,-1,0,0,info received
321,Check for completeness,2023-10-17 12:05:45,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
321,Request info,2023-10-17 12:13:00,Manager-000001,,0,Request info,request info,-1,0,0,Request info
321,info received,2023-10-17 12:53:01,,,0,info received,info received,-1,0,0,info received
321,Check for completeness,2023-10-17 12:53:11,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
321,Perform checks,2023-10-17 12:57:02,Clerk-000005,,0,Perform checks,perform checks,-1,0,0,Perform checks
321,Make decision,2023-10-17 13:00:02,Manager-000004,,0,Make decision,make decision,-1,0,0,Make decision
321,Notify accept,2023-10-17 13:09:57,Manager-000002,,0,Notify accept,notify accept,-1,0,0,Notify accept
321,Deliver card,2023-10-17 13:28:11,Manager-000006,,0,Deliver card,deliver card,-1,0,0,Deliver card
321,EVENT 13 END,2023-10-17 13:37:11,,,0,EVENT 13 END,event 13 end,-1,0,0,EVENT 13 END
322,Check for completeness,2023-10-17 11:56:01,Clerk-000005,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
322,New online application received,2023-10-17 11:56:01,,,0,New online application received,new online application received,-1,0,0,New online application received
322,Perform checks,2023-10-17 12:08:13,Clerk-000002,,0,Perform checks,perform checks,-1,0,0,Perform checks
322,Make decision,2023-10-17 12:24:47,Manager-000002,,0,Make decision,make decision,-1,0,0,Make decision
322,notify reject,2023-10-17 12:25:01,Manager-000003,,0,notify reject,notify reject,-1,0,0,notify reject
322,time out,2023-10-17 12:31:33,,,0,time out,time out,-1,0,0,time out
322,EVENT 13 END,2023-10-17 12:31:43,,,0,EVENT 13 END,event 13 end,-1,0,0,EVENT 13 END
323,Check for completeness,2023-10-17 12:23:55,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
323,New online application received,2023-10-17 12:23:55,,,0,New online application received,new online application received,-1,0,0,New online application received
323,Request info,2023-10-17 12:30:43,Manager-000006,,0,Request info,request info,-1,0,0,Request info
323,info received,2023-10-17 12:43:03,,,0,info received,info received,-1,0,0,info received
323,Check for completeness,2023-10-17 12:43:13,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
323,Request info,2023-10-17 12:58:35,Manager-000005,,0,Request info,request info,-1,0,0,Request info
323,info received,2023-10-17 13:13:41,,,0,info received,info received,-1,0,0,info received
323,Check for completeness,2023-10-17 13:13:51,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
323,Request info,2023-10-17 13:23:27,Manager-000003,,0,Request info,request info,-1,0,0,Request info
323,info received,2023-10-17 13:29:06,,,0,info received,info received,-1,0,0,info received
323,Check for completeness,2023-10-17 13:29:16,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
323,Perform checks,2023-10-17 13:42:10,Clerk-000001,,0,Perform checks,perform checks,-1,0,0,Perform checks
323,Make decision,2023-10-17 13:50:40,Manager-000001,,0,Make decision,make decision,-1,0,0,Make decision
323,Notify accept,2023-10-17 13:56:35,Manager-000004,,0,Notify accept,notify accept,-1,0,0,Notify accept
323,Deliver card,2023-10-17 14:04:31,Manager-000005,,0,Deliver card,deliver card,-1,0,0,Deliver card
323,EVENT 13 END,2023-10-17 14:12:05,,,0,EVENT 13 END,event 13 end,-1,0,0,EVENT 13 END
324,Check for completeness,2023-10-17 14:42:30,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
324,New online application received,2023-10-17 14:42:30,,,0,New online application received,new online application received,-1,0,0,New online application received
324,Request info,2023-10-17 14:45:17,Manager-000002,,0,Request info,request info,-1,0,0,Request info
324,info received,2023-10-17 15:00:49,,,0,info received,info received,-1,0,0,info received
324,Check for completeness,2023-10-17 15:00:59,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
324,Perform checks,2023-10-17 15:06:01,Clerk-000006,,0,Perform checks,perform checks,-1,0,0,Perform checks
324,Make decision,2023-10-17 15:07:54,Manager-000003,,0,Make decision,make decision,-1,0,0,Make decision
324,notify reject,2023-10-17 15:13:36,Manager-000006,,0,notify reject,notify reject,-1,0,0,notify reject
324,time out,2023-10-17 15:20:16,,,0,time out,time out,-1,0,0,time out
324,EVENT 13 END,2023-10-17 15:20:26,,,0,EVENT 13 END,event 13 end,-1,0,0,EVENT 13 END
325,Check for completeness,2023-10-17 15:03:47,Clerk-000005,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
325,New online application received,2023-10-17 15:03:47,,,0,New online application received,new online application received,-1,0,0,New online application received
325,Request info,2023-10-17 15:15:00,Manager-000001,,0,Request info,request info,-1,0,0,Request info
325,info received,2023-10-17 15:35:11,,,0,info received,info received,-1,0,0,info received
325,Check for completeness,2023-10-17 15:35:21,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
325,Request info,2023-10-17 15:38:28,Manager-000004,,0,Request info,request info,-1,0,0,Request info
325,info received,2023-10-17 16:03:47,,,0,info received,info received,-1,0,0,info received
325,Check for completeness,2023-10-17 16:03:57,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
325,Perform checks,2023-10-17 16:19:48,Clerk-000006,,0,Perform checks,perform checks,-1,0,0,Perform checks
325,Make decision,2023-10-17 16:32:20,Manager-000005,,0,Make decision,make decision,-1,0,0,Make decision
325,notify reject,2023-10-17 16:33:37,Manager-000002,,0,notify reject,notify reject,-1,0,0,notify reject
325,review request received,2023-10-17 16:41:48,,,0,review request received,review request received,-1,0,0,review request received
325,Check for completeness,2023-10-17 16:41:58,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
325,Request info,2023-10-17 16:49:10,Manager-000001,,0,Request info,request info,-1,0,0,Request info
325,info received,2023-10-17 16:58:20,,,0,info received,info received,-1,0,0,info received
325,Check for completeness,2023-10-17 16:58:30,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
325,Request info,2023-10-17 17:16:09,Manager-000005,,0,Request info,request info,-1,0,0,Request info
325,info received,2023-10-17 17:18:31,,,0,info received,info received,-1,0,0,info received
325,Check for completeness,2023-10-17 17:18:41,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
325,Perform checks,2023-10-17 17:51:33,Clerk-000002,,0,Perform checks,perform checks,-1,0,0,Perform checks
325,Make decision,2023-10-17 17:52:26,Manager-000002,,0,Make decision,make decision,-1,0,0,Make decision
325,Notify accept,2023-10-17 17:52:48,Manager-000001,,0,Notify accept,notify accept,-1,0,0,Notify accept
325,Deliver card,2023-10-17 18:11:54,Manager-000003,,0,Deliver card,deliver card,-1,0,0,Deliver card
325,EVENT 13 END,2023-10-17 18:12:41,,,0,EVENT 13 END,event 13 end,-1,0,0,EVENT 13 END
326,Check for completeness,2023-10-17 15:57:41,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
326,New online application received,2023-10-17 15:57:41,,,0,New online application received,new online application received,-1,0,0,New online application received
326,Perform checks,2023-10-17 16:00:21,Clerk-000003,,0,Perform checks,perform checks,-1,0,0,Perform checks
326,Make decision,2023-10-17 16:34:09,Manager-000003,,0,Make decision,make decision,-1,0,0,Make decision
326,notify reject,2023-10-17 16:41:30,Manager-000006,,0,notify reject,notify reject,-1,0,0,notify reject
326,review request received,2023-10-17 16:41:36,,,0,review request received,review request received,-1,0,0,review request received
326,Check for completeness,2023-10-17 16:41:46,Clerk-000005,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
326,Perform checks,2023-10-17 16:50:46,Clerk-000001,,0,Perform checks,perform checks,-1,0,0,Perform checks
326,Make decision,2023-10-17 17:21:32,Manager-000003,,0,Make decision,make decision,-1,0,0,Make decision
326,notify reject,2023-10-17 17:21:58,Manager-000006,,0,notify reject,notify reject,-1,0,0,notify reject
326,time out,2023-10-17 17:23:08,,,0,time out,time out,-1,0,0,time out
326,EVENT 13 END,2023-10-17 17:23:18,,,0,EVENT 13 END,event 13 end,-1,0,0,EVENT 13 END
327,Check for completeness,2023-10-17 17:04:17,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
327,New online application received,2023-10-17 17:04:17,,,0,New online application received,new online application received,-1,0,0,New online application received
327,Request info,2023-10-17 17:07:29,Manager-000004,,0,Request info,request info,-1,0,0,Request info
327,info received,2023-10-17 17:59:20,,,0,info received,info received,-1,0,0,info received
327,Check for completeness,2023-10-17 17:59:30,Clerk-000005,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
327,Perform checks,2023-10-17 18:00:48,Clerk-000006,,0,Perform checks,perform checks,-1,0,0,Perform checks
327,Make decision,2023-10-17 18:02:10,Manager-000005,,0,Make decision,make decision,-1,0,0,Make decision
327,notify reject,2023-10-17 18:19:58,Manager-000006,,0,notify reject,notify reject,-1,0,0,notify reject
327,time out,2023-10-17 18:35:57,,,0,time out,time out,-1,0,0,time out
327,EVENT 13 END,2023-10-17 18:36:07,,,0,EVENT 13 END,event 13 end,-1,0,0,EVENT 13 END
328,Check for completeness,2023-10-17 21:59:47,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
328,New online application received,2023-10-17 21:59:47,,,0,New online application received,new online application received,-1,0,0,New online application received
328,Perform checks,2023-10-17 22:16:28,Clerk-000001,,0,Perform checks,perform checks,-1,0,0,Perform checks
328,Make decision,2023-10-17 22:23:56,Manager-000002,,0,Make decision,make decision,-1,0,0,Make decision
328,Notify accept,2023-10-17 22:45:43,Manager-000004,,0,Notify accept,notify accept,-1,0,0,Notify accept
328,Deliver card,2023-10-17 22:49:39,Manager-000001,,0,Deliver card,deliver card,-1,0,0,Deliver card
328,EVENT 13 END,2023-10-17 22:51:58,,,0,EVENT 13 END,event 13 end,-1,0,0,EVENT 13 END
329,Check for completeness,2023-10-17 22:40:47,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0,Check for completeness
329,New online application received,2023-10-17 22:40:47,,,0,New online application received,new online application received,-1,0,0,New online application received
329,Make decision_signed1,2023-10-17 22:40:47,,collateral events(Make decision),0,Make decision_signed1,make decision,1079,0,1,Make decision_signed1
329,Request info,2023-10-17 23:17:55,Manager-000006,,0,Request info,request info,-1,0,0,Request info
329,Make decision_signed1,2023-10-17 23:17:56,Manager-000006,collateral events(Make decision),0,Make decision_signed1,make decision,1080,0,1,Make decision_signed1
329,info received,2023-10-17 23:21:45,,,0,info received,info received,-1,0,0,info received
329,Make decision_signed1,2023-10-17 23:21:46,,collateral events(Make decision),0,Make decision_signed1,make decision,1081,0,1,Make decision_signed1
