Case,Timestamp,Resource,Activity,Activity_fixed,label
2347,2024-08-15 20:46:40,Barman-000003,prepare drinks,prepare drinks,nan
2347,2024-08-15 20:48:07,Barman-000001,Bring drinks,Bring drinks,nan
2347,2024-08-15 20:58:16,Waiter-000002,Review drinks,Review drinks,nan
2347,2024-08-21 00:38:56,Cook-000003,Signal food complete,Signal food complete,nan
2347,2024-08-21 00:41:06,Cook helper-000001,Bring food,Bring food,nan
2347,2024-08-21 00:49:25,Waiter-000002,Deliver to customer,Deliver to customer,nan
2347,2024-08-21 00:50:56,,EVENT 8 END,EVENT 8 END,nan
235,2024-05-15 20:45:00,Waiter-000003,Take order,Take order,nan
235,2024-05-15 20:45:00,,start,start,nan
235,2024-05-15 20:45:49,Waiter-000005,Review order,Review order,nan
235,2024-05-15 20:46:03,Barman-000001,prepare drinks,prepare drinks,nan
235,2024-05-15 20:54:21,Barman-000002,Bring drinks,Bring drinks,nan
235,2024-05-15 21:00:31,Waiter-000005,Review drinks,Review drinks,nan
235,2024-05-15 21:00:35,Barman-000001,prepare drinks,prepare drinks,nan
235,2024-05-15 21:01:49,Barman-000001,Bring drinks,Bring drinks,nan
235,2024-05-15 21:03:19,Waiter-000001,Review drinks,Review drinks,nan
235,2024-05-15 21:05:52,Barman-000003,prepare drinks,prepare drinks,nan
235,2024-05-15 21:09:59,Barman-000002,Bring drinks,Bring drinks,nan
235,2024-05-15 21:22:30,Waiter-000005,Review drinks,Review drinks,nan
235,2024-05-15 23:39:17,Cook-000001,Prepare main course,Prepare main course,nan
235,2024-05-16 01:19:54,Cook-000002,Signal food complete,Signal food complete,nan
235,2024-05-16 01:48:58,Cook helper-000003,Bring food,Bring food,nan
235,2024-05-16 18:01:13,,EVENT 8 END,EVENT 8 END,nan
2352,2024-08-15 22:00:00,Waiter-000003,Take order,Take order,nan
2352,2024-08-15 22:00:00,,start,start,nan
2352,2024-08-15 22:00:49,Waiter-000004,Review order,Review order,nan
2352,2024-08-15 22:01:40,Barman-000003,prepare drinks,prepare drinks,nan
2352,2024-08-15 22:06:57,Barman-000002,Bring drinks,Bring drinks,nan
2352,2024-08-15 22:07:16,Waiter-000005,Review drinks,Review drinks,nan
2352,2024-08-21 01:27:31,Cook-000001,Prepare main course,Prepare main course,nan
2352,2024-08-27 00:18:44,Cook-000002,Signal food complete,Signal food complete,nan
2352,2024-08-27 00:19:27,Cook helper-000002,Bring food,Bring food,nan
2352,2024-08-27 00:24:38,Waiter-000001,Deliver to customer,Deliver to customer,nan
2352,2024-08-27 00:26:22,,EVENT 8 END,EVENT 8 END,nan
2356,2024-08-15 23:00:00,Waiter-000003,Take order,Take order,nan
2356,2024-08-15 23:00:00,,start,start,nan
2356,2024-08-15 23:00:09,Waiter-000002,Review order,Review order,nan
2356,2024-08-15 23:00:19,Barman-000001,prepare drinks,prepare drinks,nan
2356,2024-08-15 23:14:34,Barman-000003,Bring drinks,Bring drinks,nan
2356,2024-08-15 23:22:43,Waiter-000002,Review drinks,Review drinks,nan
2356,2024-08-21 18:13:17,Cook-000001,Prepare main course,Prepare main course,nan
2356,2024-08-27 01:16:46,Cook-000003,Signal food complete,Signal food complete,nan
2356,2024-08-27 01:22:13,Cook helper-000001,Bring food,Bring food,nan
2356,2024-08-27 01:25:56,Waiter-000001,Deliver to customer,Deliver to customer,nan
2356,2024-08-27 01:27:58,,EVENT 8 END,EVENT 8 END,nan
2357,2024-08-15 23:15:00,Waiter-000001,Take order,Take order,nan
2357,2024-08-15 23:15:00,,start,start,nan
2357,2024-08-15 23:15:08,Waiter-000004,Review order,Review order,nan
2357,2024-08-15 23:15:36,Barman-000001,prepare drinks,prepare drinks,nan
2357,2024-08-15 23:19:00,Barman-000001,Bring drinks,Bring drinks,nan
2357,2024-08-15 23:20:00,Waiter-000003,Review drinks,Review drinks,nan
2357,2024-08-21 18:25:58,Cook-000002,Prepare main course,Prepare main course,nan
2357,2024-08-27 01:18:56,Cook-000001,Signal food complete,Signal food complete,nan
2357,2024-08-27 01:55:23,Cook helper-000002,Bring food,Bring food,nan
2357,2024-08-27 01:57:30,Waiter-000001,Deliver to customer,Deliver to customer,nan
2357,2024-08-27 18:01:54,,EVENT 8 END,EVENT 8 END,nan
2358,2024-08-15 23:30:00,Waiter-000003,Take order,Take order,nan
2358,2024-08-15 23:30:00,,start,start,nan
2358,2024-08-15 23:31:30,Waiter-000005,Review order,Review order,nan
2358,2024-08-15 23:31:42,Cook helper-000002,Prepare starter,Prepare starter,nan
2358,2024-08-15 23:31:42,Barman-000001,prepare drinks,prepare drinks,nan
2358,2024-08-15 23:35:13,Barman-000003,Bring drinks,Bring drinks,nan
2358,2024-08-15 23:38:46,Waiter-000001,Review drinks,Review drinks,nan
2358,2024-08-21 18:28:37,Cook-000001,Signal food complete,Signal food complete,nan
2358,2024-08-21 20:00:59,Cook helper-000003,Bring food,Bring food,nan
2358,2024-08-21 20:10:40,Waiter-000002,Deliver to customer,Deliver to customer,nan
2358,2024-08-21 20:11:31,,EVENT 8 END,EVENT 8 END,nan
2360,2024-08-16 00:00:00,Waiter-000002,Take order,Take order,nan
2360,2024-08-16 00:00:00,,start,start,nan
2360,2024-08-16 00:00:36,Waiter-000004,Review order,Review order,nan
2360,2024-08-16 00:01:35,Barman-000003,prepare drinks,prepare drinks,nan
2360,2024-08-16 00:03:44,Barman-000002,Bring drinks,Bring drinks,nan
2360,2024-08-16 00:09:09,Waiter-000003,Review drinks,Review drinks,nan
2360,2024-08-21 18:58:58,Cook-000002,Prepare main course,Prepare main course,nan
2360,2024-08-27 01:55:23,Cook-000001,Signal food complete,Signal food complete,nan
2360,2024-08-27 18:47:26,Cook helper-000001,Bring food,Bring food,nan
2360,2024-08-27 18:50:44,Waiter-000005,Deliver to customer,Deliver to customer,nan
2360,2024-08-27 18:51:20,,EVENT 8 END,EVENT 8 END,nan
2361,2024-08-16 00:15:00,Waiter-000005,Take order,Take order,nan
2361,2024-08-16 00:15:00,,start,start,nan
2361,2024-08-16 00:17:13,Waiter-000001,Review order,Review order,nan
2361,2024-08-16 00:17:25,Barman-000001,prepare drinks,prepare drinks,nan
2361,2024-08-16 00:34:16,Barman-000003,Bring drinks,Bring drinks,nan
2361,2024-08-16 00:45:01,Waiter-000004,Review drinks,Review drinks,nan
2361,2024-08-16 00:45:03,Barman-000002,prepare drinks,prepare drinks,nan
2361,2024-08-16 00:47:36,Barman-000003,Bring drinks,Bring drinks,nan
2361,2024-08-16 01:11:18,Waiter-000002,Review drinks,Review drinks,nan
2361,2024-08-21 19:16:58,Cook-000002,Prepare main course,Prepare main course,nan
2361,2024-08-27 18:17:31,Cook-000003,Signal food complete,Signal food complete,nan
2361,2024-08-27 18:24:43,Cook helper-000002,Bring food,Bring food,nan
2361,2024-08-27 18:29:23,Waiter-000004,Deliver to customer,Deliver to customer,nan
2361,2024-08-27 18:29:55,,EVENT 8 END,EVENT 8 END,nan
2362,2024-08-16 00:30:00,Waiter-000003,Take order,Take order,nan
2362,2024-08-16 00:30:00,,start,start,nan
2362,2024-08-16 00:34:55,Waiter-000005,Review order,Review order,nan
2362,2024-08-16 00:36:47,Barman-000002,prepare drinks,prepare drinks,nan
2362,2024-08-16 00:42:41,Waiter-000001,Review drinks,Review drinks,nan
2362,2024-08-16 00:45:05,Barman-000001,prepare drinks,prepare drinks,nan
2362,2024-08-16 00:53:01,Barman-000001,Bring drinks,Bring drinks,nan
2362,2024-08-16 00:54:42,Waiter-000001,Review drinks,Review drinks,nan
2362,2024-08-21 19:56:59,Cook-000002,Prepare main course,Prepare main course,nan
2362,2024-08-27 18:31:28,Cook-000003,Signal food complete,Signal food complete,nan
2362,2024-08-27 19:08:07,Cook helper-000001,Bring food,Bring food,nan
2362,2024-08-27 19:13:58,Waiter-000002,Deliver to customer,Deliver to customer,nan
2362,2024-08-27 19:14:13,,EVENT 8 END,EVENT 8 END,nan
2363,2024-08-16 00:45:00,Waiter-000002,Take order,Take order,nan
2363,2024-08-16 00:45:00,,start,start,nan
2363,2024-08-16 00:45:28,Waiter-000003,Review order,Review order,nan
2363,2024-08-16 00:47:58,Cook helper-000003,Prepare starter,Prepare starter,nan
2363,2024-08-16 00:47:58,Barman-000002,prepare drinks,prepare drinks,nan
2363,2024-08-16 00:50:33,Barman-000002,Bring drinks,Bring drinks,nan
2363,2024-08-16 00:50:56,Waiter-000004,Review drinks,Review drinks,nan
2363,2024-08-16 00:59:00,Barman-000001,Bring drinks,Bring drinks,nan
2363,2024-08-16 00:59:59,Waiter-000002,Review drinks,Review drinks,nan
2363,2024-08-16 01:00:05,Barman-000002,prepare drinks,prepare drinks,nan
2363,2024-08-16 01:06:46,Barman-000002,Bring drinks,Bring drinks,nan
2363,2024-08-16 01:08:43,Waiter-000001,Review drinks,Review drinks,nan
2363,2024-08-21 20:07:59,Cook-000003,Prepare main course,Prepare main course,nan
2363,2024-08-27 18:42:47,Cook-000002,Signal food complete,Signal food complete,nan
2363,2024-08-27 19:18:41,Cook helper-000001,Bring food,Bring food,nan
2363,2024-08-27 19:35:08,Waiter-000002,Deliver to customer,Deliver to customer,nan
2363,2024-08-27 19:36:27,,EVENT 8 END,EVENT 8 END,nan
237,2024-05-15 21:15:00,Waiter-000002,Take order,Take order,nan
237,2024-05-15 21:15:00,,start,start,nan
237,2024-05-15 21:15:27,Waiter-000004,Review order,Review order,nan
237,2024-05-15 21:15:49,Cook helper-000001,Prepare starter,Prepare starter,nan
237,2024-05-15 21:15:49,Barman-000003,prepare drinks,prepare drinks,nan
237,2024-05-15 21:29:28,Barman-000001,Bring drinks,Bring drinks,nan
237,2024-05-15 21:30:26,Waiter-000001,Review drinks,Review drinks,nan
237,2024-05-16 00:20:06,Cook-000002,Prepare main course,Prepare main course,nan
237,2024-05-16 01:36:26,Cook-000003,Signal food complete,Signal food complete,nan
237,2024-05-16 18:01:22,Cook helper-000001,Bring food,Bring food,nan
237,2024-05-16 18:10:34,Waiter-000003,Deliver to customer,Deliver to customer,nan
237,2024-05-16 18:16:30,,EVENT 8 END,EVENT 8 END,nan
2373,2024-08-16 19:15:00,Waiter-000004,Take order,Take order,nan
2373,2024-08-16 19:15:00,,start,start,nan
2373,2024-08-16 19:15:04,Waiter-000001,Review order,Review order,nan
2373,2024-08-16 19:17:00,Barman-000002,prepare drinks,prepare drinks,nan
2373,2024-08-16 19:24:42,Barman-000003,Bring drinks,Bring drinks,nan
2373,2024-08-16 19:26:02,Waiter-000002,Review drinks,Review drinks,nan
2373,2024-08-21 22:14:03,Cook-000001,Prepare main course,Prepare main course,nan
2373,2024-08-27 20:04:10,Cook-000001,Signal food complete,Signal food complete,nan
2373,2024-08-27 20:32:00,Cook helper-000003,Bring food,Bring food,nan
2373,2024-08-27 20:33:02,Waiter-000005,Deliver to customer,Deliver to customer,nan
2373,2024-08-27 20:33:06,,EVENT 8 END,EVENT 8 END,nan
2374,2024-08-16 19:30:00,Waiter-000005,Take order,Take order,nan
2374,2024-08-16 19:30:00,,start,start,nan
2374,2024-08-16 19:32:01,Waiter-000004,Review order,Review order,nan
2374,2024-08-16 19:35:19,Barman-000001,prepare drinks,prepare drinks,nan
2374,2024-08-16 19:45:20,Barman-000002,Bring drinks,Bring drinks,nan
2374,2024-08-16 19:47:58,Waiter-000005,Review drinks,Review drinks,nan
2374,2024-08-21 22:14:41,Cook-000001,Prepare main course,Prepare main course,nan
2374,2024-08-27 21:09:42,Cook-000003,Signal food complete,Signal food complete,nan
2374,2024-08-27 21:34:40,Cook helper-000003,Bring food,Bring food,nan
2374,2024-08-27 21:46:46,Waiter-000003,Deliver to customer,Deliver to customer,nan
2374,2024-08-27 21:47:54,,EVENT 8 END,EVENT 8 END,nan
2376,2024-08-16 20:00:00,Waiter-000003,Take order,Take order,nan
2376,2024-08-16 20:01:19,Barman-000001,prepare drinks,prepare drinks,nan
2376,2024-08-16 20:04:02,Barman-000003,Bring drinks,Bring drinks,nan
2376,2024-08-16 20:11:16,Waiter-000005,Review drinks,Review drinks,nan
2376,2024-08-21 22:56:04,Cook-000003,Prepare main course,Prepare main course,nan
2376,2024-08-27 20:50:38,Cook-000001,Signal food complete,Signal food complete,nan
2376,2024-08-27 20:52:30,Cook helper-000003,Bring food,Bring food,nan
2376,2024-08-27 20:57:24,Waiter-000005,Deliver to customer,Deliver to customer,nan
2376,2024-08-27 20:58:13,,EVENT 8 END,EVENT 8 END,nan
2377,2024-08-16 20:15:00,Waiter-000004,Take order,Take order,nan
2377,2024-08-16 20:15:00,,start,start,nan
2377,2024-08-16 20:15:03,Waiter-000003,Review order,Review order,nan
2377,2024-08-16 20:16:58,Cook helper-000002,Prepare starter,Prepare starter,nan
2377,2024-08-16 20:16:58,Barman-000001,prepare drinks,prepare drinks,nan
2377,2024-08-16 20:18:39,Barman-000002,Bring drinks,Bring drinks,nan
2377,2024-08-16 20:22:40,Waiter-000001,Review drinks,Review drinks,nan
2377,2024-08-21 23:11:42,Cook-000003,Signal food complete,Signal food complete,nan
2377,2024-08-22 00:06:29,Cook helper-000001,Bring food,Bring food,nan
2377,2024-08-22 00:20:13,Waiter-000003,Deliver to customer,Deliver to customer,nan
2377,2024-08-22 00:20:46,,EVENT 8 END,EVENT 8 END,nan
2379,2024-08-16 20:45:00,Waiter-000003,Take order,Take order,nan
2379,2024-08-16 20:45:00,,start,start,nan
2379,2024-08-16 20:50:34,Waiter-000002,Review order,Review order,nan
2379,2024-08-16 20:50:41,Barman-000003,prepare drinks,prepare drinks,nan
2379,2024-08-16 20:54:17,Barman-000002,Bring drinks,Bring drinks,nan
2379,2024-08-16 21:00:19,Waiter-000005,Review drinks,Review drinks,nan
2379,2024-08-21 23:53:07,Cook-000002,Prepare main course,Prepare main course,nan
2379,2024-08-27 21:45:40,Cook-000001,Signal food complete,Signal food complete,nan
2379,2024-08-27 23:01:35,Cook helper-000003,Bring food,Bring food,nan
2379,2024-08-27 23:05:49,Waiter-000002,Deliver to customer,Deliver to customer,nan
2379,2024-08-27 23:06:20,,EVENT 8 END,EVENT 8 END,nan
2382,2024-08-16 21:30:00,Waiter-000002,Take order,Take order,nan
2382,2024-08-16 21:30:00,,start,start,nan
2382,2024-08-16 21:31:32,Waiter-000001,Review order,Review order,nan
2382,2024-08-16 21:32:30,Cook helper-000002,Prepare starter,Prepare starter,nan
2382,2024-08-16 21:32:30,Barman-000002,prepare drinks,prepare drinks,nan
2382,2024-08-16 21:32:47,Barman-000003,Bring drinks,Bring drinks,nan
2382,2024-08-16 21:33:51,Waiter-000004,Review drinks,Review drinks,nan
2382,2024-08-22 00:37:34,Cook-000001,Prepare main course,Prepare main course,nan
2382,2024-08-27 23:28:49,Cook-000001,Signal food complete,Signal food complete,nan
2382,2024-08-28 00:18:10,Cook helper-000003,Bring food,Bring food,nan
2382,2024-08-28 00:24:12,Waiter-000002,Deliver to customer,Deliver to customer,nan
2382,2024-08-28 00:26:25,,EVENT 8 END,EVENT 8 END,nan
2388,2024-08-16 23:00:00,Waiter-000002,Take order,Take order,nan
2388,2024-08-16 23:00:00,,start,start,nan
2388,2024-08-16 23:00:56,Waiter-000001,Review order,Review order,nan
2388,2024-08-16 23:01:24,Cook helper-000002,Prepare starter,Prepare starter,nan
2388,2024-08-16 23:01:24,Barman-000002,prepare drinks,prepare drinks,nan
2388,2024-08-16 23:03:40,Barman-000003,Bring drinks,Bring drinks,nan
2388,2024-08-16 23:08:35,Waiter-000004,Review drinks,Review drinks,nan
2388,2024-08-22 18:30:05,Cook-000002,Signal food complete,Signal food complete,nan
2388,2024-08-22 18:52:48,Cook helper-000002,Bring food,Bring food,nan
2388,2024-08-22 19:20:59,Waiter-000002,Deliver to customer,Deliver to customer,nan
2388,2024-08-22 19:21:32,,EVENT 8 END,EVENT 8 END,nan
239,2024-05-15 21:45:00,Waiter-000002,Take order,Take order,nan
239,2024-05-15 21:45:00,,start,start,nan
239,2024-05-15 21:45:58,Waiter-000001,Review order,Review order,nan
239,2024-05-15 21:46:26,Barman-000002,prepare drinks,prepare drinks,nan
239,2024-05-15 21:48:46,Barman-000003,Bring drinks,Bring drinks,nan
239,2024-05-15 21:55:43,Waiter-000005,Review drinks,Review drinks,nan
239,2024-05-16 00:24:00,Cook-000002,Prepare main course,Prepare main course,nan
239,2024-05-16 01:48:58,Cook-000002,Signal food complete,Signal food complete,nan
239,2024-05-16 01:57:56,Cook helper-000002,Bring food,Bring food,nan
239,2024-05-16 18:06:52,Waiter-000002,Deliver to customer,Deliver to customer,nan
239,2024-05-16 18:08:31,,EVENT 8 END,EVENT 8 END,nan
2393,2024-08-17 00:15:00,,start,start,nan
2393,2024-08-17 00:18:16,Waiter-000005,Review order,Review order,nan
2393,2024-08-17 00:19:01,Cook helper-000001,Prepare starter,Prepare starter,nan
2393,2024-08-17 00:19:01,Barman-000002,prepare drinks,prepare drinks,nan
2393,2024-08-17 00:19:31,Barman-000003,Bring drinks,Bring drinks,nan
2393,2024-08-17 00:23:18,Waiter-000003,Review drinks,Review drinks,nan
2393,2024-08-22 19:24:17,Cook-000002,Prepare main course,Prepare main course,nan
2393,2024-08-28 01:41:45,Cook-000001,Signal food complete,Signal food complete,nan
2393,2024-08-28 01:58:15,Cook helper-000001,Bring food,Bring food,nan
2393,2024-08-28 01:58:36,Waiter-000005,Deliver to customer,Deliver to customer,nan
2393,2024-08-28 18:02:40,,EVENT 8 END,EVENT 8 END,nan
240,2024-05-15 22:00:00,Waiter-000003,Take order,Take order,nan
240,2024-05-15 22:00:00,,start,start,nan
240,2024-05-15 22:00:21,Waiter-000002,Review order,Review order,nan
240,2024-05-15 22:03:46,Barman-000001,prepare drinks,prepare drinks,nan
240,2024-05-15 22:07:17,Barman-000002,Bring drinks,Bring drinks,nan
240,2024-05-15 22:14:49,Waiter-000004,Review drinks,Review drinks,nan
240,2024-05-15 22:18:00,Barman-000001,prepare drinks,prepare drinks,nan
240,2024-05-15 22:24:25,Barman-000003,Bring drinks,Bring drinks,nan
240,2024-05-15 22:25:02,Waiter-000001,Review drinks,Review drinks,nan
240,2024-05-16 00:29:36,Cook-000001,Prepare main course,Prepare main course,nan
240,2024-05-16 01:57:56,Cook-000002,Signal food complete,Signal food complete,nan
240,2024-05-16 18:18:53,Cook helper-000001,Bring food,Bring food,nan
2403,2024-08-19 18:45:00,,start,start,nan
2403,2024-08-19 18:46:05,Waiter-000002,Review order,Review order,nan
2403,2024-08-19 18:46:23,Barman-000001,prepare drinks,prepare drinks,nan
2403,2024-08-19 18:50:12,Barman-000002,Bring drinks,Bring drinks,nan
2403,2024-08-19 18:50:48,Waiter-000003,Review drinks,Review drinks,nan
2403,2024-08-22 22:48:03,Cook-000001,Prepare main course,Prepare main course,nan
2403,2024-08-28 20:46:20,Cook-000001,Signal food complete,Signal food complete,nan
2403,2024-08-28 21:08:46,Cook helper-000001,Bring food,Bring food,nan
2403,2024-08-28 21:12:51,Waiter-000005,Deliver to customer,Deliver to customer,nan
2403,2024-08-28 21:14:23,,EVENT 8 END,EVENT 8 END,nan
2404,2024-08-19 19:00:00,Waiter-000004,Take order,Take order,nan
2404,2024-08-19 19:00:00,,start,start,nan
2404,2024-08-19 19:01:59,Waiter-000002,Review order,Review order,nan
2404,2024-08-19 19:02:39,Cook helper-000002,Prepare starter,Prepare starter,nan
2404,2024-08-19 19:02:39,Barman-000003,prepare drinks,prepare drinks,nan
2404,2024-08-19 19:10:18,Barman-000001,Bring drinks,Bring drinks,nan
2404,2024-08-19 19:24:56,Waiter-000005,Review drinks,Review drinks,nan
2404,2024-08-22 23:05:02,Cook-000003,Prepare main course,Prepare main course,nan
2404,2024-08-28 20:37:36,Cook-000003,Signal food complete,Signal food complete,nan
2404,2024-08-28 22:40:27,Cook helper-000002,Bring food,Bring food,nan
2404,2024-08-28 22:45:08,Waiter-000003,Deliver to customer,Deliver to customer,nan
2404,2024-08-28 22:45:23,,EVENT 8 END,EVENT 8 END,nan
2407,2024-08-19 19:45:00,Waiter-000005,Take order,Take order,nan
2407,2024-08-19 19:45:00,,start,start,nan
2407,2024-08-19 19:46:03,Waiter-000001,Review order,Review order,nan
2407,2024-08-19 19:46:24,Barman-000003,prepare drinks,prepare drinks,nan
2407,2024-08-19 19:53:19,Barman-000001,Bring drinks,Bring drinks,nan
2407,2024-08-19 19:56:04,Waiter-000005,Review drinks,Review drinks,nan
2407,2024-08-19 19:57:51,Barman-000002,prepare drinks,prepare drinks,nan
2407,2024-08-19 19:59:35,Barman-000003,Bring drinks,Bring drinks,nan
2407,2024-08-19 20:04:12,Waiter-000003,Review drinks,Review drinks,nan
2407,2024-08-19 20:07:11,Barman-000002,prepare drinks,prepare drinks,nan
2407,2024-08-19 20:08:44,Barman-000003,Bring drinks,Bring drinks,nan
2407,2024-08-19 20:11:21,Waiter-000005,Review drinks,Review drinks,nan
2407,2024-08-23 00:09:10,Cook-000001,Prepare main course,Prepare main course,nan
2407,2024-08-28 21:28:56,Cook-000002,Signal food complete,Signal food complete,nan
2407,2024-08-28 21:56:29,Waiter-000003,Deliver to customer,Deliver to customer,nan
2407,2024-08-28 22:00:01,,EVENT 8 END,EVENT 8 END,nan
2408,2024-08-19 20:00:00,Waiter-000001,Take order,Take order,nan
2408,2024-08-19 20:00:00,,start,start,nan
2408,2024-08-19 20:03:28,Waiter-000002,Review order,Review order,nan
2408,2024-08-19 20:04:49,Barman-000001,prepare drinks,prepare drinks,nan
2408,2024-08-19 20:11:20,Barman-000002,Bring drinks,Bring drinks,nan
2408,2024-08-19 20:12:37,Waiter-000004,Review drinks,Review drinks,nan
2408,2024-08-23 00:29:24,Cook-000001,Prepare main course,Prepare main course,nan
2408,2024-08-28 21:54:59,Cook-000002,Signal food complete,Signal food complete,nan
2408,2024-08-28 22:59:03,Cook helper-000002,Bring food,Bring food,nan
2408,2024-08-28 23:10:40,Waiter-000003,Deliver to customer,Deliver to customer,nan
2408,2024-08-28 23:13:17,,EVENT 8 END,EVENT 8 END,nan
241,2024-05-15 22:15:00,Waiter-000005,Take order,Take order,nan
241,2024-05-15 22:15:00,,start,start,nan
241,2024-05-15 22:15:37,Waiter-000003,Review order,Review order,nan
241,2024-05-15 22:16:15,Barman-000003,prepare drinks,prepare drinks,nan
241,2024-05-15 22:21:06,Barman-000002,Bring drinks,Bring drinks,nan
241,2024-05-15 22:31:27,Waiter-000004,Review drinks,Review drinks,nan
241,2024-05-15 22:32:00,Barman-000001,prepare drinks,prepare drinks,nan
241,2024-05-15 22:32:34,Barman-000003,Bring drinks,Bring drinks,nan
241,2024-05-15 22:42:40,Waiter-000005,Review drinks,Review drinks,nan
241,2024-05-16 00:32:10,Cook-000001,Prepare main course,Prepare main course,nan
241,2024-05-16 18:16:35,Cook helper-000002,Bring food,Bring food,nan
241,2024-05-16 18:20:21,Waiter-000005,Deliver to customer,Deliver to customer,nan
241,2024-05-16 18:27:28,,EVENT 8 END,EVENT 8 END,nan
2413,2024-08-19 21:15:00,Waiter-000001,Take order,Take order,nan
2413,2024-08-19 21:15:00,,start,start,nan
2413,2024-08-19 21:18:43,Waiter-000002,Review order,Review order,nan
2413,2024-08-19 21:19:34,Barman-000001,prepare drinks,prepare drinks,nan
2413,2024-08-19 21:27:20,Barman-000003,Bring drinks,Bring drinks,nan
2413,2024-08-19 21:28:28,Waiter-000004,Review drinks,Review drinks,nan
2413,2024-08-19 21:29:06,Barman-000002,prepare drinks,prepare drinks,nan
2413,2024-08-19 21:30:15,Barman-000001,Bring drinks,Bring drinks,nan
2413,2024-08-19 21:32:13,Waiter-000001,Review drinks,Review drinks,nan
2413,2024-08-19 21:32:50,Barman-000003,prepare drinks,prepare drinks,nan
2413,2024-08-19 21:40:11,Barman-000002,Bring drinks,Bring drinks,nan
2413,2024-08-19 21:46:37,Waiter-000003,Review drinks,Review drinks,nan
2413,2024-08-23 01:55:02,Cook-000001,Prepare main course,Prepare main course,nan
2413,2024-08-29 00:52:01,Cook helper-000003,Bring food,Bring food,nan
2413,2024-08-29 00:53:38,Waiter-000003,Deliver to customer,Deliver to customer,nan
2413,2024-08-29 00:53:41,,EVENT 8 END,EVENT 8 END,nan
2421,2024-08-19 23:15:00,Waiter-000001,Take order,Take order,nan
2421,2024-08-19 23:15:56,Waiter-000002,Review order,Review order,nan
2421,2024-08-19 23:16:43,Cook helper-000001,Prepare starter,Prepare starter,nan
2421,2024-08-19 23:16:43,Barman-000001,prepare drinks,prepare drinks,nan
2421,2024-08-19 23:16:51,Barman-000002,Bring drinks,Bring drinks,nan
2421,2024-08-19 23:17:40,Waiter-000004,Review drinks,Review drinks,nan
2421,2024-08-19 23:18:02,Barman-000003,prepare drinks,prepare drinks,nan
2421,2024-08-19 23:20:27,Barman-000001,Bring drinks,Bring drinks,nan
2421,2024-08-19 23:28:26,Waiter-000001,Review drinks,Review drinks,nan
2421,2024-08-19 23:30:18,Barman-000002,prepare drinks,prepare drinks,nan
2421,2024-08-19 23:31:36,Barman-000003,Bring drinks,Bring drinks,nan
2421,2024-08-19 23:31:41,Waiter-000004,Review drinks,Review drinks,nan
2421,2024-08-23 19:31:51,Cook-000001,Prepare main course,Prepare main course,nan
2421,2024-08-29 01:17:23,Cook-000003,Signal food complete,Signal food complete,nan
2421,2024-08-29 18:56:30,Cook helper-000001,Bring food,Bring food,nan
2421,2024-08-29 18:57:43,Waiter-000001,Deliver to customer,Deliver to customer,nan
2421,2024-08-29 18:58:32,,EVENT 8 END,EVENT 8 END,nan
2426,2024-08-20 00:30:00,Waiter-000004,Take order,Take order,nan
2426,2024-08-20 00:30:00,,start,start,nan
2426,2024-08-20 00:34:25,Waiter-000002,Review order,Review order,nan
2426,2024-08-20 00:35:23,Barman-000003,prepare drinks,prepare drinks,nan
2426,2024-08-20 01:22:11,Waiter-000001,Review drinks,Review drinks,nan
2426,2024-08-23 21:15:32,Cook-000002,Prepare main course,Prepare main course,nan
2426,2024-08-29 19:41:16,Cook-000003,Signal food complete,Signal food complete,nan
2426,2024-08-29 19:56:18,Cook helper-000002,Bring food,Bring food,nan
2426,2024-08-29 19:57:36,Waiter-000002,Deliver to customer,Deliver to customer,nan
2426,2024-08-29 19:58:20,,EVENT 8 END,EVENT 8 END,nan
2429,2024-08-20 01:15:00,Waiter-000002,Take order,Take order,nan
2429,2024-08-20 01:15:00,,start,start,nan
2429,2024-08-20 01:19:25,Waiter-000003,Review order,Review order,nan
2429,2024-08-20 01:20:22,Cook helper-000001,Prepare starter,Prepare starter,nan
2429,2024-08-20 01:22:11,Barman-000001,prepare drinks,prepare drinks,nan
2429,2024-08-20 01:23:29,Barman-000001,Bring drinks,Bring drinks,nan
2429,2024-08-20 01:25:59,Waiter-000002,Review drinks,Review drinks,nan
2429,2024-08-20 01:26:39,Barman-000003,prepare drinks,prepare drinks,nan
2429,2024-08-20 01:33:21,Barman-000003,Bring drinks,Bring drinks,nan
2429,2024-08-20 01:36:45,Waiter-000005,Review drinks,Review drinks,nan
2429,2024-08-23 22:08:54,Cook-000003,Prepare main course,Prepare main course,nan
2429,2024-08-29 21:03:09,Cook-000001,Signal food complete,Signal food complete,nan
2429,2024-08-29 21:51:32,Cook helper-000001,Bring food,Bring food,nan
2429,2024-08-29 21:53:15,Waiter-000003,Deliver to customer,Deliver to customer,nan
2429,2024-08-29 21:55:33,,EVENT 8 END,EVENT 8 END,nan
2435,2024-08-20 18:45:00,Waiter-000001,Take order,Take order,nan
2435,2024-08-20 18:45:00,,start,start,nan
2435,2024-08-20 18:46:00,Waiter-000004,Review order,Review order,nan
2435,2024-08-20 18:48:12,Barman-000001,prepare drinks,prepare drinks,nan
2435,2024-08-20 18:59:02,Barman-000002,Bring drinks,Bring drinks,nan
2435,2024-08-20 19:00:49,Waiter-000003,Review drinks,Review drinks,nan
