Case,Timestamp,Resource,Activity,Activity_fixed,label
3688,2024-10-14 20:17:45,Barman-000001,Bring drinks,Bring drinks,
3688,2024-10-14 20:18:08,Waiter-000005,Review drinks,Review drinks,
3688,2024-10-22 01:28:09,Cook-000001,Prepare main course,Prepare main course,
3688,2024-10-29 22:56:13,Cook-000002,Signal food complete,Signal food complete,
3688,2024-10-29 23:37:35,Cook helper-000002,Bring food,Bring food,
3688,2024-10-29 23:37:41,,EVENT 8 END,EVENT 8 END,
37,2024-05-07 19:15:00,Waiter-000004,Take order,Take order,
37,2024-05-07 19:15:00,,start,start,
37,2024-05-07 19:15:30,Waiter-000001,Review order,Review order,
37,2024-05-07 19:16:39,Cook-000003,Prepare main course,Prepare main course,
37,2024-05-07 19:16:39,Barman-000002,prepare drinks,prepare drinks,
37,2024-05-07 19:20:46,Barman-000001,Bring drinks,Bring drinks,
37,2024-05-07 19:41:42,Cook-000003,Signal food complete,Signal food complete,
37,2024-05-07 19:42:33,Cook helper-000003,Bring food,Bring food,
37,2024-05-07 19:46:20,Waiter-000003,Review drinks,Review drinks,
37,2024-05-07 19:46:24,Barman-000002,prepare drinks,prepare drinks,
37,2024-05-07 19:49:18,Barman-000001,Bring drinks,Bring drinks,
37,2024-05-07 19:51:39,Waiter-000004,Review drinks,Review drinks,
37,2024-05-07 19:51:55,Waiter-000001,Deliver to customer,Deliver to customer,
37,2024-05-07 19:53:08,,EVENT 8 END,EVENT 8 END,
3701,2024-10-14 23:15:00,Waiter-000003,Take order,Take order,
3701,2024-10-14 23:15:00,,start,start,
3701,2024-10-14 23:15:16,Waiter-000005,Review order,Review order,
3701,2024-10-14 23:15:21,Cook helper-000003,Prepare starter,Prepare starter,
3701,2024-10-14 23:15:21,Barman-000001,prepare drinks,prepare drinks,
3701,2024-10-14 23:16:41,Barman-000002,Bring drinks,Bring drinks,
3701,2024-10-14 23:17:09,Waiter-000002,Review drinks,Review drinks,
3701,2024-10-14 23:21:51,Barman-000002,Bring drinks,Bring drinks,
3701,2024-10-14 23:24:35,Waiter-000004,Review drinks,Review drinks,
3701,2024-10-22 20:42:05,Cook-000003,Prepare main course,Prepare main course,
3701,2024-10-30 01:52:02,Cook-000002,Signal food complete,Signal food complete,
3701,2024-10-30 01:53:11,Cook helper-000003,Bring food,Bring food,
3701,2024-10-30 18:04:13,Waiter-000004,Deliver to customer,Deliver to customer,
3701,2024-10-30 18:04:45,,EVENT 8 END,EVENT 8 END,
3702,2024-10-14 23:30:00,Waiter-000003,Take order,Take order,
3702,2024-10-14 23:30:39,Waiter-000005,Review order,Review order,
3702,2024-10-14 23:30:59,Cook helper-000001,Prepare starter,Prepare starter,
3702,2024-10-14 23:30:59,Barman-000003,prepare drinks,prepare drinks,
3702,2024-10-14 23:31:33,Barman-000001,Bring drinks,Bring drinks,
3702,2024-10-14 23:32:08,Waiter-000002,Review drinks,Review drinks,
3702,2024-10-22 20:50:15,Cook-000002,Prepare main course,Prepare main course,
3702,2024-10-30 01:53:11,Cook-000002,Signal food complete,Signal food complete,
3702,2024-10-30 18:23:11,Cook helper-000003,Bring food,Bring food,
3702,2024-10-30 18:23:35,Waiter-000002,Deliver to customer,Deliver to customer,
3702,2024-10-30 18:25:57,,EVENT 8 END,EVENT 8 END,
3705,2024-10-15 00:15:00,Waiter-000001,Take order,Take order,
3705,2024-10-15 00:15:00,,start,start,
3705,2024-10-15 00:15:28,Waiter-000004,Review order,Review order,
3705,2024-10-15 00:16:59,Barman-000002,prepare drinks,prepare drinks,
3705,2024-10-15 00:28:56,Barman-000003,Bring drinks,Bring drinks,
3705,2024-10-15 00:31:32,Waiter-000001,Review drinks,Review drinks,
3705,2024-10-22 21:06:13,Cook-000001,Prepare main course,Prepare main course,
3705,2024-10-30 18:22:51,Cook-000001,Signal food complete,Signal food complete,
3705,2024-10-30 19:17:52,Cook helper-000001,Bring food,Bring food,
3705,2024-10-30 19:28:46,Waiter-000005,Deliver to customer,Deliver to customer,
3705,2024-10-30 19:31:18,,EVENT 8 END,EVENT 8 END,
3707,2024-10-15 00:45:00,Waiter-000005,Take order,Take order,
3707,2024-10-15 00:45:00,,start,start,
3707,2024-10-15 00:48:25,Waiter-000001,Review order,Review order,
3707,2024-10-15 00:52:53,Barman-000001,prepare drinks,prepare drinks,
3707,2024-10-15 01:00:31,Barman-000002,Bring drinks,Bring drinks,
3707,2024-10-15 01:05:51,Waiter-000001,Review drinks,Review drinks,
3707,2024-10-22 21:55:20,Cook-000001,Prepare main course,Prepare main course,
3707,2024-10-30 19:18:17,Cook-000001,Signal food complete,Signal food complete,
3707,2024-10-30 20:17:05,Cook helper-000002,Bring food,Bring food,
3707,2024-10-30 20:32:59,Waiter-000002,Deliver to customer,Deliver to customer,
3709,2024-10-15 01:15:00,Waiter-000002,Take order,Take order,
3709,2024-10-15 01:15:00,,start,start,
3709,2024-10-15 01:20:36,Waiter-000005,Review order,Review order,
3709,2024-10-15 01:22:24,Barman-000001,prepare drinks,prepare drinks,
3709,2024-10-15 01:23:46,Barman-000003,Bring drinks,Bring drinks,
3709,2024-10-15 01:26:12,Waiter-000003,Review drinks,Review drinks,
3709,2024-10-15 01:26:50,Barman-000002,prepare drinks,prepare drinks,
3709,2024-10-15 01:26:54,Barman-000001,Bring drinks,Bring drinks,
3709,2024-10-15 01:27:33,Waiter-000002,Review drinks,Review drinks,
3709,2024-10-22 22:02:05,Cook-000003,Prepare main course,Prepare main course,
3709,2024-10-30 20:17:18,Cook-000001,Signal food complete,Signal food complete,
3709,2024-10-30 20:21:15,Cook helper-000003,Bring food,Bring food,
3709,2024-10-30 20:22:49,Waiter-000005,Deliver to customer,Deliver to customer,
3709,2024-10-30 20:23:21,,EVENT 8 END,EVENT 8 END,
3711,2024-10-15 01:45:00,Waiter-000002,Take order,Take order,
3711,2024-10-15 01:45:00,,start,start,
3711,2024-10-15 01:45:37,Waiter-000001,Review order,Review order,
3711,2024-10-15 01:45:38,Barman-000001,prepare drinks,prepare drinks,
3711,2024-10-15 01:45:52,Barman-000003,Bring drinks,Bring drinks,
3711,2024-10-15 01:48:33,Waiter-000004,Review drinks,Review drinks,
3711,2024-10-15 01:51:52,Barman-000002,prepare drinks,prepare drinks,
3711,2024-10-15 01:52:18,Barman-000001,Bring drinks,Bring drinks,
3711,2024-10-15 01:56:02,Waiter-000002,Review drinks,Review drinks,
3711,2024-10-22 23:35:12,Cook-000001,Prepare main course,Prepare main course,
3711,2024-10-30 21:16:47,Cook-000002,Signal food complete,Signal food complete,
3711,2024-10-30 21:23:50,Cook helper-000001,Bring food,Bring food,
3711,2024-10-30 21:32:43,Waiter-000005,Deliver to customer,Deliver to customer,
3711,2024-10-30 21:38:11,,EVENT 8 END,EVENT 8 END,
3715,2024-10-15 18:45:00,Waiter-000004,Take order,Take order,
3715,2024-10-15 18:45:00,,start,start,
3715,2024-10-15 18:47:46,Waiter-000002,Review order,Review order,
3715,2024-10-15 18:48:09,Barman-000003,prepare drinks,prepare drinks,
3715,2024-10-15 18:51:30,Barman-000002,Bring drinks,Bring drinks,
3715,2024-10-15 18:52:14,Waiter-000005,Review drinks,Review drinks,
3715,2024-10-22 23:48:11,Cook-000001,Prepare main course,Prepare main course,
3715,2024-10-30 22:00:22,Cook-000001,Signal food complete,Signal food complete,
3715,2024-10-30 22:29:26,Cook helper-000002,Bring food,Bring food,
3715,2024-10-30 22:33:43,Waiter-000003,Deliver to customer,Deliver to customer,
3715,2024-10-30 22:34:48,,EVENT 8 END,EVENT 8 END,
3726,2024-10-15 21:30:00,Waiter-000002,Take order,Take order,
3726,2024-10-15 21:30:00,,start,start,
3726,2024-10-15 21:30:05,Waiter-000003,Review order,Review order,
3726,2024-10-15 21:30:09,Barman-000002,prepare drinks,prepare drinks,
3726,2024-10-15 21:33:26,Barman-000001,Bring drinks,Bring drinks,
3726,2024-10-15 21:38:22,Waiter-000005,Review drinks,Review drinks,
3726,2024-10-23 01:30:59,Cook-000001,Prepare main course,Prepare main course,
3726,2024-10-31 00:29:26,Cook-000003,Signal food complete,Signal food complete,
3726,2024-10-31 01:15:19,Cook helper-000002,Bring food,Bring food,
3726,2024-10-31 01:22:15,Waiter-000003,Deliver to customer,Deliver to customer,
3726,2024-10-31 01:24:09,,EVENT 8 END,EVENT 8 END,
3729,2024-10-15 22:15:00,Waiter-000001,Take order,Take order,
3729,2024-10-15 22:15:00,,start,start,
3729,2024-10-15 22:16:18,Waiter-000002,Review order,Review order,
3729,2024-10-15 22:17:34,Cook helper-000002,Prepare starter,Prepare starter,
3729,2024-10-15 22:17:34,Barman-000002,prepare drinks,prepare drinks,
3729,2024-10-15 22:19:40,Barman-000003,Bring drinks,Bring drinks,
3729,2024-10-15 22:19:48,Waiter-000003,Review drinks,Review drinks,
3729,2024-10-23 18:26:35,Cook-000001,Prepare main course,Prepare main course,
3729,2024-10-31 01:02:53,Cook-000002,Signal food complete,Signal food complete,
3729,2024-10-31 01:42:29,Cook helper-000003,Bring food,Bring food,
3729,2024-10-31 01:44:50,Waiter-000004,Deliver to customer,Deliver to customer,
3729,2024-10-31 01:47:39,,EVENT 8 END,EVENT 8 END,
373,2024-05-21 23:15:00,Waiter-000004,Take order,Take order,
373,2024-05-21 23:15:00,,start,start,
373,2024-05-21 23:16:29,Waiter-000003,Review order,Review order,
373,2024-05-21 23:16:51,Barman-000002,prepare drinks,prepare drinks,
373,2024-05-21 23:17:25,Barman-000003,Bring drinks,Bring drinks,
373,2024-05-21 23:20:02,Waiter-000001,Review drinks,Review drinks,
373,2024-05-22 20:12:12,Cook-000002,Prepare main course,Prepare main course,
373,2024-05-23 00:04:01,Cook-000001,Signal food complete,Signal food complete,
373,2024-05-23 00:17:46,Cook helper-000003,Bring food,Bring food,
373,2024-05-23 00:24:42,Waiter-000005,Deliver to customer,Deliver to customer,
373,2024-05-23 00:25:08,,EVENT 8 END,EVENT 8 END,
3730,2024-10-15 22:30:00,Waiter-000001,Take order,Take order,
3730,2024-10-15 22:30:00,,start,start,
3730,2024-10-15 22:30:17,Waiter-000002,Review order,Review order,
3730,2024-10-15 22:30:31,Barman-000002,prepare drinks,prepare drinks,
3730,2024-10-15 22:32:15,Barman-000003,Bring drinks,Bring drinks,
3730,2024-10-15 22:33:13,Waiter-000004,Review drinks,Review drinks,
3730,2024-10-23 18:52:17,Cook-000002,Prepare main course,Prepare main course,
3730,2024-10-31 01:25:35,Cook-000003,Signal food complete,Signal food complete,
3730,2024-10-31 18:00:49,Cook helper-000002,Bring food,Bring food,
3730,2024-10-31 18:01:01,Waiter-000005,Deliver to customer,Deliver to customer,
3730,2024-10-31 18:05:27,,EVENT 8 END,EVENT 8 END,
3736,2024-10-16 00:00:00,Waiter-000002,Take order,Take order,
3736,2024-10-16 00:00:00,,start,start,
3736,2024-10-16 00:03:15,Waiter-000003,Review order,Review order,
3736,2024-10-16 00:03:19,Barman-000001,prepare drinks,prepare drinks,
3736,2024-10-16 00:09:41,Barman-000002,Bring drinks,Bring drinks,
3736,2024-10-16 00:10:05,Waiter-000004,Review drinks,Review drinks,
3736,2024-10-23 20:05:17,Cook-000002,Prepare main course,Prepare main course,
3736,2024-10-31 19:01:37,Cook-000003,Signal food complete,Signal food complete,
3736,2024-10-31 20:10:12,Cook helper-000003,Bring food,Bring food,
3736,2024-10-31 20:14:45,Waiter-000003,Deliver to customer,Deliver to customer,
3736,2024-10-31 20:17:17,,EVENT 8 END,EVENT 8 END,
3738,2024-10-16 00:30:00,Waiter-000003,Take order,Take order,
3738,2024-10-16 00:30:00,,start,start,
3738,2024-10-16 00:35:11,Waiter-000004,Review order,Review order,
3738,2024-10-16 00:36:17,Barman-000002,prepare drinks,prepare drinks,
3738,2024-10-16 00:39:11,Barman-000003,Bring drinks,Bring drinks,
3738,2024-10-16 00:39:27,Waiter-000005,Review drinks,Review drinks,
3738,2024-10-16 00:42:42,Barman-000002,Bring drinks,Bring drinks,
3738,2024-10-16 00:44:24,Waiter-000001,Review drinks,Review drinks,
3738,2024-10-16 00:45:03,Barman-000003,prepare drinks,prepare drinks,
3738,2024-10-16 00:46:02,Barman-000001,Bring drinks,Bring drinks,
3738,2024-10-16 00:55:32,Waiter-000005,Review drinks,Review drinks,
3738,2024-10-16 00:58:42,Barman-000002,prepare drinks,prepare drinks,
3738,2024-10-16 01:01:52,Barman-000002,Bring drinks,Bring drinks,
3738,2024-10-16 01:06:21,Waiter-000004,Review drinks,Review drinks,
3738,2024-10-23 20:50:44,Cook-000001,Prepare main course,Prepare main course,
3738,2024-10-31 20:39:20,Cook-000003,Signal food complete,Signal food complete,
3738,2024-10-31 20:49:47,Cook helper-000001,Bring food,Bring food,
3738,2024-10-31 20:53:29,Waiter-000001,Deliver to customer,Deliver to customer,
3738,2024-10-31 21:09:22,,EVENT 8 END,EVENT 8 END,
3740,2024-10-16 01:00:00,Waiter-000001,Take order,Take order,
3740,2024-10-16 01:00:00,,start,start,
3740,2024-10-16 01:00:07,Waiter-000002,Review order,Review order,
3740,2024-10-16 01:01:38,Barman-000001,prepare drinks,prepare drinks,
3740,2024-10-16 01:01:45,Barman-000001,Bring drinks,Bring drinks,
3740,2024-10-23 21:23:55,Cook-000001,Prepare main course,Prepare main course,
3740,2024-10-31 21:29:48,Cook-000003,Signal food complete,Signal food complete,
3740,2024-10-31 21:42:47,Cook helper-000002,Bring food,Bring food,
3740,2024-10-31 21:44:42,Waiter-000003,Deliver to customer,Deliver to customer,
3740,2024-10-31 21:44:56,,EVENT 8 END,EVENT 8 END,
3742,2024-10-16 01:30:00,Waiter-000005,Take order,Take order,
3742,2024-10-16 01:30:00,,start,start,
3742,2024-10-16 01:30:41,Waiter-000001,Review order,Review order,
3742,2024-10-16 01:33:35,Barman-000002,Bring drinks,Bring drinks,
3742,2024-10-16 01:42:01,Waiter-000002,Review drinks,Review drinks,
3742,2024-10-16 01:43:16,Barman-000003,prepare drinks,prepare drinks,
3742,2024-10-16 01:47:16,Barman-000002,Bring drinks,Bring drinks,
3742,2024-10-16 01:54:42,Waiter-000001,Review drinks,Review drinks,
3742,2024-10-16 01:55:03,Barman-000001,prepare drinks,prepare drinks,
3742,2024-10-16 01:57:31,Barman-000003,Bring drinks,Bring drinks,
3742,2024-10-16 18:04:04,Waiter-000005,Review drinks,Review drinks,
3742,2024-10-16 18:04:06,Barman-000001,prepare drinks,prepare drinks,
3742,2024-10-16 18:06:42,Barman-000002,Bring drinks,Bring drinks,
3742,2024-10-16 18:10:23,Waiter-000002,Review drinks,Review drinks,
3742,2024-10-16 18:15:14,Waiter-000005,Review drinks,Review drinks,
3742,2024-10-16 18:15:33,Barman-000001,prepare drinks,prepare drinks,
3742,2024-10-16 18:17:29,Barman-000002,Bring drinks,Bring drinks,
3742,2024-10-16 18:19:37,Waiter-000001,Review drinks,Review drinks,
3742,2024-10-16 18:19:57,Barman-000002,prepare drinks,prepare drinks,
3742,2024-10-16 18:33:17,Barman-000003,Bring drinks,Bring drinks,
3742,2024-10-16 18:50:38,Waiter-000002,Review drinks,Review drinks,
3742,2024-10-23 22:24:07,Cook-000001,Prepare main course,Prepare main course,
3742,2024-10-31 21:50:13,Cook-000002,Signal food complete,Signal food complete,
3742,2024-10-31 22:25:30,Cook helper-000002,Bring food,Bring food,
3742,2024-10-31 22:26:18,Waiter-000002,Deliver to customer,Deliver to customer,
3742,2024-10-31 22:27:51,,EVENT 8 END,EVENT 8 END,
3744,2024-10-16 02:00:00,,start,start,
3744,2024-10-16 18:00:00,Waiter-000002,Take order,Take order,
3744,2024-10-16 18:01:25,Waiter-000003,Review order,Review order,
3744,2024-10-16 18:03:25,Barman-000002,prepare drinks,prepare drinks,
3744,2024-10-16 18:05:43,Barman-000003,Bring drinks,Bring drinks,
3744,2024-10-16 18:23:37,Waiter-000002,Review drinks,Review drinks,
3744,2024-10-23 22:39:03,Cook-000003,Prepare main course,Prepare main course,
3744,2024-10-31 22:32:18,Cook-000001,Signal food complete,Signal food complete,
3744,2024-10-31 23:15:08,Cook helper-000002,Bring food,Bring food,
3744,2024-10-31 23:17:34,Waiter-000001,Deliver to customer,Deliver to customer,
3744,2024-10-31 23:17:55,,EVENT 8 END,EVENT 8 END,
3748,2024-10-16 19:00:00,Waiter-000004,Take order,Take order,
3748,2024-10-16 19:00:00,,start,start,
3748,2024-10-16 19:02:59,Waiter-000001,Review order,Review order,
3748,2024-10-16 19:03:54,Cook helper-000002,Prepare starter,Prepare starter,
3748,2024-10-16 19:03:54,Barman-000003,prepare drinks,prepare drinks,
3748,2024-10-16 19:07:00,Barman-000001,Bring drinks,Bring drinks,
3748,2024-10-16 19:11:40,Waiter-000003,Review drinks,Review drinks,
3748,2024-10-16 19:11:43,Barman-000002,prepare drinks,prepare drinks,
3748,2024-10-16 19:14:02,Barman-000003,Bring drinks,Bring drinks,
3748,2024-10-16 19:14:18,Waiter-000004,Review drinks,Review drinks,
3748,2024-10-23 23:23:11,Cook-000001,Prepare main course,Prepare main course,
3748,2024-10-31 23:22:03,Cook-000002,Signal food complete,Signal food complete,
3748,2024-10-31 23:25:21,Cook helper-000002,Bring food,Bring food,
3748,2024-10-31 23:27:28,,EVENT 8 END,EVENT 8 END,
3749,2024-10-16 19:15:00,Waiter-000001,Take order,Take order,
3749,2024-10-16 19:15:00,,start,start,
3749,2024-10-16 19:17:20,Waiter-000002,Review order,Review order,
3749,2024-10-16 19:19:52,Barman-000001,prepare drinks,prepare drinks,
3749,2024-10-16 19:26:25,Barman-000002,Bring drinks,Bring drinks,
3749,2024-10-16 19:35:46,Waiter-000002,Review drinks,Review drinks,
3749,2024-10-16 19:37:08,Barman-000003,prepare drinks,prepare drinks,
3749,2024-10-16 19:45:45,Barman-000001,Bring drinks,Bring drinks,
3749,2024-10-16 19:52:23,Waiter-000002,Review drinks,Review drinks,
3749,2024-10-23 23:35:07,Cook-000003,Prepare main course,Prepare main course,
3749,2024-10-31 23:37:19,Cook-000001,Signal food complete,Signal food complete,
3749,2024-11-01 00:31:04,Cook helper-000001,Bring food,Bring food,
3749,2024-11-01 00:35:41,Waiter-000005,Deliver to customer,Deliver to customer,
3749,2024-11-01 00:36:42,,EVENT 8 END,EVENT 8 END,
3750,2024-10-16 19:30:00,Waiter-000005,Take order,Take order,
3750,2024-10-16 19:30:00,,start,start,
3750,2024-10-16 19:30:20,Waiter-000001,Review order,Review order,
3750,2024-10-16 19:30:33,Barman-000003,prepare drinks,prepare drinks,
3750,2024-10-16 19:40:13,Barman-000002,prepare drinks,prepare drinks,
3750,2024-10-16 19:57:26,Barman-000001,Bring drinks,Bring drinks,
3750,2024-10-16 19:59:34,Waiter-000003,Review drinks,Review drinks,
3750,2024-10-23 23:36:34,Cook-000001,Prepare main course,Prepare main course,
3750,2024-11-01 00:01:33,Cook-000002,Signal food complete,Signal food complete,
3750,2024-11-01 00:13:22,Cook helper-000001,Bring food,Bring food,
3750,2024-11-01 00:15:15,Waiter-000004,Deliver to customer,Deliver to customer,
3750,2024-11-01 00:15:44,,EVENT 8 END,EVENT 8 END,
3754,2024-10-16 20:30:00,Waiter-000001,Take order,Take order,
3754,2024-10-16 20:30:00,,start,start,
3754,2024-10-16 20:30:29,Waiter-000005,Review order,Review order,
3754,2024-10-16 20:32:09,Cook helper-000003,Prepare starter,Prepare starter,
3754,2024-10-16 20:32:09,Barman-000003,prepare drinks,prepare drinks,
3754,2024-10-16 20:33:05,Barman-000001,Bring drinks,Bring drinks,
3754,2024-10-16 20:34:00,Waiter-000002,Review drinks,Review drinks,
3754,2024-10-24 00:08:14,Cook-000003,Prepare main course,Prepare main course,
3754,2024-11-01 00:21:26,Cook-000002,Signal food complete,Signal food complete,
3754,2024-11-01 01:01:48,Cook helper-000003,Bring food,Bring food,
3754,2024-11-01 01:11:27,Waiter-000005,Deliver to customer,Deliver to customer,
3754,2024-11-01 01:13:58,,EVENT 8 END,EVENT 8 END,
3764,2024-10-16 23:00:00,Waiter-000003,Take order,Take order,
3764,2024-10-16 23:00:00,,start,start,
3764,2024-10-16 23:00:06,Waiter-000002,Review order,Review order,
3764,2024-10-16 23:00:57,Barman-000001,prepare drinks,prepare drinks,
3764,2024-10-16 23:05:16,Barman-000001,Bring drinks,Bring drinks,
3764,2024-10-16 23:10:41,Waiter-000001,Review drinks,Review drinks,
3764,2024-10-16 23:11:57,Barman-000002,prepare drinks,prepare drinks,
3764,2024-10-16 23:13:25,Barman-000003,Bring drinks,Bring drinks,
3764,2024-10-16 23:14:10,Waiter-000002,Review drinks,Review drinks,
3764,2024-10-24 01:16:04,Cook-000002,Prepare main course,Prepare main course,
3764,2024-11-01 18:49:09,Cook-000003,Signal food complete,Signal food complete,
3764,2024-11-01 19:16:05,Cook helper-000001,Bring food,Bring food,
3764,2024-11-01 19:20:19,,EVENT 8 END,EVENT 8 END,
3767,2024-10-16 23:45:00,Waiter-000001,Take order,Take order,
3767,2024-10-16 23:45:00,,start,start,
3767,2024-10-16 23:45:42,Waiter-000004,Review order,Review order,
3767,2024-10-16 23:47:08,Cook helper-000003,Prepare starter,Prepare starter,
3767,2024-10-16 23:47:08,Barman-000002,prepare drinks,prepare drinks,
3767,2024-10-16 23:53:55,Barman-000003,Bring drinks,Bring drinks,
3767,2024-10-16 23:55:49,Waiter-000005,Review drinks,Review drinks,
3767,2024-10-24 18:12:40,Cook-000002,Prepare main course,Prepare main course,
3767,2024-11-01 18:55:15,Cook-000002,Signal food complete,Signal food complete,
3767,2024-11-01 19:02:45,Cook helper-000003,Bring food,Bring food,
3767,2024-11-01 19:04:30,Waiter-000001,Deliver to customer,Deliver to customer,
3767,2024-11-01 19:06:34,,EVENT 8 END,EVENT 8 END,
3768,2024-10-17 00:00:00,Waiter-000004,Take order,Take order,
3768,2024-10-17 00:00:00,,start,start,
3768,2024-10-17 00:01:14,Waiter-000003,Review order,Review order,
3768,2024-10-17 00:01:47,Barman-000003,prepare drinks,prepare drinks,
3768,2024-10-17 00:06:29,Barman-000001,Bring drinks,Bring drinks,
3768,2024-10-17 00:12:24,Waiter-000001,Review drinks,Review drinks,
3768,2024-10-17 00:12:33,Barman-000003,prepare drinks,prepare drinks,
3768,2024-10-17 00:19:08,Barman-000002,Bring drinks,Bring drinks,
3768,2024-10-17 00:20:51,Waiter-000003,Review drinks,Review drinks,
3768,2024-10-24 18:22:04,Cook-000002,Prepare main course,Prepare main course,
3768,2024-11-01 19:33:46,Cook-000001,Signal food complete,Signal food complete,
3768,2024-11-01 20:29:50,Cook helper-000003,Bring food,Bring food,
3768,2024-11-01 20:32:11,Waiter-000003,Deliver to customer,Deliver to customer,
3768,2024-11-01 20:36:13,,EVENT 8 END,EVENT 8 END,
3771,2024-10-17 00:45:00,Waiter-000002,Take order,Take order,
3771,2024-10-17 00:45:00,,start,start,
3771,2024-10-17 00:46:46,Waiter-000004,Review order,Review order,
3771,2024-10-17 00:47:15,Barman-000003,prepare drinks,prepare drinks,
3771,2024-10-17 00:52:40,Barman-000001,Bring drinks,Bring drinks,
3771,2024-10-17 01:00:24,Waiter-000004,Review drinks,Review drinks,
3771,2024-10-24 19:34:55,Cook-000002,Prepare main course,Prepare main course,
3771,2024-11-01 19:41:56,Cook-000002,Signal food complete,Signal food complete,
3771,2024-11-01 20:29:40,Cook helper-000002,Bring food,Bring food,
3771,2024-11-01 20:39:16,Waiter-000005,Deliver to customer,Deliver to customer,
3771,2024-11-01 20:42:21,,EVENT 8 END,EVENT 8 END,
3778,2024-10-17 18:30:00,Waiter-000003,Take order,Take order,
3778,2024-10-17 18:30:00,,start,start,
3778,2024-10-17 18:30:34,Waiter-000005,Review order,Review order,
3778,2024-10-17 18:31:18,Cook helper-000003,Prepare starter,Prepare starter,
3778,2024-10-17 18:31:33,Barman-000001,Bring drinks,Bring drinks,
3778,2024-10-17 18:38:10,Waiter-000002,Review drinks,Review drinks,
3778,2024-10-17 18:38:27,Barman-000003,prepare drinks,prepare drinks,
3778,2024-10-17 18:58:43,Barman-000002,Bring drinks,Bring drinks,
3778,2024-10-17 19:00:30,Waiter-000001,Review drinks,Review drinks,
3778,2024-10-24 22:41:25,Cook-000002,Signal food complete,Signal food complete,
3778,2024-10-24 23:06:12,Cook helper-000001,Bring food,Bring food,
3778,2024-10-24 23:09:05,Waiter-000001,Deliver to customer,Deliver to customer,
3778,2024-10-24 23:11:55,,EVENT 8 END,EVENT 8 END,
3779,2024-10-17 18:45:00,Waiter-000003,Take order,Take order,
3779,2024-10-17 18:45:00,,start,start,
3779,2024-10-17 18:45:44,Waiter-000005,Review order,Review order,
3779,2024-10-17 18:45:54,Cook helper-000003,Prepare starter,Prepare starter,
3779,2024-10-17 18:45:54,Barman-000002,prepare drinks,prepare drinks,
3779,2024-10-17 18:46:13,Barman-000001,Bring drinks,Bring drinks,
3779,2024-10-17 18:51:42,Waiter-000004,Review drinks,Review drinks,
3779,2024-10-24 23:06:12,Cook-000002,Prepare main course,Prepare main course,
3779,2024-11-01 23:09:32,Cook-000002,Signal food complete,Signal food complete,
3779,2024-11-01 23:16:48,Cook helper-000002,Bring food,Bring food,
3779,2024-11-01 23:18:11,Waiter-000001,Deliver to customer,Deliver to customer,
3779,2024-11-01 23:18:42,,EVENT 8 END,EVENT 8 END,
3781,2024-10-17 19:15:00,Waiter-000004,Take order,Take order,
3781,2024-10-17 19:15:00,,start,start,
3781,2024-10-17 19:15:00,Waiter-000002,Review order,Review order,
3781,2024-10-17 19:18:12,Barman-000003,prepare drinks,prepare drinks,
3781,2024-10-17 19:20:26,Barman-000002,Bring drinks,Bring drinks,
3781,2024-10-17 19:20:40,Waiter-000003,Review drinks,Review drinks,
3781,2024-10-17 19:20:47,Barman-000001,prepare drinks,prepare drinks,
3781,2024-10-17 19:29:58,Barman-000003,Bring drinks,Bring drinks,
3781,2024-10-17 19:40:27,Waiter-000002,Review drinks,Review drinks,
3781,2024-11-01 23:24:21,Cook-000002,Signal food complete,Signal food complete,
3781,2024-11-01 23:32:46,Cook helper-000002,Bring food,Bring food,
3781,2024-11-01 23:32:55,Waiter-000003,Deliver to customer,Deliver to customer,
3781,2024-11-01 23:33:20,,EVENT 8 END,EVENT 8 END,
3785,2024-10-17 20:15:00,Waiter-000002,Take order,Take order,
3785,2024-10-17 20:15:00,,start,start,
3785,2024-10-17 20:15:58,Waiter-000001,Review order,Review order,
3785,2024-10-17 20:16:44,Barman-000002,prepare drinks,prepare drinks,
3785,2024-10-17 20:33:47,Barman-000003,Bring drinks,Bring drinks,
3785,2024-10-17 20:40:47,Waiter-000003,Review drinks,Review drinks,
3785,2024-10-17 20:40:49,Barman-000002,prepare drinks,prepare drinks,
3785,2024-10-17 20:46:36,Barman-000003,Bring drinks,Bring drinks,
3785,2024-10-17 20:46:47,Waiter-000001,Review drinks,Review drinks,
3785,2024-10-25 00:02:15,Cook-000002,Prepare main course,Prepare main course,
3785,2024-11-02 00:01:39,Cook-000001,Signal food complete,Signal food complete,
3785,2024-11-02 00:33:32,Cook helper-000003,Bring food,Bring food,
3785,2024-11-02 00:35:47,Waiter-000002,Deliver to customer,Deliver to customer,
3785,2024-11-02 00:48:07,,EVENT 8 END,EVENT 8 END,
3786,2024-10-17 20:30:00,Waiter-000001,Take order,Take order,
3786,2024-10-17 20:30:00,,start,start,
3786,2024-10-17 20:32:55,Waiter-000004,Review order,Review order,
3786,2024-10-17 20:34:00,Cook helper-000001,Prepare starter,Prepare starter,
3786,2024-10-17 20:34:00,Barman-000001,prepare drinks,prepare drinks,
3786,2024-10-17 20:48:13,Barman-000002,Bring drinks,Bring drinks,
3786,2024-10-17 21:03:59,Waiter-000004,Review drinks,Review drinks,
3786,2024-10-17 21:10:41,Barman-000002,Bring drinks,Bring drinks,
3786,2024-10-17 21:16:28,Waiter-000001,Review drinks,Review drinks,
