Case,Activity,Timestamp,Resource,label,Activity_fixed
5275397,regular procedure without MER,2012-07-09 22:14:14,560872,,regular procedure without MER
5275397,start WABOprocedure,2012-07-09 22:14:15,560872,,start WABOprocedure
5275397,enter senddate acknowledgement,2012-07-10 07:00:03,560872,,enter senddate acknowledgement
5275397,enter senddate procedure confirmation,2012-07-10 07:00:04,560872,,enter senddate procedure confirmation
5275397,register number of days extension period,2012-07-24 17:58:36,3273854,,register number of days extension period
5275397,enter date decision procedure term extension,2012-07-24 17:58:41,3273854,,enter date decision procedure term extension
5275397,phase procedure extended,2012-07-24 17:59:50,3273854,,phase procedure extended
5275397,copy decision to extend procedure to stakeholders,2012-07-24 17:59:51,3273854,,copy decision to extend procedure to stakeholders
5275397,enter senddate decision procedure term extension,2012-07-24 17:59:52,3273854,,enter senddate decision procedure term extension
5275397,enter senddate procedure term extension,2012-07-24 17:59:53,3273854,,enter senddate procedure term extension
5275397,phase advice known,2012-08-21 21:00:00,3273854,,phase advice known
5275397,creating environmental permit decision,2012-08-21 21:00:07,3273854,,creating environmental permit decision
5275397,submit decision,2012-08-22 00:01:24,560890,,submit decision
5275397,phase decision sent,2012-08-22 00:02:32,560890,,phase decision sent
5275397,date decision for inspection,2012-08-30 07:00:03,560890,,date decision for inspection
5288872,register submission date request,2012-07-09 07:00:02,560872,,register submission date request
5288872,send confirmation receipt_signed1,2012-07-09 07:00:02,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
5288872,phase application received,2012-07-12 16:41:16,560872,,phase application received
5288872,send confirmation receipt,2012-07-12 16:41:17,560872,,send confirmation receipt
5288872,send confirmation receipt,2012-07-12 16:43:31,560872,,send confirmation receipt
5288872,regular procedure without MER,2012-07-12 16:43:35,560872,,regular procedure without MER
5288872,send confirmation receipt_signed1,2012-07-12 16:43:35,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
5288872,start WABOprocedure,2012-07-12 16:43:36,560872,,start WABOprocedure
5288872,send confirmation receipt_signed2,2012-07-12 16:43:37,560872,collateral events(send confirmation receipt),send confirmation receipt_signed2
5288872,send procedure confirmation,2012-07-12 16:43:39,560872,,send procedure confirmation
5288872,send confirmation receipt_signed1,2012-07-12 16:43:39,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
5288872,retrieve missing data,2012-07-31 18:56:11,3273854,,retrieve missing data
5288872,send confirmation receipt_signed1,2012-07-31 18:56:11,3273854,collateral events(send confirmation receipt),send confirmation receipt_signed1
5288872,phase asked additional information,2012-07-31 18:56:12,3273854,,phase asked additional information
5288872,enter senddate decision suspension,2012-09-06 07:00:03,3273854,,enter senddate decision suspension
5288872,send confirmation receipt_signed1,2012-09-06 07:00:03,3273854,collateral events(send confirmation receipt),send confirmation receipt_signed1
5288872,MER present in supplement,2013-05-06 07:00:15,3273854,,MER present in supplement
5288872,send confirmation receipt_signed1,2013-05-06 07:00:15,3273854,collateral events(send confirmation receipt),send confirmation receipt_signed1
5288872,article 33 applies,2013-05-06 07:00:16,3273854,,article 33 applies
5288872,article 34  WABO applies,2013-05-06 07:00:17,3273854,,article 34  WABO applies
5288872,send confirmation receipt_signed2,2013-05-06 07:00:17,3273854,collateral events(send confirmation receipt),send confirmation receipt_signed2
5288872,article 35 applies,2013-05-06 07:00:18,3273854,,article 35 applies
5288872,ask stakeholders views,2013-05-06 07:00:19,3273854,,ask stakeholders views
5288872,send confirmation receipt_signed1,2013-05-06 07:00:19,3273854,collateral events(send confirmation receipt),send confirmation receipt_signed1
5288872,assessment of content completed,2013-05-06 07:00:20,3273854,,assessment of content completed
5288872,by law,2013-05-06 07:00:21,3273854,,by law
5288872,send confirmation receipt_signed1,2013-05-06 07:00:21,3273854,collateral events(send confirmation receipt),send confirmation receipt_signed1
5288872,completed subcases content,2013-05-06 07:00:22,3273854,,completed subcases content
5288872,creating decision suspension art. 33 WABO,2013-05-06 07:00:23,3273854,,creating decision suspension art. 33 WABO
5288872,send confirmation receipt_signed1,2013-05-06 07:00:23,3273854,collateral events(send confirmation receipt),send confirmation receipt_signed1
5288872,creating environmental permit decision,2013-05-06 07:00:24,3273854,,creating environmental permit decision
5288872,decision date prior to decision,2013-05-06 07:00:25,3273854,,decision date prior to decision
5288872,send confirmation receipt_signed1,2013-05-06 07:00:25,3273854,collateral events(send confirmation receipt),send confirmation receipt_signed1
5288872,enter date decision suspension,2013-05-06 07:00:26,3273854,,enter date decision suspension
5288872,enter enddate of suspension,2013-05-06 07:00:27,3273854,,enter enddate of suspension
5288872,send confirmation receipt_signed1,2013-05-06 07:00:27,3273854,collateral events(send confirmation receipt),send confirmation receipt_signed1
5288872,enter senddate decision suspension,2013-05-06 07:00:28,3273854,,enter senddate decision suspension
5288872,grounds for refusal,2013-05-06 07:00:29,3273854,,grounds for refusal
5288872,send confirmation receipt_signed1,2013-05-06 07:00:29,3273854,collateral events(send confirmation receipt),send confirmation receipt_signed1
5288872,phase advice known,2013-05-06 07:00:30,3273854,,phase advice known
5288872,phase application receptive,2013-05-06 07:00:31,3273854,,phase application receptive
5288872,send confirmation receipt_signed2,2013-05-06 07:00:31,3273854,collateral events(send confirmation receipt),send confirmation receipt_signed2
5288872,phase decision suspended,2013-05-06 07:00:32,3273854,,phase decision suspended
5288872,phase procedure resumed,2013-05-06 07:00:33,3273854,,phase procedure resumed
5288872,send confirmation receipt_signed1,2013-05-06 07:00:33,3273854,collateral events(send confirmation receipt),send confirmation receipt_signed1
5288872,procedure change,2013-05-06 07:00:34,3273854,,procedure change
5288872,procedure change after completeness,2013-05-06 07:00:35,3273854,,procedure change after completeness
5288872,send confirmation receipt_signed2,2013-05-06 07:00:35,3273854,collateral events(send confirmation receipt),send confirmation receipt_signed2
5288872,refusal after suspension,2013-05-06 07:00:36,3273854,,refusal after suspension
5288872,request complete,2013-05-06 07:00:37,3273854,,request complete
5288872,send confirmation receipt_signed2,2013-05-06 07:00:37,3273854,collateral events(send confirmation receipt),send confirmation receipt_signed2
5288872,resume completeness subcases,2013-05-06 07:00:38,3273854,,resume completeness subcases
5288872,send confirmation receipt additional data,2013-05-06 07:00:39,3273854,,send confirmation receipt additional data
5288872,send confirmation receipt_signed1,2013-05-06 07:00:39,3273854,collateral events(send confirmation receipt),send confirmation receipt_signed1
5288872,send decision suspension,2013-05-06 07:00:40,3273854,,send decision suspension
5288872,send letter in progress,2013-05-06 07:00:41,3273854,,send letter in progress
5288872,send confirmation receipt_signed1,2013-05-06 07:00:41,3273854,collateral events(send confirmation receipt),send confirmation receipt_signed1
5288872,subcase art. 33 WABO completed,2013-05-06 07:00:42,3273854,,subcase art. 33 WABO completed
5288872,subcases completeness completed,2013-05-06 07:00:43,3273854,,subcases completeness completed
5288872,send confirmation receipt_signed1,2013-05-06 07:00:43,3273854,collateral events(send confirmation receipt),send confirmation receipt_signed1
5288872,suspension ground applicable,2013-05-06 07:00:44,3273854,,suspension ground applicable
5288872,treat subcase suspension art. 33 WABO,2013-05-06 07:00:45,3273854,,treat subcase suspension art. 33 WABO
5288872,send confirmation receipt_signed2,2013-05-06 07:00:45,3273854,collateral events(send confirmation receipt),send confirmation receipt_signed2
5288872,treat subcases content,2013-05-06 07:00:46,3273854,,treat subcases content
5288872,create publication document,2013-05-13 07:00:02,560890,,create publication document
5288872,send confirmation receipt_signed1,2013-05-13 07:00:02,560890,collateral events(send confirmation receipt),send confirmation receipt_signed1
5288872,enter senddate decision environmental permit,2013-05-13 07:00:03,560890,,enter senddate decision environmental permit
5288872,generating decision environmental permit,2013-05-13 07:00:04,560890,,generating decision environmental permit
5288872,send confirmation receipt_signed1,2013-05-13 07:00:04,560890,collateral events(send confirmation receipt),send confirmation receipt_signed1
5288872,phase decision sent,2013-05-13 07:00:05,560890,,phase decision sent
5288872,phase decision taken,2013-05-13 07:00:06,560890,,phase decision taken
5288872,send confirmation receipt_signed1,2013-05-13 07:00:06,560890,collateral events(send confirmation receipt),send confirmation receipt_signed1
5288872,register objection and appeal periods,2013-05-13 07:00:07,560890,,register objection and appeal periods
5288872,submit decision,2013-05-13 07:00:08,560890,,submit decision
5288872,send confirmation receipt_signed1,2013-05-13 07:00:08,560890,collateral events(send confirmation receipt),send confirmation receipt_signed1
5288872,transcript decision environmental permit to stakeholders,2013-05-13 07:00:09,560890,,transcript decision environmental permit to stakeholders
5288872,date decision for inspection,2013-05-23 07:00:02,560890,,date decision for inspection
5288872,send confirmation receipt_signed1,2013-05-23 07:00:02,560890,collateral events(send confirmation receipt),send confirmation receipt_signed1
5290260,register submission date request,2012-07-10 07:00:05,560872,,register submission date request
5290260,phase application received,2012-07-12 17:40:30,560872,,phase application received
5290260,send confirmation receipt,2012-07-12 17:40:31,560872,,send confirmation receipt
5290260,send confirmation receipt,2012-07-12 17:44:24,560872,,send confirmation receipt
5290260,regular procedure without MER,2012-07-12 17:44:28,560872,,regular procedure without MER
5290260,start WABOprocedure,2012-07-12 17:44:29,560872,,start WABOprocedure
5290260,send procedure confirmation,2012-07-12 18:15:38,560872,,send procedure confirmation
5290260,enter senddate retrieve missing data,2012-07-25 07:00:02,2670601,,enter senddate retrieve missing data
5290260,enter date decision permanent suspension,2012-09-11 19:42:10,2670601,,enter date decision permanent suspension
5290260,enter senddate decision permanent suspension,2012-09-11 19:57:55,2670601,,enter senddate decision permanent suspension
5293935,register submission date request,2012-07-11 07:00:02,560872,,register submission date request
5293935,phase application received,2012-07-12 21:40:09,560872,,phase application received
5293935,send confirmation receipt,2012-07-12 21:40:10,560872,,send confirmation receipt
5293935,message terminate request,2012-08-07 20:01:18,560912,,message terminate request
5293935,register deadline,2012-08-07 20:01:22,560912,,register deadline
5295312,register submission date request,2012-07-11 07:00:03,560872,,register submission date request
5295312,send confirmation receipt_signed1,2012-07-11 07:00:03,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
5295312,phase application received,2012-07-12 22:51:34,560872,,phase application received
5295312,send confirmation receipt,2012-07-12 22:51:35,560872,,send confirmation receipt
5295312,regular procedure without MER,2012-07-12 22:53:11,560872,,regular procedure without MER
5295312,send confirmation receipt_signed1,2012-07-12 22:53:11,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
5295312,start WABOprocedure,2012-07-12 22:53:12,560872,,start WABOprocedure
5295312,send procedure confirmation,2012-07-12 22:53:13,560872,,send procedure confirmation
5295312,send confirmation receipt_signed1,2012-07-12 22:53:13,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
5295312,enter senddate acknowledgement,2012-07-13 07:00:01,560872,,enter senddate acknowledgement
5295312,send confirmation receipt_signed1,2012-07-13 07:00:01,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
5295312,enter senddate procedure confirmation,2012-07-13 07:00:02,560872,,enter senddate procedure confirmation
5295312,assessment of content completed,2012-08-30 20:08:55,3273854,,assessment of content completed
5295312,send confirmation receipt_signed1,2012-08-30 20:08:55,3273854,collateral events(send confirmation receipt),send confirmation receipt_signed1
5295312,phase advice known,2012-08-30 20:08:56,3273854,,phase advice known
5295312,grounds for refusal,2012-08-30 20:08:57,3273854,,grounds for refusal
5295312,send confirmation receipt_signed1,2012-08-30 20:08:57,3273854,collateral events(send confirmation receipt),send confirmation receipt_signed1
5295312,creating environmental permit decision,2012-08-30 20:09:07,3273854,,creating environmental permit decision
5295312,send confirmation receipt_signed1,2012-08-30 20:09:07,3273854,collateral events(send confirmation receipt),send confirmation receipt_signed1
5295312,enter date decision procedure term extension,2012-08-31 07:00:02,3273854,,enter date decision procedure term extension
5295312,send confirmation receipt_signed1,2012-08-31 07:00:02,3273854,collateral events(send confirmation receipt),send confirmation receipt_signed1
5295312,enter senddate decision procedure term extension,2012-09-03 16:48:42,3273854,,enter senddate decision procedure term extension
5295312,send confirmation receipt_signed1,2012-09-03 16:48:42,3273854,collateral events(send confirmation receipt),send confirmation receipt_signed1
5295312,enter senddate procedure term extension,2012-09-03 16:48:43,3273854,,enter senddate procedure term extension
5295312,send confirmation receipt_signed2,2012-09-03 16:48:44,3273854,collateral events(send confirmation receipt),send confirmation receipt_signed2
5295312,enter senddate decision environmental permit,2012-10-08 16:31:41,560890,,enter senddate decision environmental permit
5295312,send confirmation receipt_signed1,2012-10-08 16:31:41,560890,collateral events(send confirmation receipt),send confirmation receipt_signed1
5295312,phase decision sent,2012-10-08 16:31:42,560890,,phase decision sent
5295312,enter senddate decision environmental permit,2012-10-09 07:00:01,560890,,enter senddate decision environmental permit
5295312,send confirmation receipt_signed1,2012-10-09 07:00:01,560890,collateral events(send confirmation receipt),send confirmation receipt_signed1
5295312,record date of decision environmental permit,2012-10-09 07:00:02,560890,,record date of decision environmental permit
5299703,register submission date request,2012-07-11 07:00:04,560872,,register submission date request
5299703,send confirmation receipt_signed1,2012-07-11 07:00:04,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
5299703,phase application received,2012-07-16 18:11:09,560872,,phase application received
5299703,send confirmation receipt,2012-07-16 18:11:10,560872,,send confirmation receipt
5299703,send confirmation receipt,2012-07-16 18:14:31,560872,,send confirmation receipt
5299703,regular procedure without MER,2012-07-16 18:14:34,560872,,regular procedure without MER
5299703,start WABOprocedure,2012-07-16 18:14:35,560872,,start WABOprocedure
5299703,send confirmation receipt_signed1,2012-07-16 18:14:35,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
5299703,send procedure confirmation,2012-07-16 18:14:37,560872,,send procedure confirmation
5299703,send confirmation receipt_signed1,2012-07-16 18:14:37,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
5299703,start WABOprocedure,2012-08-07 22:05:53,3273854,,start WABOprocedure
5299703,send confirmation receipt_signed1,2012-08-07 22:05:53,3273854,collateral events(send confirmation receipt),send confirmation receipt_signed1
5299703,request complete,2012-08-07 23:31:06,3273854,,request complete
5299703,send confirmation receipt_signed1,2012-08-07 23:31:06,3273854,collateral events(send confirmation receipt),send confirmation receipt_signed1
5299703,send procedure confirmation,2012-08-07 23:44:28,3273854,,send procedure confirmation
5299703,send confirmation receipt_signed1,2012-08-07 23:44:28,3273854,collateral events(send confirmation receipt),send confirmation receipt_signed1
5299703,phase advice known,2012-08-07 23:45:00,3273854,,phase advice known
5299703,send confirmation receipt_signed1,2012-08-07 23:45:00,3273854,collateral events(send confirmation receipt),send confirmation receipt_signed1
5299703,phase concept draft decision ready,2012-10-09 22:54:35,560890,,phase concept draft decision ready
5299703,send confirmation receipt_signed1,2012-10-09 22:54:35,560890,collateral events(send confirmation receipt),send confirmation receipt_signed1
5299703,enter date draft decisionenvironmental permit,2012-10-09 22:54:53,560890,,enter date draft decisionenvironmental permit
5299703,send confirmation receipt_signed1,2012-10-09 22:54:53,560890,collateral events(send confirmation receipt),send confirmation receipt_signed1
5299703,send design decision to stakeholders,2012-12-18 18:20:30,560890,,send design decision to stakeholders
5299703,send confirmation receipt_signed1,2012-12-18 18:20:30,560890,collateral events(send confirmation receipt),send confirmation receipt_signed1
5299703,date draft decision for inspection,2013-01-03 08:00:01,560890,,date draft decision for inspection
5299703,send confirmation receipt_signed1,2013-01-03 08:00:01,560890,collateral events(send confirmation receipt),send confirmation receipt_signed1
5299703,create publication document,2013-06-28 07:00:02,560890,,create publication document
5299703,send confirmation receipt_signed1,2013-06-28 07:00:02,560890,collateral events(send confirmation receipt),send confirmation receipt_signed1
5299703,creating environmental permit decision,2013-06-28 07:00:03,3273854,,creating environmental permit decision
5299703,decision date prior to decision,2013-06-28 07:00:04,3273854,,decision date prior to decision
5299703,send confirmation receipt_signed1,2013-06-28 07:00:04,3273854,collateral events(send confirmation receipt),send confirmation receipt_signed1
5299703,enter senddate decision environmental permit,2013-06-28 07:00:05,560890,,enter senddate decision environmental permit
5299703,generating decision environmental permit,2013-06-28 07:00:06,560890,,generating decision environmental permit
5299703,send confirmation receipt_signed1,2013-06-28 07:00:06,560890,collateral events(send confirmation receipt),send confirmation receipt_signed1
5299703,perspective on draft decision environmental permit received,2013-06-28 07:00:07,3273854,,perspective on draft decision environmental permit received
5299703,phase decision sent,2013-06-28 07:00:08,560890,,phase decision sent
5299703,send confirmation receipt_signed1,2013-06-28 07:00:08,560890,collateral events(send confirmation receipt),send confirmation receipt_signed1
5299703,phase decision taken,2013-06-28 07:00:09,560890,,phase decision taken
5299703,register objection and appeal periods,2013-06-28 07:00:10,560890,,register objection and appeal periods
5299703,send confirmation receipt_signed1,2013-06-28 07:00:10,560890,collateral events(send confirmation receipt),send confirmation receipt_signed1
5299703,submit decision,2013-06-28 07:00:11,560890,,submit decision
5299703,suspension ground applicable,2013-06-28 07:00:12,3273854,,suspension ground applicable
5299703,send confirmation receipt_signed1,2013-06-28 07:00:12,3273854,collateral events(send confirmation receipt),send confirmation receipt_signed1
5299703,transcript decision environmental permit to stakeholders,2013-06-28 07:00:13,560890,,transcript decision environmental permit to stakeholders
5299703,enter senddate decision environmental permit,2013-07-01 07:00:06,560890,,enter senddate decision environmental permit
5299703,send confirmation receipt_signed1,2013-07-01 07:00:06,560890,collateral events(send confirmation receipt),send confirmation receipt_signed1
5299703,record date of decision environmental permit,2013-07-01 07:00:07,560890,,record date of decision environmental permit
5300846,register submission date request,2012-07-11 07:00:05,560872,,register submission date request
5300846,phase application received,2012-07-16 19:00:24,560872,,phase application received
5300846,send confirmation receipt,2012-07-16 19:00:25,560872,,send confirmation receipt
5300846,send confirmation receipt,2012-07-16 19:03:08,560872,,send confirmation receipt
5300846,regular procedure without MER,2012-07-16 19:03:10,560872,,regular procedure without MER
5300846,start WABOprocedure,2012-07-16 19:03:11,560872,,start WABOprocedure
5300846,enter senddate procedure confirmation,2012-07-16 19:03:12,560872,,enter senddate procedure confirmation
5300846,send procedure confirmation,2012-07-16 19:03:13,560872,,send procedure confirmation
5300846,phase advice known,2012-08-27 20:23:17,2670601,,phase advice known
5300846,creating environmental permit decision,2012-08-27 20:23:32,2670601,,creating environmental permit decision
5300846,submit decision,2012-08-27 20:46:22,560890,,submit decision
5300846,transcript decision environmental permit to stakeholders,2012-08-27 20:54:11,560890,,transcript decision environmental permit to stakeholders
5300846,phase decision sent,2012-08-27 20:54:17,560890,,phase decision sent
5300846,date decision for inspection,2012-09-06 07:00:04,560890,,date decision for inspection
5301739,register submission date request,2012-07-12 07:00:04,560872,,register submission date request
5301739,phase application received,2012-07-16 19:28:31,560872,,phase application received
5301739,send confirmation receipt,2012-07-16 19:28:32,560872,,send confirmation receipt
5301739,send confirmation receipt,2012-07-16 19:30:39,560872,,send confirmation receipt
5301739,start WABOprocedure,2012-07-16 19:30:42,560872,,start WABOprocedure
5301739,enter senddate procedure confirmation,2012-07-16 19:30:43,560872,,enter senddate procedure confirmation
5301739,send procedure confirmation,2012-07-16 19:30:44,560872,,send procedure confirmation
5301739,treat subcases content,2012-08-06 18:44:40,3273854,,treat subcases content
5301739,completed subcases content,2012-08-06 18:44:41,3273854,,completed subcases content
5301739,procedure change,2012-08-06 18:44:44,3273854,,procedure change
5301739,assessment of content completed,2012-08-06 18:44:45,3273854,,assessment of content completed
5301739,phase advice known,2012-08-06 18:44:46,3273854,,phase advice known
5301739,creating environmental permit decision,2012-08-06 18:59:23,3273854,,creating environmental permit decision
5301739,submit decision,2012-09-04 16:14:38,560890,,submit decision
5301739,transcript decision environmental permit to stakeholders,2012-09-04 16:18:12,560890,,transcript decision environmental permit to stakeholders
5301739,enter senddate decision environmental permit,2012-09-04 16:18:18,560890,,enter senddate decision environmental permit
5301739,phase decision sent,2012-09-04 16:18:19,560890,,phase decision sent
5301739,date decision for inspection,2012-09-13 07:00:02,560890,,date decision for inspection
5303092,register submission date request,2012-07-13 07:00:03,560872,,register submission date request
5303092,phase application received,2012-07-16 21:44:34,560872,,phase application received
5303092,send confirmation receipt,2012-07-16 21:44:35,560872,,send confirmation receipt
5303092,send confirmation receipt,2012-07-16 21:47:04,560872,,send confirmation receipt
5303092,regular procedure without MER,2012-07-16 21:47:09,560872,,regular procedure without MER
5303092,start WABOprocedure,2012-07-16 21:47:10,560872,,start WABOprocedure
5303092,enter senddate procedure confirmation,2012-07-16 21:47:11,560872,,enter senddate procedure confirmation
5303092,send procedure confirmation,2012-07-16 21:47:12,560872,,send procedure confirmation
5303092,retrieve missing data,2012-09-04 21:07:59,2670601,,retrieve missing data
5303092,phase additional information received,2012-09-18 18:15:43,560925,,phase additional information received
5303092,request complete,2012-09-18 22:40:10,2670601,,request complete
5303092,procedure change after completeness,2012-09-18 22:40:11,2670601,,procedure change after completeness
5303092,phase advice known,2012-09-18 22:41:29,2670601,,phase advice known
5303092,send decision suspension,2012-09-18 22:48:20,2670601,,send decision suspension
5303092,enter senddate decision suspension,2012-09-18 22:48:22,2670601,,enter senddate decision suspension
5303092,phase procedure resumed,2012-09-18 22:49:56,2670601,,phase procedure resumed
5303092,creating environmental permit decision,2012-09-18 22:49:59,2670601,,creating environmental permit decision
5303092,record date of decision environmental permit,2012-10-02 07:00:01,560890,,record date of decision environmental permit
5303092,transcript decision environmental permit to stakeholders,2012-10-02 19:49:05,560890,,transcript decision environmental permit to stakeholders
5303092,enter senddate decision environmental permit,2012-10-02 19:49:13,560890,,enter senddate decision environmental permit
5303092,phase decision sent,2012-10-02 19:49:14,560890,,phase decision sent
5313975,register submission date request,2012-07-12 07:00:05,560872,,register submission date request
5313975,phase application received,2012-07-20 15:55:50,560872,,phase application received
5313975,send confirmation receipt,2012-07-20 15:55:51,560872,,send confirmation receipt
5313975,send confirmation receipt,2012-07-20 15:59:42,560872,,send confirmation receipt
5313975,regular procedure without MER,2012-07-20 15:59:45,560872,,regular procedure without MER
5313975,start WABOprocedure,2012-07-20 15:59:46,560872,,start WABOprocedure
5313975,enter senddate procedure confirmation,2012-07-20 15:59:47,560872,,enter senddate procedure confirmation
5313975,send procedure confirmation,2012-07-20 15:59:48,560872,,send procedure confirmation
5313975,request complete,2012-08-31 22:57:55,3273854,,request complete
5313975,phase advice known,2012-08-31 23:00:54,3273854,,phase advice known
5313975,creating environmental permit decision,2012-08-31 23:01:04,3273854,,creating environmental permit decision
5313975,submit decision,2012-09-03 18:37:48,560890,,submit decision
5313975,transcript decision environmental permit to stakeholders,2012-09-03 18:38:58,560890,,transcript decision environmental permit to stakeholders
5313975,enter senddate decision environmental permit,2012-09-03 18:39:03,560890,,enter senddate decision environmental permit
5313975,phase decision sent,2012-09-03 18:39:04,560890,,phase decision sent
5313975,date decision for inspection,2012-09-13 07:00:03,560890,,date decision for inspection
5314766,register submission date request,2012-07-17 07:00:03,560872,,register submission date request
5314766,phase application received,2012-07-19 20:31:51,560872,,phase application received
5314766,send confirmation receipt,2012-07-19 20:31:58,560872,,send confirmation receipt
5314766,read field phased application,2013-03-02 01:24:39,560462,,read field phased application
5314766,start WABOprocedure,2013-03-02 01:24:40,560462,,start WABOprocedure
5314766,send procedure confirmation,2013-03-02 01:24:43,560462,,send procedure confirmation
5314766,phase additional information received,2013-03-07 23:58:31,560462,,phase additional information received
5314766,request complete,2013-03-07 23:58:44,560462,,request complete
5314766,phase concept draft decision ready,2013-03-07 23:59:03,560462,,phase concept draft decision ready
5314766,enter date draft decisionenvironmental permit,2013-03-12 08:00:01,560462,,enter date draft decisionenvironmental permit
5314766,entering senddate draft decision environmental permit,2013-03-18 08:00:01,560872,,entering senddate draft decision environmental permit
5314766,date draft decision for inspection,2013-03-21 08:00:01,560462,,date draft decision for inspection
5314766,create publication document,2013-06-26 07:00:01,560462,,create publication document
5314766,creating environmental permit decision,2013-06-26 07:00:02,560462,,creating environmental permit decision
5314766,decision date prior to decision,2013-06-26 07:00:03,560462,,decision date prior to decision
5314766,enter senddate decision environmental permit,2013-06-26 07:00:04,560462,,enter senddate decision environmental permit
5314766,generating decision environmental permit,2013-06-26 07:00:05,560462,,generating decision environmental permit
5314766,hearing about draft,2013-06-26 07:00:06,560462,,hearing about draft
5314766,perspective from GS or VROM received,2013-06-26 07:00:07,560462,,perspective from GS or VROM received
5314766,perspective on draft decision environmental permit received,2013-06-26 07:00:08,560462,,perspective on draft decision environmental permit received
5314766,perspective regarding draft founded,2013-06-26 07:00:09,560462,,perspective regarding draft founded
5314766,phase decision sent,2013-06-26 07:00:10,560462,,phase decision sent
5314766,phase decision taken,2013-06-26 07:00:11,560462,,phase decision taken
5314766,phase perspective submitted,2013-06-26 07:00:12,560462,,phase perspective submitted
5314766,reactive designation received,2013-06-26 07:00:13,560462,,reactive designation received
5314766,register objection and appeal periods,2013-06-26 07:00:14,560462,,register objection and appeal periods
5314766,subcase designation GS completed,2013-06-26 07:00:15,560462,,subcase designation GS completed
5314766,subcase perspective complete,2013-06-26 07:00:16,560462,,subcase perspective complete
5314766,submit decision,2013-06-26 07:00:17,560462,,submit decision
5314766,suspension ground applicable,2013-06-26 07:00:18,560462,,suspension ground applicable
5314766,transcript decision environmental permit to stakeholders,2013-06-26 07:00:19,560462,,transcript decision environmental permit to stakeholders
5314766,treat subcase perspective,2013-06-26 07:00:20,560462,,treat subcase perspective
5314766,treating subcase designation GS,2013-06-26 07:00:21,560462,,treating subcase designation GS
5314766,updated plan after perspective,2013-06-26 07:00:22,560462,,updated plan after perspective
5314766,enter senddate decision environmental permit,2013-07-01 07:00:08,560462,,enter senddate decision environmental permit
5314766,date decision for inspection,2013-07-04 07:00:01,560462,,date decision for inspection
5314766,set phase: phase permitting irrevocable,2013-08-16 07:00:01,560872,,set phase: phase permitting irrevocable
5314766,close case,2013-09-30 07:00:01,560872,,close case
5314766,phase archived case,2013-09-30 07:00:02,560872,,phase archived case
5314766,phase case handled,2013-09-30 07:00:03,560872,,phase case handled
5314766,phase decision irrevocable,2013-09-30 07:00:04,560872,,phase decision irrevocable
5318961,register submission date request,2012-07-19 07:00:02,560872,,register submission date request
5318961,send confirmation receipt_signed1,2012-07-19 07:00:02,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
5318961,send confirmation receipt,2012-07-20 17:45:25,560872,,send confirmation receipt
5318961,regular procedure without MER,2012-07-20 17:45:28,560872,,regular procedure without MER
5318961,send confirmation receipt_signed1,2012-07-20 17:45:28,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
5318961,start WABOprocedure,2012-07-20 17:45:29,560872,,start WABOprocedure
5318961,enter senddate procedure confirmation,2012-07-20 17:45:30,560872,,enter senddate procedure confirmation
5318961,send confirmation receipt_signed1,2012-07-20 17:45:30,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
5318961,send procedure confirmation,2012-07-20 17:45:31,560872,,send procedure confirmation
5318961,request complete,2012-09-05 01:09:17,2670601,,request complete
5318961,send confirmation receipt_signed1,2012-09-05 01:09:18,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed1
5318961,treat subcases content,2012-09-05 01:09:23,2670601,,treat subcases content
5318961,send confirmation receipt_signed1,2012-09-05 01:09:23,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed1
5318961,phase advice known,2012-09-05 01:09:36,2670601,,phase advice known
5318961,send confirmation receipt_signed1,2012-09-05 01:09:36,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed1
5318961,grounds for refusal,2012-09-05 01:09:37,2670601,,grounds for refusal
5318961,creating environmental permit decision,2012-09-05 01:10:12,2670601,,creating environmental permit decision
5318961,send confirmation receipt_signed1,2012-09-05 01:10:12,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed1
5318961,enter senddate decision environmental permit,2012-09-05 17:55:28,5726485,,enter senddate decision environmental permit
5318961,send confirmation receipt_signed1,2012-09-05 17:55:28,5726485,collateral events(send confirmation receipt),send confirmation receipt_signed1
5318961,phase decision sent,2012-09-05 17:55:29,5726485,,phase decision sent
5318961,record date of decision environmental permit,2012-09-07 07:00:01,5726485,,record date of decision environmental permit
5318961,send confirmation receipt_signed1,2012-09-07 07:00:01,5726485,collateral events(send confirmation receipt),send confirmation receipt_signed1
