Case,Timestamp,Resource,Activity,Activity_fixed,label
3642802,2011-10-28 23:15:25,560462,regular procedure without MER,regular procedure without MER,
3642802,2011-10-28 23:15:26,560462,request complete,request complete,
3642802,2011-10-28 23:15:27,560462,send procedure confirmation,send procedure confirmation,
3642802,2011-10-28 23:15:28,560462,subcases completeness completed,subcases completeness completed,
3642802,2011-10-28 23:15:29,560462,treat subcases completeness,treat subcases completeness,
3642802,2011-10-28 23:15:30,560462,term for supplying missing data,term for supplying missing data,
3642802,2011-10-28 23:15:31,560462,retrieve missing data,retrieve missing data,
3642802,2012-04-16 17:51:49,560912,message terminate request,message terminate request,
3642802,2012-04-16 17:51:52,560912,register deadline,register deadline,
3683339,2011-07-29 07:00:03,560872,register submission date request,register submission date request,
3683339,2011-08-05 23:21:55,560881,send confirmation receipt,send confirmation receipt,
3683339,2011-08-05 23:21:56,560881,send confirmation receipt,send confirmation receipt,
3683339,2011-08-08 07:00:01,560881,enter senddate acknowledgement,enter senddate acknowledgement,
3683339,2011-08-09 22:36:29,560872,send procedure confirmation,send procedure confirmation,
3683339,2011-08-22 22:26:35,3273854,request complete,request complete,
3683339,2011-08-22 22:26:36,3273854,send letter in progress,send letter in progress,
3683339,2011-08-22 22:26:37,3273854,treat subcases content,treat subcases content,
3683339,2011-08-22 22:26:38,3273854,completed subcases content,completed subcases content,
3693886,2011-07-22 07:00:01,560872,register submission date request,register submission date request,
3693886,2011-08-03 07:00:07,3273854,registration date publication,registration date publication,
3693886,2011-09-15 22:53:03,2670601,forward to the competent authority,forward to the competent authority,
3693886,2011-09-15 22:53:04,2670601,no permit needed or only notification needed,no permit needed or only notification needed,
3693886,2011-09-15 22:53:05,2670601,phase application received,phase application received,
3693886,2011-09-15 22:53:06,2670601,regular procedure without MER,regular procedure without MER,
3693886,2011-09-15 22:53:07,2670601,send confirmation receipt,send confirmation receipt,
3693886,2011-09-15 22:53:09,2670601,send procedure confirmation,send procedure confirmation,
3693886,2011-09-15 22:53:10,2670601,terminate on request,terminate on request,
3693886,2011-09-15 22:53:11,2670601,extend procedure term,extend procedure term,
3693886,2011-09-15 22:53:12,2670601,register number of days extension period,register number of days extension period,
3693886,2011-09-15 22:53:13,2670601,creating decision procedure term extension,creating decision procedure term extension,
3693886,2011-09-15 23:38:16,2670601,enter date decision procedure term extension,enter senddate decision procedure term extension,
3693886,2011-09-15 23:38:21,2670601,enter senddate decision procedure term extension,enter senddate decision procedure term extension,
3693886,2011-09-29 22:03:59,3273854,request complete,request complete,
3693886,2011-09-29 22:04:19,3273854,treat subcases content,treat subcases content,
3693886,2011-09-29 22:04:25,3273854,phase advice known,phase advice known,
3693886,2011-09-29 22:04:34,3273854,investigate BAG objects,investigate BAG objects,
3693886,2011-10-18 23:21:44,2670601,creating environmental permit decision,creating environmental permit decision,
3693886,2011-10-25 07:00:01,560890,enter senddate decision environmental permit,enter senddate decision environmental permit,
3693886,2011-10-25 07:00:02,560890,register date environmental permit decision,register date environmental permit decision,
3693886,2011-11-02 08:00:02,560890,enter date publication decision environmental permit,enter date publication decision environmental permit,
3720299,2011-07-22 07:00:07,560872,register submission date request,register submission date request,
3720299,2011-08-15 07:00:08,560872,enter senddate acknowledgement,enter senddate acknowledgement,
3720299,2011-08-15 07:00:09,560872,enter senddate procedure confirmation,enter senddate procedure confirmation,
3720299,2011-08-24 07:00:04,560872,registration date publication,registration date publication,
3720299,2011-09-15 19:00:14,2670601,request complete,request complete,
3720299,2011-09-15 19:00:35,2670601,phase advice known,phase advice known,
3720299,2011-09-15 19:00:41,2670601,creating environmental permit decision,creating environmental permit decision,
3720299,2011-09-15 22:40:02,2670601,register date environmental permit decision,register date environmental permit decision,
3720299,2011-09-15 22:51:43,2670601,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,
3720299,2011-09-15 22:51:47,2670601,generate publication document decision environmental permit,generate publication document decision environmental permit,
3721542,2011-07-20 07:00:14,560872,register submission date request,register submission date request,
3721542,2011-08-15 07:00:10,2670601,registration date publication,registration date publication,
3721542,2011-08-15 17:44:53,2670601,enter senddate procedure confirmation,enter senddate procedure confirmation,
3721542,2011-08-16 21:30:51,2670601,forward to the competent authority,forward to the competent authority,
3721542,2011-08-16 21:30:52,2670601,inform BAG administrator,inform BAG administrator,
3721542,2011-08-16 21:30:53,2670601,no permit needed or only notification needed,no permit needed or only notification needed,
3721542,2011-08-16 21:30:54,2670601,phase application received,phase application received,
3721542,2011-08-16 21:30:55,2670601,regular procedure without MER,regular procedure without MER,
3721542,2011-08-16 21:30:56,2670601,send confirmation receipt,send confirmation receipt,
3721542,2011-08-16 21:30:57,2670601,send confirmation receipt,send confirmation receipt,
3721542,2011-08-16 21:30:58,2670601,send procedure confirmation,send procedure confirmation,
3721542,2011-08-16 21:30:59,2670601,terminate on request,terminate on request,
3721542,2011-09-01 17:40:24,2670601,request complete,request complete,
3721542,2011-09-01 17:40:37,2670601,phase advice known,phase advice known,
3721542,2011-09-01 17:40:38,2670601,grounds for refusal,grounds for refusal,
3721542,2011-09-06 07:00:04,560890,enter senddate decision environmental permit,enter senddate decision environmental permit,
3721542,2011-09-06 07:00:05,560890,register date environmental permit decision,register date environmental permit decision,
3721542,2011-09-14 07:00:03,560890,enter date publication decision environmental permit,enter date publication decision environmental permit,
3725165,2011-07-22 07:00:09,3273854,register submission date request,register submission date request,
3725165,2011-08-15 07:00:11,3273854,enter senddate acknowledgement,enter senddate acknowledgement,
3725165,2011-08-15 07:00:12,3273854,enter senddate procedure confirmation,enter senddate procedure confirmation,
3725165,2011-08-24 07:00:05,3273854,registration date publication,registration date publication,
3725165,2011-08-29 18:42:21,3273854,phase application received,phase application received,
3725165,2011-08-29 18:42:22,3273854,regular procedure without MER,regular procedure without MER,
3725165,2011-08-29 18:42:23,3273854,send confirmation receipt,send confirmation receipt,
3725165,2011-08-29 18:42:24,3273854,send confirmation receipt,send confirmation receipt,
3725165,2011-08-29 18:42:25,3273854,enter receipt of additional data,enter receipt of additional data,
3725165,2011-08-29 18:42:26,3273854,procedure change,procedure change,
3725165,2011-08-29 18:42:27,3273854,receive additional information,receive additional information,
3725165,2011-08-29 18:42:28,3273854,request complete,request complete,
3725165,2011-08-29 18:42:29,3273854,retrieve missing data,retrieve missing data,
3725165,2011-08-29 18:42:30,3273854,send procedure confirmation,send procedure confirmation,
3725165,2011-08-29 18:42:31,3273854,subcases completeness completed,subcases completeness completed,
3725165,2011-08-29 18:42:32,3273854,term for supplying missing data,term for supplying missing data,
3725165,2011-08-29 18:42:33,3273854,treat subcases completeness,treat subcases completeness,
3725165,2011-08-29 18:42:34,3273854,MER present in supplement,MER present in supplement,
3725165,2011-08-29 18:42:35,3273854,procedure change,procedure change,
3725165,2011-08-29 18:42:36,3273854,subcases completeness completed,subcases completeness completed,
3725165,2011-08-29 18:42:37,3273854,treat subcases completeness,treat subcases completeness,
3725165,2011-08-29 18:42:38,3273854,request complete,request complete,
3725165,2011-08-29 18:42:39,3273854,procedure change,procedure change,
3725165,2011-08-29 18:42:40,3273854,request complete,request complete,
3725165,2011-08-29 18:42:41,3273854,procedure change,procedure change,
3725165,2011-08-29 18:42:42,3273854,request complete,request complete,
3725165,2011-08-29 18:42:43,3273854,procedure change,procedure change,
3725165,2011-08-29 18:42:44,3273854,request complete,request complete,
3725165,2011-08-29 18:43:11,3273854,request complete,request complete,
3725165,2011-09-08 17:38:49,3273854,phase advice known,phase advice known,
3725165,2011-09-08 17:38:50,3273854,grounds for refusal,grounds for refusal,
3725165,2011-09-08 17:39:22,3273854,creating environmental permit decision,creating environmental permit decision,
3725165,2011-09-13 07:00:05,560890,enter senddate decision environmental permit,enter senddate decision environmental permit,
3725165,2011-09-13 07:00:06,560890,register date environmental permit decision,register date environmental permit decision,
3725165,2011-09-21 07:00:05,560890,enter date publication decision environmental permit,enter date publication decision environmental permit,
3727018,2011-07-27 07:00:10,560872,register submission date request,register submission date request,
3727018,2011-08-15 07:00:13,560912,enter senddate acknowledgement,enter senddate acknowledgement,
3727018,2011-08-15 07:00:14,560912,enter senddate procedure confirmation,enter senddate procedure confirmation,
3727018,2012-03-05 21:17:47,560912,message terminate request,message terminate request,
3727018,2012-03-05 21:17:51,560912,register deadline,register deadline,
3728500,2011-07-28 07:00:07,560872,register submission date request,register submission date request,
3728500,2011-08-16 07:00:01,560872,enter senddate procedure confirmation,enter senddate procedure confirmation,
3728500,2011-08-24 07:00:06,560872,registration date publication,registration date publication,
3728500,2011-09-20 20:55:03,3273854,register number of days extension period,register number of days extension period,
3728500,2011-09-20 20:58:14,3273854,enter date decision procedure term extension,enter senddate decision procedure term extension,
3728500,2011-09-20 20:58:19,3273854,enter senddate decision procedure term extension,enter senddate decision procedure term extension,
3728500,2011-10-19 22:49:25,2670601,treat subcases completeness,treat subcases completeness,
3728500,2011-10-19 22:49:29,2670601,request complete,request complete,
3728500,2011-10-19 22:49:50,2670601,phase advice known,phase advice known,
3728500,2011-10-26 22:48:09,2670601,creating environmental permit decision,creating environmental permit decision,
3728500,2011-11-09 08:00:01,560890,enter date publication decision environmental permit,enter date publication decision environmental permit,
3736900,2011-08-17 07:00:02,560925,enter senddate acknowledgement,enter senddate acknowledgement,
3736900,2011-08-17 07:00:03,560925,enter senddate procedure confirmation,enter senddate procedure confirmation,
3736900,2011-08-24 07:00:08,560925,registration date publication,registration date publication,
3736900,2011-09-27 17:51:50,3273854,request complete,request complete,
3736900,2011-09-27 17:51:51,3273854,send letter in progress,send letter in progress,
3736900,2011-09-27 17:51:52,3273854,treat subcases content,treat subcases content,
3736900,2011-09-27 17:51:53,3273854,completed subcases content,completed subcases content,
3736900,2011-09-27 17:52:07,3273854,phase advice known,phase advice known,
3736900,2011-09-27 17:52:08,3273854,ask stakeholders views,ask stakeholders views,
3736900,2011-09-27 17:52:09,3273854,grounds for refusal,grounds for refusal,
3736900,2011-09-27 17:52:10,3273854,by law,by law,
3736900,2011-09-27 17:52:11,3273854,creating environmental permit decision,creating environmental permit decision,
3736900,2011-09-27 17:52:12,3273854,suspension ground applicable,suspension ground applicable,
3736900,2011-09-27 18:43:46,560894,register date environmental permit decision,register date environmental permit decision,
3736900,2011-09-28 00:46:08,560894,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,
3736900,2011-10-05 07:00:01,560894,enter date publication decision environmental permit,enter date publication decision environmental permit,
3744251,2011-08-08 07:00:09,560872,register submission date request,register submission date request,
3744251,2011-08-18 17:55:59,560872,send confirmation receipt,send confirmation receipt,
3744251,2011-08-18 17:56:57,560872,send procedure confirmation,send procedure confirmation,
3744251,2011-08-31 07:00:05,560872,registration date publication,registration date publication,
3744251,2011-09-28 22:24:20,3273854,request complete,request complete,
3744251,2011-09-28 22:24:32,3273854,phase advice known,phase advice known,
3744251,2011-09-28 22:24:46,3273854,creating environmental permit decision,creating environmental permit decision,
3748812,2011-08-03 07:00:09,560872,register submission date request,register submission date request,
3748812,2011-08-18 22:42:49,560872,phase application received,phase application received,
3748812,2011-08-18 22:42:50,560872,regular procedure without MER,regular procedure without MER,
3748812,2011-08-18 22:42:51,560872,send confirmation receipt,send confirmation receipt,
3748812,2011-08-18 22:42:52,560872,send confirmation receipt,send confirmation receipt,
3748812,2011-08-18 22:42:53,560872,send procedure confirmation,send procedure confirmation,
3748812,2011-08-18 22:42:54,560872,terminate on request,terminate on request,
3748812,2011-08-19 07:00:01,560872,enter senddate acknowledgement,enter senddate acknowledgement,
3748812,2011-08-31 07:00:08,560872,registration date publication,registration date publication,
3748812,2011-09-12 18:43:10,3273854,request complete,request complete,
3748812,2011-09-12 18:43:11,3273854,send letter in progress,send letter in progress,
3748812,2011-09-12 18:43:15,3273854,procedure change,procedure change,
3748812,2011-09-12 18:43:16,3273854,assessment of content completed,assessment of content completed,
3748812,2011-09-12 18:43:17,3273854,phase advice known,phase advice known,
3748812,2011-09-12 18:43:19,3273854,ask stakeholders views,ask stakeholders views,
3748812,2011-09-12 18:43:20,3273854,suspension ground applicable,suspension ground applicable,
3748812,2011-09-12 18:43:21,3273854,by law,by law,
3748812,2011-09-12 18:43:22,3273854,creating environmental permit decision,creating environmental permit decision,
3748812,2011-09-13 07:00:09,560890,enter senddate decision environmental permit,enter senddate decision environmental permit,
3748812,2011-09-13 07:00:10,560890,register date environmental permit decision,register date environmental permit decision,
3748812,2011-09-21 07:00:07,560890,enter date publication decision environmental permit,enter date publication decision environmental permit,
3755625,2011-08-22 07:00:04,560872,enter senddate acknowledgement,enter senddate acknowledgement,
3755625,2011-08-29 17:38:12,560872,send procedure confirmation,send procedure confirmation,
3755625,2011-08-29 17:52:40,560872,request complete,request complete,
3755625,2011-08-29 17:53:03,560872,phase advice known,phase advice known,
3755625,2011-08-30 07:00:15,560872,register date environmental permit decision,register date environmental permit decision,
3755625,2011-08-31 07:00:11,560872,registration date publication,registration date publication,
3755625,2011-09-05 07:00:06,560872,enter senddate decision environmental permit,enter senddate decision environmental permit,
3755625,2011-09-07 07:00:11,560872,enter date publication decision environmental permit,enter date publication decision environmental permit,
3755625,2011-10-19 07:00:11,560872,register deadline,register deadline,
3755625,2011-10-19 07:00:12,560872,set phase: phase permitting irrevocable,set phase: phase permitting irrevocable,
3833062,2011-09-06 07:00:06,560872,register submission date request,register submission date request,
3833062,2011-09-20 00:02:14,3273854,forward to the competent authority,forward to the competent authority,
3833062,2011-09-20 00:02:15,3273854,no permit needed or only notification needed,no permit needed or only notification needed,
3833062,2011-09-20 00:02:16,3273854,procedure change,procedure change,
3833062,2011-09-20 00:02:17,3273854,registration date publication,registration date publication,
3833062,2011-09-20 00:02:18,3273854,regular procedure without MER,regular procedure without MER,
3833062,2011-09-20 00:02:20,3273854,send confirmation receipt,send confirmation receipt,
3833062,2011-09-20 00:02:21,3273854,send procedure confirmation,send procedure confirmation,
3833062,2011-09-20 00:02:22,3273854,subcases completeness completed,subcases completeness completed,
3833062,2011-09-20 00:02:23,3273854,suspend term,suspend term,
3833062,2011-09-20 00:02:24,3273854,terminate on request,terminate on request,
3833062,2011-09-20 00:02:25,3273854,treat subcases completeness,treat subcases completeness,
3833062,2011-09-20 00:02:26,3273854,phase application receptive,phase application receptive,
3833062,2011-09-20 00:02:27,3273854,request complete,request complete,
3833062,2011-09-20 00:02:28,3273854,send letter in progress,send letter in progress,
3833062,2011-09-20 00:05:45,3273854,send procedure confirmation,send procedure confirmation,
3833062,2011-09-20 00:06:02,3273854,phase advice known,phase advice known,
3833062,2011-10-26 16:11:26,3273854,creating environmental permit decision,creating environmental permit decision,
3833062,2011-10-26 17:16:06,560890,register date environmental permit decision,register date environmental permit decision,
3833062,2011-11-09 08:00:02,560890,enter date publication decision environmental permit,enter date publication decision environmental permit,
3833827,2011-09-06 07:00:07,560872,register submission date request,register submission date request,
3833827,2011-09-12 17:09:17,560872,send confirmation receipt,send confirmation receipt,
3833827,2011-09-12 17:10:20,560872,enter senddate procedure confirmation,enter senddate procedure confirmation,
3833827,2011-09-12 17:10:21,560872,send procedure confirmation,send procedure confirmation,
3833827,2011-09-13 23:49:11,3273854,retrieve missing data,retrieve missing data,
3833827,2011-09-21 07:00:10,560872,registration date publication,registration date publication,
3833827,2011-09-22 07:00:02,3273854,enter receipt of additional data,enter receipt of additional data,
3833827,2011-11-04 00:59:41,2670601,request complete,request complete,
3833827,2011-11-04 00:59:52,2670601,phase advice known,phase advice known,
3833827,2011-11-07 23:20:07,2670601,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,
3833827,2011-11-07 23:20:14,2670601,generate publication document decision environmental permit,generate publication document decision environmental permit,
3833827,2011-11-07 23:20:34,2670601,set phase: phase permitting irrevocable,set phase: phase permitting irrevocable,
3837125,2011-08-03 07:00:10,560872,register submission date request,register submission date request,
3837125,2011-09-12 21:28:01,560872,send confirmation receipt,send confirmation receipt,
3837125,2011-09-12 21:28:09,560872,send procedure confirmation,send procedure confirmation,
3837125,2011-09-13 20:22:36,3273854,request complete,request complete,
3837125,2011-09-13 20:22:44,3273854,phase advice known,phase advice known,
3837125,2011-09-13 20:22:52,3273854,creating environmental permit decision,creating environmental permit decision,
3837125,2011-09-13 20:53:38,560890,register date environmental permit decision,register date environmental permit decision,
3837125,2011-09-13 21:39:30,560890,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,
3837125,2011-09-21 07:00:12,560890,enter date publication decision environmental permit,enter date publication decision environmental permit,
3837125,2011-09-21 07:00:13,560872,registration date publication,registration date publication,
3838356,2011-09-07 07:00:13,560872,register submission date request,register submission date request,
3838356,2011-09-12 22:34:21,560872,phase application received,phase application received,
3838356,2011-09-12 22:34:22,560872,regular procedure without MER,regular procedure without MER,
3838356,2011-09-12 22:34:23,560872,send confirmation receipt,send confirmation receipt,
3838356,2011-09-12 22:34:24,560872,send confirmation receipt,send confirmation receipt,
3838356,2011-09-12 22:34:25,560872,send procedure confirmation,send procedure confirmation,
3838356,2011-09-13 07:00:11,560872,enter senddate acknowledgement,enter senddate acknowledgement,
3838356,2011-09-13 07:00:12,560872,enter senddate procedure confirmation,enter senddate procedure confirmation,
3838356,2011-09-13 18:31:17,3273854,request complete,request complete,
3838356,2011-09-13 18:32:24,3273854,phase advice known,phase advice known,
3838356,2011-09-13 18:32:26,3273854,grounds for refusal,grounds for refusal,
3838356,2011-09-13 18:32:27,3273854,suspension ground applicable,suspension ground applicable,
3838356,2011-09-13 18:32:28,3273854,by law,by law,
3838356,2011-09-13 18:32:29,3273854,creating environmental permit decision,creating environmental permit decision,
3838356,2011-09-13 18:55:08,560890,register date environmental permit decision,register date environmental permit decision,
3838356,2011-09-13 22:13:32,560890,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,
3838356,2011-09-21 07:00:16,560890,enter date publication decision environmental permit,enter date publication decision environmental permit,
3838356,2011-09-21 07:00:17,560872,registration date publication,registration date publication,
3852444,2011-09-15 18:14:32,560872,send confirmation receipt,send confirmation receipt,
3852444,2011-09-15 18:14:40,560872,send procedure confirmation,send procedure confirmation,
3852444,2011-09-28 07:00:07,560872,registration date publication,registration date publication,
3852444,2011-10-04 20:15:32,3273854,request complete,request complete,
3852444,2011-10-04 20:15:33,3273854,send letter in progress,send letter in progress,
3852444,2011-10-04 20:15:34,3273854,completed subcases content,completed subcases content,
3852444,2011-10-04 20:15:35,3273854,treat subcases content,treat subcases content,
3852444,2011-10-04 20:15:36,3273854,article 34  WABO applies,article 34  WABO applies,
3852444,2011-10-04 20:15:37,3273854,procedure change,procedure change,
3852444,2011-10-04 20:15:38,3273854,assessment of content completed,assessment of content completed,
3852444,2011-10-04 20:15:39,3273854,grounds for refusal,grounds for refusal,
3852444,2011-10-04 20:15:40,3273854,phase advice known,phase advice known,
3852444,2011-10-04 20:15:41,3273854,ask stakeholders views,ask stakeholders views,
3852444,2011-10-04 20:15:42,3273854,suspension ground applicable,suspension ground applicable,
3852444,2011-10-04 20:15:43,3273854,by law,by law,
3852444,2011-10-04 20:33:16,560890,register date environmental permit decision,register date environmental permit decision,
3852444,2011-10-04 22:25:58,560890,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,
3852444,2011-10-12 07:00:05,560890,enter date publication decision environmental permit,enter date publication decision environmental permit,
3853149,2011-09-06 07:00:08,560872,register submission date request,register submission date request,
3853149,2011-09-15 19:35:54,560872,send confirmation receipt,send confirmation receipt,
3853149,2011-09-15 19:36:07,560872,send procedure confirmation,send procedure confirmation,
3853149,2011-10-11 19:05:14,3273854,request complete,request complete,
3853149,2011-10-11 19:05:15,3273854,send letter in progress,send letter in progress,
3853149,2011-10-11 19:05:16,3273854,treat subcases content,treat subcases content,
3853149,2011-10-11 19:05:17,3273854,completed subcases content,completed subcases content,
3853149,2011-10-13 21:58:47,3273854,creating environmental permit decision,creating environmental permit decision,
3853149,2011-10-18 07:00:01,560890,register date environmental permit decision,register date environmental permit decision,
3853149,2011-10-18 19:07:03,560890,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,
3853149,2011-10-26 07:00:02,560890,enter date publication decision environmental permit,enter date publication decision environmental permit,
3886793,2011-09-19 07:00:07,560925,register submission date request,register submission date request,
3886793,2011-09-26 19:13:26,560925,send confirmation receipt,send confirmation receipt,
3886793,2011-09-26 19:14:54,560925,send procedure confirmation,send procedure confirmation,
3886793,2011-10-05 07:00:05,560925,registration date publication,registration date publication,
3930617,2011-10-06 18:55:34,560872,send confirmation receipt,send confirmation receipt,
3930617,2011-10-06 18:55:46,560872,send procedure confirmation,send procedure confirmation,
3930617,2011-10-12 07:00:14,3273854,registration date publication,registration date publication,
3930617,2011-10-24 22:08:28,3273854,request complete,request complete,
3930617,2011-10-24 22:08:31,3273854,treat subcases content,treat subcases content,
3930617,2011-10-24 22:08:37,3273854,phase advice known,phase advice known,
3930617,2011-10-24 22:08:38,3273854,grounds for refusal,grounds for refusal,
3930617,2011-10-24 22:08:39,3273854,ask stakeholders views,ask stakeholders views,
3930617,2011-10-24 22:08:40,3273854,by law,by law,
3930617,2011-10-24 22:08:41,3273854,suspension ground applicable,suspension ground applicable,
3930617,2011-10-24 22:08:42,3273854,creating environmental permit decision,creating environmental permit decision,
3930617,2011-11-17 08:00:01,560890,enter senddate decision environmental permit,enter senddate decision environmental permit,
3930617,2011-11-17 08:00:02,560890,register date environmental permit decision,register date environmental permit decision,
3944991,2011-10-11 17:58:28,560925,send confirmation receipt,send confirmation receipt,
3944991,2011-10-11 17:58:45,560925,send procedure confirmation,send procedure confirmation,
3944991,2011-10-19 07:00:16,560925,registration date publication,registration date publication,
3944991,2011-10-24 17:56:19,3273854,request complete,request complete,
3944991,2011-10-24 17:56:21,3273854,treat subcases content,treat subcases content,
3944991,2011-10-24 17:56:22,3273854,completed subcases content,completed subcases content,
3944991,2011-10-24 17:56:23,3273854,procedure change,procedure change,
3944991,2011-10-24 17:56:24,3273854,article 34  WABO applies,article 34  WABO applies,
3944991,2011-10-24 17:56:25,3273854,assessment of content completed,assessment of content completed,
3944991,2011-10-24 17:56:27,3273854,grounds for refusal,grounds for refusal,
3944991,2011-10-24 17:56:28,3273854,ask stakeholders views,ask stakeholders views,
3944991,2011-10-24 17:56:29,3273854,suspension ground applicable,suspension ground applicable,
3944991,2011-10-24 17:56:30,3273854,by law,by law,
3944991,2011-10-24 17:56:31,3273854,creating environmental permit decision,creating environmental permit decision,
3944991,2011-10-31 08:00:03,560890,register date environmental permit decision,register date environmental permit decision,
3944991,2011-11-01 08:00:02,560890,enter senddate decision environmental permit,enter senddate decision environmental permit,
3944991,2011-11-09 08:00:04,560890,enter date publication decision environmental permit,enter date publication decision environmental permit,
3996339,2011-10-18 07:00:04,560872,register submission date request,register submission date request,
3996339,2011-11-11 18:55:34,2670601,phase application received,phase application received,
3996339,2011-11-11 18:55:35,2670601,regular procedure without MER,regular procedure without MER,
3996339,2011-11-11 18:55:36,2670601,send confirmation receipt,send confirmation receipt,
3996339,2011-11-11 18:55:37,2670601,send confirmation receipt,send confirmation receipt,
3996339,2011-11-11 18:55:38,2670601,registration date publication,registration date publication,
3996339,2011-11-11 18:55:39,2670601,send procedure confirmation,send procedure confirmation,
3996339,2011-11-11 18:55:40,2670601,subcases completeness completed,subcases completeness completed,
3996339,2011-11-11 18:55:41,2670601,terminate on request,terminate on request,
3996339,2011-11-11 18:55:42,2670601,treat subcases completeness,treat subcases completeness,
3996339,2011-11-11 19:41:42,2670601,request complete,request complete,
3996339,2011-11-11 19:41:59,2670601,phase advice known,phase advice known,
3996339,2011-11-15 19:51:48,2670601,creating environmental permit decision,creating environmental permit decision,
3996339,2011-11-17 08:00:03,560890,enter senddate decision environmental permit,enter senddate decision environmental permit,
3996339,2011-11-17 08:00:04,560890,register date environmental permit decision,register date environmental permit decision,
3996339,2011-11-23 08:00:01,560890,enter date publication decision environmental permit,enter date publication decision environmental permit,
4002474,2011-10-25 07:00:10,560872,enter senddate acknowledgement,enter senddate acknowledgement,
4002474,2011-10-25 07:00:11,560872,enter senddate procedure confirmation,enter senddate procedure confirmation,
4002474,2011-11-02 08:00:13,560872,registration date publication,registration date publication,
4002474,2011-11-25 00:40:33,3273854,request complete,request complete,
4002474,2011-11-25 00:40:34,3273854,send letter in progress,send letter in progress,
4002474,2011-11-25 00:40:35,3273854,treat subcases content,treat subcases content,
4002474,2011-11-25 00:40:36,3273854,completed subcases content,completed subcases content,
4002474,2011-11-25 00:40:37,3273854,procedure change,procedure change,
4002474,2011-11-25 00:40:46,3273854,determine cause for suspension article 34 WABO,determine cause for suspension article 34 WABO,
4002474,2011-11-25 00:40:47,3273854,phase advice known,phase advice known,
4002474,2011-11-25 00:40:48,3273854,grounds for refusal,grounds for refusal,
4002474,2011-11-25 00:40:49,3273854,ask stakeholders views,ask stakeholders views,
4002474,2011-11-25 00:40:50,3273854,suspension ground applicable,suspension ground applicable,
4002474,2011-11-25 00:40:51,3273854,by law,by law,
4002474,2011-11-25 00:40:52,3273854,creating environmental permit decision,creating environmental permit decision,
4002474,2011-12-01 08:00:01,560890,enter senddate decision environmental permit,enter senddate decision environmental permit,
4002474,2011-12-01 08:00:02,560890,register date environmental permit decision,register date environmental permit decision,
4002474,2011-12-07 08:00:05,560890,enter date publication decision environmental permit,enter date publication decision environmental permit,
4022302,2011-10-24 07:00:02,560872,register submission date request,register submission date request,
4022302,2011-10-31 16:34:02,560872,send confirmation receipt,send confirmation receipt,
4022302,2011-10-31 16:34:37,560872,send procedure confirmation,send procedure confirmation,
4022302,2011-11-09 08:00:07,560872,registration date publication,registration date publication,
4022302,2011-11-25 19:56:36,3273854,request complete,request complete,
4022302,2011-11-25 19:56:37,3273854,send letter in progress,send letter in progress,
4022302,2011-11-25 19:56:38,3273854,treat subcases content,treat subcases content,
4022302,2011-11-25 19:56:39,3273854,completed subcases content,completed subcases content,
4022302,2011-11-25 19:56:40,3273854,procedure change,procedure change,
4022302,2011-11-25 19:56:41,3273854,article 34  WABO applies,article 34  WABO applies,
4022302,2011-11-25 19:56:42,3273854,assessment of content completed,assessment of content completed,
4022302,2011-11-25 19:56:43,3273854,grounds for refusal,grounds for refusal,
4022302,2011-11-25 19:56:44,3273854,phase advice known,phase advice known,
4022302,2011-11-25 19:56:45,3273854,ask stakeholders views,ask stakeholders views,
4022302,2011-11-25 19:56:46,3273854,by law,by law,
4022302,2011-11-25 19:56:47,3273854,creating environmental permit decision,creating environmental permit decision,
4022302,2011-11-25 19:56:48,3273854,suspension ground applicable,suspension ground applicable,
4022302,2011-12-01 08:00:05,560890,enter senddate decision environmental permit,enter senddate decision environmental permit,
4022302,2011-12-01 08:00:06,560890,register date environmental permit decision,register date environmental permit decision,
4022302,2011-12-07 08:00:07,560890,enter date publication decision environmental permit,enter date publication decision environmental permit,
4024862,2011-10-24 07:00:04,560872,register submission date request,register submission date request,
4024862,2011-10-31 17:51:36,560872,phase application received,phase application received,
4024862,2011-10-31 17:51:38,560872,send confirmation receipt,send confirmation receipt,
4024862,2011-10-31 17:51:39,560872,send confirmation receipt,send confirmation receipt,
4024862,2011-10-31 17:51:40,560872,send procedure confirmation,send procedure confirmation,
4024862,2011-10-31 17:51:41,560872,terminate on request,terminate on request,
4024862,2011-11-09 08:00:09,560872,registration date publication,registration date publication,
4062624,2011-11-03 08:00:06,560872,register submission date request,register submission date request,
4062624,2011-11-07 19:48:24,560872,send confirmation receipt,send confirmation receipt,
4062624,2011-11-07 19:48:41,560872,send procedure confirmation,send procedure confirmation,
4062624,2011-11-16 08:00:08,560872,registration date publication,registration date publication,
4062624,2011-12-23 00:20:05,2670601,request complete,request complete,
4062624,2011-12-28 00:26:33,2670601,register number of days extension period,register number of days extension period,
4062624,2011-12-28 00:53:15,2670601,enter date decision procedure term extension,enter senddate decision procedure term extension,
