Case,Activity,Timestamp,Resource,label
678,start,2024-06-04 19:30:00.000,,
678,review order,2024-06-04 19:32:15.752,Waiter-000005,
678,prepare starter,2024-06-04 19:33:07.868,Cook helper-000003,
678,prepare drinks,2024-06-04 19:33:07.868,Barman-000002,
678,bring drinks,2024-06-04 19:34:18.780,Barman-000001,
678,review drinks,2024-06-04 19:40:51.773,Waiter-000001,
678,prepare main course,2024-06-05 18:58:21.144,Cook-000003,
678,signal food complete,2024-06-06 01:09:38.018,Cook-000001,
678,bring food,2024-06-06 01:21:56.429,Cook helper-000003,
678,deliver to customer,2024-06-06 01:26:28.022,Waiter-000003,
678,event 8 end,2024-06-06 01:28:08.947,,
679,take order,2024-06-04 19:45:00.000,Waiter-000002,
679,start,2024-06-04 19:45:00.000,,
679,review order,2024-06-04 19:50:37.507,Waiter-000005,
679,prepare drinks,2024-06-04 19:58:53.642,Barman-000003,
679,bring drinks,2024-06-04 20:02:59.165,Barman-000001,
679,review drinks,2024-06-04 20:07:48.069,Waiter-000004,
679,prepare main course,2024-06-05 19:14:36.060,Cook-000003,
679,signal food complete,2024-06-06 01:21:56.429,Cook-000001,
679,bring food,2024-06-06 01:43:12.006,Cook helper-000001,
679,deliver to customer,2024-06-06 01:50:05.628,Waiter-000004,
679,event 8 end,2024-06-06 01:51:41.268,,
680,take order,2024-06-04 20:00:00.000,Waiter-000001,
680,start,2024-06-04 20:00:00.000,,
680,review order,2024-06-04 20:00:09.002,Waiter-000002,
680,prepare drinks,2024-06-04 20:00:10.075,Barman-000002,
680,bring drinks,2024-06-04 20:03:17.598,Barman-000003,
680,review drinks,2024-06-04 20:03:40.817,Waiter-000003,
680,prepare main course,2024-06-05 19:15:39.044,Cook-000002,
680,signal food complete,2024-06-06 18:27:00.994,Cook-000003,
680,bring food,2024-06-06 21:11:21.574,Cook helper-000001,
680,deliver to customer,2024-06-06 21:13:48.258,Waiter-000003,
680,event 8 end,2024-06-06 21:13:58.849,,
681,take order,2024-06-04 20:15:00.000,Waiter-000005,
681,start,2024-06-04 20:15:00.000,,
681,review order,2024-06-04 20:16:06.757,Waiter-000001,
681,prepare drinks,2024-06-04 20:16:23.829,Barman-000002,
681,bring drinks,2024-06-04 20:16:35.615,Barman-000003,synonymous label('Bring drinks')
681,review drinks,2024-06-04 20:22:48.586,Waiter-000002,
681,prepare main course,2024-06-05 19:28:14.001,Cook-000001,
681,signal food complete,2024-06-06 18:21:39.076,Cook-000002,
681,bring food,2024-06-06 18:52:25.347,Cook helper-000002,
681,deliver to customer,2024-06-06 18:53:44.935,Waiter-000003,
681,event 8 end,2024-06-06 18:55:02.941,,
682,take order,2024-06-04 20:30:00.000,Waiter-000003,
682,start,2024-06-04 20:30:00.000,,
682,review order,2024-06-04 20:30:21.057,Waiter-000004,
682,prepare drinks,2024-06-04 20:31:04.105,Barman-000001,
682,bring drinks,2024-06-04 20:31:54.354,Barman-000002,
682,review drinks,2024-06-04 20:40:34.290,Waiter-000005,
682,prepare drinks,2024-06-04 20:40:38.994,Barman-000003,
682,bring drinks,2024-06-04 20:47:34.865,Barman-000001,
682,review drinks,2024-06-04 20:48:25.629,Waiter-000002,
682,prepare drinks,2024-06-04 20:49:40.883,Barman-000002,
682,bring drinks,2024-06-04 20:53:36.224,Barman-000003,
682,review drinks,2024-06-04 20:57:39.082,Waiter-000003,
682,prepare main course,2024-06-05 19:29:15.293,Cook-000003,
682,signal food complete,2024-06-06 01:45:55.919,Cook-000001,
682,bring food,2024-06-06 01:47:03.838,Cook helper-000003,
682,deliver to customer,2024-06-06 18:02:44.022,Waiter-000002,
682,event 8 end,2024-06-06 18:03:00.006,,
683,take order,2024-06-04 20:45:00.000,Waiter-000001,
683,start,2024-06-04 20:45:00.000,,
683,review order,2024-06-04 20:58:05.536,Waiter-000004,
683,prepare starter,2024-06-04 20:59:49.666,Cook helper-000002,
683,prepare drinks,2024-06-04 20:59:49.666,Barman-000001,
683,bring drinks,2024-06-04 21:08:46.901,Barman-000002,synonymous label('Bring drinks')
683,review drinks,2024-06-04 21:18:44.144,Waiter-000001,
683,prepare main course,2024-06-05 19:36:40.839,Cook-000003,
683,signal food complete,2024-06-06 01:47:03.838,Cook-000001,
683,bring food,2024-06-06 18:02:52.585,Cook helper-000001,
683,deliver to customer,2024-06-06 18:09:02.685,Waiter-000001,
683,event 8 end,2024-06-06 18:16:26.546,,
684,take order,2024-06-04 21:00:00.000,Waiter-000005,
684,start,2024-06-04 21:00:00.000,,
684,review order,2024-06-04 21:01:52.662,Waiter-000002,
684,prepare drinks,2024-06-04 21:02:23.234,Barman-000002,
684,bring drinks,2024-06-04 21:06:16.656,Barman-000003,
684,review drinks,2024-06-04 21:09:15.242,Waiter-000003,
684,prepare drinks,2024-06-04 21:10:03.810,Barman-000001,
684,bring drinks,2024-06-04 21:20:59.324,Barman-000003,
684,review drinks,2024-06-04 21:28:48.748,Waiter-000004,
684,prepare drinks,2024-06-04 21:28:52.235,Barman-000002,
684,bring drinks,2024-06-04 21:28:58.772,Barman-000001,
684,review drinks,2024-06-04 21:36:43.131,Waiter-000003,
684,prepare main course,2024-06-05 19:37:40.997,Cook-000003,
684,signal food complete,2024-06-06 18:02:52.585,Cook-000001,
684,bring food,2024-06-06 18:37:25.709,Cook helper-000001,
684,deliver to customer,2024-06-06 18:55:31.053,Waiter-000004,
684,event 8 end,2024-06-06 18:59:28.385,,
685,take order,2024-06-04 21:15:00.000,Waiter-000004,
685,start,2024-06-04 21:15:00.000,,
685,review order,2024-06-04 21:15:14.111,Waiter-000005,
685,prepare drinks,2024-06-04 21:15:20.586,Barman-000003,
685,bring drinks,2024-06-04 21:17:01.176,Barman-000003,
685,review drinks,2024-06-04 21:18:28.577,Waiter-000002,
685,prepare main course,2024-06-05 19:51:32.576,Cook-000001,
685,signal food complete,2024-06-06 18:37:25.709,Cook-000001,
685,bring food,2024-06-06 19:46:41.965,Cook helper-000002,
685,deliver to customer,2024-06-06 19:52:31.841,Waiter-000004,
685,event 8 end,2024-06-06 19:55:11.025,,
686,take order,2024-06-04 21:30:00.000,Waiter-000005,
686,start,2024-06-04 21:30:00.000,,
686,review order,2024-06-04 21:33:20.157,Waiter-000001,
686,prepare drinks,2024-06-04 21:33:41.297,Barman-000003,
686,bring drinks,2024-06-04 21:48:05.841,Barman-000002,
686,review drinks,2024-06-04 21:56:31.765,Waiter-000005,
686,prepare drinks,2024-06-04 21:57:09.081,Barman-000001,
686,bring drinks,2024-06-04 22:04:44.779,Barman-000003,
686,review drinks,2024-06-04 22:14:47.385,Waiter-000005,
686,prepare main course,2024-06-05 19:51:56.721,Cook-000002,
686,signal food complete,2024-06-06 19:09:58.632,Cook-000002,
686,bring food,2024-06-06 20:54:44.909,Cook helper-000002,
686,deliver to customer,2024-06-06 21:00:42.382,Waiter-000001,
686,event 8 end,2024-06-06 21:02:33.514,,
687,take order,2024-06-04 21:45:00.000,Waiter-000004,
687,start,2024-06-04 21:45:00.000,,
687,review order,2024-06-04 21:48:59.686,Waiter-000002,
687,prepare drinks,2024-06-04 21:49:05.453,Barman-000001,
687,bring drinks,2024-06-04 21:55:59.666,Barman-000003,synonymous label('Bring drinks')
687,review drinks,2024-06-04 21:57:50.773,Waiter-000001,
687,prepare main course,2024-06-05 20:06:17.514,Cook-000002,
687,signal food complete,2024-06-06 20:54:44.909,Cook-000002,
687,bring food,2024-06-06 21:13:51.581,Cook helper-000003,
687,deliver to customer,2024-06-06 21:21:35.096,Waiter-000003,
687,event 8 end,2024-06-06 21:23:01.965,,
688,take order,2024-06-04 22:00:00.000,Waiter-000003,
688,start,2024-06-04 22:00:00.000,,
688,review order,2024-06-04 22:00:27.332,Waiter-000004,
688,prepare drinks,2024-06-04 22:02:59.559,Barman-000002,
688,bring drinks,2024-06-04 22:12:37.270,Barman-000001,synonymous label('Bring drinks')
688,review drinks,2024-06-04 22:20:41.574,Waiter-000002,
688,prepare drinks,2024-06-04 22:20:47.295,Barman-000003,
688,bring drinks,2024-06-04 22:22:51.939,Barman-000001,synonymous label('Bring drinks')
688,review drinks,2024-06-04 22:23:31.663,Waiter-000005,
688,prepare drinks,2024-06-04 22:25:58.485,Barman-000003,
688,bring drinks,2024-06-04 22:29:12.816,Barman-000002,synonymous label('Bring drinks')
688,review drinks,2024-06-04 22:36:25.440,Waiter-000005,
688,prepare main course,2024-06-05 20:13:22.268,Cook-000001,
688,signal food complete,2024-06-06 20:03:56.605,Cook-000001,
688,bring food,2024-06-06 20:46:59.839,Cook helper-000003,
688,deliver to customer,2024-06-06 20:50:26.855,Waiter-000002,
688,event 8 end,2024-06-06 20:52:25.432,,
689,take order,2024-06-04 22:15:00.000,Waiter-000001,
689,start,2024-06-04 22:15:00.000,,
689,review order,2024-06-04 22:15:21.059,Waiter-000003,
689,prepare drinks,2024-06-04 22:15:31.860,Barman-000002,
689,bring drinks,2024-06-04 22:28:09.244,Barman-000001,
689,review drinks,2024-06-04 22:33:58.489,Waiter-000002,
689,prepare drinks,2024-06-04 22:35:14.289,Barman-000003,
689,bring drinks,2024-06-04 22:40:55.365,Barman-000001,
689,review drinks,2024-06-04 22:49:40.464,Waiter-000002,
689,prepare drinks,2024-06-04 22:49:42.204,Barman-000003,
689,bring drinks,2024-06-04 22:58:06.487,Barman-000001,
689,review drinks,2024-06-04 23:09:45.737,Waiter-000005,
689,prepare drinks,2024-06-04 23:11:52.546,Barman-000002,
689,bring drinks,2024-06-04 23:16:07.145,Barman-000003,
689,review drinks,2024-06-04 23:24:33.537,Waiter-000003,
689,prepare main course,2024-06-05 20:25:27.125,Cook-000001,
689,signal food complete,2024-06-06 21:13:51.581,Cook-000002,
689,bring food,2024-06-06 22:47:15.467,Cook helper-000001,
689,deliver to customer,2024-06-06 22:49:31.287,Waiter-000001,
689,event 8 end,2024-06-06 22:49:56.590,,
690,take order,2024-06-04 22:30:00.000,Waiter-000001,
690,start,2024-06-04 22:30:00.000,,
690,review order,2024-06-04 22:30:12.407,Waiter-000003,
690,prepare starter,2024-06-04 22:30:46.013,Cook helper-000002,
690,prepare drinks,2024-06-04 22:30:46.013,Barman-000003,
690,bring drinks,2024-06-04 22:30:58.419,Barman-000003,
690,review drinks,2024-06-04 22:32:44.527,Waiter-000004,
690,prepare main course,2024-06-05 20:28:06.525,Cook-000003,
690,signal food complete,2024-06-06 23:43:22.853,Cook-000003,
690,bring food,2024-06-06 23:43:36.229,Cook helper-000003,
690,deliver to customer,2024-06-06 23:45:36.761,Waiter-000002,
690,event 8 end,2024-06-06 23:47:33.504,,
691,take order,2024-06-04 22:45:00.000,Waiter-000001,
691,start,2024-06-04 22:45:00.000,,
691,review order,2024-06-04 22:45:21.450,Waiter-000003,
691,prepare drinks,2024-06-04 22:48:24.565,Barman-000002,
691,bring drinks,2024-06-04 22:54:54.897,Barman-000001,
691,review drinks,2024-06-04 22:57:45.408,Waiter-000005,
691,prepare drinks,2024-06-04 22:57:58.914,Barman-000002,
691,bring drinks,2024-06-04 23:01:22.363,Barman-000003,
691,review drinks,2024-06-04 23:05:10.517,Waiter-000004,
691,prepare main course,2024-06-05 20:48:58.428,Cook-000001,
691,signal food complete,2024-06-06 21:22:11.275,Cook-000003,
691,bring food,2024-06-06 21:43:08.457,Cook helper-000001,
691,deliver to customer,2024-06-06 21:43:25.628,Waiter-000002,
691,event 8 end,2024-06-06 21:47:30.926,,
692,take order,2024-06-04 23:00:00.000,Waiter-000001,
692,start,2024-06-04 23:00:00.000,,
692,review order,2024-06-04 23:01:37.120,Waiter-000003,
692,prepare drinks,2024-06-04 23:01:54.815,Barman-000002,
692,bring drinks,2024-06-04 23:04:37.468,Barman-000002,synonymous label('Bring drinks')
692,review drinks,2024-06-04 23:04:52.073,Waiter-000002,
692,prepare main course,2024-06-05 20:48:59.527,Cook-000001,
692,signal food complete,2024-06-06 21:50:30.103,Cook-000001,
692,bring food,2024-06-06 22:32:31.361,Cook helper-000002,
692,deliver to customer,2024-06-06 22:35:23.645,Waiter-000003,
692,event 8 end,2024-06-06 22:37:14.230,,
693,take order,2024-06-04 23:15:00.000,Waiter-000003,
693,start,2024-06-04 23:15:00.000,,
693,review order,2024-06-04 23:15:43.316,Waiter-000004,
693,prepare starter,2024-06-04 23:16:26.827,Cook helper-000002,
693,prepare drinks,2024-06-04 23:16:26.827,Barman-000001,
693,bring drinks,2024-06-04 23:17:36.106,Barman-000002,
693,review drinks,2024-06-04 23:28:20.248,Waiter-000001,
693,prepare drinks,2024-06-04 23:29:32.728,Barman-000001,
693,bring drinks,2024-06-04 23:32:02.356,Barman-000003,
693,review drinks,2024-06-04 23:43:52.928,Waiter-000002,
693,prepare main course,2024-06-05 21:24:32.316,Cook-000001,
693,signal food complete,2024-06-06 22:32:31.361,Cook-000001,
693,bring food,2024-06-06 22:33:44.684,Cook helper-000001,
693,deliver to customer,2024-06-06 22:33:55.409,Waiter-000004,
693,event 8 end,2024-06-06 22:34:07.730,,
694,take order,2024-06-04 23:30:00.000,Waiter-000003,
694,start,2024-06-04 23:30:00.000,,
694,review order,2024-06-04 23:31:59.584,Waiter-000005,
694,prepare drinks,2024-06-04 23:32:04.126,Barman-000002,
694,bring drinks,2024-06-04 23:39:53.916,Barman-000001,
694,review drinks,2024-06-04 23:41:41.198,Waiter-000004,
694,prepare main course,2024-06-05 21:40:12.342,Cook-000001,
694,signal food complete,2024-06-06 23:09:40.260,Cook-000002,
694,bring food,2024-06-06 23:15:59.411,Cook helper-000001,
694,deliver to customer,2024-06-06 23:19:59.372,Waiter-000004,
694,event 8 end,2024-06-06 23:21:56.734,,
695,take order,2024-06-04 23:45:00.000,Waiter-000001,
695,start,2024-06-04 23:45:00.000,,
695,review order,2024-06-04 23:45:12.829,Waiter-000003,
695,prepare drinks,2024-06-04 23:45:18.023,Barman-000002,
695,bring drinks,2024-06-04 23:47:17.172,Barman-000001,synonymous label('Bring drinks')
695,review drinks,2024-06-04 23:50:51.474,Waiter-000004,
695,prepare main course,2024-06-05 21:44:15.838,Cook-000002,
695,signal food complete,2024-06-06 23:15:59.411,Cook-000002,
695,bring food,2024-06-06 23:29:27.250,Cook helper-000003,
695,deliver to customer,2024-06-06 23:30:49.363,Waiter-000002,
695,event 8 end,2024-06-06 23:33:33.763,,
696,take order,2024-06-05 00:00:00.000,Waiter-000003,
696,start,2024-06-05 00:00:00.000,,
696,review order,2024-06-05 00:00:57.091,Waiter-000002,
696,prepare drinks,2024-06-05 00:01:44.706,Barman-000003,
696,bring drinks,2024-06-05 00:04:25.197,Barman-000002,synonymous label('Bring drinks')
696,review drinks,2024-06-05 00:13:15.397,Waiter-000005,
696,prepare drinks,2024-06-05 00:13:55.095,Barman-000001,
696,bring drinks,2024-06-05 00:15:28.611,Barman-000003,synonymous label('Bring drinks')
696,review drinks,2024-06-05 00:27:52.469,Waiter-000002,
696,prepare main course,2024-06-05 22:13:39.101,Cook-000002,
696,signal food complete,2024-06-06 23:32:39.184,Cook-000002,
696,bring food,2024-06-06 23:34:29.291,Cook helper-000002,
696,deliver to customer,2024-06-06 23:38:23.007,Waiter-000004,
696,event 8 end,2024-06-06 23:39:25.871,,
697,take order,2024-06-05 00:15:00.000,Waiter-000004,
697,start,2024-06-05 00:15:00.000,,
697,review order,2024-06-05 00:15:58.140,Waiter-000001,
697,prepare drinks,2024-06-05 00:16:16.709,Barman-000002,
697,bring drinks,2024-06-05 00:30:07.224,Barman-000001,synonymous label('Bring drinks')
697,review drinks,2024-06-05 00:31:48.111,Waiter-000001,
697,prepare main course,2024-06-05 22:19:52.025,Cook-000001,
697,signal food complete,2024-06-06 23:54:42.546,Cook-000002,
697,bring food,2024-06-07 00:02:09.748,Cook helper-000002,
697,deliver to customer,2024-06-07 00:02:59.870,Waiter-000002,
697,event 8 end,2024-06-07 00:08:57.801,,
698,take order,2024-06-05 00:30:00.000,Waiter-000005,
698,start,2024-06-05 00:30:00.000,,
698,review order,2024-06-05 00:30:32.971,Waiter-000004,
698,prepare drinks,2024-06-05 00:31:00.075,Barman-000003,
698,bring drinks,2024-06-05 00:34:58.116,Barman-000002,
698,review drinks,2024-06-05 00:42:06.384,Waiter-000003,
698,prepare main course,2024-06-05 22:22:53.496,Cook-000002,
698,signal food complete,2024-06-06 23:34:29.291,Cook-000002,
698,bring food,2024-06-06 23:37:16.551,Cook helper-000001,
698,deliver to customer,2024-06-06 23:49:07.312,Waiter-000005,
698,event 8 end,2024-06-06 23:51:50.143,,
699,take order,2024-06-05 00:45:00.000,Waiter-000005,
699,start,2024-06-05 00:45:00.000,,
699,review order,2024-06-05 00:45:32.207,Waiter-000004,
699,prepare drinks,2024-06-05 00:48:04.965,Barman-000001,
699,bring drinks,2024-06-05 00:51:12.053,Barman-000003,synonymous label('Bring drinks')
699,prepare starter,2024-06-05 00:51:23.845,Cook helper-000001,
699,review drinks,2024-06-05 00:53:09.690,Waiter-000002,
699,prepare drinks,2024-06-05 00:53:21.115,Barman-000002,
699,bring drinks,2024-06-05 00:58:32.123,Barman-000001,synonymous label('Bring drinks')
699,review drinks,2024-06-05 00:58:38.262,Waiter-000001,
699,signal food complete,2024-06-05 22:33:48.943,Cook-000003,
699,bring food,2024-06-05 22:52:45.571,Cook helper-000003,
699,deliver to customer,2024-06-05 22:53:38.699,Waiter-000001,
699,event 8 end,2024-06-05 22:58:13.039,,
700,take order,2024-06-05 01:00:00.000,Waiter-000003,
700,start,2024-06-05 01:00:00.000,,
700,review order,2024-06-05 01:02:37.405,Waiter-000002,
700,prepare drinks,2024-06-05 01:03:04.636,Barman-000003,
700,bring drinks,2024-06-05 01:04:18.194,Barman-000002,synonymous label('Bring drinks')
700,review drinks,2024-06-05 01:07:47.348,Waiter-000005,
700,prepare main course,2024-06-05 22:52:45.571,Cook-000003,
700,signal food complete,2024-06-07 00:02:09.748,Cook-000002,
700,bring food,2024-06-07 00:04:20.366,Cook helper-000003,
700,deliver to customer,2024-06-07 00:11:59.694,Waiter-000003,
700,event 8 end,2024-06-07 00:12:00.512,,
701,take order,2024-06-05 01:15:00.000,Waiter-000004,
701,start,2024-06-05 01:15:00.000,,
701,review order,2024-06-05 01:15:37.698,Waiter-000001,
701,prepare starter,2024-06-05 01:17:18.909,Cook helper-000003,
701,prepare drinks,2024-06-05 01:17:18.909,Barman-000001,
701,bring drinks,2024-06-05 01:21:12.876,Barman-000003,
701,review drinks,2024-06-05 01:27:54.992,Waiter-000002,
701,signal food complete,2024-06-05 23:46:19.075,Cook-000003,
701,bring food,2024-06-05 23:49:54.727,Cook helper-000002,
701,deliver to customer,2024-06-05 23:56:08.288,Waiter-000005,
701,event 8 end,2024-06-05 23:56:50.488,,
702,take order,2024-06-05 01:30:00.000,Waiter-000005,
702,start,2024-06-05 01:30:00.000,,
702,review order,2024-06-05 01:34:08.656,Waiter-000001,
702,prepare drinks,2024-06-05 01:35:03.925,Barman-000002,
702,bring drinks,2024-06-05 01:37:58.036,Barman-000001,
702,review drinks,2024-06-05 01:40:30.095,Waiter-000003,
702,prepare main course,2024-06-05 23:23:06.086,Cook-000001,
702,signal food complete,2024-06-07 00:27:27.636,Cook-000003,
702,bring food,2024-06-07 00:38:47.134,Cook helper-000003,
702,deliver to customer,2024-06-07 00:42:26.911,Waiter-000004,
702,event 8 end,2024-06-07 00:44:35.451,,
703,take order,2024-06-05 01:45:00.000,Waiter-000004,
703,start,2024-06-05 01:45:00.000,,
703,review order,2024-06-05 01:47:58.804,Waiter-000005,
703,prepare drinks,2024-06-05 01:48:15.750,Barman-000003,
703,bring drinks,2024-06-05 01:58:02.139,Barman-000002,
703,review drinks,2024-06-05 18:01:13.980,Waiter-000004,
703,prepare main course,2024-06-05 23:23:36.581,Cook-000003,
703,signal food complete,2024-06-07 00:04:56.336,Cook-000002,
703,bring food,2024-06-07 00:27:28.939,Cook helper-000003,
703,deliver to customer,2024-06-07 00:33:27.100,Waiter-000003,
703,event 8 end,2024-06-07 00:36:58.885,,
704,start,2024-06-05 02:00:00.000,,
704,take order,2024-06-05 18:00:00.000,Waiter-000003,
704,review order,2024-06-05 18:00:25.548,Waiter-000002,
704,prepare drinks,2024-06-05 18:03:57.676,Barman-000001,
704,bring drinks,2024-06-05 18:13:07.801,Barman-000003,
704,review drinks,2024-06-05 18:13:34.361,Waiter-000003,
704,prepare drinks,2024-06-05 18:15:24.629,Barman-000002,
704,bring drinks,2024-06-05 18:24:24.671,Barman-000001,
704,review drinks,2024-06-05 18:25:02.914,Waiter-000002,
704,prepare drinks,2024-06-05 18:25:59.389,Barman-000003,
704,bring drinks,2024-06-05 18:26:03.808,Barman-000002,
704,review drinks,2024-06-05 18:32:58.676,Waiter-000002,
704,prepare drinks,2024-06-05 18:33:24.363,Barman-000001,
704,bring drinks,2024-06-05 18:34:24.734,Barman-000003,
704,review drinks,2024-06-05 18:35:09.159,Waiter-000001,
704,prepare drinks,2024-06-05 18:35:42.677,Barman-000002,
704,bring drinks,2024-06-05 18:41:05.674,Barman-000003,
704,review drinks,2024-06-05 18:41:15.046,Waiter-000002,
704,prepare main course,2024-06-05 23:55:35.675,Cook-000003,
704,signal food complete,2024-06-07 00:17:11.693,Cook-000001,
704,bring food,2024-06-07 00:33:10.473,Cook helper-000001,
704,deliver to customer,2024-06-07 00:38:27.838,Waiter-000001,
704,event 8 end,2024-06-07 00:45:31.299,,
705,take order,2024-06-05 18:15:00.000,Waiter-000002,
705,start,2024-06-05 18:15:00.000,,
705,review order,2024-06-05 18:15:37.719,Waiter-000005,
705,prepare drinks,2024-06-05 18:17:00.628,Barman-000001,
705,bring drinks,2024-06-05 18:20:28.364,Barman-000003,
705,review drinks,2024-06-05 18:24:03.335,Waiter-000003,
705,prepare main course,2024-06-06 00:16:00.259,Cook-000002,
705,signal food complete,2024-06-07 00:38:47.134,Cook-000003,
705,bring food,2024-06-07 00:45:54.553,Cook helper-000001,
705,deliver to customer,2024-06-07 00:50:16.314,Waiter-000002,
705,event 8 end,2024-06-07 00:53:11.168,,
706,take order,2024-06-05 18:30:00.000,Waiter-000004,
706,start,2024-06-05 18:30:00.000,,
706,review order,2024-06-05 18:31:58.362,Waiter-000003,
706,prepare starter,2024-06-05 18:34:30.176,Cook helper-000001,
706,prepare drinks,2024-06-05 18:34:30.176,Barman-000002,
706,bring drinks,2024-06-05 18:34:47.333,Barman-000001,synonymous label('Bring drinks')
706,review drinks,2024-06-05 18:35:57.305,Waiter-000004,
706,signal food complete,2024-06-06 00:40:34.308,Cook-000001,
706,bring food,2024-06-06 01:01:05.581,Cook helper-000003,
706,deliver to customer,2024-06-06 01:02:04.358,Waiter-000002,
706,event 8 end,2024-06-06 01:02:08.329,,
707,take order,2024-06-05 18:45:00.000,Waiter-000003,
707,start,2024-06-05 18:45:00.000,,
707,review order,2024-06-05 18:47:47.317,Waiter-000001,
707,prepare starter,2024-06-05 18:48:44.545,Cook helper-000002,
707,prepare drinks,2024-06-05 18:48:44.545,Barman-000001,
707,bring drinks,2024-06-05 18:49:01.871,Barman-000002,
707,review drinks,2024-06-05 18:54:40.469,Waiter-000003,
707,prepare main course,2024-06-06 00:32:49.320,Cook-000003,
707,signal food complete,2024-06-07 00:45:54.553,Cook-000003,
707,bring food,2024-06-07 01:05:52.912,Cook helper-000002,
707,deliver to customer,2024-06-07 01:06:45.487,Waiter-000002,
707,event 8 end,2024-06-07 01:07:07.146,,
708,take order,2024-06-05 19:00:00.000,Waiter-000001,
708,start,2024-06-05 19:00:00.000,,
708,review order,2024-06-05 19:01:49.454,Waiter-000004,
708,prepare drinks,2024-06-05 19:02:23.577,Barman-000003,
708,bring drinks,2024-06-05 19:16:02.687,Barman-000001,
708,review drinks,2024-06-05 19:16:19.274,Waiter-000005,
708,prepare main course,2024-06-06 01:06:34.770,Cook-000002,
708,signal food complete,2024-06-07 01:31:45.471,Cook-000001,
708,bring food,2024-06-07 01:49:25.348,Cook helper-000002,
708,deliver to customer,2024-06-07 01:52:54.162,Waiter-000005,
708,event 8 end,2024-06-07 01:53:07.028,,
709,take order,2024-06-05 19:15:00.000,Waiter-000003,
709,start,2024-06-05 19:15:00.000,,
709,review order,2024-06-05 19:19:32.323,Waiter-000004,
709,prepare drinks,2024-06-05 19:21:00.993,Barman-000002,
709,bring drinks,2024-06-05 19:30:19.626,Barman-000003,synonymous label('Bring drinks')
709,review drinks,2024-06-05 19:35:14.688,Waiter-000003,
709,prepare drinks,2024-06-05 19:37:33.180,Barman-000002,
709,bring drinks,2024-06-05 19:39:54.501,Barman-000003,synonymous label('Bring drinks')
709,review drinks,2024-06-05 19:42:06.827,Waiter-000004,
709,prepare drinks,2024-06-05 19:42:44.102,Barman-000003,
709,bring drinks,2024-06-05 19:53:44.879,Barman-000002,synonymous label('Bring drinks')
709,review drinks,2024-06-05 20:03:54.547,Waiter-000001,
709,prepare main course,2024-06-06 01:10:37.992,Cook-000002,
709,signal food complete,2024-06-07 18:12:15.441,Cook-000003,
709,bring food,2024-06-07 18:20:52.399,Cook helper-000003,
709,deliver to customer,2024-06-07 18:23:03.791,Waiter-000003,
709,event 8 end,2024-06-07 18:26:55.349,,
710,take order,2024-06-05 19:30:00.000,Waiter-000005,
710,start,2024-06-05 19:30:00.000,,
710,review order,2024-06-05 19:30:01.232,Waiter-000001,
710,prepare drinks,2024-06-05 19:30:30.283,Barman-000001,
710,bring drinks,2024-06-05 19:42:22.062,Barman-000002,
710,review drinks,2024-06-05 19:44:34.355,Waiter-000005,
710,prepare main course,2024-06-06 01:43:12.006,Cook-000001,
710,signal food complete,2024-06-07 01:49:25.348,Cook-000001,
710,bring food,2024-06-07 01:52:21.345,Cook helper-000001,
710,deliver to customer,2024-06-07 18:00:03.559,Waiter-000002,
710,event 8 end,2024-06-07 18:01:14.140,,
711,take order,2024-06-05 19:45:00.000,Waiter-000001,
711,start,2024-06-05 19:45:00.000,,
711,review order,2024-06-05 19:46:04.452,Waiter-000002,
711,prepare drinks,2024-06-05 19:47:29.257,Barman-000001,
711,bring drinks,2024-06-05 20:17:45.356,Barman-000002,
711,review drinks,2024-06-05 20:26:42.376,Waiter-000001,
711,prepare drinks,2024-06-05 20:27:06.819,Barman-000003,
711,bring drinks,2024-06-05 20:34:22.149,Barman-000003,
711,review drinks,2024-06-05 20:43:59.768,Waiter-000001,
711,prepare drinks,2024-06-05 20:46:58.716,Barman-000003,
711,bring drinks,2024-06-05 20:48:43.734,Barman-000003,
711,review drinks,2024-06-05 21:14:12.175,Waiter-000002,
711,prepare main course,2024-06-06 18:10:25.929,Cook-000002,
711,signal food complete,2024-06-07 18:20:52.399,Cook-000003,
711,bring food,2024-06-07 18:49:30.576,Cook helper-000003,
711,deliver to customer,2024-06-07 18:50:38.934,Waiter-000001,
711,event 8 end,2024-06-07 18:55:12.770,,
712,take order,2024-06-05 20:00:00.000,Waiter-000004,
712,start,2024-06-05 20:00:00.000,,
712,review order,2024-06-05 20:00:43.271,Waiter-000005,
712,prepare drinks,2024-06-05 20:01:45.382,Barman-000003,
712,bring drinks,2024-06-05 20:06:12.233,Barman-000002,
712,review drinks,2024-06-05 20:09:00.115,Waiter-000002,
712,prepare main course,2024-06-06 18:52:25.347,Cook-000002,
712,signal food complete,2024-06-07 18:49:30.576,Cook-000003,
712,bring food,2024-06-07 19:35:47.684,Cook helper-000003,
712,deliver to customer,2024-06-07 19:36:09.739,Waiter-000002,
712,event 8 end,2024-06-07 19:36:45.317,,
713,take order,2024-06-05 20:15:00.000,Waiter-000003,
713,start,2024-06-05 20:15:00.000,,
713,review order,2024-06-05 20:16:33.337,Waiter-000004,
713,prepare starter,2024-06-05 20:17:31.042,Cook helper-000003,
713,prepare drinks,2024-06-05 20:17:31.042,Barman-000003,
713,bring drinks,2024-06-05 20:24:02.285,Barman-000001,
