Case,Timestamp,Activity,Activity_fixed,ishomonymous,label
11510141,2014-09-29 07:00:58,Check:homonymous,Check,1,homonymous Label(Activity:'send confirmation receipt')
11510141,2014-09-29 07:00:59,start WABOprocedure,start WABOprocedure,0,
11510141,2014-10-21 07:00:17,create letter requesting missing data,create letter requesting missing data,0,
11510141,2014-10-21 07:00:18,phase asked additional information,phase asked additional information,0,
11510141,2014-10-21 07:00:19,request complete,request complete,0,
11510141,2014-10-21 07:00:20,retrieve missing data,retrieve missing data,0,
11510141,2014-10-21 07:00:21,term for supplying missing data,term for supplying missing data,0,
11514392,2014-09-29 07:01:00,OLO messaging active,OLO messaging active,0,
11514392,2014-09-29 07:01:01,create procedure confirmation,enter senddate procedure confirmation,0,
11514392,2014-09-29 07:01:02,create publication document,create publication document,0,
11514392,2014-09-29 07:01:03,create subcases completeness,create subcases completeness,0,
11514392,2014-09-29 07:01:04,forward to the competent authority,forward to the competent authority,0,
11514392,2014-09-29 07:01:05,phase application received,phase application received,0,
11514392,2014-09-29 07:01:06,Check:homonymous,Check,1,homonymous Label(Activity:'procedure change')
11514392,2014-09-29 07:01:07,publish,publish,0,
11514392,2014-09-29 07:01:08,register submission date request,register submission date request,0,
11514392,2014-09-29 07:01:09,registration date publication,registration date publication,0,
11514392,2014-09-29 07:01:10,regular procedure without MER,regular procedure without MER,0,
11514392,2014-09-29 07:01:11,Check:homonymous,Check,1,homonymous Label(Activity:'send confirmation receipt')
11514392,2014-09-29 07:01:12,Check:homonymous,Check,1,homonymous Label(Activity:'send confirmation receipt')
11514392,2014-09-29 07:01:13,start WABOprocedure,start WABOprocedure,0,
11514392,2014-09-30 07:00:35,enter senddate acknowledgement,enter senddate acknowledgement,0,
11514392,2014-10-29 08:01:26,create subcases content,treat subcases content,0,
11514392,2014-10-29 08:01:27,phase application receptive,phase application received,0,
11514392,2014-10-29 08:01:28,request complete,request complete,0,
11514392,2014-10-29 08:01:29,send letter in progress,send letter in progress,0,
11514392,2014-11-05 08:00:17,article 34  WABO applies,article 34  WABO applies,0,
11514392,2014-11-05 08:00:18,ask stakeholders views,ask stakeholders views,0,
11514392,2014-11-05 08:00:19,by law,by law,0,
11514392,2014-11-05 08:00:20,coordination of application,coordination of application,0,
11514392,2014-11-05 08:00:21,creating environmental permit decision,creating environmental permit decision,0,
11514392,2014-11-05 08:00:22,decision date prior to decision,decision date prior to decision,0,
11514392,2014-11-05 08:00:23,generating decision environmental permit,generating decision environmental permit,0,
11514392,2014-11-05 08:00:24,grounds for refusal,grounds for refusal,0,
11514392,2014-11-05 08:00:25,phase advice known,phase advice known,0,
11514392,2014-11-05 08:00:26,phase decision ready,phase decision ready,0,
11514392,2014-11-05 08:00:27,Check:homonymous,Check,1,homonymous Label(Activity:'procedure change')
11514392,2014-11-05 08:00:28,set decision status,set decision status,0,
11514392,2014-11-05 08:00:29,submit decision,submit decision,0,
11514392,2014-11-05 08:00:30,suspension ground applicable,suspension ground applicable,0,
11514392,2014-11-20 08:00:18,creating cover letter decision,creating cover letter decision,0,
11514392,2014-11-20 08:00:19,enter senddate decision,enter senddate decision,0,
11514392,2014-11-20 08:00:20,Check:homonymous,Check,1,homonymous Label(Activity:'enter senddate decision environmental permit')
11514392,2014-11-20 08:00:21,phase decision sent,phase decision sent,0,
11514392,2014-11-20 08:00:22,phase decision taken,phase decision taken,0,
11514392,2014-11-20 08:00:23,record date of decision environmental permit,record date of decision environmental permit,0,
11514392,2014-11-20 08:00:24,register objection and appeal periods,register objection and appeal periods,0,
11514392,2014-11-20 08:00:25,set decision phase decision permitting decided,set decision phase decision permitting decided,0,
11514392,2014-11-20 08:00:26,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,0,
11553586,2014-10-01 07:01:30,register submission date request,register submission date request,0,
11553586,2014-10-02 07:00:29,OLO messaging active,OLO messaging active,0,
11553586,2014-10-02 07:00:30,create procedure confirmation,enter senddate procedure confirmation,0,
11553586,2014-10-02 07:00:31,create publication document,create publication document,0,
11553586,2014-10-02 07:00:32,create subcases completeness,create subcases completeness,0,
11553586,2014-10-02 07:00:33,forward to the competent authority,forward to the competent authority,0,
11553586,2014-10-02 07:00:34,phase application received,phase application received,0,
11553586,2014-10-02 07:00:35,publish,publish,0,
11553586,2014-10-02 07:00:36,registration date publication,registration date publication,0,
11553586,2014-10-02 07:00:37,regular procedure without MER,regular procedure without MER,0,
11553586,2014-10-02 07:00:38,send confirmation receipt,send confirmation receipt,0,
11553586,2014-10-02 07:00:39,send confirmation receipt,send confirmation receipt,0,
11553586,2014-10-02 07:00:40,start WABOprocedure,start WABOprocedure,0,
11553586,2014-10-29 08:01:30,phase application receptive,phase application received,0,
11553586,2014-10-29 08:01:31,procedure change,procedure change,0,
11553586,2014-10-29 08:01:32,request complete,request complete,0,
11553586,2014-10-29 08:01:33,send letter in progress,send letter in progress,0,
11553586,2014-11-03 08:00:38,article 34  WABO applies,article 34  WABO applies,0,
11553586,2014-11-03 08:00:39,ask stakeholders views,ask stakeholders views,0,
11553586,2014-11-03 08:00:40,by law,by law,0,
11553586,2014-11-03 08:00:41,completed subcases content,completed subcases content,0,
11553586,2014-11-03 08:00:42,coordination of application,coordination of application,0,
11553586,2014-11-03 08:00:43,create subcases content,treat subcases content,0,
11553586,2014-11-03 08:00:44,creating environmental permit decision,creating environmental permit decision,0,
11553586,2014-11-03 08:00:45,decision date prior to decision,decision date prior to decision,0,
11553586,2014-11-03 08:00:46,generating decision environmental permit,generating decision environmental permit,0,
11553586,2014-11-03 08:00:47,grounds for refusal,grounds for refusal,0,
11553586,2014-11-03 08:00:48,phase advice known,phase advice known,0,
11553586,2014-11-03 08:00:49,phase decision ready,phase decision ready,0,
11553586,2014-11-03 08:00:50,procedure change,procedure change,0,
11553586,2014-11-03 08:00:51,set decision status,set decision status,0,
11553586,2014-11-03 08:00:52,submit decision,submit decision,0,
11553586,2014-11-03 08:00:53,suspension ground applicable,suspension ground applicable,0,
11553586,2014-11-03 08:00:54,treat subcases content,treat subcases content,0,
11553586,2014-11-18 08:00:27,creating cover letter decision,creating cover letter decision,0,
11553586,2014-11-18 08:00:28,enter senddate decision,enter senddate decision,0,
11553586,2014-11-18 08:00:29,enter senddate decision environmental permit,enter senddate decision environmental permit,0,
11553586,2014-11-18 08:00:30,phase decision sent,phase decision sent,0,
11553586,2014-11-18 08:00:31,phase decision taken,phase decision taken,0,
11553586,2014-11-18 08:00:32,register objection and appeal periods,register objection and appeal periods,0,
11553586,2014-11-18 08:00:33,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,0,
11553586,2014-11-20 08:00:27,enter senddate decision environmental permit,enter senddate decision environmental permit,0,
11553586,2014-11-20 08:00:28,record date of decision environmental permit,record date of decision environmental permit,0,
11553586,2014-11-20 08:00:29,set decision phase decision permitting decided,set decision phase decision permitting decided,0,
11553586,2014-11-20 08:00:30,start decision phase decision permitting sent,set decision phase decision permitting decided,0,
11556826,2014-09-23 07:00:43,register submission date request,register submission date request,0,
11556826,2014-10-02 07:00:41,MER required,MER required,0,
11556826,2014-10-02 07:00:42,OLO messaging active,OLO messaging active,0,
11556826,2014-10-02 07:00:43,activities regular procedure,activities regular procedure,0,
11556826,2014-10-02 07:00:44,first or second phase,first or second phase,0,
11556826,2014-10-02 07:00:45,forward to the competent authority,forward to the competent authority,0,
11556826,2014-10-02 07:00:46,phase application received,phase application received,0,
11556826,2014-10-02 07:00:47,read field phased application,read field phased application,0,
11556826,2014-10-02 07:00:48,regular procedure without MER,regular procedure without MER,0,
11556826,2014-10-02 07:00:49,Check:homonymous,Check,1,homonymous Label(Activity:'send confirmation receipt')
11556826,2014-10-02 07:00:50,Check:homonymous,Check,1,homonymous Label(Activity:'send confirmation receipt')
11556826,2014-10-02 07:00:51,start WABOprocedure,start WABOprocedure,0,
11556826,2014-10-02 07:00:52,start phased application,phased application,0,
11556826,2014-10-03 07:00:02,enter senddate acknowledgement,enter senddate acknowledgement,0,
11556826,2014-11-05 08:00:31,create letter requesting missing data,create letter requesting missing data,0,
11556826,2014-11-05 08:00:32,create procedure confirmation,enter senddate procedure confirmation,0,
11556826,2014-11-05 08:00:33,create subcases completeness,create subcases completeness,0,
11556826,2014-11-05 08:00:34,first phase affected,first phase affected,0,
11556826,2014-11-05 08:00:35,Check:homonymous,Check,1,homonymous Label(Activity:'procedure change')
11556826,2014-11-05 08:00:36,publish,publish,0,
11556826,2014-11-05 08:00:37,request complete,request complete,0,
11556826,2014-11-05 08:00:38,retrieve missing data,retrieve missing data,0,
11556826,2014-11-05 08:00:39,term 14 or 26 weeks,term 14 or 26 weeks,0,
11556826,2014-11-05 08:00:40,term for supplying missing data,term for supplying missing data,0,
11556826,2014-12-18 08:00:15,phase additional information received,receive additional information,0,
11556826,2014-12-18 08:00:16,phase asked additional information,phase asked additional information,0,
11556826,2014-12-18 08:00:17,receive additional information,receive additional information,0,
11556826,2014-12-18 08:00:18,send confirmation receipt additional data,send confirmation receipt additional data,0,
11563660,2014-10-01 07:01:31,register submission date request,register submission date request,0,
11563660,2014-10-02 07:00:53,OLO messaging active,OLO messaging active,0,
11563660,2014-10-02 07:00:54,create procedure confirmation,enter senddate procedure confirmation,0,
11563660,2014-10-02 07:00:55,create publication document,create publication document,0,
11563660,2014-10-02 07:00:56,forward to the competent authority,forward to the competent authority,0,
11563660,2014-10-02 07:00:57,phase application received,phase application received,0,
11563660,2014-10-02 07:00:58,publish,publish,0,
11563660,2014-10-02 07:00:59,registration date publication,registration date publication,0,
11563660,2014-10-02 07:01:00,regular procedure without MER,regular procedure without MER,0,
11563660,2014-10-02 07:01:01,Check:homonymous,Check,1,homonymous Label(Activity:'send confirmation receipt')
11563660,2014-10-02 07:01:02,Check:homonymous,Check,1,homonymous Label(Activity:'send confirmation receipt')
11563660,2014-10-02 07:01:03,start WABOprocedure,start WABOprocedure,0,
11579112,2014-10-01 07:01:32,register submission date request,register submission date request,0,
11579112,2014-10-06 07:00:09,OLO messaging active,OLO messaging active,0,
11579112,2014-10-06 07:00:10,create procedure confirmation,enter senddate procedure confirmation,0,
11579112,2014-10-06 07:00:11,create publication document,create publication document,0,
11579112,2014-10-06 07:00:12,create subcases completeness,create subcases completeness,0,
11579112,2014-10-06 07:00:13,forward to the competent authority,forward to the competent authority,0,
11579112,2014-10-06 07:00:14,phase application received,phase application received,0,
11579112,2014-10-06 07:00:15,publish,publish,0,
11579112,2014-10-06 07:00:16,registration date publication,registration date publication,0,
11579112,2014-10-06 07:00:17,regular procedure without MER,regular procedure without MER,0,
11579112,2014-10-06 07:00:18,Check:homonymous,Check,1,homonymous Label(Activity:'send confirmation receipt')
11579112,2014-10-06 07:00:19,Check:homonymous,Check,1,homonymous Label(Activity:'send confirmation receipt')
11579112,2014-10-06 07:00:20,start WABOprocedure,start WABOprocedure,0,
11579112,2014-10-14 07:02:58,article 34  WABO applies,article 34  WABO applies,0,
11579112,2014-10-14 07:02:59,ask stakeholders views,ask stakeholders views,0,
11579112,2014-10-14 07:03:00,by law,by law,0,
11579112,2014-10-14 07:03:01,completed subcases content,completed subcases content,0,
11579112,2014-10-14 07:03:02,coordination of application,coordination of application,0,
11579112,2014-10-14 07:03:03,create subcases content,treat subcases content,0,
11579112,2014-10-14 07:03:04,creating environmental permit decision,creating environmental permit decision,0,
11579112,2014-10-14 07:03:05,decision date prior to decision,decision date prior to decision,0,
11579112,2014-10-14 07:03:06,grounds for refusal,grounds for refusal,0,
11579112,2014-10-14 07:03:07,phase advice known,phase advice known,0,
11579112,2014-10-14 07:03:08,phase application receptive,phase application received,0,
11579112,2014-10-14 07:03:09,Check:homonymous,Check,1,homonymous Label(Activity:'procedure change')
11579112,2014-10-14 07:03:10,Check:homonymous,Check,1,homonymous Label(Activity:'procedure change')
11579112,2014-10-14 07:03:11,request complete,request complete,0,
11579112,2014-10-14 07:03:12,send letter in progress,send letter in progress,0,
11579112,2014-10-14 07:03:13,set decision status,set decision status,0,
11579112,2014-10-14 07:03:14,suspension ground applicable,suspension ground applicable,0,
11579112,2014-10-14 07:03:15,treat subcases content,treat subcases content,0,
11579112,2014-11-18 08:00:34,creating cover letter decision,creating cover letter decision,0,
11579112,2014-11-18 08:00:35,Check:homonymous,Check,1,homonymous Label(Activity:'enter senddate decision environmental permit')
11579112,2014-11-18 08:00:36,generating decision environmental permit,generating decision environmental permit,0,
11579112,2014-11-18 08:00:37,phase decision ready,phase decision ready,0,
11579112,2014-11-18 08:00:38,phase decision taken,phase decision taken,0,
11579112,2014-11-18 08:00:39,register objection and appeal periods,register objection and appeal periods,0,
11579112,2014-11-18 08:00:40,set decision phase decision permitting decided,set decision phase decision permitting decided,0,
11579112,2014-11-18 08:00:41,start decision phase decision permitting sent,set decision phase decision permitting decided,0,
11579112,2014-11-18 08:00:42,submit decision,submit decision,0,
11579112,2014-11-25 08:00:17,enter senddate decision,enter senddate decision,0,
11579112,2014-11-25 08:00:18,Check:homonymous,Check,1,homonymous Label(Activity:'enter senddate decision environmental permit')
11579112,2014-11-25 08:00:19,phase decision sent,phase decision sent,0,
11579112,2014-11-25 08:00:20,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,0,
11585113,2014-10-02 07:01:04,register submission date request,register submission date request,0,
11585113,2014-10-06 07:00:21,OLO messaging active,OLO messaging active,0,
11585113,2014-10-06 07:00:22,create procedure confirmation,enter senddate procedure confirmation,0,
11585113,2014-10-06 07:00:23,create publication document,create publication document,0,
11585113,2014-10-06 07:00:24,create subcases completeness,create subcases completeness,0,
11585113,2014-10-06 07:00:25,forward to the competent authority,forward to the competent authority,0,
11585113,2014-10-06 07:00:26,phase application received,phase application received,0,
11585113,2014-10-06 07:00:27,publish,publish,0,
11585113,2014-10-06 07:00:28,registration date publication,registration date publication,0,
11585113,2014-10-06 07:00:29,regular procedure without MER,regular procedure without MER,0,
11585113,2014-10-06 07:00:30,Check:homonymous,Check,1,homonymous Label(Activity:'send confirmation receipt')
11585113,2014-10-06 07:00:31,Check:homonymous,Check,1,homonymous Label(Activity:'send confirmation receipt')
11585113,2014-10-06 07:00:32,start WABOprocedure,start WABOprocedure,0,
11585113,2014-10-16 07:00:55,create letter requesting missing data,create letter requesting missing data,0,
11585113,2014-10-16 07:00:56,phase asked additional information,phase asked additional information,0,
11585113,2014-10-16 07:00:57,Check:homonymous,Check,1,homonymous Label(Activity:'procedure change')
11585113,2014-10-16 07:00:58,request complete,request complete,0,
11585113,2014-10-16 07:00:59,retrieve missing data,retrieve missing data,0,
11585113,2014-10-16 07:01:00,term for supplying missing data,term for supplying missing data,0,
11585113,2014-10-21 07:00:22,enter receipt of additional data,enter receipt of additional data,0,
11585113,2014-10-28 08:01:17,phase additional information received,receive additional information,0,
11585113,2014-10-28 08:01:18,receive additional information,receive additional information,0,
11585113,2014-10-28 08:01:19,send confirmation receipt additional data,send confirmation receipt additional data,0,
11585113,2014-11-06 08:00:33,article 34  WABO applies,article 34  WABO applies,0,
11585113,2014-11-06 08:00:34,ask stakeholders views,ask stakeholders views,0,
11585113,2014-11-06 08:00:35,by law,by law,0,
11585113,2014-11-06 08:00:36,coordination of application,coordination of application,0,
11585113,2014-11-06 08:00:37,create subcases content,treat subcases content,0,
11585113,2014-11-06 08:00:38,creating environmental permit decision,creating environmental permit decision,0,
11585113,2014-11-06 08:00:39,decision date prior to decision,decision date prior to decision,0,
11585113,2014-11-06 08:00:40,grounds for refusal,grounds for refusal,0,
11585113,2014-11-06 08:00:41,phase advice known,phase advice known,0,
11585113,2014-11-06 08:00:42,phase application receptive,phase application received,0,
11585113,2014-11-06 08:00:43,Check:homonymous,Check,1,homonymous Label(Activity:'procedure change')
11585113,2014-11-06 08:00:44,procedure change after completeness,procedure change after completeness,0,
11585113,2014-11-06 08:00:45,request complete,request complete,0,
11585113,2014-11-06 08:00:46,send letter in progress,send letter in progress,0,
11585113,2014-11-06 08:00:47,set decision status,set decision status,0,
11585113,2014-11-06 08:00:48,suspension ground applicable,suspension ground applicable,0,
11585113,2014-11-18 08:00:43,creating cover letter decision,creating cover letter decision,0,
11585113,2014-11-18 08:00:44,enter senddate decision,enter senddate decision,0,
11585113,2014-11-18 08:00:45,Check:homonymous,Check,1,homonymous Label(Activity:'enter senddate decision environmental permit')
11585113,2014-11-18 08:00:46,generating decision environmental permit,generating decision environmental permit,0,
11585113,2014-11-18 08:00:47,phase decision ready,phase decision ready,0,
11585113,2014-11-18 08:00:48,phase decision sent,phase decision sent,0,
11585113,2014-11-18 08:00:49,phase decision taken,phase decision taken,0,
11585113,2014-11-18 08:00:50,register objection and appeal periods,register objection and appeal periods,0,
11585113,2014-11-18 08:00:51,submit decision,submit decision,0,
11585113,2014-11-18 08:00:52,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,0,
11585113,2014-11-20 08:00:31,Check:homonymous,Check,1,homonymous Label(Activity:'enter senddate decision environmental permit')
11585113,2014-11-20 08:00:32,record date of decision environmental permit,record date of decision environmental permit,0,
11585113,2014-11-20 08:00:33,set decision phase decision permitting decided,set decision phase decision permitting decided,0,
11585113,2014-11-20 08:00:34,start decision phase decision permitting sent,set decision phase decision permitting decided,0,
11585113,2015-01-13 08:00:05,close case,close case,0,
11585113,2015-01-13 08:00:06,objection lodged against decision,objection lodged against decision,0,
11585113,2015-01-13 08:00:07,phase archived case,phase archived case,0,
11585113,2015-01-13 08:00:08,phase case handled,phase case handled,0,
11585113,2015-01-13 08:00:09,phase decision irrevocable,phase decision irrevocable,0,
11585113,2015-01-13 08:00:10,read publication date field,read publication date field,0,
11585113,2015-01-13 08:00:11,read publication date field,read publication date field,0,
11585113,2015-01-13 08:00:12,stop all running subcases 2b,stop all running subcases 2b,0,
11587185,2014-10-03 07:00:03,register submission date request,register submission date request,0,
11587185,2014-10-06 07:00:33,OLO messaging active,OLO messaging active,0,
11587185,2014-10-06 07:00:34,create procedure confirmation,enter senddate procedure confirmation,0,
11587185,2014-10-06 07:00:35,create publication document,create publication document,0,
11587185,2014-10-06 07:00:36,forward to the competent authority,forward to the competent authority,0,
11587185,2014-10-06 07:00:37,phase application received,phase application received,0,
11587185,2014-10-06 07:00:38,publish,publish,0,
11587185,2014-10-06 07:00:39,registration date publication,registration date publication,0,
11587185,2014-10-06 07:00:40,regular procedure without MER,regular procedure without MER,0,
11587185,2014-10-06 07:00:41,send confirmation receipt,send confirmation receipt,0,
11587185,2014-10-06 07:00:42,send confirmation receipt,send confirmation receipt,0,
11587185,2014-10-06 07:00:43,start WABOprocedure,start WABOprocedure,0,
11587185,2014-10-13 07:00:22,article 34  WABO applies,article 34  WABO applies,0,
11587185,2014-10-13 07:00:23,ask stakeholders views,ask stakeholders views,0,
11587185,2014-10-13 07:00:24,by law,by law,0,
11587185,2014-10-13 07:00:25,coordination of application,coordination of application,0,
11587185,2014-10-13 07:00:26,create subcases completeness,create subcases completeness,0,
11587185,2014-10-13 07:00:27,create subcases content,treat subcases content,0,
11587185,2014-10-13 07:00:28,creating environmental permit decision,creating environmental permit decision,0,
11587185,2014-10-13 07:00:29,decision date prior to decision,decision date prior to decision,0,
11587185,2014-10-13 07:00:30,grounds for refusal,grounds for refusal,0,
11587185,2014-10-13 07:00:31,phase advice known,phase advice known,0,
11587185,2014-10-13 07:00:32,phase application receptive,phase application received,0,
11587185,2014-10-13 07:00:33,procedure change,procedure change,0,
11587185,2014-10-13 07:00:34,procedure change,procedure change,0,
11587185,2014-10-13 07:00:35,request complete,request complete,0,
11587185,2014-10-13 07:00:36,send letter in progress,send letter in progress,0,
11587185,2014-10-13 07:00:37,set decision status,set decision status,0,
11587185,2014-10-13 07:00:38,suspension ground applicable,suspension ground applicable,0,
11587185,2014-11-18 08:00:53,create publication document,create publication document,0,
11587185,2014-11-18 08:00:54,creating cover letter decision,creating cover letter decision,0,
11587185,2014-11-18 08:00:55,enter date publication decision environmental permit,enter date publication decision environmental permit,0,
11587185,2014-11-18 08:00:56,enter senddate decision,enter senddate decision,0,
11587185,2014-11-18 08:00:57,enter senddate decision environmental permit,enter senddate decision environmental permit,0,
11587185,2014-11-18 08:00:58,generating decision environmental permit,generating decision environmental permit,0,
11587185,2014-11-18 08:00:59,phase decision ready,phase decision ready,0,
11587185,2014-11-18 08:01:00,phase decision sent,phase decision sent,0,
11587185,2014-11-18 08:01:01,phase decision taken,phase decision taken,0,
11587185,2014-11-18 08:01:02,register objection and appeal periods,register objection and appeal periods,0,
11587185,2014-11-18 08:01:03,set decision phase decision permitting decided,set decision phase decision permitting decided,0,
11587185,2014-11-18 08:01:04,submit decision,submit decision,0,
11587185,2014-11-18 08:01:05,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,0,
11587185,2014-11-19 08:00:04,enter senddate decision environmental permit,enter senddate decision environmental permit,0,
11587185,2014-11-19 08:00:05,start decision phase decision permitting sent,set decision phase decision permitting decided,0,
11587185,2014-11-26 08:00:14,set decision phase decision permitting published,set decision phase decision permitting published,0,
11588105,2014-10-02 07:01:05,register submission date request,register submission date request,0,
11588105,2014-10-06 07:00:44,OLO messaging active,OLO messaging active,0,
11588105,2014-10-06 07:00:45,create procedure confirmation,enter senddate procedure confirmation,0,
11588105,2014-10-06 07:00:46,create publication document,create publication document,0,
11588105,2014-10-06 07:00:47,create subcases completeness,create subcases completeness,0,
11588105,2014-10-06 07:00:48,forward to the competent authority,forward to the competent authority,0,
11588105,2014-10-06 07:00:49,phase application received,phase application received,0,
11588105,2014-10-06 07:00:50,publish,publish,0,
11588105,2014-10-06 07:00:51,registration date publication,registration date publication,0,
11588105,2014-10-06 07:00:52,regular procedure without MER,regular procedure without MER,0,
11588105,2014-10-06 07:00:53,Check:homonymous,Check,1,homonymous Label(Activity:'send confirmation receipt')
11588105,2014-10-06 07:00:54,Check:homonymous,Check,1,homonymous Label(Activity:'send confirmation receipt')
11588105,2014-10-06 07:00:55,start WABOprocedure,start WABOprocedure,0,
11588105,2014-10-27 08:00:07,article 34  WABO applies,article 34  WABO applies,0,
11588105,2014-10-27 08:00:08,ask stakeholders views,ask stakeholders views,0,
11588105,2014-10-27 08:00:09,by law,by law,0,
11588105,2014-10-27 08:00:10,coordination of application,coordination of application,0,
11588105,2014-10-27 08:00:11,create subcases content,treat subcases content,0,
11588105,2014-10-27 08:00:12,creating environmental permit decision,creating environmental permit decision,0,
11588105,2014-10-27 08:00:13,decision date prior to decision,decision date prior to decision,0,
11588105,2014-10-27 08:00:14,grounds for refusal,grounds for refusal,0,
11588105,2014-10-27 08:00:15,phase advice known,phase advice known,0,
11588105,2014-10-27 08:00:16,phase application receptive,phase application received,0,
11588105,2014-10-27 08:00:17,Check:homonymous,Check,1,homonymous Label(Activity:'procedure change')
11588105,2014-10-27 08:00:18,Check:homonymous,Check,1,homonymous Label(Activity:'procedure change')
11588105,2014-10-27 08:00:19,request complete,request complete,0,
11588105,2014-10-27 08:00:20,send letter in progress,send letter in progress,0,
11588105,2014-10-27 08:00:21,set decision status,set decision status,0,
11588105,2014-10-27 08:00:22,suspension ground applicable,suspension ground applicable,0,
11588105,2014-11-18 08:01:06,creating cover letter decision,creating cover letter decision,0,
11588105,2014-11-18 08:01:07,enter senddate decision,enter senddate decision,0,
11588105,2014-11-18 08:01:08,Check:homonymous,Check,1,homonymous Label(Activity:'enter senddate decision environmental permit')
11588105,2014-11-18 08:01:09,generating decision environmental permit,generating decision environmental permit,0,
11588105,2014-11-18 08:01:10,phase decision ready,phase decision ready,0,
11588105,2014-11-18 08:01:11,phase decision sent,phase decision sent,0,
11588105,2014-11-18 08:01:12,phase decision taken,phase decision taken,0,
11588105,2014-11-18 08:01:13,register objection and appeal periods,register objection and appeal periods,0,
11588105,2014-11-18 08:01:14,submit decision,submit decision,0,
11588105,2014-11-18 08:01:15,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,0,
11588105,2014-11-20 08:00:35,Check:homonymous,Check,1,homonymous Label(Activity:'enter senddate decision environmental permit')
11588105,2014-11-20 08:00:36,record date of decision environmental permit,record date of decision environmental permit,0,
11588105,2014-11-20 08:00:37,set decision phase decision permitting decided,set decision phase decision permitting decided,0,
11588105,2014-11-20 08:00:38,start decision phase decision permitting sent,set decision phase decision permitting decided,0,
11590099,2014-10-06 07:00:56,OLO messaging active,OLO messaging active,0,
11590099,2014-10-06 07:00:57,phase application received,phase application received,0,
11590099,2014-10-06 07:00:58,send confirmation receipt,send confirmation receipt,0,
11590099,2014-10-28 08:01:20,create letter requesting missing data,create letter requesting missing data,0,
11590099,2014-10-28 08:01:21,create procedure confirmation,enter senddate procedure confirmation,0,
11590099,2014-10-28 08:01:22,create subcases completeness,create subcases completeness,0,
11590099,2014-10-28 08:01:23,forward to the competent authority,forward to the competent authority,0,
11590099,2014-10-28 08:01:24,procedure change,procedure change,0,
11590099,2014-10-28 08:01:25,publish,publish,0,
11590099,2014-10-28 08:01:26,regular procedure without MER,regular procedure without MER,0,
11590099,2014-10-28 08:01:27,request complete,request complete,0,
11590099,2014-10-28 08:01:28,retrieve missing data,retrieve missing data,0,
11590099,2014-10-28 08:01:29,send confirmation receipt,send confirmation receipt,0,
11590099,2014-10-28 08:01:30,start WABOprocedure,start WABOprocedure,0,
11590099,2014-10-28 08:01:31,subcases completeness completed,create subcases completeness,0,
11590099,2014-10-28 08:01:32,term for supplying missing data,term for supplying missing data,0,
11590099,2014-10-28 08:01:33,treat subcases completeness,create subcases completeness,0,
11590099,2014-10-29 08:01:34,enter senddate retrieve missing data,retrieve missing data,0,
11590099,2014-10-29 08:01:35,phase asked additional information,phase asked additional information,0,
11590099,2014-11-20 08:00:39,enter receipt of additional data,enter receipt of additional data,0,
11590099,2014-11-24 08:00:01,receive additional information,receive additional information,0,
11590099,2014-11-24 08:00:02,send confirmation receipt additional data,send confirmation receipt additional data,0,
11590099,2014-11-26 08:00:15,creating decision permanently suspended,creating decision permanently suspended,0,
11590099,2014-11-26 08:00:16,decision date prior to decision,decision date prior to decision,0,
11590099,2014-11-26 08:00:17,decision keep permanently suspended,keep permanently suspended,0,
11590099,2014-11-26 08:00:18,keep permanently suspended,keep permanently suspended,0,
11590099,2014-11-26 08:00:19,request complete,request complete,0,
11590099,2014-11-26 08:00:20,resume completeness subcases,resume completeness subcases,0,
11590099,2014-11-26 08:00:21,set decision status,set decision status,0,
11590099,2014-11-26 08:00:22,subcases completeness completed,create subcases completeness,0,
11590099,2014-12-03 08:00:02,create cover letter permanent suspension,create cover letter permanent suspension,0,
11590099,2014-12-03 08:00:03,enter senddate decision permanent suspension,enter senddate decision permanent suspension,0,
11590099,2014-12-03 08:00:04,phase permanently suspended,phase permanently suspended,0,
11590099,2014-12-04 08:00:04,enter date decision permanent suspension,enter senddate decision permanent suspension,0,
11590099,2014-12-04 08:00:05,enter senddate decision permanent suspension,enter senddate decision permanent suspension,0,
11590099,2014-12-04 08:00:06,start decision phase permanent suspension sent,start decision phase permanent suspension sent,0,
11590099,2014-12-04 08:00:07,start decision phase permanently suspended decided,start decision phase permanently suspended decided,0,
11593238,2014-10-06 07:00:59,OLO messaging active,OLO messaging active,0,
11593238,2014-10-06 07:01:00,create procedure confirmation,enter senddate procedure confirmation,0,
11593238,2014-10-06 07:01:01,create publication document,create publication document,0,
11593238,2014-10-06 07:01:02,create subcases completeness,create subcases completeness,0,
11593238,2014-10-06 07:01:03,forward to the competent authority,forward to the competent authority,0,
11593238,2014-10-06 07:01:04,phase application received,phase application received,0,
11593238,2014-10-06 07:01:05,publish,publish,0,
11593238,2014-10-06 07:01:06,register submission date request,register submission date request,0,
11593238,2014-10-06 07:01:07,registration date publication,registration date publication,0,
11593238,2014-10-06 07:01:08,regular procedure without MER,regular procedure without MER,0,
